Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Synthesize and Characterization of Hydroxypropyl-N-octanealkyl Chitosan Ramification","20181705111257","","Tan, Fu-Neng (1) ","(1) Chemical and Engineering Institute, Wenshan University, Wenshan, Yunnan, China ","Tan, Fu-Neng(314531916@qq.com) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","China University of Petroleum; Sun Yat-sen University","Institute of Physics Publishing","322","3","","March 29, 2018","2017 International Symposium on Application of Materials Science and Energy Materials, SAMSE 2017 - Chapter 2 Energy Materials","3 of 7","2018","English","17578981","1757899X","","10.1088/1757-899X/322/3/032010","032010","2017 International Symposium on Application of Materials Science and Energy Materials, SAMSE 2017","December 28, 2017 - December 29, 2017","Shanghai, China","135775","","Conference article (CA)","A new type of amphiphilic ramification, hydroxypropyl-N-octanealkyl chitosan was prepared from chitosan via hydrophilic group and hydrophobic group were introduced. We could protect the amino group of chitosan via the reaction of chitosan and benzaldehyde could get Schiff base structure. Structures of the products were characterized with FT-IR, elemental analysis, themogrammetry (TG) analysis and X-ray diffraction. The degree of substitution of hydrophobic group was studied by elemental analysis. The result showed this chitosan ramification was soluble, biocompatible, biodegradable and nontoxic. © Published under licence by IOP Publishing Ltd.","11","Chitosan","Biocompatibility - Hydrophobicity - X ray diffraction","Amino group - Amphiphilics - Degree of substitution - Hydrophilic groups - Hydrophobic groups - Schiff-base","461.9.1 Immunology - 804.1 Organic Compounds - 931.2 Physical Properties of Gases, Liquids and Solids",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Improved performances of lithium-ion batteries using intercalated a-Si-Ag thin film layers as electrodes","20185106270364","","Wang, Pan (1, 2); Tong, Ling (1, 2); Wang, Rongfei (2); Chen, Anran (1, 3); Fang, Wenzhong (1, 2); Yue, Kun (1, 4); Sun, Tao (1, 3); Yang, Yu (1, 3) ","(1) International Joint Research Center for Optoelectronic and Energy Materials, Yunnan University, Kunming; 650091, China (2) School of Materials Science and Engineering, Yunnan University, Kunming; 650091, China (3) School of Energy, Yunnan University, Kunming; 650091, China (4) School of Physics and Astronomy, Yunnan University, Kunming; 650091, China ","Yang, Yu(yuyang@ynu.edu.cn) ","RSC Advances","RSC Adv.","","Royal Society of Chemistry","8","72","41404-41414","2018","","","2018","English","","20462069","","10.1039/C8RA07904H","","","","","","RSCACL","Journal article (JA)","The laminated construction of an a-Si-Ag thin film electrode is demonstrated, which allows stabilization of the cycling performance of a silicon thin film layer in a lithium-ion battery. A silver thin film plays a determining role in the lithium insertion/extraction process and is incorporated between amorphous Si thin film layers (a-Si/Ag/a-Si), which results in not only high and stable capability, but also the best rate performance compared to that of other electrodes. For the electrode of a-Si/Ag/a-Si, a critical thickness of the silver layer (30 nm) is found; in this case, it exhibits the highest capacity retention of 70% after 200 cycles at a current density of 65.2 μA cm−2 within the voltage range of 0.01-1.5 V. It is demonstrated that for the a-Si/Ag/a-Si (140/30/140 nm) electrode, enhanced capacity (∼59.1%) is derived from the buffer effect and excellent conductivity of silver layer. Silver interlayer may represent a universal platform for relieving stress in a silicon electrode. In addition, its excellent electrical conductivity will decrease the charge transfer resistance of Si electrode for lithium-ion batteries. © The Royal Society of Chemistry.","59","Thin film lithium ion batteries","Amorphous films - Amorphous silicon - Charge transfer - Electrodes - Ions - Silicon batteries - Thin films","Capacity retention - Charge transfer resistance - Critical thickness - Cycling performance - Electrical conductivity - Laminated construction - Silver interlayers - Universal platform","549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 702.1 Electric Batteries - 702.1.2 Secondary Batteries - 802.2 Chemical Reactions - 933.2 Amorphous Solids","Number: 2017IB033, Acronym: -, Sponsor: -; Number: 2018FD012, Acronym: -, Sponsor: Yunnan Provincial Department of Education; Number: 2016MS15, Acronym: -, Sponsor: -; Number: 11274266, Acronym: -, Sponsor: National Natural Science Foundation of China; ","The authors would like to thank ‘Advanced Analysis and Measurement Center of Yunnan University’. This work was supported by the National Natural Science Foundation of China (No. 11274266, No. 11804295), Yunnan University Action Plan of Serve the Yunnan Province (No. 2016MS15), the Construction Fund of International Joint Research Center for Optoelectronic and Energy Materials by Yunnan Provincial Department of Finance (No. 2017IB033), the Scientic Research Key Fund of Yunnan Provincial Department of Education (No. 2018FD012), the YNU East-Land Scholar Research Fund (No. WX069051), East-Land Middle-aged and Young Backbone Teacher of Yunnan University (No. C176220200), Yunnan Applied Basic Research Projects (No. 2016FB081).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Indoor sleep monitoring based on single chip microcomputer","20192807156815","","Xu, Yunsheng (1); Yin, Qun (1); Gu, Ji (1); Luo, Rui (1) ","(1) Kunming University of Science and Technology College, Kunming, Yunnan, China ","Yin, Qun ","Proceedings of 2018 IEEE 4th Information Technology and Mechatronics Engineering Conference, ITOEC 2018","Proc. IEEE Inf. Technol. Mechatronics Eng. Conf., ITOEC","Chongqing Geeks Education Technology Co., Ltd; Chongqing Global Union Academy of Science and Technology; Global Union Academy of Science and Technology; IEEE Harbin Section","Institute of Electrical and Electronics Engineers Inc.","","","1533-1537","December 2018","Proceedings of 2018 IEEE 4th Information Technology and Mechatronics Engineering Conference, ITOEC 2018","1 of 1","2018","English","","","9781538653739","10.1109/ITOEC.2018.8740416","8740416","4th IEEE Information Technology and Mechatronics Engineering Conference, ITOEC 2018","December 14, 2018 - December 16, 2018","Chongqing, China","148925","","Conference article (CA)","This paper uses a simple portable indoor sleep monitor as the design platform, the sound sensor system and the light sensor system serve as the main sensor module. The sound sensor uses ADC0832 acquisition chip to convert the analog signal detected into digital signal. LM393 comparator and photosensitive resistance are used to compare the signal of ambient light-intensity. DS1302 clock chip is used to provide the system clock with the time of year, month, day, hour, minute and second. STC89C52RC microcontroller is the main control chip of this system, which mainly control the operation of the whole system and realize its corresponding functions. The experimental results show that the performance of the system meets the design requirements. © 2018 IEEE.","14","Sleep research","Acoustic waves - Clocks - Sensors - Signal detection","Analog signals - Design platform - Digital signals - Sensor modules - Single chip microcomputers - Sleep monitoring - STC89C52 - Tight","461.4 Ergonomics and Human Factors Engineering - 716.1 Information Theory and Signal Processing - 751.1 Acoustic Waves - 943.3 Special Purpose Instruments",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Pythagorean hesitant fuzzy Hamacher aggregation operators and their application to multiple attribute decision making","20180904837806","","Wei, Guiwu (1); Lu, Mao (1); Tang, Xiyue (1); Wei, Yu (2) ","(1) School of Business, Sichuan Normal University, Chengdu; 610101, China (2) School of Finance, Yunnan University of Finance and Economics, Kunming; 650221, China ","Wei, Guiwu(weiguiwu@163.com) ","International Journal of Intelligent Systems","Int J Intell Syst","","John Wiley and Sons Ltd, Southern Gate, Chichester, West Sussex, PO19 8SQ, United Kingdom","33","6","1197-1233","June 2018","","","2018","English","08848173","1098111X","","10.1002/int.21978","","","","","","IJISED","Journal article (JA)","Hamacher product is a t-norm and Hamacher sum is a t-conorm. They are good alternatives to algebraic product and algebraic sum, respectively. Nevertheless, it seems that most of the existing hesitant fuzzy aggregation operators are based on the algebraic operations. In this paper, we utilize Hamacher operations to develop some Pythagorean hesitant fuzzy aggregation operators: Pythagorean hesitant fuzzy Hamacher weighted average (PHFHWA) operator, Pythagorean hesitant fuzzy Hamacher weighted geometric (PHFHWG) operator, Pythagorean hesitant fuzzy Hamacher ordered weighted average (PHFHOWA) operator, Pythagorean hesitant fuzzy Hamacher ordered weighted geometric (PHFHOWG) operator, Pythagorean hesitant fuzzy Hamacher induced ordered weighted average (PHFHIOWA) operator, Pythagorean hesitant fuzzy Hamacher induced ordered weighted geometric (PHFHIOWG) operator, Pythagorean hesitant fuzzy Hamacher induced correlated aggregation operators, Pythagorean hesitant fuzzy Hamacher prioritized aggregation operators, and Pythagorean hesitant fuzzy Hamacher power aggregation operators. The special cases of these proposed operators are studied. Then, we have utilized these operators to develop some approaches to solve the Pythagorean hesitant fuzzy multiple attribute decision making problems. Finally, a practical example for green supplier selections in green supply chain management is given to verify the developed approach and to demonstrate its practicality and effectiveness. © 2018 Wiley Periodicals, Inc.","112","Mathematical operators","Algebra - Decision making - Fuzzy logic - Fuzzy sets - Geometry - Statistical methods - Supply chain management","Aggregation operator - Green supplier selections - Hesitant fuzzy numbers - Multiple attribute decision making - Prioritized aggregation operators","721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 912 Industrial Engineering and Management - 912.2 Management - 913 Production Planning and Control; Manufacturing - 921 Mathematics - 921.1 Algebra - 922.2 Mathematical Statistics","Number: 15TD0004, Acronym: -, Sponsor: -; Number: 16YJA630033, Acronym: MOE, Sponsor: Ministry of Education of the People's Republic of China; Number: 71571128, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61174149, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The work was supported by the National Natural Science Foundation of China under Grant No. 61174149 and 71571128 and the Humanities and Social Sciences Foundation of Ministry of Education of the People's Republic of China (No. 16YJA630033) and the Construction Plan of Scientific Research Innovation Team for Colleges and Universities in Sichuan Province (15TD0004).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Relationship between oxygen species and activity/stability in heteroatom (Zr, Y)-doped cerium-based catalysts for catalytic decomposition of CH3SH","20184005908884","","Chen, Dingkai (1); Zhang, Dehua (1); He, Dedong (1, 2); Lu, Jichang (1); Zhong, Liping (1); Han, Caiyun (1); Luo, Yongming (1, 3) ","(1) Faculty of Environmental Science and Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650500, China (2) Faculty of Chemical Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650500, China (3) Faculty of Environmental Science and Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650500, China ","Zhang, Dehua(environcatalysis222@yahoo.com) ","Chinese Journal of Catalysis","Chin. J. Catal.","","Science Press","39","12","1929-1941","December 2018","","","2018","English","18722067","","","10.1016/S1872-2067(18)63146-8","","","","","","CJCHCI","Journal article (JA)","CeO2, Ce1–xZrxO2, and Ce1–xYxO2–δ (x = 0.25, 0.50, 0.75, and 1.00) have been rapidly synthesized to estimate their catalytic behavior in decomposing CH3SH. The role of oxygen vacancies, and the relationship between the oxygen species and catalytic properties of CeO2 and Zr-doped and Y-doped ceria-based materials are investigated in detail. Combining the observed catalytic performance with the characterization results, it can be deemed that surface lattice oxygen plays a critical role in methanethiol catalytic conversion over cerium oxides. Ce0.75Zr0.25O2 shows higher catalytic activity for CH3SH decomposition due to the large amount of surface lattice oxygen, readily available oxygen species, and excellent redox properties. Ce0.75Y0.25O2–δ displays better catalytic stability owing to the greater number of oxygen vacancies that would promote bulk lattice oxygen migration to the surface of the catalyst in order to replenish surface lattice oxygen. In addition, the results show that the difference in chemical valence between Ce and the heteroatoms would strongly influence the amount of surface lattice oxygen as well as the mobility of bulk-phase oxygen in these catalysts, thus affecting their activity and stability. © 2018 Dalian Institute of Chemical Physics, the Chinese Academy of Sciences","58","Oxygen vacancies","Catalyst activity - Cerium oxide - Chemical stability - Decomposition - Yttrium compounds - Zirconium compounds","Base catalyst - Catalytic conversion - Catalytic decomposition - Catalytic performance - Catalytic properties - Heteroatoms - Oxygen migration - Surface lattice","801 Chemistry - 802.2 Chemical Reactions - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally - 933.1 Crystalline Solids","Number: 21667016, 21267011, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: U1402233, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China (21667016, 21267011, U1402233).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Realizing high-performance metamaterial absorber based on the localized surface plasmon resonance in the terahertz regime","20191306681228","","Yunfeng, Lin (1, 2); Xiaoqi, Hu (1, 2); Lin, Hu (3) ","(1) College of Engineering, Lishui University, Zhejiang Lishui; 323000, China (2) Key Lab. of Digit. Des. and Intelligent Mfg. for Creative Cultural Products of Zhejiang Province, Zhejiang Lishui; 323000, China (3) School of Physics and Material Engineering, Yunnan University, 650091, China ","","Materials Research Express","Mater. Res. Express","","Institute of Physics Publishing","5","4","","April 2018","","","2018","English","","20531591","","10.1088/2053-1591/aab835","045801","","","","","","Journal article (JA)","A composite structure design metamaterial absorber is designed and simulated. The proposed composite structure consists of a double-hole sub-structure and a double-metallic particle sub-structure. The damping constant of bulk gold layer is optimized to eliminate the adverse effects of the grain boundary and the surface scattering of thin films on the absorption property. Two absorption peaks (A1 = 58%, A2 = 23%) are achieved based on the localized surface plasmon (LSP) modes resonance. Moreover, the plasmonic hybridization phenomenon between LSP modes is found, which leads to the absorption enhancement between two absorption peaks. The proposed metamaterial absorber holds the property of wide-angle incidence. © 2018 IOP Publishing Ltd.","33","Surface plasmon resonance","Calculations - Grain boundaries - Metamaterials - Plasmonics - Plasmons - Structure (composition) - Surface scattering","absorber - Absorption enhancement - Absorption property - Localized surface plasmon - Localized surface plasmon resonance - Metallic particles - Metamaterial absorbers - photo-electrochemical","921 Mathematics - 931 Classical Physics; Quantum Theory; Relativity - 931.3 Atomic and Molecular Physics - 951 Materials Science","Number: 51474551, Acronym: -, Sponsor: National Natural Science Foundation of China; ","This research is supported by the National Natural Science Foundation of China(Grant Nos. 51474551, 11547196).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An Improved Model for Effective Customer Network Future State Prediction","20190306386048","","Rui, Zeng (1); Hongli, Yin (1); Jinyan, Cai (1) ","(1) Yunnan Normal University, School of Information Science and Technology, Kunming; 650500, China ","","International Conference on Geoinformatics","Int. Conf. Geoinformatics","","IEEE Computer Society","2018-June","","","December 3, 2018","Proceedings - 2018 26th International Conference on Geoinformatics, Geoinformatics 2018","1 of 1","2018","English","2161024X","21610258","9781538676196","10.1109/GEOINFORMATICS.2018.8557185","8557185","26th International Conference on Geoinformatics, Geoinformatics 2018","June 28, 2018 - June 30, 2018","Kunming, China","143470","","Conference article (CA)","For the purpose of prediction analysis of customer relationships in social networks, this paper proposes a simple model that can generate future states of a social network based on relevant data analysis and previous research. In this model, we insert nodes and edges of a customer network at the same preferential attachment probabilities, but delete them at different anti-preferential attachment probabilities with the consideration of the limit of network size, the directions of incident links and the factor of time in attractiveness. Furthermore, we propose an improved model based on the simple model that computes the attractiveness measure of nodes by applying time series prediction and takes into account of node in-degrees. Networks generated from our models have a nice property that their in-degree distribution follows the power-law, which desirably characterizes an essential property of social networks. This property is derived by applying the mean-field theory [7]. It is validated through simulation that this model can effectively generate a social network's future state and incorporating the factor of node in-degrees in computing the attractiveness measure of nodes using time series prediction can improve the prediction result. © 2018 IEEE.","27","Forecasting","Computation theory - Mean field theory - Probability distributions - Public relations - Range finding - Sales - Social networking (online) - Social sciences computing - Time series","Customer networks - Customer relationships - Degree distributions - In-degree distribution - Node deletion - Power law distribution - Preferential attachments - Time series prediction","721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 723 Computer Software, Data Handling and Applications - 723.2 Data Processing and Image Processing - 922.1 Probability Theory - 922.2 Mathematical Statistics","Number: 2013FZ048, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 71362030, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 2013FZ048, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 71362030, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Supported by Natural Science Foundation of China (NO.71640028, NO. 71362030), Natural Science Foundation of Yunnan (NO. 2013FZ048)",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Preventive and therapeutic role of functional ingredients of barley grass for chronic diseases in human beings","20183705796976","","Zeng, Yawen (1); Pu, Xiaoying (1, 2); Yang, Jiazhen (1, 2); Du, Juan (1); Yang, Xiaomeng (1); Li, Xia (1); Li, Ling (3); Zhou, Yan (4); Yang, Tao (1) ","(1) Biotechnology and Germplasm Resources Institute, Yunnan Academy of Agricultural Sciences, Agricultural Biotechnology Key Laboratory of Yunnan Province, Kunming; 650205, China (2) Kunming Tiankang Science and Technology Limited Company, Kunming Yunnan; 650231, China (3) Biomedical Engineering Research Center, Kunming Medical University, Kunming; 650500, China (4) Clinical Nutrition Department, Second People's Hospital of Yunnan Province, Kunming Yunnan; 650021, China ","Zeng, Yawen(zengyw1967@126.com) ","Oxidative Medicine and Cellular Longevity","Oxidative Med. Cell. Longevity","","Hindawi Limited, 410 Park Avenue, 15th Floor, 287 pmb, New York, NY 10022, United States","2018","","","2018","","","2018","English","19420900","19420994","","10.1155/2018/3232080","3232080","","","","","","Journal article (JA)","Barley grass powder is the best functional food that provides nutrition and eliminates toxins from cells in human beings; however, its functional ingredients have played an important role as health benefit. In order to better cognize the preventive and therapeutic role of barley grass for chronic diseases, we carried out the systematic strategies for functional ingredients of barley grass, based on the comprehensive databases, especially the PubMed, Baidu, ISI Web of Science, and CNKI, between 2008 and 2017. Barley grass is rich in functional ingredients, such as gamma-aminobutyric acid (GABA), flavonoids, saponarin, lutonarin, superoxide dismutase (SOD), K, Ca, Se, tryptophan, chlorophyll, vitamins (A, B1, C, and E), dietary fiber, polysaccharide, alkaloid, metallothioneins, and polyphenols. Barley grass promotes sleep; has antidiabetic effect; regulates blood pressure; enhances immunity; protects liver; has anti-acne/detoxifying and antidepressant effects; improves gastrointestinal function; has anticancer, anti-inflammatory, antioxidant, hypolipidemic, and antigout effects; reduces hyperuricemia; prevents hypoxia, cardiovascular diseases, fatigue, and constipation; alleviates atopic dermatitis; is a calcium supplement; improves cognition; and so on. These results support that barley grass may be one of the best functional foods for preventive chronic diseases and the best raw material of modern diet structure in promoting the development of large health industry and further reveal that GABA, flavonoids, SOD, K-Ca, vitamins, and tryptophan mechanism of barley grass have preventive and therapeutic role for chronic diseases. This paper can be used as a scientific evidence for developing functional foods and novel drugs for barley grass for preventive chronic diseases. Copyright © 2018 Yawen Zeng et al.","167","Functional food","Amino acids - Binary alloys - Blood pressure - Calcium alloys - Dermatitis - Enzymes - Flavonoids - Metabolites - Nutrition - Vitamins","Anti-inflammatories - Antidiabetic effects - Cardio-vascular disease - Functional ingredient - Gamma-aminobutyric acids - Gastrointestinal functions - Scientific evidence - Superoxide dismutases","461 Bioengineering and Biology - 549.2 Alkaline Earth Metals - 804.1 Organic Compounds - 822.3 Food Products",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Production of γ-terpinene by metabolically engineered Escherichia coli using glycerol as feedstock","20183705798090","","Qi, Chang (1); Zhao, Hongwei (1); Li, Wenyang (5); Li, Xing (1); Xiang, Haiying (4); Zhang, Ge (1, 2); Liu, Haobao (2, 3); Wang, Qian (2); Wang, Yi (4); Xian, Mo (1); Zhang, Haibo (1) ","(1) CAS Key Laboratory of Biobased Materials, Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences, No. 189 Songling Road, Laoshan District, Qingdao; 266101, China (2) Ministry of Agriculture Key Laboratory for Tobacco Biology and Processing, Tobacco Research Institute, Chinese Academy of Agricultural Sciences, No. 11 Keyuanjing 4 Road, Laoshan District, Qingdao; 266101, China (3) Hainan Cigar Research Institute, Hainan Provincial Branch of China National Tobacco Corporation, No. 22 Hongchenghu Road, Qiongshan District, Haikou; 571100, China (4) Yunnan Academy of Tobacco Sciences, Kunming; 650106, China (5) School of Mechanical and Power Engineering, Dalian Ocean University, No. 52 Heishijiao street, Shahekou District, Dalian; Liaoning; 116023, China ","Liu, Haobao(liuhaobao@caas.cn) ","RSC Advances","RSC Adv.","","Royal Society of Chemistry","8","54","30851-30859","2018","","","2018","English","","20462069","","10.1039/c8ra02076k","","","","","","RSCACL","Journal article (JA)","Gamma (γ)-terpinene, a monoterpene compound, which is generally used in the pharmaceutical and cosmetics industries, due to its physical and chemical properties, is expected to become one of the more influential compounds used as an alternative biofuel in the future. It is necessary to seek more sustainable technologies such as microbial engineering for γ-terpinene production. In this study, we metabolically engineered Escherichia coli to produce γ-terpinene by introducing a heterologous mevalonate (MVA) pathway combined with the geranyl diphosphate synthase gene and γ-terpinene synthase gene. Subsequently, the culture medium and process conditions were optimised with a titre of 19.42 mg L−1 obtained. Additionally, in-depth analysis at translation level for the engineered strain and intermediate metabolites were detected for further analysis. Finally, the fed-batch fermentation of γ-terpinene was evaluated, where a maximum concentration of 275.41 mg L−1 with a maintainable feedstock of glycerol was achieved. © The Royal Society of Chemistry.","62","Escherichia coli","Feedstocks - Genes - Glycerol - Monoterpenes","Engineered escherichia coli - Engineered strains - Fed-batch fermentation - Intermediate metabolites - Maximum concentrations - Microbial engineerings - Physical and chemical properties - Sustainable technology","461.2 Biological Materials and Tissue Engineering - 804.1 Organic Compounds","Number: 2017252, Acronym: -, Sponsor: Youth Innovation Promotion Association of the Chinese Academy of Sciences; Number: ZDYF2017155, Acronym: -, Sponsor: -; Number: TSPD20150210, Acronym: -, Sponsor: -; Number: NSF No. 31400084, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This study was supported by National Natural Science Foundation of China (NSF No. 31400084), Hainan's Key Project of Research and Development Plan (No. ZDYF2017155), Taishan Scholars Climbing Program of Shandong (No. TSPD20150210), Youth Innovation Promotion Association CAS (No. 2017252).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A Membrane-Fireworks Algorithm for Multi-Objective Optimization Problems","20191106636245","","Taowei, Chen (1); Yiming, Yu (1); Kun, Zhao (1); Duan, Zhengtai (2) ","(1) School of Information, Yunnan University of Finance and Economics, Kunming, Yunnan, China (2) Business Portal Operation Center, Yunnan University of Finance and Economics, Kunming, Yunnan, China ","","Proceedings - 2018 11th International Congress on Image and Signal Processing, BioMedical Engineering and Informatics, CISP-BMEI 2018","Proc. - Int. Congr. Image Signal Process., BioMed. Eng. Inf., CISP-BMEI","","Institute of Electrical and Electronics Engineers Inc.","","","","July 2, 2018","Proceedings - 2018 11th International Congress on Image and Signal Processing, BioMedical Engineering and Informatics, CISP-BMEI 2018","1 of 1","2018","English","","","9781538676042","10.1109/CISP-BMEI.2018.8633082","8633082","11th International Congress on Image and Signal Processing, BioMedical Engineering and Informatics, CISP-BMEI 2018","October 13, 2018 - October 15, 2018","Beijing, China","144766","","Conference article (CA)","Nowadays, natural computation has been widely used to solve for complex multiobjective optimization problems in diverse areas. Enlightened by the membrane computing and the mechanisms of fireworks explosion in the sky. A hybrid components of multi-objective optimization algorithm, called membrane-fireworks algorithm(MFWA)was proposed. In order to balance the capability of global and local searching in algorithm, the fireworks explosion optimization approach is used in elementary membrane to improve the local searching ability and the elite opposition-based learning mechanism is adopted for global optimization. Moreover, aiming at the improvement of searching efficiency, the crowding distance and non-dominated sorting are used to update multiple sets in skin membrane. The results of simulation experiment show that the MFWA is feasible, effective and capable of achieve the better result sets closer to Pareto front on typical benchmark set including six ZDT and DTLZ series test functions. © 2018 IEEE.","27","Multiobjective optimization","Biomedical engineering - Explosives - Global optimization - Image processing - Membranes","Elementary membranes - Fireworks algorithms - Multi-objective optimization problem - Non-dominated Sorting - Opposition-based learning - Optimization approach - Pareto front - Searching efficiency","461.1 Biomedical Engineering - 921.5 Optimization Techniques - 951 Materials Science","Number: 61461051,71462036, Acronym: -, Sponsor: National Natural Science Foundation of China; Number: -, Acronym: -, Sponsor: National Natural Science Foundation of China; ","ACKNOWLEDGMENT This paper was supported by the NSFC(Nation Natural Science Foundation of China No. 61461051,71462036).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
