Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Variation of microbial residue contribution to soil organic carbon sequestration following land use change in a subtropical karst region","20192907190753","","Huang, Yong (1, 2); Liang, Chao (3); Duan, Xingwu (1, 2); Chen, Hao (2, 4); Li, Dejun (2, 4) ","(1) Yunnan Key Laboratory of International Rivers and Trans-boundary Eco–security, Institute of International Rivers and Eco–security, Yunnan University, Kunming; Yunnan; 650091, China (2) Huanjiang Observation and Research Station for Karst Ecosystems, Chinese Academy of Sciences, Huanjiang; Guangxi; 547100, China (3) Institute of Applied Ecology, Chinese Academy of Sciences, Shenyang; Liaoning; 110016, China (4) Key Laboratory of Agro-ecological Processes in Subtropical Region, Institute of Subtropical Agriculture, Chinese Academy of Sciences, Changsha; Hunan; 410125, China ","Li, Dejun(dejunli@isa.ac.cn) ","Geoderma","Geoderma","","Elsevier B.V.","353","","340-346","1 November 2019","","","2019","English","00167061","","","10.1016/j.geoderma.2019.07.028","","","","","","GEDMAB","Journal article (JA)","Microbial residues are an important constituent of persistent soil organic carbon (SOC). Nevertheless, how microbial residue contribution to bulk SOC sequestration changes following land use conversion remains poorly understood. Here, we investigated the variation of soil microbial residue C and its contribution to SOC following conversion of maize-soybean field to mulberry, forage grass and sugarcane fields in southwest China, with forest used as reference. Microbial residue C contents were estimated based on microbial cell wall biomarker amino sugars. The contents of fungal, bacterial and total microbial residue C were lowest in the sugarcane, maize-soybean and mulberry fields, intermediate in the forage grass field and highest in the forest. Fungal to bacterial residue C ratios were comparable among the five land use types, implying that the relative contribution of fungi and bacteria residues to SOC sequestration remained unchanged. Conversion of maize-soybean field to mulberry and sugarcane fields had no significant effect on microbial residue contribution to SOC sequestration. Nevertheless, the contribution of total microbial residues to SOC sequestration was marginally (p © 2019 Elsevier B.V.","58","Land use","Amino sugars - Forestry - Organic carbon - Plants (botany) - Soils - Tropics","Land-use change - Microbial biomass - Microbial cells - Microbial residue - Relative contribution - Soil organic carbon - Soil organic carbon sequestration - Soil organic matters","403 Urban and Regional Planning and Development - 443 Meteorology - 483.1 Soils and Soil Mechanics - 804.1 Organic Compounds","Number: 2015CB452703, Acronym: -, Sponsor: National Basic Research Program of China (973 Program); Number: 2016YFC0502404, Acronym: -, Sponsor: National Basic Research Program of China (973 Program); ","This work was supported by the National Key Research and Development Program of China (2016YFC0502404) and the National Key Basic Research Program of China (2015CB452703), Guangxi Bagui Scholarship Program to Dejun Li, and National High-Level Talents Special Support Program to Dejun Li. We are grateful to a group of graduate students for their help in field sampling.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"La0·7Ca0.3−xSrxMnO3:Ag0.2 (0.0165 ≤ x ≤ 0.1) ceramics with large and stable TCR in different magnetic field environments","20193607403823","","Yang, Shengan (1); Liu, Xiang (1); Dai, Jianqing (1); Zhang, Hui (1); Chen, Qingming (1) ","(1) School of Material Science and Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China ","Chen, Qingming(qmchen99@163.com) ","Ceramics International","Ceram Int","","Elsevier Ltd","45","18","24742-24749","15 December 2019","","","2019","English","02728842","","","10.1016/j.ceramint.2019.08.214","","","","","","CINNDH","Journal article (JA)","La0·7Ca0.3−xSrxMnO3:Ag0.2 (LCSMO:Ag) ceramics with varying strontium (Sr) content (x = 0.0165, 0.03, 0.05, 0.07, and 0.1) were synthesized using a combination of sol–gel and solid-state doping methods and studied as colossal magnetoresistance materials. Significant improvements in the peak temperature coefficient of resistivity (TCR) and resistivity (ρ) were observed across all ceramic samples when the mol% of Sr was adjusted. The low ρ and large TCR values resulted from a combination of two factors. First, the presence of Sr led to the increase in the grain size and decrease in the number of boundaries, which improved the electrical transport and reduced the boundary scattering effects. This resulted in additional improvement in the grain arrangement order. Second, the cell volume (Vcell) and octahedron volume (Voct) both decreased first and then increased. The MnO6 octahedron underwent gradual deformation into a flattened shape, which facilitated carrier migration and increased electrical sensitivity of the material. The ceramic with x = 0.03 maintained high and stable TCR values in different working environments, both without a magnetic field (TCRo, 54.76% K−1) and in the presence of a vertical field (TCR⊥, 33.33% K−1). Furthermore, the material exhibited a low resistivity and a higher insulator–metal transition temperature (Tp). Performance differences among the samples were comprehensively and systematically explained by conducting cross magnetic field tests with field directions parallel and perpendicular to the flat surface of the bulk material, respectively. Overall, the findings of this study indicate that these ceramics act as promising candidates for future applications in information storage devices and magnetic sensors. © 2019 Elsevier Ltd and Techna Group S.r.l.","33","Strontium compounds","Ceramic materials - Colossal magnetoresistance - Magnetic storage - Manganese compounds - Metal insulator transition - Silver compounds - Sols - Strontium - Temperature - Virtual storage","Colossal magnetoresistance materials - Cross magnetic fields - Different-magnetic fields - Electrical transport - Gradual deformations - Metal transition temperature - MnO6 octahedron - Temperature coefficient of resistivity","549.2 Alkaline Earth Metals - 641.1 Thermodynamics - 701.2 Magnetism: Basic Concepts and Phenomena - 722.1 Data Storage, Equipment and Techniques - 804 Chemical Products Generally - 812.1 Ceramics","Number: 11564021, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China (no. 11564021 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Simulation Analysis of Frequency Regulation","20193507382556","","Liu, Zhijian (1); Chen, Xiaoya (1); Luo, Linglin (1); Wang, Yanhong (1); Liu, Xiaoxin (2); Yu, Sha (1) ","(1) School of Electric Power Engineering, Kunming University of Science and Technology, Kunming, China (2) Nujiang Power Supply Bureau of Yunnan Power Grid Co. Ltd., Nujiang, China ","Chen, Xiaoya(fcplxy666@163.com) ","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","","Institute of Physics Publishing","300","4","","August 9, 2019","3rd International Symposium on Resource Exploration and Environmental Science, REES 2019 - Resources and Energy, Power Engineering","4 of 5","2019","English","17551307","17551315","","10.1088/1755-1315/300/4/042132","042132","3rd International Symposium on Resource Exploration and Environmental Science, REES 2019","April 27, 2019 - April 28, 2019","Ordos, China","150851","","Conference article (CA)","Frequency is one of the most important parameters reflecting the operation quality of the system. When the system is in steady-state operation, the frequency of the generator in the system is equal under steady-state operation. Because the load is changing at any time, this kind of balance is dynamic. The only way to maintain dynamic balance is to adjust the input power of the generator, so that the actual output of the generator can closely track the change of the load and keep the balance between supply and demand of active power. The essence of frequency control is to regulate and control the active power of all generators in power grid. In this paper, the principle of frequency fluctuation is analyzed, and the physical models of the primary and secondary frequency modulation are established. The simulation results verify the differential regulation of the primary frequency modulation and the no-difference regulation of secondary frequency modulation. It provides an effective basis for the later research of AGC control strategy. © Published under licence by IOP Publishing Ltd.","18","Frequency modulation","Economics - Electric power system control - Electric power transmission networks - Environmental engineering","Differential regulation - Dynamic balance - Frequency fluctuation - Frequency regulations - Operation quality - Simulation analysis - Steady-state operation - Supply and demand","706.1 Electric Power Systems - 706.1.1 Electric Power Transmission - 971 Social Sciences",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Hydrogen reduced sodium vanadate nanowire arrays as electrode material of lithium-ion battery","20192907187810","","Xu, Xue-liu (1); Li, Guang-zhong (2); Fu, Ze-wei (3); Hu, Jun-tao (3); Luo, Zhi-ping (4); Hua, Kang (1); Lu, Xue-qin (5); Fang, Dong (1); Bao, Rui (1); Yi, Jian-hong (1) ","(1) Faculty of Materials Science and Engineering, Kunming University of Science and Technology, Kunming; 650093, China (2) State Key Laboratory of Porous Metal Materials, Northwest Institute for Nonferrous Metal Research, Xi’an; 710016, China (3) Yunnan Tin Group (Holding) Co., Ltd., Kunming; 650000, China (4) Department of Chemistry and Physics, Fayetteville State University, Fayetteville; NC; 28301, United States (5) School of Foreign Languages, Wuhan Textile University, Wuhan; 430073, China ","Fang, Dong(csufangdong@gmail.com) ","Journal of Central South University","J. Cent. South Univ.","","Central South University of Technology","26","6","1540-1549","June 1, 2019","","","2019","English","20952899","22275223","","10.1007/s11771-019-4110-y","","","","","","","Journal article (JA)","Vanadates and vanadium oxides are potential lithiumion electrode materials because of their easy preparation and high capacity properties. This paper reports the electrochemical lithium-storage performance of VO2 and NaV2O5 composite nanowire arrays. Firstly, Na5V12O32 nanowire arrays are fabricated by a hydrothermal method, and then VO2 and NaV2O5 composite nanowire arrays are prepared by a reduction reaction of Na5V12O32 nanowire arrays in hydrogen atmosphere. Crystal structure, chemical composition and morphology of the prepared samples are characterized in detail. The obtained composite is used as an electrode of a lithium-ion battery, which exhibits high reversible capacity and good cycle stability. The composite obtained at 500 °C presents a specific discharge capacity up to 345.1 mA × h/g after 50 cycles at a current density of 30 mA/g. © 2019, Central South University Press and Springer-Verlag GmbH Germany, part of Springer Nature.","35","Lithium-ion batteries","Chromium compounds - Crystal structure - Electric discharges - Electrodes - Hydrogen - Ions - Nanowires - Reduction - Sodium - Sodium compounds - Vanadium dioxide","Chemical compositions - Electrochemical lithium storages - High reversible capacities - Hydrogen reduction - Hydrothermal methods - Nanowire arrays - Sodium vanadate - Specific discharge capacity","549.1 Alkali Metals - 701.1 Electricity: Basic Concepts and Phenomena - 761 Nanotechnology - 802.2 Chemical Reactions - 804 Chemical Products Generally - 933 Solid State Physics - 933.1.1 Crystal Lattice",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Network Control Technology applied in Remote Mine Ventilation Control System","20194207533996","","Qingquan, Cui (1); Jing, Ning (2); Xunhe, Yin (3) ","(1) School of Innovation and Entrepreneurship, Yunnan Land and Resources Vocational College, Kunming; 650251, China (2) School of Economics and Management, Yunnan Agricultural University, Kunming; 650200, China (3) School of Electronics and Information Engineering, Beijing Jiaotong University, Beijing; 100044, China ","","Proceedings of the 31st Chinese Control and Decision Conference, CCDC 2019","Proc. Chin. Control Decis. Conf., CCDC","","Institute of Electrical and Electronics Engineers Inc.","","","4528-4532","June 2019","Proceedings of the 31st Chinese Control and Decision Conference, CCDC 2019","1 of 1","2019","English","","","9781728101057","10.1109/CCDC.2019.8833351","8833351","31st Chinese Control and Decision Conference, CCDC 2019","June 3, 2019 - June 5, 2019","Nanchang, China","151942","","Conference article (CA)","Mine ventilation control system is an essential link in the mining and mining industry, especially in the working face which requires strict gas concentration. The ventilation state and gas content in the well are very important for the staff. Therefore, the control of mine ventilation has important theoretical significance and practical significance, especially the control of remote mine ventilation system has received special attention in recent years. In this paper, the network control technology is applied to study the control of the remote mine ventilation system, and the network scheduling algorithm is used to reduce the influence of network induced delay. The air flow state is controlled by the speed regulation of the ventilator, the stability of the air volume under the mine is guaranteed, and the safety and reliability of the mine are raised. © 2019 IEEE.","11",,,,,"Number: 2016JJ04, Acronym: -, Sponsor: -; ","This work is supported by the Innovation Fund Project of Yunnan Geological and Mining Bureau under Grant 2016JJ04",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Effect of Striking a Cone-Shaped Mountain Top on the Far Lightning-Radiated Electromagnetic Field","20182705390917","","Hou, Wenhao (1); Zhang, Qilin (1); Wang, Lei (2); Zhang, Jinbo (1) ","(1) Key Laboratory of Meteorological Disaster, Ministry of Education /Joint International Research Laboratory of Climate and Environment Change, Collaborative Innovation Center on Forecast and Evaluation of Meteorological Disaster (CIC-FEMD), Key Laboratory for Aerosol-Cloud-Precipitation of China Meteorological Administration, Nanjing University of Information Science and Technology, Nanjing; 210044, China (2) Yunnan Electric Power Test Institute (Group) Co., Ltd., Electric Power Research Institute, Kunming; 650217, China ","Hou, Wenhao(hwhnuist@163.com) ","IEEE Transactions on Electromagnetic Compatibility","IEEE Trans Electromagn Compat","","Institute of Electrical and Electronics Engineers Inc.","61","4","1147-1156","August 2019","","","2019","English","00189375","1558187X","","10.1109/TEMC.2018.2843772","8396846","","","","","IEMCAE","Journal article (JA)","This paper presents the computed lightning-radiated vertical electric field and azimuthal magnetic field at the ground level at observing distances ranging from 0.3 to 50 km from the lightning channel for striking the cone-shaped mountain top, by using the two-dimensional finite-difference time-domain method in cylindrical coordinate systems. It is found that the mountain height and the inclination angle have a significant effect on the lightning-radiated electromagnetic field both for the close and far observing distances. For the lightning-radiated vertical electric field, the enhancement of the far field beyond several kilometers (mainly radiation field component) is due to the reflection process in the transition between the mountain terrain and the flat ground, but the reduction of close field near the mountain terrain (mainly quasi-electrostatic field component) is due to the shadowing effect, but not due to such reflection. For the lightning-radiated azimuthal magnetic field, the field values for different mountain terrains, including the mountain height and inclination angle, increase both for close and far observing distances. © 1964-2012 IEEE.","32","Time domain analysis","Distance measurement - Electric conductivity - Electric fields - Electromagnetic fields - Finite difference method - Finite difference time domain method - Landforms - Lightning - Magnetic fields","Lightning currents - Mountain height - mountain inclination - Poles and towers - Propagation paths","443.1 Atmospheric Properties - 481.1 Geology - 701 Electricity and Magnetism - 921 Mathematics - 921.6 Numerical Methods - 943.2 Mechanical Variables Measurements",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Thermodynamic analysis and experimental verification for silicon recovery from the diamond wire saw silicon powder by vacuum carbothermal reduction","20192707138389","","Yang, Shicong (1); Ma, Wenhui (1, 2, 3); Wei, Kuixian (1, 2); Xie, Keqiang (1, 2); Wang, Zhi (4) ","(1) National Engineering Laboratory for Vacuum Metallurgy/Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming; 650093, China (2) State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization, Kunming University of Science and Technology, Kunming; 650093, China (3) Silicon Material Industry Research Institution (Innovation Center) of Yunnan Province, Kunming; 650093, China (4) Key Laboratory of Green Process and Engineering, National Engineering Laboratory for Hydrometallurgical Cleaner Production Technology, Institute of Process Engineering, Chinese Academy of Sciences, Beijing; 100190, China ","Wei, Kuixian(kxwei2008@hotmail.com) ","Separation and Purification Technology","Sep. Purif. Technol.","","Elsevier B.V.","228","","","1 December 2019","","","2019","English","13835866","18733794","","10.1016/j.seppur.2019.115754","115754","","","","","SPUTFP","Journal article (JA)","Recovering silicon from waste material is profoundly significant in terms of making profit and encouraging development within the photovoltaic manufacturing industry. Eliminating oxygen is essential for the preparation of high purity silicon. However, a substantial amount of oxygen exists in diamond wire saw silicon powder (DWSSP), creating a barrier for the effective silicon recovery caused by a nonnegligible silicon loss. In this paper, amorphous silicon dioxide and the Si core – SiO2 shell structure was systematically characterized and confirmed. A thermodynamic calculation was then carried out to analyze the reduction reaction probability of silicon dioxide by vacuum carbothermal reduction. The results indicated that the reduction reaction could occur under the vacuum condition with lower temperature, while it could not under that of the atmospheric condition. Further, experiments were conducted to verify the reliability of the thermodynamic analysis, which are keeping in good agreement with thermodynamic results. Finally, the results confirmed that the vacuum carbothermal reduction method is a feasible alternative for silicon recovery from the DWSSP. This research provides contributions to understanding the recovery of silicon resources from DWSSP with the vacuum process, making it competitive with existing silicon recovery methods. © 2019 Elsevier B.V.","48","Amorphous silicon","Carbothermal reduction - Diamond cutting tools - Diamonds - Oxygen - Recovery - Reliability analysis - Silica - Silicon oxides - Thermoanalysis - Thermodynamic properties - Wire","Atmospheric conditions - Carbothermal reduction method - Experimental verification - Feasible alternatives - Manufacturing industries - Silicon powders - Thermo dynamic analysis - Thermodynamic calculations","482.2.1 Gems - 535.2 Metal Forming - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 641.1 Thermodynamics - 801 Chemistry - 802.3 Chemical Operations - 804 Chemical Products Generally","Number: 2018HB009, Acronym: -, Sponsor: -; Number: 2018YFC1901801, Acronym: -, Sponsor: -; ","This research was financially supported by the National Key R&D Program of China (No. 2018YFC1901801 , No. 2018YFC1901805 ), the Reserve Talents of Young and Middle-aged Academic and Technical Leaders in Yunnan Province (2018HB009), the Program for Innovative ResearchTeam in University of Ministry of Education of China (No. IRT-17R48 ). Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A fourfold interpenetrating cadmium(Ii) metal-organic framework based on 2,4,6-tris(pyridin-4-yl)-1,3,5-triazine with reversible photochromic properties","20191106620402","","Liu, Jian-Jun (1); Li, Li-Zhi (1); Chen, Chun-Ping (1); Wei, Jin-Zhong (1); Cheng, Fei-Xiang (1) ","(1) Center for Yunnan-Guizhou Plateau Chemical Functional Materials and Pollution Control, Qujing Normal University, Qujing; 655011, China ","Liu, Jian-Jun(jjliu302@163.com) ","Acta Crystallographica Section C: Structural Chemistry","Acta crystallogr., C Struct. Chem.","","Wiley-Blackwell, 5 Abbey Square, Chester, CH1 2HU, United Kingdom","75","","372-377","2019","","","2019","English","","20532296","","10.1107/S2053229619002663","","","","","","ACSCGG","Journal article (JA)","2,4,6-Tris(pyridin-4-yl)-1,3,5-triazine (tpt), as an organic molecule with an electron-deficient nature, has attracted considerable interest because of its photoinduced electron transfer from neutral organic molecules to form stable anionic radicals. This makes it an excellent candidate as an organic linker in the construction of photochromic complexes. Such a photochromic three-dimensional (3D) metal-organic framework (MOF) has been prepared using this ligand. Crystallization of tpt with Cd(NO3)2·4H2O in anN,N-dimethy lacetamide-methanol mixed-solvent system under solvothermal conditions afforded the 3D MOF poly[[bis­(nitrato-κ2O,O′)cadmium(II)]-μ3-2,4,6-tris(pyridin-4-yl)-1,3,5-triazine-κ3N2:N4:N6], [Cd(NO3)2(C18H12N6)]n, which was characterized by IR spectroscopy, elemental analysis, thermogravimetric analysis and single-crystal X-ray diffraction. The X-ray diffraction crystal structure analysis reveals that the asymmetric unit contains one independent CdIIcation, one tpt ligand and two coordinated NO3−anions. The CdIIcations are connected by tpt ligands to generate a 3D framework. The single framework leaves voids that are filled by mutual inter­penetration of three independent equivalent frameworks in a fourfold interpenetrating architecture. The compound shows a good thermal stability and exhibits a reversible photochromic behaviour, which may originate from the photoinduced electron-transfer generation of radicals in the tpt ligand. © 2019 International Union of Crystallography.","38","Cadmium compounds","Crystal structure - Crystalline materials - Electron transitions - Free radical reactions - Ligands - Luminescence - Metal analysis - Molecules - Organic solvents - Organometallics - Photochromism - Single crystals - Thermogravimetric analysis - X ray diffraction","5-triazine - 6-tris(pyridin-4-yl)-1 - Crystal structure analysis - Metal organic framework - Photo-induced electron transfer - Photochromic properties - Single crystal x-ray diffraction - Solvothermal conditions","741.1 Light/Optics - 801 Chemistry - 801.4 Physical Chemistry - 802.2 Chemical Reactions - 804.1 Organic Compounds - 931.3 Atomic and Molecular Physics - 933.1 Crystalline Solids - 933.1.1 Crystal Lattice","Number: 2017FD144, Acronym: -, Sponsor: -; ","Funding for this research was provided by: Yunnan Province Thousand Youth Talents Plan, Application Basis Research Project of Yunnan Province Science and Technology Department (award No. 2017FD144).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Importance of terminated groups in 9,9-bis(4-methoxyphenyl)-substituted fluorene-based hole transport materials for highly efficient organic-inorganic hybrid and all-inorganic perovskite solar cells","20191806864648","","Zhang, Dongyang (1); Wu‡, Tai (1); Xu, Peng (1); Ou, Yangmei (1); Sun, Anxin (1); Ma, Huili (2); Cui, Bo (1); Sun, Hanwen (1); Ding, Liming (3, 4); Hua, Yong (1) ","(1) Yunnan Key Laboratory for Micro/Nano Materials and Technology, School of Materials Science and Engineering, Yunnan University, Kunming, Yunnan; 650091, China (2) Key Laboratory of Flexible Electronics (KLOFE), Institute of Advanced Materials (IAM), Nanjing Tech University (NanjingTech), 30 South Puzhu Road, Nanjing; 211816, China (3) Center for Excellence in Nanoscience (CAS), Key Laboratory of Nanosystem and Hierarchical Fabrication (CAS), National Center for Nanoscience and Technology, Beijing; 100190, China (4) University of Chinese Academy of Sciences, Beijing; 100049, China ","Ding, Liming ","Journal of Materials Chemistry A","J. Mater. Chem. A","","Royal Society of Chemistry","7","17","10319-10324","2019","","","2019","English","20507488","20507496","","10.1039/c9ta01452g","","","","","","JMCAET","Journal article (JA)","Hole-transport materials (HTMs) play a crucial role in determining the photovoltaic performance and long-term stability of perovskite solar cells (PSCs), because they not only efficiently facilitate hole-extraction and transfer, but also act as a barrier to protect the perovskite from moisture and oxygen. So far, the power conversion efficiencies (PCEs) over 20% in PSCs have been mostly achieved by employing a Spiro-OMeTAD-based HTM. However, it suffers from some drawbacks such as relatively low hole-mobility, complicated synthesis and difficult purification, which hamper its potential commercial applications. Here, for the first time, two new easily accessible 9,9-bis(4-methoxyphenyl)-substituted fluorene-based HTMs comprising H (YT1) and methoxyphenyl-fluorene (YT3) as the terminated groups have been synthesized for use in organic-inorganic hybrid and all-inorganic PSCs. The (FAPbI3)0.85(MAPbBr3)0.15 and CsPbI2Br PSCs based on YT3 yield very impressive PCEs of 20.23% and 13.36%, respectively, both of which are higher than that of Spiro-OMeTAD (19.18% and 12.30%). More encouragingly, the YT3-based PSC displays good long-term stability for 600 hours. These results confirm that different terminated groups in HTMs show a significant effect on the energy levels, hole extraction and transfer, thin-film surface morphology and photovoltaic performance. Our findings could provide a useful insight for future rational design of HTMs for highly efficient and stable PSCs. © The Royal Society of Chemistry.","47","organic-inorganic materials","Bromine compounds - Extraction - Hole mobility - Lead compounds - Morphology - Perovskite - Perovskite solar cells - Photovoltaic effects - Solar cells - Solar power generation - Surface morphology","Commercial applications - Hole transport materials - Long term stability - Low hole mobility - Organic-inorganic hybrid - Photovoltaic performance - Power conversion efficiencies - Thin film surfaces","482.2 Minerals - 615.2 Solar Power - 702.3 Solar Cells - 712.1 Semiconducting Materials - 802.3 Chemical Operations - 951 Materials Science",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"In2S3 Quantum Dots: Preparation, Properties and Optoelectronic Application","20192106964650","","Li, Rujie (1, 2); Tang, Libin (1, 2); Zhao, Qing (1); Ly, Thuc Hue (3); Teng, Kar Seng (4); Li, Yao (5); Hu, Yanbo (2); Shu, Chang (2); Lau, Shu Ping (6) ","(1) School of Physics, Beijing Institute of Technology, Beijing; 100081, China (2) Kunming Institute of Physics, Kunming; Yunnan Province; 650223, China (3) Department of Chemistry, City University of Hong Kong, Kowloon Tong, Hong Kong (4) College of Engineering, Swansea University, Bay Campus, Fabian Way, Swansea; SA1 8EN, United Kingdom (5) School of Materials Science and Engineering, Yunnan University, Kunming; 650091, China (6) Department of Applied Physics, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong ","Tang, Libin(scitang@163.com) ","Nanoscale Research Letters","Nanoscale Res. Lett.","","Springer New York LLC","14","","","2019","","","2019","English","19317573","1556276X","","10.1186/s11671-019-2992-0","161","","","","","","Journal article (JA)","Low-dimensional semiconductors exhibit remarkable performances in many device applications because of their unique physical, electrical, and optical properties. In this paper, we report a novel and facile method to synthesize In2S3 quantum dots (QDs) at atmospheric pressure and room temperature conditions. This involves the reaction of sodium sulfide with indium chloride and using sodium dodecyl sulfate (SDS) as a surfactant to produce In2S3 QDs with excellent crystal quality. The properties of the as-prepared In2S3 QDs were investigated and photodetectors based on the QDs were also fabricated to study the use of the material in optoelectronic applications. The results show that the detectivity of the device stabilizes at ~ 1013 Jones at room temperature under 365 nm ultraviolet light irradiation at reverse bias voltage. © 2019, The Author(s).","31","Semiconductor quantum dots","Atmospheric pressure - Chlorine compounds - Indium sulfide - Nanocrystals - Optical properties - Sodium dodecyl sulfate - Sodium sulfide - Sulfur compounds","In2S3 QDs - Low-Dimensional Semiconductors - Optoelectronic applications - Preparation - Properties - Reverse bias voltage - Room-temperature conditions - Ultraviolet light irradiation","443.1 Atmospheric Properties - 714.2 Semiconductor Devices and Integrated Circuits - 741.1 Light/Optics - 761 Nanotechnology - 804 Chemical Products Generally","Number: (61106098, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by National Natural Science Foundation of China (No. 61106098), Equipment Pre-research Fund under the Equipment Development Department (EDD) of China’s Central Military Commission (CMC) (No.1422030209), and the Innovation Team Program of NORINCO Group (No.2017CX024). The conclusions made in this manuscript are based on the data (main text and figures) presented and shown in this paper.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
