Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"A clique-based approach for co-location pattern mining","20191406732318","","Bao, Xuguang (1); Wang, Lizhen (1) ","(1) Department of Computer Science and Engineering, School of Information Science and Engineering, Yunnan University, Kunming; 650091, China ","Wang, Lizhen(lzhwang@ynu.edu.cn) ","Information Sciences","Inf Sci","","Elsevier Inc.","490","","244-264","July 2019","","","2019","English","00200255","","","10.1016/j.ins.2019.03.072","","","","","","ISIJBC","Journal article (JA)","Co-location pattern mining refers to the task of discovering the group of features (geographic object types) whose instances (geographic objects) are frequently located close together in a geometric space. Current approaches on this topic adopt a prevalence threshold (a measure of a user's interest in a pattern) to generate prevalent co-location patterns. However, in practice, it is not easy to specify a suitable prevalence threshold. Thus, users have to repeatedly execute the program to find a suitable prevalence threshold. Besides, the efficiency of these approaches is limited because of the expensive cost of identifying row-instances of co-location patterns. In this paper, we propose a novel clique-based approach for discovering complete and correct prevalent co-location patterns. The proposed approach avoids identifying row-instances of co-location patterns thus making it much easier to find a proper prevalence threshold. First, two efficient schemas are designed to generate complete and correct cliques. Next, these cliques are transformed into a hash structure which is independent of the prevalence threshold. Finally, the prevalence of each co-location pattern is efficiently calculated using the hash structure. The experiments on both real and synthetic datasets show the efficiency and effectiveness of our proposed approaches. © 2019 Elsevier Inc.","32","Location","Data mining - Efficiency","Clique-based approach - Co-location patterns - Row-instance - Spatial data mining - Spatial neighbor relationship","723.2 Data Processing and Image Processing - 913.1 Production Engineering","Number: 2015FB114, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 2016FA026, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61472346, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61662086, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by grants (No. 61472346, No. 61662086) from the National Natural Science Foundation of China, by grants (No. 2016FA026, No. 2015FB114) from the Science Foundation of Yunnan Province and by the Project of Innovation Research Team of Yunnan Province (No. 2018HC019).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Leaching Behavior of Lead and Silver from Lead Sulfate Hazardous Residues in NaCl-CaCl2-NaClO3 Media","20191706827753","","Zhang, Yuhui (1); Jin, Bingjie (1, 2); Song, Qinghe (1); Chen, Buming (1, 2); Wang, Chengyan (3) ","(1) Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China (2) State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China (3) School of Metallurgical and Ecological Engineering, University of Science and Technology Beijing, Beijing; 100083, China ","Jin, Bingjie(jinbingjie18@163.com) ","JOM","JOM","","Minerals, Metals and Materials Society, 184 Thorn Hill Road, Warrendale, PA 15086, United States","71","7","2388-2395","July 15, 2019","","","2019","English","10474838","15431851","","10.1007/s11837-019-03472-1","","","","","","JOMMER","Journal article (JA)","The leaching behavior of lead and silver from lead sulfate residues in NaCl-CaCl2-NaClO3 media was studied systematically. The results indicate that Cl− concentration, NaClO3 concentration, leaching time and temperature had significant effects on lead and silver leaching, whilst agitation speed and the liquid–solid ratio had a secondary effect on silver leaching but little effect on lead leaching. The Ca2+ concentration had an important effect on SO42- removal but little effect on lead and silver leaching. The optimum parameters for lead and silver leaching were: initial Cl− concentration: 207.5 g/L; NaClO3 concentration: 12 g/L; Ca2+ concentration: 1.3 times of stoichiometric quantity; temperature: 90 ± 2 °C; time: 1 h; liquid–solid ratio: 8:1–10:1; and agitation speed: 450 rpm. The lead and silver leaching were > 98% and 95%, respectively. The removal ratio of SO42- was > 98%. The leaching kinetics of lead follow the shrinking core model of mixed control, and the apparent activation energy was 13.4 kJ/mol. © 2019, The Minerals, Metals & Materials Society.","20","Lead compounds","Activation energy - Leaching - Silver compounds - Sodium chloride - Sulfur compounds","Agitation speed - Apparent activation energy - Hazardous residue - Leaching behavior - Leaching kinetics - Optimum parameters - Shrinking core model - Stoichiometric quantities",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"First-principles investigation on thermodynamic phase stability of jadeite under high temperature and high pressure","20192106945164","","Liu, Taiqiao (1); Hu, Mingyu (1, 2); Lu, Wenting (3); Zhan, Jianxiang (1); Cui, Xiaoying (4); Zhan, Xianghao (1); Yu, Jie (1) ","(1) Faculty of Materials Science and Engineering, Kunming University of Science and Technology, Kunming; 650093, China (2) School of Materials Engineering, Brown University, Barus & Holley Providence, 184 Hope Street, RI; 02912, United States (3) National Gemstone Testing Center, Yunnan Lab., Kunming; 650000, China (4) Research Center for Analysis and Measurement, Kunming University of Science and Technology, Kunming; 650106, China ","Yu, Jie(yujiekmust@163.com) ","Physica B: Condensed Matter","Phys B Condens Matter","","Elsevier B.V.","567","","55-60","15 August 2019","","","2019","English","09214526","","","10.1016/j.physb.2019.04.032","","","","","","PHYBE3","Journal article (JA)","In this paper, the functions of enthalpy, entropy, free energy and heat capacity with temperature from 0 to 1800K and pressure from normal (101.325 KPa) to 80Gpa are obtained by the calculation of CASTEP module based on density functional theory (DFT) and compared with the corresponding values from manual thermodynamics data. Besides, the thermodynamic parameters such as enthalpy changes, entropy of various phases at different pressures and temperatures for the reaction of 2NaAlSi2O6 → NaA1Si3O8 + NaAlSiO4 are calculated and the Gibbs free energy of the reaction is gotten. Furthermore, the Gibbs free energy as a function of both temperature and pressure is presented with the three-dimensional graph by surface fitting. The calculation results show that the calculated values of the thermodynamic parameters are consistent with the data in the manual and the error values of that are less than or equal to 1%. In addition, there is a transition between endothermic and exothermic at 450 K under normal pressure. Compared with high temperature and low pressure or high temperature and high pressure, ΔrG is closer to zero at low temperature and high pressure (60 Gpa, near 400 k), at the same time, the phase stability is better. © 2019 Elsevier B.V.","16","Temperature","Aluminum compounds - Binary alloys - Calculations - Density functional theory - Enthalpy - Entropy - Free energy - Gibbs free energy - Phase stability - Phase transitions - Potassium alloys - Silicate minerals - Sodium compounds - Specific heat - Thermodynamics","First-principles calculation - First-principles investigations - High temperature and high pressure - HTHP - Jadeite - Temperature and pressures - Thermodynamic parameter - Three dimensional graphs","482.2 Minerals - 549.1 Alkali Metals - 641.1 Thermodynamics - 801.4 Physical Chemistry - 921 Mathematics - 922.1 Probability Theory","","The authors would like to acknowledge the project supported by the fund of the Analysis and Detection of KMUST (2018T20040070) and the Introduced Talents Project Funded by the Start-up Research of KunMing University of Science and Technology (KKZ3201751043).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Robust multiobjective portfolio optimization: a set order relations approach","20184806137656","","Chen, Chen (1); Wei, Yu (2) ","(1) School of Economics and Management, Southwest Jiaotong University, Chengdu; 610031, China (2) School of Finance, Yunnan University of Finance and Economics, Kunming; 650221, China ","Chen, Chen(chenziyu6732@163.com) ","Journal of Combinatorial Optimization","J Combin Optim","","Springer New York LLC","38","1","21-49","July 15, 2019","","","2019","English","13826905","15732886","","10.1007/s10878-018-0364-9","","","","","","JCOPFV","Journal article (JA)","We consider Markowitz’s portfolio optimization problem that heavily suffers from uncertainties of input parameters. And based on set order relations, uncertain portfolio optimization problem at various extreme cases is modelled as robust multiobjective formulations. At first, borrowing set order relations, three concepts of set less ordered efficiency are defined for multiobjective portfolio optimization problems with uncertainties. Subsequently, following from Ben-Tal and Nemirovski (Math Oper Res 23(4):769–805, 1998; Oper Res Lett 25:1–13, 1999), several multiobjective robust counterparts are introduced, and tackled by multiobjective particle swarm optimization approach. As such, the properties of the obtained (robust) efficient solutions are further characterized. Finally, the empirical researches from the real stock market show that (robust) efficient solutions based on set order relations are highly advisable for the investors. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.","33","Multiobjective optimization","Financial data processing - Investments - Particle swarm optimization (PSO)","Multi objective particle swarm optimization - Order relation - Portfolio optimization - Robust counterpart - Robust efficient",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Android Malware Detection using Sequential Convolutional Neural Networks","20191506742886","","Sun, Xingping (1); Peng, Jiayuan (1); Kang, Hongwei (1); Shen, Yong (1) ","(1) School of Software, Yunnan University, Kunming, Yunnan; 650091, China ","","Journal of Physics: Conference Series","J. Phys. Conf. Ser.","","Institute of Physics Publishing","1168","6","","March 12, 2019","2018 International Conference on Computer Information Science and Application Technology - Software Engineering and Application","6 of 6","2019","English","17426588","17426596","","10.1088/1742-6596/1168/6/062010","062010","2018 International Conference on Computer Information Science and Application Technology, CISAT 2018","December 7, 2018 - December 9, 2018","Daqing, China","146496","","Conference article (CA)","As the largest Operating System in the smart phone market, Android is gaining more adherents in recent years, which makes it increasingly important to detect Android malware correctly and efficiently. In this paper, we proposed a way to detect it with sequential convolutional neural networks. In the pre-processing work, Android package files were dissected into Dalvik operation codes. These codes were treated as text sequence in our designed model. This model was trained on 3000 samples, and tested on two large datasets. One with 10,174 samples where our model reached an accuracy of 90% in 1.2 seconds and the other with 20,083 samples where its accuracy was 88% and cost 2.4 seconds. © Published under licence by IOP Publishing Ltd.","8","Android (operating system)","Application programs - Computer crime - Convolution - Large dataset - Malware - Neural networks - Smartphones","Android malware - Convolutional neural network - Designed models - Large datasets - Pre-processing","716.1 Information Theory and Signal Processing - 718.1 Telephone Systems and Equipment - 723 Computer Software, Data Handling and Applications",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Similarity measure method based on spectra subspace and locally linear embedding algorithm","20192106963517","","Qin, Yuhua (1); Duan, Kai (2); Wu, Lijun (2); Xu, Baoding (3) ","(1) College of Information Science and Technology, Qingdao University of Science and Technology, Qingdao; 266061, China (2) R&D Center, China Tobacco Yunnan Industrial Co., Ltd, No. 367 Hongjin Road, Kunming; 650231, China (3) College of Information Science and Engineering, China Ocean University, Qingdao; 266100, China ","Qin, Yuhua(yuu71@163.com) ","Infrared Physics and Technology","Infrared Phys Technol","","Elsevier B.V.","100","","57-61","August 2019","","","2019","English","13504495","","","10.1016/j.infrared.2019.05.006","","","","","","IPTEEY","Journal article (JA)","Due to the high dimensionality, redundancy, noise and nonlinearity of the near infrared (NIR) spectra data result the difficulty of the similarity measure. This paper presented a similarity measure method SSLLE based on the spectra subspace and locally linear embedding (LLE) algorithm. Firstly, we divided the high dimensional spectra data into several subspaces according to the absorption band of the major chemical compositions, which effectively avoids the influence of irrelevant features and noise and reduces the dimension and computation complexity of the LLE. Then, we modified the LLE algorithm by introducing the geodesic distance instead of Euclidean distance, which solves the measure problem of the Euclidean distance in high dimensional space. In order to make the sample more evenly distributed, the method of distance calculation in LLE was also modified. For each spectra subspace, the distance matrix was calculated according to the embedding that was mapped from the high dimensional space by using the modified LLE. Subsequently, the spectral similarity matrix of the sample set was integrated by adding all of the individual distance matrices of each subspace so that the sample with the highest similarity can be found. In order to investigate the effectiveness of the algorithm, the spectral projection of the samples was analyzed first, the results showed that the SSLLE distinguished the tobacco samples from different areas significantly better than the methods of principal component analysis (PCA) and LLE. Secondly, we compared the results of searching the most spectrally similar sample with the target tobacco, it showed that the SSLLE had the minimum differences in the chemical composition, and the highest consistency with the recommendation of the experts than that of PCA and LLE algorithm. It also had good robustness and precision. © 2019 Elsevier B.V.","19","Matrix algebra","Data mining - Embeddings - Geodesy - Infrared devices - Near infrared spectroscopy - Principal component analysis - Tobacco","Chemical compositions - Computation complexity - Geodesic distances - High dimensional spaces - Locally linear embedding algorithms - Near infrared spectra - Similarity measure - Spectral projections","405.3 Surveying - 723.2 Data Processing and Image Processing - 821.4 Agricultural Products - 921.1 Algebra - 922.2 Mathematical Statistics","","This work was supported by the China Tobacco Yunnan Industrial Co. Ltd [grant number 2018JC01, Study and platform construction of near infrared detection for tobacco quality based on computer vision and cloud assistance technique].",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Economic Dispatching for Power System of Concentrated Solar Power Plant with Thermal Energy Storage and Wind Power Considering Conditional Value-at-Risk","20192507083969","","Che, Quanhui (1); Lou, Suhua (1); Wu, Yaowu (1); Luo, Qian (1); Liu, Baolin (2) ","(1) State Key Laboratory of Advanced Electromagnetic Engineering and Technology, Huazhong University of Science and Technology, Wuhan; 430074, China (2) Yunnan Power Grid Company, Kunming; 650000, China ","Lou, Suhua(shlou@mail.hust.edu.cn) ","Diangong Jishu Xuebao/Transactions of China Electrotechnical Society","Diangong Jishu Xuebao","","Chinese Machine Press","34","10","2047-2055","May 25, 2019","","","2019","Chinese","10006753","","","10.19595/j.cnki.1000-6753.tces.181958","","","","","","DIJXE5","Journal article (JA)","The concentrated solar power plant with thermal energy storage is a schedulable renewable energy power generation technology, and its integration provides a new technical means for achieving high proportion of renewable energy consumption. In this paper, the controllable characteristic of concentrated solar power plant with thermal storage is used to reduce the impact of peak shaving after large-scale wind power integration. Considering that the uncertainty of wind power and illumination power will increase the risk of dispatching operation, and referring to the concept of risk management in financial field, this paper introduces conditional value-at-risk (CVaR) to measure the risk loss caused by uncertainties to power generation dispatching. With the aim of minimizing the total dispatch cost and risk cost of the system, this paper establishes an economic dispatch model of power system with concentrated solar power plant and wind power system. The proposed model is simulated by using IEEE 39-node system, and then the effects of different risk factors, heat storage capacity and wind power access capacity on the optimal scheduling results are discussed. © 2019, Electrical Technology Press Co. Ltd. All right reserved.","22","Electric load dispatching","Concentration (process) - Energy utilization - Heat storage - Risk assessment - Risk management - Scheduling - Solar energy - Solar power plants - Thermal energy - Value engineering - Wind power","Concentrated solar power - Concentrating solar power plant - Conditional Value-at-Risk - Different risk factors - Large-scale wind power integrations - Modeling of power systems - Renewable energy consumption - Renewable energy power","525.3 Energy Utilization - 615.2 Solar Power - 615.8 Wind Power (Before 1993, use code 611 ) - 657.1 Solar Energy and Phenomena - 706.1.1 Electric Power Transmission - 911.5 Value Engineering - 912.2 Management - 914.1 Accidents and Accident Prevention",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Review of the flattened Brazilian test and research on the three dimensional crack initiation point","20192807164476","","Wu, Shun-Chuan (1, 2); Ma, Jun (1); Cheng, Ye (1); Cheng, Zi-Qiao (3); Li, Jian-Yu (3) ","(1) Key Laboratory of Ministry of Education for Efficient Mining and Safety of Metal Mine, University of Science and Technology Beijing, Beijing; 100083, China (2) Faculty of Land Resource Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China (3) Power China Road Bridge Group Co., Ltd., Beijing; 100048, China ","","Yantu Lixue/Rock and Soil Mechanics","Rock Soil Mech","","Academia Sinica","40","4","1239-1247","April 10, 2019","","","2019","Chinese","10007598","","","10.16285/j.rsm.2017.2391","","","","","","","Journal article (JA)","In this study, the effect of the loading angle on the flattened Brazilian test is reviewed and the correction coefficient of the indirect tensile strength formula is summarized. Three dimensional finite element models for the flattened Brazilian disks are established to study the equivalent stress distribution by considering two kinds of loading angles. Based on the Griffith strength criterion, the equivalent stress distribution is affected by the loading angle in terms of stress distribution along loading diameter and flat ends. Moreover, the maximum equivalent stress occurs at edges of the flat ends in both two models. Three dimensional discrete element model is also constructed to study the initiation and propagation of cracks in the flattened Brazilian test. The micro-cracks first concentre at edges of the flat ends. However, macro-cracks, which will lead to the final failure of the specimen, initiate at the central disc. The results from the finite element method and discrete element method can be verified mutually. Compared with experiment phenomena, it is found that the precision of the two flat ends have a significant impact on the fracturing mode. The method of placing shims between the specimen and test machine is feasible to conduct the flattened Brazilian test conveniently. © 2019, Science Press. All right reserved.","29","Finite element method","Cracks - Stress analysis - Stress concentration - Tensile strength","3D finite element model - Brazilian test - Discrete element modeling - Equivalent stress distribution - Indirect tensile strength - Initiation and propagation - Particle flow code - Three dimensional finite element model","921.6 Numerical Methods - 951 Materials Science","Number: 51774020, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China (51774020).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on on-line detection of high voltage circuit breaker closing characteristic parameters based on vibration signal","20192807167835","","Wan, Shu-Ting (1); Dou, Long-Jiang (1); Li, Cong (1); Ma, Xiao-Di (1); Liu, Rong-Hai (2) ","(1) Department of Mechanical Engineering, North China Electric Power University, Baoding; 071003, China (2) Electricity Science Research Institute of Yunnan Power Grid Company Limited, Kunming; 650000, China ","Dou, Long-Jiang(doulongjiang@126.com) ","Zhendong Gongcheng Xuebao/Journal of Vibration Engineering","Zhendong Gongcheng Xuebao","","Nanjing University of Aeronautics an Astronautics","32","2","359-367","April 1, 2019","","","2019","Chinese","10044523","","","10.16385/j.cnki.issn.1004-4523.2019.02.020","","","","","","ZXUEEA","Journal article (JA)","The mechanical characteristic parameter can be used to evaluate circuit breaker performance. However, traditional methods can't be used for online test, and the installation of sensor is also complicated. To solve this problem, a new method for timing parameters extraction of the vibration signal of a circuit breaker in the closing process is proposed. Firstly, based on the principle of spring operating mechanism, the corresponding vibration caused by components impact in the closing process is analyzed. Then, in order to eliminate the noise in the vibration signal, the variation mode decomposition is adopted to decompose the vibration signal, and the signal is reconstructed by selecting the components whose waveform change is consistent with the original signal. Finally, the double threshold method based on the short-time energy entropy ratio is used to detect the timing parameters of the critical moment in the time domain of the vibration signal, completing the extraction of timing parameters in the circuit breaker closing process. Through the comparison of the timing parameters extracted from the theoretical vibration signal and the experimental travel curve, the correctness of the proposed method is verified. This study provides a new method for on-line detection of high voltage circuit breaker characteristic parameters. © 2019, Nanjing Univ. of Aeronautics an Astronautics. All right reserved.","26","Vibration analysis","Electric circuit breakers - Entropy - Extraction - Signal processing - Time domain analysis - Timing circuits","Double-threshold method - High voltage circuit breaker - Mechanical characteristic parameters - On-line detection - Parameters extraction - Short-time energy - Spring operating mechanism - Vibration signal","641.1 Thermodynamics - 713.4 Pulse Circuits - 716.1 Information Theory and Signal Processing - 802.3 Chemical Operations - 921 Mathematics",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Interaction of pulmonary surfactant with silica and polycyclic aromatic hydrocarbons: Implications for respiratory health","20190606470379","","Zhao, Qun (1); Li, Yingjie (1); Chai, Xiaolong (1); Geng, Yingxue (1); Cao, Yan (1); Xu, Linzhen (1); Zhang, Linfeng (1); Huang, Jianhong (1); Ning, Ping (1); Tian, Senlin (1) ","(1) Faculty of Environmental Science and Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650500, China ","Li, Yingjie(yjli@kmust.edu.cn) ","Chemosphere","Chemosphere","","Elsevier Ltd","222","","603-610","May 2019","","","2019","English","00456535","18791298","","10.1016/j.chemosphere.2019.02.002","","","","","","CMSHAF","Journal article (JA)","Understanding the interaction between pulmonary surfactant (PS) and inhalable pollutants is vital for risk assessment of respiratory health. Here, PS extracted from porcine lung (EPS) was used to investigate the interaction of PS with nano-silica particles and polycyclic aromatic hydrocarbons (PAHs). Our results demonstrated that silica significantly affected the phase behavior and foaming ability of EPS; EPS and its major components (dipalmitoyl phosphatidylcholine, DPPC; bovine serum albumin, BSA) exhibited great enhancing effect on PAHs solubility, which follows the order: EPS > DPPC > BSA, and it was positively correlated with the hydrophobicity of PAHs. Further experiments demonstrated that mixed phospholipids of EPS were largely responsible for the solubilization of EPS on PAHs. In the presence of EPS, DPPC or BSA, adsorption of PAHs by silica was notably inhibited, indicating competitive adsorption between PAHs and PS components on silica. These findings provide evidence for the surface chemistry by which PS facilitates the solubilization of PAHs and reducing the adsorption of PAHs on silica, which may be helpful for deeply understanding the effects of particulate matter and PAHs on lung health. © 2019 Elsevier Ltd","49","Polycyclic aromatic hydrocarbons","Adsorption - Aromatization - Biological organs - Body fluids - Health - Health risks - Hydrocarbons - Mammals - Mineral oils - Nanoparticles - Phospholipids - Risk assessment - Silica - Solubility - Surface active agents - Surface chemistry","Bovine serum albumins - Competitive adsorption - Dipalmitoyl phosphatidylcholine - Nanosilica particles - Particulate Matter - Polycyclic aromatic hydrocarbons (PAHS) - Pulmonary surfactants - Solubilization","461 Bioengineering and Biology - 513.3 Petroleum Products - 761 Nanotechnology - 801.4 Physical Chemistry - 802.2 Chemical Reactions - 802.3 Chemical Operations - 803 Chemical Agents and Basic Industrial Chemicals - 804.1 Organic Compounds - 914.1 Accidents and Accident Prevention - 933 Solid State Physics","Number: 1411909411, Acronym: -, Sponsor: Analysis and Testing Foundation of Kunming University of Science and Technology; Number: 41761072, Acronym: -, Sponsor: National Natural Science Foundation of China; ","This research was financially supported by the National Natural Science Foundation of China ( 21777064 , 41761072 , and 21707058 ), the High-Level Talent Foundation of Kunming University of Science and Technology ( 1411909411 ). Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
