Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Ultrasound and microwave-assisted synthesis of copper-activated carbon and application to organic dyes removal","20183105646844","","Jiang, Xin (1, 2, 3, 4); Xia, Hongying (1, 2, 3, 4); Zhang, Libo (1, 2, 3, 4); Peng, Jinhui (1, 2, 3, 4); Cheng, Song (1, 2, 3, 4); Shu, Jianhua (1, 2, 3, 4); Li, Chunyang (1, 2, 3, 4); Zhang, Qi (1, 2, 3, 4) ","(1) State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China (2) Yunnan Provincial Key Laboratory of Intensification Metallurgy, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China (3) Key Laboratory of Unconventional Metallurgy, Ministry of Education, Kunming; Yunnan; 650093, China (4) Faculty of Metallurgy and Energy Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China ","Xia, Hongying(hyxia81@163.com) ","Powder Technology","Powder Technol.","","Elsevier B.V.","338","","857-868","October 2018","","","2018","English","00325910","1873328X","","10.1016/j.powtec.2018.07.089","","","","","","POTEBX","Journal article (JA)","Organic dyes as toxic pollutants are difficult to treat, so an urgent challenge is to develop an efficient and economical adsorbent for dye wastewater treatment. In this work, ultrasound and microwave were used to synthesize copper-activated carbon (Cu-AC). The results indicated that Cu-AC exhibited much higher adsorption capacity than regenerated-activated carbon (R-AC) due to its large surface area and developed pore structure. The Cu-AC was employed as photocatalyst for degradation of methylene orange (MO) and cango red (CR) solution under UV light and visible light irradiation. The removal efficiency of CR solution was higher under UV light irradiation. The adsorption behaviors of Cu-AC and R-AC to MO were also investigated. The effects of different parameters such as pH, initial concentration and contact time on adsorption behaviors were performed in batch models. The results indicated that using Cu-AC to remove organic dyes was a cost-efficient way, which can realize the comprehensive utilization of waste resources. © 2018 Elsevier B.V.","62","Activated carbon treatment","Activated carbon - Adsorption - Copper - Copper alloys - Ionic liquids - Irradiation - Light - Photocatalysts - Photodegradation - Stripping (dyes) - Ultrasonics - Wastewater treatment","Adsorption mechanism - Comprehensive utilizations - Dye wastewater treatments - Initial concentration - Microwave assisted synthesis - Photocatalytic activities - Spent activated carbon - Visible-light irradiation","452.4 Industrial Wastes Treatment and Disposal - 544.1 Copper - 544.2 Copper Alloys - 741.1 Light/Optics - 753.1 Ultrasonic Waves - 802.3 Chemical Operations - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally","Number: 201608740012, Acronym: CSC, Sponsor: China Scholarship Council; Number: 51504119, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 2015YB004, Acronym: KUST, Sponsor: Kunming University of Science and Technology; ","The authors greatly acknowledge the financial support provided by the National Natural Science Foundation of China ( 51504119 ), China Scholarship Council (No. 201608740012 ), Extracurricular Science and Technology Innovation Fund Project of Kunming University of Science and Technology ( 2015YB004 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Realization of metamagnetic martensitic transformation with multifunctional properties in Co50V34Ga16Heusler alloy","20182205255831","","Liu, Changqin (1); Li, Zhe (2); Zhang, Yuanlei (1, 2); Huang, Yinsheng (1); Ye, Miaofu (1); Sun, Xiaodong (1); Zhang, Guojie (1); Cao, Yiming (2); Xu, Kun (2); Jing, Chao (1) ","(1) Department of Physics, Shanghai University, Shanghai; 200444, China (2) Center for Magnetic Materials and Devices, Key Laboratory for Advanced Functional, Low Dimensional Materials of Yunnan Higher Education Institute, Qujing Normal University, Qujing; 655011, China ","Jing, Chao(cjing@staff.shu.edu.cn) ","Applied Physics Letters","Appl Phys Lett","","American Institute of Physics Inc.","112","21","","May 21, 2018","","","2018","English","00036951","","","10.1063/1.5023842","211903","","","","","APPLAB","Journal article (JA)","In this work, we have developed a ferromagnetic shape memory alloy Co50V34Ga16with a metamagnetic martensitic transformation (MT) from the high-magnetization austenitic phase to the low-magnetization martensitic phase. As a consequence of a strong coupling between structure and magnetic degrees of freedom, the metamagnetic MT of this alloy is relatively sensitive to the external magnetic field, thus giving rise to a field-induced reverse MT. Associated with such a unique behavior, both considerable inverse magnetocaloric effect (9.6 J/kg K) and magnetostrain (0.07%) have also been obtained under the magnetic field change of 3 T. Our experimental results indicate that this kind of Co-V based alloy probably becomes an alternatively promising candidate for applications in magnetic sensors and magnetic refrigeration. © 2018 Author(s).","30","Cobalt alloys","Austenitic transformations - Binary alloys - Cobalt compounds - Degrees of freedom (mechanics) - Ferromagnetic materials - Gallium alloys - Magnetic refrigeration - Magnetization - Magnetocaloric effects - Martensitic transformations - Shape memory effect - Ternary alloys","Austenitic phase - External magnetic field - Ferromagnetic shape memory alloy - Heusler alloys - High magnetization - Martensitic phase - Multifunctional properties - Strong coupling","531.2 Metallography - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 701.2 Magnetism: Basic Concepts and Phenomena - 708.4 Magnetic Materials - 931.1 Mechanics - 951 Materials Science","Number: TD201301, Acronym: -, Sponsor: Foundation for Innovative Research Team of Jimei University; Number: 2016FB013, Acronym: -, Sponsor: Applied Basic Research Foundation of Yunnan Province; Number: 51371111, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51661029, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China (Nos. 51371111 and 51661029), Applied Basic Research Programs of Yunnan Province (No. 2016FB013), and Innovative Research Team of Qujing Normal University (No. TD201301).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A novel ant colony optimization based approach for flexible job-shop scheduling problem with operation and processing flexibility","20190706498292","","Huang, Xuewen (1); Huang, Mingxi (2); Islam, Sardar M. N. (3) ","(1) Faculty of Management and Economics, Dalian University of Technology, Dalian, China (2) School of Mathematics and Statistics, Yunnan University, KunMing, China (3) College of Business, Victoria University, Melbourne, Australia ","Huang, Xuewen(huangxuewen@dlut.edu.cn) ","Proceedings of International Conference on Computers and Industrial Engineering, CIE","Proc. Int. Conf. Comput. Ind. Eng., CIE","","Curran Associates Inc.","2018-December","","","2018","Proceedings - 48th International Conference on Computers and Industrial Engineering, CIE 2018","1 of 1","2018","English","","21648689","","","","48th International Conference on Computers and Industrial Engineering, CIE 2018","December 2, 2018 - December 5, 2018","Auckland, New zealand","144541","","Conference article (CA)","This paper addresses the Flexible Job-shop Scheduling Problem with Operation and Processing flexibility (FJSP-OP), a practical case of the Integrated Process Planning and Scheduling (IPPS) problem. First, a Four-Tuple Scheme (FTS) is proposed to represent a job with operation and processing flexibility. Then, an Ant Colony Optimization (ACO) based approach is developed for solving the problem. In this approach, more efficient algorithms of path generation, incorporated with the FTS, are designed. Catering for the characteristic of the FJSP-OP that not all operations of all jobs need to be processed, we introduce a new type of pheromone, i.e., pheromone on nodes, which reinforces the learning search experience of a single node. To improve performance, the pheromone update strategy and the search strategy are modified. Computational experiments with different sizes are conducted and comparisons of results show that the proposed approach achieves significant improvements. © 2018, Curran Associates Inc. All rights reserved.","26","Job shop scheduling","Ant colony optimization - Problem solving - Scheduling","Ant Colony Optimization (ACO) - Computational experiment - Flexible job-shop scheduling - Flexible job-shop scheduling problem - Improve performance - Integrated process planning and scheduling - Path generation - Search strategies","912.2 Management - 921.5 Optimization Techniques","Number: 2015BAF09B01, Acronym: -, Sponsor: National Major Science and Technology Projects of China; ","The authors thank the anonymous referees for their valuable comments to improve this paper. This study was supported by the National Science and Technology Plan of China under Grant No. 2015BAF09B01.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Effects of microwave sintering on properties and microstructure of ferromanganese alloy powders","20182905572811","","Lei, Li (1, 2); Libo, Zhang (1, 3, 4); Linqing, Dai (1, 3, 4); Hongbo, Zhu (1, 3, 4); Guo, Chen (1, 3, 4); Jinhui, Peng (1, 3, 4); Qin, Guo (1, 3, 4) ","(1) National Local Joint Laboratory Of Engineering Application Of Microwave Energy And Equipment Technology, KUNMING YUNNAN; 650093, China (2) Jiangsu Engineering Consulting Center, Nanjing Jiangsu, 210003, China (3) State Key Laboratory Of Complex Nonferrous Metal Resources Clean Utilization, Kunming University Of Science And Technology, Kunming University Of Science And Technology, Kunming Yunnan; 650093, China (4) Faculty Of Metallurgical And Energy Engineering, Kunming University Of Science And Technology, Kunming Yunnan; 650093, China ","Linqing, Dai(372368763@qq.com) ","Archives of Metallurgy and Materials","Arch. Metall. Mater.","","Polish Academy of Sciences, 12 Smetna Street, Krakow, 31-343, Poland","63","2","547-553","2018","","","2018","English","17333490","","","10.24425/118973","","","","","","","Journal article (JA)","Microwave sintering process was employed to agglomerate ferromanganese alloy powders. The effects of sintering temperature, holding time and particle size composition on the properties and microstructure of sintering products were investigated. The results was shown that increasing sintering temperature or holding time appropriately is beneficial to increase the compressive strength and volume density. SEM and EDAX analysis shows that the liquid phase formed below the melting point in the sintering process, which leads to densification. XRD patterns indicate that the main reaction during microwave sintering is the decarbonization and carburization of iron carbide phase. The experiment demonstrate that the optimum microwave sintering process condition is 1150°C, 10 min and 50% content of the powders with the size of –75 μm.","16","Sintering","Carbides - Compressive strength - Densification - Ferroalloys - Iron compounds - Iron ores - Microstructure - Microwave heating - Microwaves - Particle size - Powders","Liquid Phase - Microwave sintering - Particle size composition - Process condition - Properties and microstructures - Sintering process - Sintering temperatures - Volume density","545.1 Iron - 545.2 Iron Alloys - 711 Electromagnetic Waves - 711.1 Electromagnetic Waves in Different Media - 802.3 Chemical Operations - 804.2 Inorganic Compounds - 951 Materials Science","Number: 51504114, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the < National Natural Science Foundation of China > under Grant <number 51504114>.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Improved Curie temperature and temperature coefficient of resistance (TCR) in La0.7Ca0.3-xSrxMnO3:Ag0.2composites","20181805120844","","Jin, Fei (1, 2); Zhang, Hui (1); Chen, Qingming (1) ","(1) Faculty of Materials Science and Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China (2) College of Materials Science and Engineering, Shenzhen University, Shenzhen; Guangdong; 518060, China ","Chen, Qingming(qmchen99@163.com) ","Journal of Alloys and Compounds","J Alloys Compd","","Elsevier Ltd","747","","1027-1032","30 May 2018","","","2018","English","09258388","","","10.1016/j.jallcom.2018.03.117","","","","","","JALCEU","Journal article (JA)","A series of polycrystalline composites La0.70Ca0.3-xSrxMnO3:mol-%Ag0.2(LCSMO:Ag, x = 0.00, 0.0165, 0.03, 0.05, 0.07, and 0.10) were prepared by sol-gel method using methanol as solvent. The structural, electrical, and magnetic properties were investigated. All of the LCSMO:Ag composites showed orthorhombic perovskite structure with a space group of Pnma. Electrical and magnetic transport properties curve show that both the insulator-metal transition temperature (Tp) and the Curie temperature (TC) increase from 263 K to 250 K correspondingly for LCSMO:Ag (x = 0.00) to 331 K and 302 K, respectively, for LCSMO:Ag (x = 0.10). The temperature coefficient of resistance (TCR) value reduce from 68.8%·K−1to 11.2%·K−1with increase of Sr content. At Sr doping x = 0.07, the value of Tphigher than room temperature (312 K), and the maximum values of TCR reached up to 19.9%·K−1, which is significantly higher than that previously reported. © 2018 Elsevier B.V.","32","Temperature","Curie temperature - Manganites - Metal insulator transition - Organic solvents - Perovskite - Sol-gel process - Sol-gels","Insulator-metal transition temperature - Magnetictransport properties - Orthorhombic perovskite - Polycrystalline composites - Space Groups - Sr doping - Temperature coefficient of resistance","482.2 Minerals - 641.1 Thermodynamics - 701.2 Magnetism: Basic Concepts and Phenomena - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally - 804.2 Inorganic Compounds - 812.3 Glass","Number: 11564021, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China (Grant No. 11564021 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Pharmacophore modeling, molecular docking and molecular dynamics simulations toward identifying lead compounds for Chk1","20182605360168","","Li, Yaping (1, 2); Peng, Jiale (1); Zhou, Yeheng (1); Li, Penghua (1); Li, Yingying (1); Liu, Xingyong (1); Siddique, Abu Nasar (3); Zhang, Li (1); Zuo, Zhili (1, 2) ","(1) School of Chemical Engineering, Sichuan University of Science & Engineering, Zigong; Sichuan; 643000, China (2) State Key Laboratory of Phytochemistry and Plant Resources in West China, Kunming Institute of Botany, Chinese Academy of Sciences, Kunming; Yunnan; 650201, China (3) Department of Biotechnology, Bacha Khan University, Charsadda; Khyber Pakhtunkhwa; 24420, Pakistan ","Zhang, Li(Zhangli19700554@163.com) ","Computational Biology and Chemistry","Comput. Biol. Chem.","","Elsevier Ltd","76","","53-60","October 2018","","","2018","English","14769271","","","10.1016/j.compbiolchem.2018.06.001","","","","","","","Journal article (JA)","Checkpoint kinase 1 (Chk1), a serine/threonine protein kinase, plays an important role in G2/M checkpoint, which is a key regulator in response to DNA damage. In this study, the structure-based drug design approach and molecular dynamics (MD) simulations were used to explore potent Chk1 inhibitors. A series of the best fitting candidates were picked out from the Specs database. Out of these, five candidates were submitted for MD simulations to explore the stability of complex. The result indicates that these five candidates could be considered potential Chk1 inhibitors and represents a promising starting point for developing potent inhibitors of Chk1 for the treatment of tumor. © 2018 Elsevier Ltd","50","Molecular dynamics","Amino acids - Diagnosis - Enzymes - Lead compounds - Molecular modeling - Pharmacodynamics","Checkpoint kinase 1 inhibitor - Molecular docking - Molecular dynamics simulations - Pharmacophore modeling - Virtual Screening","461.6 Medicine and Pharmacology - 801.4 Physical Chemistry - 804.1 Organic Compounds - 931.3 Atomic and Molecular Physics","Number: ZSTH-021, Acronym: -, Sponsor: -; Number: XDA12030206, Acronym: -, Sponsor: -; Number: -, Acronym: CAS, Sponsor: Chinese Academy of Sciences; ","This work was financially supported by Chinese Academy of Sciences "Light of West China" Program ([2014]91 to Z.Z.), Chinese Academy of Sciences Strategic biological resources service network (ZSTH-021), the Strategic Priority Research Program of the Chinese Academy of Sciences ，Grant No. XDA12030206 . Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Dynamics of almost periodic mutualism model with time delays","20182205263841","","Li, Yaqin (1); Xu, Lijun (2); Zhang, Tianwei (3) ","(1) Department of Mathematics, Kunming University, Yunnan; 650214, China (2) School of Mathematics and Computer Science, Panzhihua University, Panzhihua, Sichuan; 617000, China (3) Kunming University of Science and Technology, Kunming; 650051, China ","Zhang, Tianwei(zhang@kmust.edu.cn) ","IAENG International Journal of Applied Mathematics","IAENG Int. J. Appl. Math.","","International Association of Engineers","48","2","168-176","May 28, 2018","","","2018","English","19929978","19929986","","","","","","","","","Journal article (JA)","By using some new analytical techniques, modified inequalities and Mawhin's continuous theorem of coincidence degree theory, some new sufficient conditions for the existence of positive almost periodic solutions to a mutualism model with bounded and unbounded delays are obtained. Further, the boundedness and global asymptotic stability have been studied. To the best of the author's knowledge, so far, the result of this paper is completely new. The work of this paper extends and improves some results in recent years. Finally, some examples are given to illustrate the main results in this paper. © 2018 International Association of Engineers.","31","Time delay","Asymptotic stability","Almost periodic - Almost periodicity - Bounded and unbounded delays - Coincidence degree - Coincidence degree theory - Continuous theorem - Global asymptotic stability - Positive almost periodic solutions","713 Electronic Circuits","Number: 2014Y388, Acronym: -, Sponsor: Yunnan Provincial Department of Education; Number: XJL15010, Acronym: -, Sponsor: -; ","This work is supported by the Scientific Research Fund of Yunnan Provincial Education Department (2014Y388) and the Research Program of Kunming University in China (XJL15010).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Origin and spatial distribution of heavy metals and carcinogenic risk assessment in mining areas at You'xi County southeast China","20173804184654","","Lü, Jian (1); Jiao, Wen-Bin (1); Qiu, Hai-Yuan (2); Chen, Ben (3); Huang, Xiao-Xia (4); Kang, Bin (5) ","(1) Fujian Provincial Key Laboratory of Soil Environmental Health and Regulation, College of Resources and Environment, Fujian Agriculture and Forestry University, Fuzhou; 350002, China (2) Fujian Monitoring Center of Geological Environment, Fuzhou; 350001, China (3) College of Oceanography and Environmental Science, Xiamen University, Xiamen; 361005, China (4) School of Resource Environment and Earth Science, Yunnan University, Kunming; 650091, China (5) Fisheries College, Jimei University, Xiamen; 361021, China ","Lü, Jian(jian_lu_fafu@163.com) ","Geoderma","Geoderma","","Elsevier B.V.","310","","99-106","January 15, 2018","","","2018","English","00167061","","","10.1016/j.geoderma.2017.09.016","","","","","","GEDMAB","Journal article (JA)","An extensive study on the spatial distribution and source apportionment of heavy metals in soils and so by risk assessment at You'xi County, a major Pb–Zn mining area southeast China, was conducted in this contribution. A total of 93 soil samples were examined with the concentration of heavy metals (As, Cd, Cr, Cu, Hg, Pb, and Zn), pH, and soil organic matter (SOM) contents by using geostatistical approaches combined with geographic information system (GIS) analysis. The mean values of heavy metals were determined to be 7.9 ± 5.8, 12.8 ± 14.1, 80.4 ± 42.0, 34.4 ± 45.0, 0.12 ± 0.13 368.5 ± 873.6, and 369.6 ± 505.5 mg kg− 1(mean ± SD) for As, Cd, Cr, Cu, Hg, Pb, and Zn, respectively. Contents of all heavy metals present in the study area were considerably higher than their background values of provincial and national standards except for As. A principle component analysis revealed the main origin of heavy metals: soil parent materials for Cu, Pb, and Zn; atmospheric deposition during mining processes for Cr, and Hg; and human farming activities for Cd. Carcinogenic risk was assessed with an average value of 69.3 × 10− 6mg kg− 1, suggesting an average of 69 individuals per million people being predisposed to cancer. Meanwhile, the identification of heavy metal sources in agricultural soils might be beneficial to local soil protection and soil quality improvement. © 2017 Elsevier B.V.","47","Soil pollution","Heavy metals - Meteorological problems - Principal component analysis - Risk assessment - Soil conservation - Soil surveys - Soils - Spatial distribution","Atmospheric depositions - Carcinogenic risk - Carcinogenic risk assessments - Geostatistical approach - Heavy metal pollution - Heavy metals in soil - Principle component analysis - Soil quality","443.1 Atmospheric Properties - 483.1 Soils and Soil Mechanics - 531 Metallurgy and Metallography - 914.1 Accidents and Accident Prevention - 921 Mathematics - 922.2 Mathematical Statistics","Number: 201111020-2, Acronym: MLR, Sponsor: Ministry of Land and Resources of the People's Republic of China; Number: -, Acronym: FAFU, Sponsor: Fujian Agriculture and Forestry University; Number: 20170032, Acronym: SKLEAC, Sponsor: State Key Laboratory of Electroanalytical Chemistry; Number: 91622114, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: -, Acronym: NCET, Sponsor: Program for New Century Excellent Talents in University; Number: -, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","J.L. acknowledges the National Natural Science Foundation of China (NSFC, Grant 91622114 ), the State Key Laboratory of Structural Chemistry (Grant 20170032 ), the Fujian–Taiwan Joint Innovative Center for Germplasm Resources and cultivation of crop for funding (FJ 2011 Program, No. 2015–75, China), the New Century Excellent Talents in Fujian Province University , and the Fujian Agriculture and Forestry University for funding. H.Q. thanks the financial support from public welfare industry project of Ministry of Land and Resources (Grant 201111020-2 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An incremental approach based on the coalition formation game theory for identifying communities in dynamic social networks","20183505748770","","Xiao, Qing (1); Yang, Peizhong (1); Zhou, Lihua (1); Wang, Lizhen (1) ","(1) School of Information, Yunnan University, Kunming; 650500, China ","Zhou, Lihua(lhzhou@ynu.edu.cn) ","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","Lect. Notes Comput. Sci.","","Springer Verlag","11061 LNAI","","403-414","2018","Knowledge Science, Engineering and Management - 11th International Conference, KSEM 2018, Proceedings","1 of 2","2018","English","03029743","16113349","9783319993645","10.1007/978-3-319-99365-2_35","","11th International Conference on Knowledge Science, Engineering and Management, KSEM 2018","August 17, 2018 - August 19, 2018","Changchun, China","217059","","Conference article (CA)","Most real-world social networks are usually dynamic (evolve over time), thus communities are constantly changing in memberships. In this paper, an incremental approach based on the coalition formation game theory to identify communities in dynamic social networks is proposed, where the community evolution is modeled as the problem of transformations of stable coalition structures. The proposed approach adaptively update communities from the previous known structures and the changes of topological structure of a network, rather than re-computing in the snapshots of the network at different time steps, such that the computational cost and processing time can be significantly reduced. Experiments have been conducted to evaluate the effectiveness of the proposed approach. © 2018, Springer Nature Switzerland AG.","21","Game theory","Computation theory - Social networking (online)","Coalition formation games - Community detection - Computational costs - Dc-stable partitioning - Different time steps - Dynamic social networks - Incremental approach - Topological structure","721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 723 Computer Software, Data Handling and Applications - 922.1 Probability Theory","Number: -, Acronym: -, Sponsor: Innovative Team of Jiangsu Province; Number: 2015FB114, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2016FA026, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: -, Acronym: -, Sponsor: Bairen Program of Yunnan Province; Number: 61662086, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61762090, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61262069, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61472346, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Acknowledgement. This research was supported by the National Natural Science Foundation of China (61762090, 61262069, 61472346, and 61662086), The Natural Science Foundation of Yunnan Province (2016FA026, 2015FB114), the Project of Innovative Research Team of Yunnan Province, and Program for Innovation Research Team (in Science and Technology) in University of Yunnan Province (IRTSTYN).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Temporal and spatial distribution of Microcystis biomass and genotype in bloom areas of Lake Taihu","20182705404410","","Guan, Dong-Xing (1, 3); Wang, Xingyu (1, 2); Xu, Huacheng (4); Chen, Li (5); Li, Pengfu (2); Ma, Lena Q. (1, 6) ","(1) State Key Laboratory of Pollution Control and Resource Reuse, School of the Environment, Nanjing University, Nanjing; 210023, China (2) State Key Laboratory of Pharmaceutical Biotechnology, School of Life Sciences, Nanjing University, Nanjing; 210023, China (3) Key Laboratory of Surficial Geochemistry, Ministry of Education, School of Earth Sciences and Engineering, Nanjing University, Nanjing; 210023, China (4) State Key Laboratory of Lake Science and Environment, Nanjing Institute of Geography and Limnology, Chinese Academy of Sciences, Nanjing; 210008, China (5) Provincial Key Laboratory of Plateau Geographical Processes and Environmental Change, School of Tourism and Geography, Yunnan Normal University, Kunming; 650500, China (6) Soil and Water Science Department, University of Florida, Gainesville; FL; 32611, United States ","Li, Pengfu(pengfuli@nju.edu.cn) ","Chemosphere","Chemosphere","","Elsevier Ltd","209","","730-738","October 2018","","","2018","English","00456535","18791298","","10.1016/j.chemosphere.2018.06.141","","","","","","CMSHAF","Journal article (JA)","Cyanobacterial blooms as a global environmental issue are of public health concern. In this study, we investigated the spatial (10 sites) and temporal (June, August and October) variations in: 1) their biomass based on chlorophyll-a (chl-a) concentration, 2) their toxic genotype based on gene copy ratio of mcyJ to cpcBA, and 3) their cpcBA genotype composition of Microcystis during cyanobacterial bloom in Lake Taihu. While spatial-temporal variations were found in chl-a and mcyJ/cpcBA ratio, only spatial variation was observed in cpcBA genotype composition. Samples from northwestern part had a higher chl-a, but mcyJ/cpcBA ratio didn't vary among the sites. High chl-a was observed in August, while mcyJ/cpcBA ratio and genotypic richness increased with time. The spatial variations in chl-a and mcyJ/cpcBA ratio and temporal variation in cpcBA genotype were correlated negatively with dissolved N and positively with dissolved P. Spatial distribution of Microcystis biomass was positively correlated with nitrite and P excluding October, but no correlation was found for spatial distribution of mcyJ/cpcBA ratio and cpcBA genotype. Spatial distribution of toxic and cpcBA genotypes may result from horizontal transport of Microcystis colonies, while spatial variation in Microcystis biomass was probably controlled by both nutrient-mediated growth and horizontal transport of Microcystis. The temporal variation in Microcystis biomass, toxic genotype and cpcBA genotype composition were related to nutrient levels, but cause-and-effect relationships require further study. © 2018 Elsevier Ltd","49","Spatial distribution","Biomass - Chlorophyll - Lakes - Nutrients","Chlorophyll a - cpcBA genotype - Horizontal transport - mcyJ/cpcBA ratio - Microcystis - Nutrient levels","804.1 Organic Compounds - 921 Mathematics","Number: 2014M551554, Acronym: -, Sponsor: China Postdoctoral Science Foundation; Number: 2017T100350, Acronym: -, Sponsor: China Postdoctoral Science Foundation; Number: 973Program, Acronym: -, Sponsor: -; Number: 2008CB418004, Acronym: -, Sponsor: -; Number: 31270447, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 41461096, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China ( 31270447 and 41461096 ), the National Basic Research Program of China (973Program, 2008CB418004 ) and the China Postdoctoral Science Foundation ( 2014M551554 and 2017T100350 ). Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
