Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Impact of nutrient and stoichiometry gradients on microbial assemblages in Erhai Lake and its input streams","20193507360833","","Liu, Yang (1, 2, 3); Qu, Xiaodong (1, 3); Elser, James J. (4); Peng, Wenqi (1, 3); Zhang, Min (1, 3); Ren, Ze (4); Zhang, Haiping (1, 3); Zhang, Yuhang (1); Yang, Hua (5) ","(1) State Key Laboratory of Simulation and Regulation of Water Cycle in River Basin, China Institute ofWater Resources and Hydropower Research, Beijing; 100038, China (2) College of Hydrology and Water Resources, Hohai University, Nanjing; 210098, China (3) Department of Water Environment, China Institute of Water Resources and Hydropower Research, Beijing; 100038, China (4) Flathead Lake Biological Station, University of Montana, Polson; MT; 59860, United States (5) Yunnan Hydrology and Water Resources Bureau Dali Branch, Dali; 671000, China ","Zhang, Min(zhangmin@iwhr.com) ","Water (Switzerland)","Water","","MDPI AG, Postfach, Basel, CH-4005, Switzerland","11","8","","August 1, 2019","","","2019","English","","20734441","","10.3390/w11081711","1711","","","","","","Journal article (JA)","Networks of lakes and streams are linked by downslope flows of material and energy within catchments. Understanding how bacterial assemblages are associated with nutrients and stoichiometric gradients in lakes and streams is essential for understanding biogeochemical cycling in freshwater ecosystems. In this study, we conducted field sampling of bacterial communities from lake water and stream biofilms in Erhai Lake watershed. We determined bacterial communities using high-throughput 16S rRNA gene sequencing and explored the relationship between bacterial composition and environmental factors using networking analysis, canonical correspondence analysis (CCA), and variation partitioning analysis (VPA). Physicochemical parameters, nutrients, and nutrient ratios gradients between the lake and the streams were strongly associated with the differences in community composition and the dominant taxa. Cyanobacteria dominated in Erhai Lake, while Proteobacteria dominated in streams. The stream bacterial network was more stable with multiple stressors, including physicochemical-factors and nutrient-factors, while the lake bacterial network was more fragile and susceptible to human activities with dominant nutrients (phosphorus). Negative correlations between bacterial communities and soluble reactive phosphorus (SRP) as well as positive correlations between bacterial communities and dissolved organic carbon (DOC) in the network indicated these factors had strong effect on bacterial succession. Erhai Lake is in a eutrophic state, and high relative abundances of Synechococcus (40.62%) and Microcystis (16.2%) were noted during the course of our study. CCA indicated that nutrients (phosphorus) were key parameters driving Cyanobacteria-dominated community structure. By classifying the environmental factors into five categories, VPA analyses identified that P-factor (total phosphorus (TP) and SRP) as well as the synergistic effect of C-factor (DOC), N-factor (NO3-), and P-factor (TP and SRP) played a central role in structuring the bacterial communities in Erhai Lake. Heterogeneous physicochemical conditions explained the variations in bacterial assemblages in streams. This study provides a picture of stream-lake linkages from the perspective of bacterial community structure as well as key factors driving bacterial assemblages within lakes and streams at the whole watershed scale. We further argue that better management of phosphorus on the watershed scale is needed for ameliorating eutrophication of Erhai Lake. © 2019 by the authors.","67","Nutrients","Bacteria - Catchments - Eutrophication - Factor analysis - Forestry - Lakes - Organic carbon - Phosphorus - RNA - Watersheds","Bacterial community - Bacterial community structure - Canonical Correspondence Analysis - Environmental change - Physicochemical parameters - Soluble reactive phosphorus - Stream-lake linkage - Taxonomic","444.1 Surface Water - 461.2 Biological Materials and Tissue Engineering - 804 Chemical Products Generally - 804.1 Organic Compounds - 922.2 Mathematical Statistics","Number: 41671048, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51439007, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This study was funded by the State Key Laboratory of Simulation and Regulation of Water Cycle in River Basin (SKL2018CG02), and the National Natural Science Foundation of China (No. 51439007 and No. 41671048), and the IWHR Research and Development Support Program (WE0145B052018 and WE0145B532017). We appreciate the anonymous reviewers for their valuable comments and efforts to improve this manuscript.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Enhanced electrocatalytic methanol oxidation properties by photo-assisted Fe2O3 nanoplates","20191606776981","","Hu, Sujuan (1); Jiang, Lei (1); Wang, Baoling (1, 2); Ma, Yinhai (1) ","(1) Department of Chemistry, Kunming University, Kunming; 650214, China (2) Yunnan Engineering Technology Research Center for Plastic Films, Kunming University, Kunming; 650214, China ","Hu, Sujuan(sujuanhu@yahoo.com) ","International Journal of Hydrogen Energy","Int J Hydrogen Energy","","Elsevier Ltd","44","26","13214-13220","21 May 2019","","","2019","English","03603199","","","10.1016/j.ijhydene.2019.03.178","","","","","","IJHEDX","Journal article (JA)","In this paper, visible-light-driven two-dimensional (2D)Fe2O3 nanoplates with exposed (001)facets were first adopted to act as Pt support for photo-assisted electrocatalytic methanol oxidation. Under simulated solar light and visible light illumination Pt-2D Fe2O3 nanoplates displayed 2.32 and 1.30 times higher electrocatalytic activities for methanol oxidation than in dark condition, respectively. Besides, 2D Fe2O3 nanoplates owns much better electrocatalytic activities for methanol oxidation than Fe2O3 particles whether in dark, visible light or simulated solar light illumination. The nice photo-assisted electrocatalytic methanol oxidation activities of Pt-2D Fe2O3 nanoplates can be attributed to 2D structure enhanced the oxidation activities of photogenerated holes to oxidize OH− to hydroxyl radical (·OH)as well as its large specific surface area. Our experimental results suggest that photo-assisted and two-dimensional strategy of semiconductors are promising ways to further improve the electrocatalytic activities for methanol oxidation in DMFCs. © 2019 Hydrogen Energy Publications LLC","44","Image enhancement","Direct methanol fuel cells (DMFC) - Hematite - Light - Methanol - Nanostructures - Oxidation - Platinum compounds","Electrocatalytic activity - Large specific surface areas - Methanol Oxidation - Nanoplates - Photo-assisted - Photo-assisted electrocatalytic - Photo-electrochemistry - Two Dimensional (2 D)",,"Number: 2017FD085, Acronym: -, Sponsor: -; Number: YJL16003, Acronym: -, Sponsor: -; ","This study was supported by the Applied Basic Research Programs of Yunnan Science and Technology Department ( 2017FD085 ), the Program of Introducing Talents of Kunming University ( YJL16003 ). Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on Rating Error and Quality Metrics for Collaborative Filtering Recommendation Methods","20194107521307","","Zhao, Kun (1); Pi, Jiaming (2, 3) ","(1) Information School, Yunnan University of Finance and Economics, Kunming, China (2) Business School, Yunnan University of Finance and Economics, Kunming, China (3) Zhonghua Vocational College, Yunnan University of Finance and Economics, Kunming, China ","Pi, Jiaming(277352342@qq.com) ","Journal of Physics: Conference Series","J. Phys. Conf. Ser.","","Institute of Physics Publishing","1302","2","","September 3, 2019","4th Annual International Conference on Information System and Artificial Intelligence - Chapter 1: Computer Science and Information System","2 of 4","2019","English","17426588","17426596","","10.1088/1742-6596/1302/2/022032","022032","2019 4th Annual International Conference on Information System and Artificial Intelligence, ISAI 2019","May 17, 2019 - May 18, 2019","Changsha, Hunan, China","152110","","Conference article (CA)","The collaborative filtering recommendation system has been widely used in E-commerce as a relatively successful recommendation system. At present, the focus of collaborative filtering recommendation research is mainly on how to improve the accuracy of recommendation by improving the recommendation algorithm. However, in real world, the user's rating behaviour is not perfectly rational. It is no odd that there is deviation of rating to any a given item for a user in real evaluation. In this case, what it means for the improvement of collaborative filtering recommendation methods, and how they performed when we use the commonly used quality metrics to evaluate the collaborative filtering recommendation methods? In view of these problems, this paper presupposes that the user's rating behaviour is a bounded rational behaviour, and based on the normality hypothesis of rating error, introduces a simulated rating experiment innovatively to analyse the effect that rating prediction can achieve in sense of the commonly used quality metrics. This study is of significance for the research and application of collaborative filtering recommendation technology. © 2019 Published under licence by IOP Publishing Ltd.","20","Collaborative filtering","Artificial intelligence - Behavioral research - Information systems - Information use - Quality control - Recommender systems","Collaborative filtering recommendations - Quality metrics - Rational behaviours - Real-world - Recommendation algorithms - Research and application","723.4 Artificial Intelligence - 723.5 Computer Applications - 903.1 Information Sources and Analysis - 903.3 Information Retrieval and Use - 913.3 Quality Assurance and Control - 971 Social Sciences","Number: 71462036, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was financially supported by the National Natural Science Foundation Program of China [71462036].","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on flow microstructure and scale-up effect in circulating fluidized bed riser using solids concentration signals","20193107257111","","Zhang, Ya-Wen (1); Gu, Li-Li (2); Zhu, Jesse (1) ","(1) Department of Chemical and Biochemical Engineering, University of Western Ontario, London; ON, Canada (2) Department of Chemical Engineering, Kunming University of Science and Technology, Kunming; Yunnan, China ","Zhu, Jesse(jzhu@uwo.ca) ","Asia-Pacific Journal of Chemical Engineering","Asia-Pac. J. Chem. Eng.","","John Wiley and Sons Ltd, Southern Gate, Chichester, West Sussex, PO19 8SQ, United Kingdom","14","5","","September 1, 2019","","","2019","English","19322135","19322143","","10.1002/apj.2348","e2348","","","","","","Journal article (JA)","The dynamic microstructure in circulating fluidized beds (CFBs) is complex due to particle aggregation and particle–wall interactions. Based on the local solids concentration time series from a twin–riser CFB system of 10 m high and 76.2 mm (3 in.) and 203 mm (8 in.) id with FCC particles (dp = 67 μm, ρp = 1,500 kg/m3), the dynamic microstructure and scale-up effect were studied using nonlinear chaos analysis after an improved denoising signal process. The analysis shows that for the local solids concentration time series in the whole riser, the solids concentrations in the larger (8 in.) riser are higher and have higher fluctuation frequency than those in the 3-in. riser. The pressure drops at the various axial levels of the 8-in. riser are higher than the 3-in. riser. Correlation dimension and Kolmogorov entropy in the 8-in. riser are also higher than those in the 3-in. riser under the identical condition. The microstructure of the gas–particle flow in the 8-in. riser appears to be more complex than that in the 3-in. riser at identical axial levels and under the same solids flux and superficial gas velocity. In the larger riser, the energy distribution in wavelet domain is also stronger than that in the 3-in. riser. Clearly, the scale-up effect is very notable in CFB reactors, not only on the macroscale level but also on the microscale level. Such effect should be considered during designing and operating commercial size CFB reactors. © 2019 Curtin University and John Wiley & Sons, Ltd.","32","Fluidized beds","Agglomeration - Computational complexity - Fluidization - Fluidized bed process - Microstructure - Particle size analysis - Signal processing - Time series - Time series analysis - Wavelet transforms","Chaotic analysis - Circulating fluidized bed - Circulating fluidized bed riser - Correlation dimensions - Dynamic microstructures - Local solids concentration - Scale-up effects - Superficial gas velocities","716.1 Information Theory and Signal Processing - 721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 802.3 Chemical Operations - 921.3 Mathematical Transformations - 922.2 Mathematical Statistics - 951 Materials Science","Number: -, Acronym: NSERC, Sponsor: Natural Sciences and Engineering Research Council of Canada; ","The experimental data were collected by A. Yan and J. Zhu, to whom the authors are grateful. Financial support from the Natural Sciences and Engineering Research Council of Canada is greatly acknowledged.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Silica, Alkali Carbonate and Alkali Rich Metal Ore as Additive Effect on the Carbothermic Reduction Process of Phosphorus Ore","20192006914233","","Chen, Zhengjie (1); Li, Yin (2, 3); Xia, Jupei (2, 3) ","(1) Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming; 650500, China (2) Faculty of Chemical Engineering, Kunming University of Science and Technology, Kunming; 650500, China (3) The Higher Educational Key Laboratory for Phosphorous Chemical Engineering of Yunnan Province, Kunming University of Science and Technology, Kunming; Yunnan; 650500, China ","Xia, Jupei(xjp6661@163.com) ","Silicon","Silicon","","Springer Netherlands","","","","2019","","","2019","English","1876990X","18769918","","10.1007/s12633-019-00171-z","","","","","","","Article in Press","The phosphorus production industry is energy-intensive, which is one of the major reasons phosphorus has lower yields through furnace production. In this study, phosphorus conversion rate from phosphorus ore was investigated using four different fluxing agents: silica, potassium shale, potassium feldspar, and nepheline. Different holding times (10, 20, 30, and 40 min), acidity values (0.68, 0.88, 1.02, 1.42, and 2.02), coal surplus coefficients (1.05, 1.25, 1.5, 2, and 2.5), and calcination temperatures (1250 °C, 1300 °C, 1350 °C, 1400 °C, and 1450 °C) were studied. The results demonstrated that potassium shale, potassium feldspar, and nepheline as new fluxing agents improved phosphorus conversion rate under the same experimental conditions. To further ensure the significance of the experiment, the conversion rate of phosphorus from phosphorus ore was also investigated without an additive and with the addition of Na2CO3 and K2CO3. The slag viscosity of different fluxing agents and different additives at high temperatures was analyzed via the spread area method. To investigate the mechanism of phosphorus conversion, silica and nepheline as fluxing slag at different calcination temperatures were analyzed using X-ray diffraction. © 2019, Springer Nature B.V.","38","Phosphorus","Additives - Calcination - Feldspar - Ore reduction - Ores - Phosphate ore treatment - Potash - Potassium - Shale - Silica - Slags - Sodium Carbonate - Sodium compounds","Alkali carbonate - Calcination temperature - Carbothermic reduction process - Experimental conditions - Furnace production - Nepheline - Potassium feldspar - Production industries","482.2 Minerals - 533.1 Ore Treatment - 549.1 Alkali Metals - 802.3 Chemical Operations - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally - 804.2 Inorganic Compounds",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Spectroscopic investigation of Cu2+, Pb2+ and Cd2+ adsorption behaviors by chitosan-coated argillaceous limestone: Competition and mechanisms","20193207299244","","Zhang, Zhen (1); He, Shuran (2); Zhang, Yulong (1); Zhang, Kun (1); Wang, Jinjin (1); Jing, Ran (3); Yang, Xingjian (1); Hu, Zheng (1); Lin, Xiaojing (1); Li, Yongtao (1, 4) ","(1) College of Natural Resources and Environment, Joint Institute for Environmental Research & Education, South China Agricultural University, Guangzhou; 510642, China (2) College of Resources and Environment, Yunnan Agricultural University, Kunming; 650201, China (3) Department of Civil and Environmental Engineering, University of Maryland at College Park, MD; 20742, United States (4) Agro-Environmental Protection Institute, Ministry of Agriculture, Tianjin; 300191, China ","Li, Yongtao(yongtao@scau.edu.cn) ","Environmental Pollution","Environ. Pollut.","","Elsevier Ltd","254","","","November 2019","","","2019","English","02697491","18736424","","10.1016/j.envpol.2019.07.106","112938","","","","","ENPOEK","Journal article (JA)","In the present study, the competitive adsorption of Cu2+, Pb2+, and Cd2+ by a novel natural adsorbent (i.e., argillaceous limestone) modified with chitosan (C-AL) was investigated. The results demonstrated that both intraparticle diffusion and chemisorption marked significant contributions to the Cu2+ adsorption process by both raw argillaceous limestone (R-AL) and C-AL in mono-metal adsorption systems. Antagonism was found to be the predominant competitive effect for Cu2+, Pb2+ and Cd2+ adsorptions by C-AL in the multi-metal adsorption system. The three-dimensional simulation and FTIR analysis revealed that the presence of Cu2+ suppressed Pb2+ and Cd2+ adsorptions, while the effect of Cd2+ on Cu2+ and Pb2+ adsorptions was insignificant. The spectroscopic analyses evidenced that amide groups in C-AL played a crucial role in metal adsorption. The preferential adsorptions of Pb2+ > Cu2+ > Cd2+ were likely due to the different affinities of the metals to the lone pair of electrons on the N atom from the amide groups and/or the O atoms from the –OH and -COO- groups on C-AL. The interactions between C-AL and metal ions and between various metal species influenced their competitive adsorption behaviors. C-AL exhibited a superior metal adsorption capacity in comparison with that the capacities of other natural adsorbents reported during the last decade, suggesting its potential practical applications. © 2019 Elsevier Ltd","50","Adsorption","Amides - Chitosan - Clay minerals - Heavy metals - Lime - Limestone - Metal ions - Spectroscopic analysis","Adsorption behavior - Adsorption mechanism - Argillaceous limestone - Competitive adsorption - Intra-particle diffusion - Preferential adsorption - Spectroscopic investigations - Three dimensional simulations","482.2 Minerals - 531 Metallurgy and Metallography - 531.1 Metallurgy - 801 Chemistry - 802.3 Chemical Operations - 804.1 Organic Compounds - 804.2 Inorganic Compounds","Number: 2017YFD0801004, Acronym: -, Sponsor: National Basic Research Program of China (973 Program); Number: 2019B020218002, Acronym: -, Sponsor: -; Number: 2015BAD05B05, Acronym: -, Sponsor: National Science and Technology Infrastructure Program; ","This work was financially supported by the National Key Research and Development Program of China (No. 2017YFD0801004 ), the National Key Research and Development Program of China (No. 2017YFD0800900 ), the National Science and Technology Support Program (No. 2015BAD05B05 ), and the Research & Development Program of Key Fields of Guangdong ( 2019B020218002 ). We also thank Mr. Samuel J.B. Robinson (PhD candidate of Lancaster University and Center for Ecology & Hydrology Lancaster) for his help in language editing on writing style and readability. Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Acoustic Emission Associated with Self-Sustaining Failure in Low-Porosity Sandstone Under Uniaxial Compression","20185006226022","","Zhang, Shihuai (1); Wu, Shunchuan (1, 2); Chu, Chaoqun (1); Guo, Pei (1); Zhang, Guang (1) ","(1) Key Laboratory of Ministry for Efficient Mining and Safety of Metal Mines, University of Science and Technology Beijing, Beijing; 100083, China (2) Faculty of Land Resources Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China ","Wu, Shunchuan(wushunchuan@kmust.edu.cn) ","Rock Mechanics and Rock Engineering","Rock Mech Rock Eng","","Springer-Verlag Wien","52","7","2067-2085","July 1, 2019","","","2019","English","07232632","","","10.1007/s00603-018-1686-8","","","","","","RMREDX","Journal article (JA)","Two sets of uniaxial compression tests were conducted on a brittle sandstone under a constant circumferential strain rate (2 × 10−6 s−1) and a constant axial strain rate (2.5 × 10−6 s−1), respectively. A combination of active and passive ultrasonic techniques was implemented to study the effect of the control method on mechanical deformation, ultrasonic P-wave velocity, acoustic emission (AE) characteristics, and the ultrasonic amplitude spectrum. During each test, active surveys were performed at regular time intervals. P-wave velocity was found to be strongly anisotropic and was used for the construction of a time-dependent transversely isotropic velocity model for each specimen. AE data were continuously acquired and digitized at 10 MHz and 16-bits for the duration of each test where four channels were amplified 30 dB and the rest 50 dB. Discrete AE events were harvested from the continuous waveforms and were then used for source location analysis based on the constructed velocity model and the collapsing grid search routine. An analysis of the ultrasonic amplitude spectrum was also performed to relate attenuation to the formation of macroscopic fracture. In addition, the post-peak energy balance was quantitatively estimated by calculating the rupture energy, surplus energy, and residual elastic energy, suggesting a typical self-sustaining failure. Differences in the post-peak energy balance between the two sets of tests are also reflected in the AE magnitude distribution in addition to the failure modes. Finally, the reason for the large amount of missing AE data associated with eventual rupture was investigated, with the conclusion that multiple gain levels should be adopted during brittle failure of rocks. © 2018, Springer-Verlag GmbH Austria, part of Springer Nature.","47","Acoustic emission testing","Acoustic emissions - Acoustic wave velocity - Compression testing - Energy balance - Failure (mechanical) - Sandstone - Seismic waves - Strain rate - Ultrasonic measurement - Ultrasonic testing - Wave propagation","Acoustic emission characteristics - Circumferential strain - Class II - Mechanical deformation - Post-peak - Transversely isotropic - Ultrasonic P-wave velocity - Uni-axial compression tests",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Distributed LT Codes on Multiple Layers Networks","20193707416983","LT","Zhang, Yan (1); Chen, Jianhua (2); Tang, Meng (2) ","(1) School of Software, Yunnan University, Kunming; 650500, China (2) School of Information, Yunnan University, Kunming; 650500, China ","Chen, Jianhua(chenjh@ynu.edu.cn) ","Dianzi Yu Xinxi Xuebao/Journal of Electronics and Information Technology","Dianzi Yu Xinxi Xuebao","","Science Press","41","7","1548-1554","July 1, 2019","","","2019","Chinese","10095896","","","10.11999/JEITdzyxxxb-41-7-1548","","","","","","DKXUEC","Journal article (JA)","Present researches on Distributed Luby's Transmission (DLT) codes are restricted on several-sources and one-layer-relay networks, thus the Multiple Layers Distributed LT (MLDLT) code for multiple-layers-relays networks is proposed. In MLDLT, sources are grouped and realys are layered in order that scores of sources can be connected to the only destination through the layered relays. By this scheme, the distributed communication between scores of sources and the destination can be performed. Through the and-or tree analysis, the linear procedures for the optimization of the relays' degree distributions are derived. On both lossless and lossy links, asymptotic performances of MLDLT are analized and the numberical simulations are experimented. The results demonstrate that MLDLT can achieve satisfying erasure floors on both lossless and lossy links. MLDLT is a feasible solution for the scores-sources and multiple-layers-realys networks. © 2019, Science Press. All right reserved.","19","Network layers","Codes (symbols) - Forestry - Network coding","And-or tree - Asymptotic performance - Degree distributions - Distributed communications - Distributed lt codes - Distributed Luby's Transmission (DLT) code - Feasible solution - Multiple layers","716.1 Information Theory and Signal Processing - 723 Computer Software, Data Handling and Applications - 723.2 Data Processing and Image Processing","Number: 61062005, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The National Natural Science Foundation of China (61062005).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Corrigendum: Optimization of R245fa Flow Boiling Heat Transfer Prediction inside Horizontal Smooth Tubes Based on the GRNN Neural Network (Complexity (2018) 2018 (9318048) DOI: 10.1155/2018/9318048)","20191006598069","","Liang, Meiling (1); Zhang, Xiaohui (1); Zhao, Rong (1); Wen, Xulin (1); Qing, Shan (1); Zhang, Aimin (2) ","(1) Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming, Yunnan, China (2) Kunming Sino-Platinum Metals Catalyst Co. Ltd., Kunming, Yunnan, China ","Zhang, Xiaohui(13303510415@163.com) ","Complexity","Complexity","","Hindawi Limited, 410 Park Avenue, 15th Floor, 287 pmb, New York, NY 10022, United States","2019","","","2019","","","2019","English","10762787","10990526","","10.1155/2019/5109152","5109152","","","","","","Erratum (ER)","In the article titled 'Optimization of R245fa Flow Boiling Heat Transfer Prediction inside Horizontal Smooth Tubes Based on the GRNN Neural Network,' [1], the authors detected some errors in the content of the article where the last sentence in Section 4.2, 'Although the prediction error of the RBF network in the last section is increased, the GRNN network model has better generalization afer training. Te GRNN network forecast curve is shown in Figure 4' should be updated to 'So, the GRNN network model has good generalization afer training. Te GRNN network forecast curve is shown in Figure 4.' In addition, the abscissa 'h' should be changed to 'x' in Figures 5, 6, and 7; this error happened during the production process. Moreover, the 'RBF' should be changed to 'GRNN' in the legend of Figures 6 and 7. Finally, in the Conclusion (3), the 'R407C' should be changed to 'R245fa'. Te corrected Figures 5, 6, and 7 are shown below. © 2019 Meiling Liang et al.",,,,,,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"On-chip grown ZnO nanosheet-array with interconnected nanojunction interfaces for enhanced optoelectronic NO2 gas sensing at room temperature","20192707126503","","Wang, Jing (1); Yu, Mingying (1); Xia, Yi (2); Li, Xian (3); Yang, Cheng (1); Komarneni, Sridhar (4) ","(1) Key Laboratory of Synthetic and Biological Colloids, Ministry of Education, School of Chemical and Material Engineering, Jiangnan University, Wuxi; 214122, China (2) Research Center for Analysis and Measurement & Analytic & Testing Research Center of Yunnan, Kunming University of Science and Technology, Kunming; 650093, China (3) Agricultural Information Institute, Chinese Academy of Agricultural Sciences, Key Laboratory of Agricultural Information Service Technology of Ministry of Agriculture, Beijing; 100081, China (4) Department of Ecosystem Science and Management and Materials Research Institute, 204 Energy and the Environment Laboratory, The Pennsylvania State University, University Park; PA; 16802, United States ","Wang, Jing(jingwang@jiangnan.edu.cn) ","Journal of Colloid and Interface Science","J. Colloid Interface Sci.","","Academic Press Inc.","554","","19-28","15 October 2019","","","2019","English","00219797","10957103","","10.1016/j.jcis.2019.06.085","","","","","","JCISA5","Journal article (JA)","Herein, we demonstrated the on-chip growth of nanostructured ZnO films with abundant nanojunctions for the fabrication of high-performance optoelectronic NO2 sensors. A fast solution approach allowed the controllable growth of ZnO nanorod- and nanosheet-arrays directly on flexible substrates, which were endowed with abundant nanojunctions. Electron microscopy observations revealed the existence of two types of the nanojunction interfaces, i.e., the attached and interconnected interfaces within the nanostructure networks. Compared with the attached nanorods, the optoelectronic NO2 sensors based on interconnected ZnO nanosheets showed higher responses and faster response/recovery rates under UV illumination at room temperature. The responses of the nanosheet-based sensor ranged from 28% to 610% toward NO2 concentrations of 10 ppb to 1000 ppb. Moreover, the optoelectronic sensors exhibited excellent reversibility, and mechanical and long-term stabilities along with low detection limits. The enhanced optoelectronic NO2 sensing properties of the interconnected ZnO nanosheets could be attributed to different types of nanojunction interfaces, which played a key role in modulating the interfacial potential barrier heights of the nanojunctions according to the surface depletion model. The presently developed strategy of nanojunction interface engineering is expected to have wide interest for semiconductor-based sensor applications. © 2019 Elsevier Inc.","49","Integrated circuit interconnects","Crystal symmetry - II-VI semiconductors - Nanorods - Nanosheets - Nitrogen oxides - Phase interfaces - Wide band gap semiconductors - Zinc oxide","Nanojunctions - NO2 sensors - Potential barrier height - UV illuminations - ZnO nanosheets","714.2 Semiconductor Devices and Integrated Circuits - 761 Nanotechnology - 801.4 Physical Chemistry - 804.2 Inorganic Compounds - 933 Solid State Physics - 933.1.1 Crystal Lattice","Number: B13025, Acronym: -, Sponsor: -; Number: -, Acronym: JNU, Sponsor: Jiangnan University; Number: BK20180630, Acronym: -, Sponsor: Natural Science Foundation of Jiangsu Province; Number: 2019J0034, Acronym: -, Sponsor: Scientific Research Fund of Liaoning Provincial Education Department; Number: 51802123, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: JUSRP11816, Acronym: -, Sponsor: Fundamental Research Funds for the Central Universities; ","This work was supported by National Natural Science Foundation of China (No. 51802123 ), China; the Natural Science Foundation of Jiangsu Province (No. BK20180630 ), China; the Fundamental Research Funds for the Central Universities ( JUSRP11816 ), China; and Scientific Research Fund of Yunnan Education Department ( 2019J0034 ), China Financial support from Key Laboratory of Synthetic and Biological Colloids, Ministry of Education, Jiangnan University , China and MOE & SAFEA for the 111 project ( B13025 ), is also gratefully acknowledged. Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
