Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Research on High Power PV Modular DC Boost System and Control Strategy","20190806533881","","Xi, Xinze (1, 2); Xing, Chao (1); Yi, Wei (3); Wu, Guannan (3) ","(1) Electric Power Research Institute, Yunnan Power Grid Co., Ltd, Kunming; 650217, China (2) School of Electrical Engineering, Chongqing University, Chongqing; 400044, China (3) Shenyang University of Technology, Liaoning; 110870, China ","","2018 International Conference on Power System Technology, POWERCON 2018 - Proceedings","Int. Conf. Power Syst. Technol., POWERCON - Proc.","China Southern Power Grid Co., Ltd. (CSG); Chinese Society for Electrical Engineering (CSEE); IEEE Power and Energy Society (PES)","Institute of Electrical and Electronics Engineers Inc.","","","1277-1284","July 2, 2018","2018 International Conference on Power System Technology, POWERCON 2018 - Proceedings","1 of 1","2018","English","","","9781538664612","10.1109/POWERCON.2018.8601710","8601710","2018 International Conference on Power System Technology, POWERCON 2018","November 6, 2018 - November 9, 2018","Guangzhou, China","144255","","Conference article (CA)","Centralized DC boost conversion system is one of the key technologies to realize large-scale integration of PV generation. Firstly, in this paper, an active-clamp full-bridge boost converter is taken as the basic unit. Then a multi-modular converter centralized DC boosting system is proposed, which is suitable for 30kV/1.5MW PV grid-connected system. In this system, inputs and outputs of two active-clamp full-bridge boost converters are connected in parallel and series to form a sub-module. With input-parallel output-parallel (IPOP) scheme of multi-modules, the system can meet the demand of DC boost design with large capacity and high conversion ratio, and achieve the goal of power superposition at constant voltage. Subsequently, in order to solve the problem of input current sharing (ICS) and output voltage sharing (OVS) among sub-modules, a DC voltage sharing and current sharing control strategy is proposed. Finally, a real-time simulation model of ±30kV/1.5MW PV modular DC boost system is built in the RT-LAB environment. Effectiveness of the structure and control strategy is validated by the simulation results. © 2018 IEEE.","15","Intelligent control","DC-DC converters - Modular construction - Photovoltaic cells","Current sharing control - Current-sharing - DC boost - Full-bridge boost converter - Modularizations - PV grid-connected systems - Real-time simulation models - Voltage sharing","405.2 Construction Methods - 704.1 Electric Components - 723.4.1 Expert Systems","Number: 2016YFB0900200, Acronym: -, Sponsor: National Basic Research Program of China (973 Program); Number: 51707026, Acronym: -, Sponsor: National Natural Science Foundation of China; ","Manuscript received July 29, 2018. This work is supported by the National Natural Science Foundation of China (51707026) and the National Key Research and Development Program of China (2016YFB0900200).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Statistical pattern recognition for structural health monitoring using ESN feature extraction method","20184706118534","","Yang, Jianxi (1); Sha, Gaocen (1); Zhou, Yingxin (2); Wang, Guiping (1); Zheng, Boren (1) ","(1) College of Information Science and Engineering, Chongqing Jiaotong University, Chongqing; 400074, China (2) Yunnan Communications Investment and Construction Group Co., Ltd, Yunnan, China ","Yang, Jianxi(yjx@cqjtu.edu.cn) ","International Journal of Robotics and Automation","Int J Rob Autom","","Acta Press","33","6","569-576","November 13, 2018","","","2018","English","08268185","","","10.2316/Journal.206.2018.6.206-4686","","","","","","IJAUED","Journal article (JA)","For structural dynamic response signal, as the traditional feature extraction methods based on statistical pattern recognition are linear and insensitive, this paper proposes a new signal feature extraction method based on the echo state network (ESN). The proposed method is suitable for analysis of signal with non-linear characteristics. It is more sensitive on the damage identification than the existing methods based on statistical pattern recognition. The proposed method collects structural dynamic response signals under different conditions and uses the ESN network for system identification. The output weights are served as the damage feature values of the bridge structure. A number of experiments are performed by using the non-linear vibration finite element model and a real bridge scale model under environmental motivation. The experimental results show that the proposed non-linear feature extraction method based on ESN is more sensitive than the traditional auto-regressive model. There are obvious differences in the damage sensitivity index value between the healthy case and the damage case. The damage sensitivity index increases linearly with the structural degradation. Moreover, this paper constructs the damage sensitive index by using the Euclidean distance which is consistent with the evolution trend of the structural state. The proposed method offers a more appropriate theoretical and technical support for the existing bridge monitoring data processing and the structural damage evolution trend assessment. © 2018 Acta Press. All Rights Reserved.","16","Structural health monitoring","Damage detection - Data handling - Dynamic response - Extraction - Feature extraction - Signal analysis - Structural dynamics","Auto regressive models - Bridge monitoring - Feature extraction methods - Nonlinear characteristics - Nonlinear features - Sensitivity indices - Statistical pattern recognition - Structural degradation","408 Structural Design - 422 Strength of Building Materials; Test Equipment and Methods - 716.1 Information Theory and Signal Processing - 723.2 Data Processing and Image Processing - 802.3 Chemical Operations","Number: -, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: cstc2016jcyja0022, Acronym: -, Sponsor: -; Number: cstc2015jcyjBX0014, Acronym: -, Sponsor: -; Number: cstc2016jcyjA0304, Acronym: -, Sponsor: -; Number: CSTCKJCXLJRC17, Acronym: CSTC, Sponsor: Chongqing Science and Technology Commission; Number: 51208538, Acronym: -, Sponsor: -; Number: 51278512, Acronym: -, Sponsor: -; Number: 2017IB025, Acronym: -, Sponsor: Yunnan Provincial Science and Technology Department; ","This work of this paper is supported by National Natural Science Foundation (Grant No. 51208538 and 51278512), Science and Technology Innovation Talents of Chongqing (Grant No. CSTCKJCXLJRC17), Chongqing Research Program of Basic Research and Frontier Technology (Grant No. cstc2015jcyjBX0014, cstc2016jcyjA0304, cstc2016jcyja0022), Yunnan science and technology plan project (Grant No. 2017IB025).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on eddy current imaging detection of surface defects of metal plates based on compressive sensing","20184806140286","","Deng, Weiquan (1, 2); Ye, Bo (1, 2); Huang, Guoyong (1, 2); Wu, Jiande (1, 2); Fan, Mengbao (3); Bao, Jun (1, 2) ","(1) Faculty of Information Engineering and Automation, Kunming University of Science and Technology, Kunming; 650500, China (2) Engineering Research Center for Mineral Pipeline Transportation of Yunnan Province, Kunming; 650500, China (3) School of Mechatronic Engineering, China University of Mining and Technology, Xuzhou; 221116, China ","Huang, Guoyong(hgymy@sina.com) ","Mathematical Problems in Engineering","Math. Probl. Eng.","","Hindawi Limited, 410 Park Avenue, 15th Floor, 287 pmb, New York, NY 10022, United States","2018","","","2018","","","2018","English","1024123X","15635147","","10.1155/2018/1347563","1347563","","","","","","Journal article (JA)","Accurate detection and quantitative evaluation of defects and damage in metal plates is a crucial task in a range of technological applications, such as maintaining the integrity, enhancing the safety, and assuring the reliability of structures. There is scope for improving eddy current testing methods by incorporating compressive sensing (CS) in the inspection process. The key scientific problems in eddy current imaging of defects of metal plates are sparse representations and transform domain mapping, sparse testing constraints, and sparse image reconstruction. The main research content of this paper is as follows. We first provide basic theory based on research of sparse representations, transform domain mapping, sparse matrices, sparse transform matrices, and signal recovery a priori errors. We then propose information-recovery methods for completing compressive sensing. Third, we establish an experimental system for validating theories and methods. Finally, we establish theories and methods for eddy current imaging of metal plates. © 2018 Weiquan Deng et al.","31","Eddy current testing","Compressed sensing - Damage detection - Image reconstruction - Mapping - Metals - Plates (structural components) - Surface defects","Compressive sensing - Eddy current imaging - Experimental system - Information recovery - Inspection process - Quantitative evaluation - Sparse representation - Technological applications","405.3 Surveying - 408.2 Structural Members and Shapes - 716.1 Information Theory and Signal Processing - 951 Materials Science","Number: 51465024, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51105183, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work is supported by the National Natural Science Foundation of China under the Grant nos. 51465024 and 51105183.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A large barocaloric effect and its reversible behavior with an enhanced relative volume change for Ni42.3Co7.9Mn38.8Sn11Heusler alloy","20180404673643","","He, Xijia (1); Kang, Yanru (1); Wei, Shengxian (1); Zhang, Yuanlei (1, 2); Cao, Yiming (1); Xu, Kun (1); Li, Zhe (1); Jing, Chao (2); Li, Zongbin (3) ","(1) Center for Magnetic Materials and Devices & Key Laboratory for Advanced Functional and Low Dimensional Materials of Yunnan Higher Education Institute, Qujing Normal University, Qujing; 655011, China (2) Department of Physics, Shanghai University, Shanghai; 200444, China (3) Key Laboratory for Anisotropy and Texture of Materials (Ministry of Education), Northeastern University, Shenyang; 110819, China ","Li, Zhe(zheli@mail.qjnu.edu.cn) ","Journal of Alloys and Compounds","J Alloys Compd","","Elsevier Ltd","741","","821-825","April 15, 2018","","","2018","English","09258388","","","10.1016/j.jallcom.2018.01.244","","","","","","JALCEU","Journal article (JA)","Both the barocaloric effect (BCE) and its reversible behavior during martensitic transformation (MT) have been experimentally investigated in Ni42.3Co7.9Mn38.8Sn11quaternary Heusler alloy. The experimental results show that the studied alloy experiences the MT from the ferromagnetic L21-type cubic structure to the paramagnetic-like three-layered (3M) modulated monoclinic structure, resulting in a value of ∼1.1% for the relative volume change Ε between two phases. Due to appearance of an enhanced Ε the migration rate of martensitic transformation with respect to the hydrostatic pressure reaches ∼4.7 K/kbar, while a high transition entropy change (∼28 J/kg K) is still maintained. Based on an indirectly estimated method, the calculated maximum value for isothermal entropy change ΔSTachieves ∼ -23 J/kg K with the pressure change of 6.2 kbar, which yields the values of ∼10 K for adiabatic temperature change ΔTadand ∼786 J/kg for relative cooling power (RCP), performing a large BCE. According to the change of phase fraction at selected hydrostatic pressures, a detailed schematic diagram has been established to evaluate the reversibility of this effect. With applying an external cyclic pressure of 6.2 kbar, the maximum repeatable values calculated for both ΔSTand ΔTadare decreased to ∼ -15 J/kg K and ∼5 K, respectively. This is attributed to an insufficient driving force, which can only partially transform this material, leading to a reversible MT appeared in the mixed state. © 2018 Elsevier B.V.","31","Martensitic transformations","Cobalt alloys - Entropy - Hydraulics - Hydrostatic pressure - Manganese alloys - Schematic diagrams - Tin alloys","Adiabatic temperature change - Barocaloric effects - Heusler alloys - Isothermal entropy change - Monoclinic structures - Quaternary Heusler alloys - Relative cooling power - Transition entropies","531.2 Metallography - 543.2 Manganese and Alloys - 546.2 Tin and Alloys - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 631.1.1 Liquid Dynamics - 632.1 Hydraulics - 641.1 Thermodynamics","Number: TD201301, Acronym: -, Sponsor: Foundation for Innovative Research Team of Jimei University; Number: 2016FB013, Acronym: -, Sponsor: Applied Basic Research Foundation of Yunnan Province; Number: 2016ZZX205, Acronym: -, Sponsor: -; Number: 11404186, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51371111, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51661029, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China (Nos. 51661029 , 11404186 and 51371111 ), Applied Basic Research Programs of Yunnan Province (Nos. 2016FB013 ), Innovative Research Team of Qujing Normal University (No. TD201301 ), Scientific Research Fund of Yunnan Educational Committee (No. 2016ZZX205 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Rb+cations enable the change of luminescence properties in perovskite (Rb: X Cs1- x PbBr3) quantum dots","20180804821952","","Wu, Hao (1); Yang, Yong (1, 2); Zhou, Dacheng (1, 2); Li, Kuangran (1); Yu, Jie (1, 2); Han, Jin (1); Li, Zhencai (1); Long, Zhangwen (1); Ma, Jiao (1); Qiu, Jianbei (1, 2) ","(1) Faculty of Material Science and Engineering, Kunming University of Science and Technology, Kunming; 650093, China (2) Key Lab of Advanced Materials of Yunnan Province, Kunming; 650093, China ","Qiu, Jianbei(qiu@kmust.edu.cn) ","Nanoscale","Nanoscale","","Royal Society of Chemistry","10","7","3429-3437","February 21, 2018","","","2018","English","20403364","20403372","","10.1039/c7nr07776a","","","","","","","Journal article (JA)","All-inorganic metal halide perovskites of the formulation ABX3(where A is Cs+, B is commonly Pb2+, and X is a halide, X = Cl, Br, I) have been studied intensively for their unique properties. Most of the current studies focus on halogen exchange to modify the luminescence band gap. Herein we demonstrate a new avenue for changing the band gap of halide perovskites by designing mixed-monovalent cation perovskite-based colloidal quantum dot materials. We have synthesized monodisperse colloidal quantum dots of all-inorganic rubidium-cesium lead halide perovskites (APbBr3, A = mixed monovalent cation systems Rb/Cs) using inexpensive commercial precursors. Through the compositional modulation, the band gap and emission spectra are readily tunable over the visible spectral range of 474-532 nm. The photoluminescence (PL) of RbxCs1-xPbBr3nanocrystals is characterized with excellent (NTCS color standard) wide color gamut coverage, which is similar to the cesium lead halide perovskites (CsPbX3, X = mixed halide systems Cl/Br), and narrow emission line-widths of 27-34 nm. Furthermore, simulated lattice models and band structures are used to explain the band gap variations. © 2018 The Royal Society of Chemistry.","35","Rubidium compounds","Bromine compounds - Cesium compounds - Emission spectroscopy - Energy gap - Lead compounds - Luminescence - Metal halides - Nanocrystals - Perovskite - Positive ions - Semiconductor quantum dots","Band gap variation - Colloidal quantum dots - Compositional modulation - Emission spectrums - Halide perovskites - Luminescence properties - Monovalent cations - Visible spectral range","482.2 Minerals - 714.2 Semiconductor Devices and Integrated Circuits - 741.1 Light/Optics - 761 Nanotechnology - 804 Chemical Products Generally","Number: 2016FA021, Acronym: -, Sponsor: -; Number: 11774138, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China (11774138) and the Society Development Foundation of Yunnan Province (2016FA021).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Optimization Design of Binocular Telescope Lens Fixture Based on Finite Element Method","20190706499162","","Wu, Zhang (1); Lianjiang, Xu (1) ","(1) College of Mechanical and Electrical Engineering, Yunnan Open University, Kunming; 650500, China ","Wu, Zhang(1033538953@qq.com) ","Proceedings - 2018 International Conference on Smart Grid and Electrical Automation, ICSGEA 2018","Proc. - Int. Conf. Smart Grid Electr. Automation, ICSGEA","Central South University; Communications Research Institute of Changsha University of Science and Technology; Department of Urban Management, Hunan City College; Hongkong Intelligent Computation Technology and Automation Association","Institute of Electrical and Electronics Engineers Inc.","","","279-282","October 18, 2018","Proceedings - 2018 International Conference on Smart Grid and Electrical Automation, ICSGEA 2018","1 of 1","2018","English","","","9781538669532","10.1109/ICSGEA.2018.00076","8498335","2018 International Conference on Smart Grid and Electrical Automation, ICSGEA 2018","June 9, 2018 - June 10, 2018","Changsha, China","141421","","Conference article (CA)","The fixture that supports the binocular telescope should be highly precise. However, its thin and aluminum-alloy-made structure will reduce the strength and stiffness, which may result in deformations during the machining process. This, together with the complicated structure of the body, makes it difficult to determine the concrete positions of maximum stress and maximum deformation through traditional calculation methods. Therefore, Patran software is employed in the paper for pre-treatment and post-treatment, and Nastran software employed for analysis and calculation so as to analyze and optimize the stressed deformation of the workpiece in the fixture. © 2018 IEEE.","5","Smart power grids","Aluminum alloys - Binoculars - Deformation - Electric power transmission networks - Finite element method - Fixtures (tooling) - Machining - Telescopes","Analysis and calculations - Binocular telescopes - Complicated structures - Machining Process - NASTRAN software - Optimization design - Optimized designs - Strength and stiffness","541.2 Aluminum Alloys - 603.2 Machine Tool Accessories - 604.2 Machining Operations - 706.1 Electric Power Systems - 706.1.1 Electric Power Transmission - 741.3 Optical Devices and Systems - 921.6 Numerical Methods",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Simulation and Risk Assessment of Typhoon Movement Based on CA and ABM","20190306386031","","Lil, Xinjuan (1); Sun, Mengzhu (2, 3); Yangl, Kun (1, 3); Wang, Jiasheng (1, 3) ","(1) Yunnan Normal University Kunming, School of Information Science and Technology, 650500, China (2) School of Tourism and Geographical Science, Yunnan Normal University Kunming, 650500, China (3) Engineering Research Center of GIS Technology in Western China, Ministry of Education of China, Kunming; 650500, China ","Wang, Jiasheng(wjerson@gmail.com) ","International Conference on Geoinformatics","Int. Conf. Geoinformatics","","IEEE Computer Society","2018-June","","","December 3, 2018","Proceedings - 2018 26th International Conference on Geoinformatics, Geoinformatics 2018","1 of 1","2018","English","2161024X","21610258","9781538676196","10.1109/GEOINFORMATICS.2018.8557168","8557168","26th International Conference on Geoinformatics, Geoinformatics 2018","June 28, 2018 - June 30, 2018","Kunming, China","143470","","Conference article (CA)","Typhoons is one of the most important meteorological disasters, and the waters tend to generate strong winds and waves, which pose a serious threat to maritime navigation and maritime operations. It is of great significance to analyze the influence of typhoon and evaluate the impact degree of typhoon disaster. At present, the research on the typhoon disaster mainly focuses on the numerical simulation of typhoon wind field model and the study of the risk area of typhoon disaster, and the analysis of the typhoon movement process is less. In this paper, the ABM, CA and GIS are integrated to construct the typhoon influence process model. Taking the typhoon Haima in 2016 as an example, the typhoon movement process is simulated and the influence of typhoon on the surrounding sea area is evaluated according to the influence range. To assess the risk of maritime activities in the sea area. The results showed that the model could revert the typhoon's evolution process and show the cumulative influence of typhoon on the sea area, which reflects the relationship between typhoon disaster risk and typhoon velocity and center wind speed. © 2018 IEEE.","24","Hurricanes","Autonomous agents - Computational methods - Disasters - Risk assessment - Storms - Wind","Agent-based model - Cumulative influence - Maritime activities - Maritime navigation - Maritime operation - Meteorological disasters - Process simulations - Typhoon wind field","443.1 Atmospheric Properties - 443.3 Precipitation - 914.1 Accidents and Accident Prevention","Number: 41501436, Acronym: NYSF, Sponsor: National Youth Science Foundation; Number: 41501436, Acronym: NYSF, Sponsor: National Youth Science Foundation; ","Supported by the National Natural Science Foundation’s Youth Science Fund Project (No. 41501436).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Coal hydrogasification: Entrained flow bed design-operation and experimental study of hydrogasification characteristics","20180504682282","","Yuan, Shenfu (1); Bi, Jicheng (2); Qu, Xuan (2); Lu, Qiuxiang (1); Cao, Qiue (1); Li, Wei (1); Yao, Guini (1); Wang, Qiufeng (1); Wang, Jiliang (1) ","(1) School of Chemical Science and Technology, Yunnan University, Kunming; 650091, China (2) State Key Laboratory of Coal Conversion, Institute of Coal Chemistry, Chinese Academy of Sciences, Taiyuan; 030001, China ","Yuan, Shenfu(yuanshenfu@ynu.edu.cn) ","International Journal of Hydrogen Energy","Int J Hydrogen Energy","","Elsevier Ltd","43","7","3664-3675","February 15, 2018","","","2018","English","03603199","","","10.1016/j.ijhydene.2018.01.007","","","","","","IJHEDX","Journal article (JA)","Coal hydrogasification processes including wire-mesh grid reactor, batch reactor, curie-point pyrolyzer, fixed bed reactor and so on were utilized or developed in laboratory researches. Although the experimental results could help to understand the basic behavior of coal hydrogasification, it was difficult to directly utilize such data for devising a new hydrogasifier. This paper designed a continuous entrained flow bed facility and described the hydrogasification characteristics. This device (15–30 kg/d) mainly consisted of a high-H2pressure feed system, a high-temperature tube reactor. The capabilities were shown as follows: the temperature from 700 °C to 850 °C, H2pressure from 0.1 MPa to 3.0 MPa, isothermal zone 300–600 mm, feeding rate from 15 to 30 kg/d and water yield was easy to obtained by tar-water separation. The good mass balance on the carbon and weight basis was established by analyzing the product distribution in detail. The results showed the yields of CH4and light aromatic hydrocarbons increased through hydrogenation of tar and volatiles, hydrogasification of coal char. Although the small pilot plant had high heat loss through refractory with increasing H2pressure, the typical results obtained from the continuous stable operation of the entrained flow bed reactor confirmed the design of new large-scale hydrogasification process was technical feasibility. © 2018 Hydrogen Energy Publications LLC","39","Coal hydrogenation","Aromatic hydrocarbons - Batch reactors - Coal - Pilot plants - Tar","Curie point pyrolyzer - Entrained flow bed - Fixed bed reactor - Hydrogasification - Light aromatic hydrocarbon - Product distributions - Stable operation - Water separation","524 Solid Fuels - 802.1 Chemical Plants and Equipment - 804 Chemical Products Generally - 804.1 Organic Compounds","Number: 201465025, Acronym: -, Sponsor: -; Number: 2016ZZX002, Acronym: -, Sponsor: -; Number: WX069051, Acronym: YNU, Sponsor: Yunnan University; Number: 201610673003, Acronym: YNU, Sponsor: Yunnan University; ","The authors gratefully acknowledge financial support from the national high-tech R&D program of China (No. 2011AA05A201 , 863 program), the science research program of education department of Yunnan province ( 2016ZZX002 ), the National Natural Science Fund ( 201465025 ), the program for excellent young talents of Yunnan University ( WX069051 ) and national college students' innovation and training program project ( 201610673003 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Design and Implementation of a new type of Intelligent Automatic Parking Lock","20191106633170","","Cui, Qingquan (1); Ning, Jing (2); Yin, Xunhe (3) ","(1) School of Innovation and Entrepreneurship, Yunnan Land and Resources Vocational College, Kunming, China (2) School of Economics and Management, Yunnan Agricultural University, Kunming, China (3) School of Electronics and Information Engineering, Beijing Jiaotong University, Beijing, China ","","Proceedings 2018 Chinese Automation Congress, CAC 2018","Proc. Chin. Autom. Congr., CAC","","Institute of Electrical and Electronics Engineers Inc.","","","1466-1470","July 2, 2018","Proceedings 2018 Chinese Automation Congress, CAC 2018","1 of 1","2018","English","","","9781728113128","10.1109/CAC.2018.8623706","8623706","2018 Chinese Automation Congress, CAC 2018","November 30, 2018 - December 2, 2018","Xi'an, China","144512","","Conference article (CA)","In this paper, a new type of intelligent parking lock is designed, including parking lock base, silica gel column, control module, motor drive module, Bluetooth communication module, and power module. The silica gel column is connected to the base of the parking lock by the motor driving module, which can realize the rotation of 0 degrees to 90 degrees. The soft material of the silica gel column, the control module, the motor drive module, the Bluetooth communication module and the power supply module are arranged in the base of the parking lock. This paper relates to the intelligent parking lock has the advantages of high safety, simple structure, high degree of automation, good stability, but also has a mobile phone remote control parking lock column automatic lifting and soft material into imitation function, can be widely used in residential, shopping malls, schools, companies, fixed parking installation. © 2018 IEEE.","11","Locks (fasteners)","Automation - Bluetooth - Electric drives - Electric motors - Remote control - Silica - Silica gel - Soft materials","Automatic parking - Bluetooth communications - Control module - Degree of automation - Design and implementations - Power supply module - Simple structures - Single chips","705.3 Electric Motors - 716.3 Radio Systems and Equipment - 731 Automatic Control Principles and Applications - 731.1 Control Systems - 804 Chemical Products Generally","Number: 2016JJ04, Acronym: -, Sponsor: -; ","This work is supported by the Innovation Fund Project of Yunnan Geological and Mining Bureau (2016JJ04)",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Design and Simulation of V-Type Dipole Antenna","20191106635378","","Yuan, Xiaowei (1); Dong, Liang (2); Wang, Min (2); Guo, Shaojie (2); Gao, Guannan (2) ","(1) University of Chinese Academy of Sciences, Beijing, China (2) Yunnan Observations, Chinese Academy of Sciences, Kunming, China ","","2018 12th International Symposium on Antennas, Propagation and EM Theory, ISAPE 2018 - Proceedings","Int. Symp. Antennas, Propag. EM Theory, ISAPE - Proc.","Chinese Institute of Electronics (CIE); CIE Antennas Society; CIE Radio Propagation Society","Institute of Electrical and Electronics Engineers Inc.","","","","July 2, 2018","2018 12th International Symposium on Antennas, Propagation and EM Theory, ISAPE 2018 - Proceedings","1 of 1","2018","English","","","9781538673027","10.1109/ISAPE.2018.8634165","8634165","12th International Symposium on Antennas, Propagation and EM Theory, ISAPE 2018","December 3, 2018 - December 6, 2018","Hangzhou, China","144876","","Conference article (CA)","The VHF low band(30MHz-100MHz) is a very important spectrum in radio astronomy. In this band Galactic noise is often quite strong. This thesis introduces the design and simulation of a blade-type vibrator antenna. Antenna operating in 30MHz-70MHz can satisfy the requirement of low-frequency radio observation. A blade-type vibrator antenna based on HFSS simulation software is introduced. The VSWR (voltage standing wave ratio) of antenna satisfies the galaxy noise-limit condition in the working frequency band, and the antenna has the characteristics of simplicity, low cost and easy production. It's a attractive candidate for large low-frequency radio telescope arrays. © 2018 IEEE.","12","Dipole antennas","Antenna arrays - Computer software - Elastic waves - Galaxies - Radio astronomy - Vibrators","Design and simulation - Galactic noise - HFSS simulation - Low-frequency radio telescopes - Radio observation - Vibrator antennas - Voltage standing-wave ratio - Working frequency","601.1 Mechanical Devices - 657.2 Extraterrestrial Physics and Stellar Phenomena - 723 Computer Software, Data Handling and Applications - 931.1 Mechanics","Number: -, Acronym: CMA, Sponsor: China Meteorological Administration; Number: 41764007, Acronym: -, Sponsor: -; Number: 2015FB189, Acronym: -, Sponsor: -; ","ACKNOWLEDGMENT This work is sponsored by basic research program and project of Yunnan province of China (2015FB189), Western Light A class talent program of China, National natural science foundation area project (41764007) and China meteorological administration space weather key open laboratory open subject.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
