Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Heating energy use in China: The current situation, challenges, and possibilities","20192707145159","","Wang, Qiaoran (1, 2); Yang, Xianming (1); Ma, Na (3) ","(1) Institute of Development Studies, Yunnan University, Kunming; 650091, China (2) Department of Planning, Aalborg University, Aalborg; 9000, Denmark (3) Department of Economics, Kunming University of Science and Technology, Kunming; 650091, China ","","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","","Institute of Physics Publishing","257","1","","May 10, 2019","2019 9th International Conference on Future Environment and Energy","1 of 1","2019","English","17551307","17551315","","10.1088/1755-1315/257/1/012033","012033","2019 9th International Conference on Future Environment and Energy, ICFEE 2019","January 9, 2019 - January 11, 2019","Osaka, Japan","148245","","Conference article (CA)","Heating energy consumption in China is continually increasing because of the rapid urbanization and accompanied rising living standards. A panoptic description of China's current heating status is still in need of developing effective heating policies. In this paper, heating policy in China was introduced and a brief summary of the status of heating in different parts of China was described, the key features were characterized. Then, current and foreseen challenges for China's heating energy use were analyzed. Finally, related policy suggestions were proposed and the future possibilities of heating energy-conservation in China were discussed. © Published under licence by IOP Publishing Ltd.","23","Heating","Energy utilization","Current heating - Current situation - Heating energy - Heating energy consumption - Key feature - Living standards - Policy suggestions - Rapid urbanizations","525.3 Energy Utilization",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Anti-periodic Solutions for Quaternion-Valued High-Order Hopfield Neural Networks with Time-Varying Delays","20182305282712","","Li, Yongkun (1); Qin, Jiali (1); Li, Bing (1, 2) ","(1) Department of Mathematics, Yunnan University, Kunming; Yunnan; 650091, China (2) School of Mathematics and Computer Science, Yunnan Nationalities University, Kunming; Yunnan; 650500, China ","Li, Bing(bli123@126.com) ","Neural Processing Letters","Neural Process Letters","","Springer New York LLC","49","3","1217-1237","June 15, 2019","","","2019","English","13704621","1573773X","","10.1007/s11063-018-9867-8","","","","","","NPLEFG","Journal article (JA)","In this paper, quaternion-valued high-order Hopfield neural networks (QVHHNNs) with time-varying delays are considered. Theoretically, a QVHHNN can be separated into four real-valued systems, forming an equivalent real-valued system. By using a novel continuation theorem of coincidence degree theory and constructing an appropriate Lyapunov function, some sufficient conditions are derived to guarantee the existence and global exponential stability of anti-periodic solutions for QVHHNN, which are new and complement previously known results. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.","46","Hopfield neural networks","Lyapunov functions - Time delay - Time varying control systems - Time varying networks","Anti-periodic solutions - Coincidence degree - High-order Hopfield neural networks - Quaternion - Time-vary delay",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A Planning Method of On-Load Capacity Regulating Distribution Transformers in Urban Distribution Network after Electric Energy Substitution","20192807164359","","Su, Yu (1); Wang, Qianggang (1); Lei, Chao (2); Zhou, Niancheng (1); Huang, Xing (3) ","(1) State Key Laboratory of Power Transmission Equipment & System Security and New Technology, Chongqing University, Chongqing; 400044, China (2) State Grid Sichuan Electric Power Company, Tianfu Power Supply Company, Chengdu; 610000, China (3) Yunnan Power Grid Electric Power Research Institute Limited Liability Company, Kunming; 650217, China ","Su, Yu(415397022@qq.com) ","Diangong Jishu Xuebao/Transactions of China Electrotechnical Society","Diangong Jishu Xuebao","","Chinese Machine Press","34","7","1496-1504","April 10, 2019","","","2019","Chinese","10006753","","","10.19595/j.cnki.1000-6753.tces.180448","","","","","","DIJXE5","Journal article (JA)","To reduce operation loss of distribution transformers in urban distribution network after electric energy substitution, this paper proposed a criterion of replacing with on-load capacity regulating distribution transformers, according to the relationship between conventional distribution transformer loss and on-load capacity regulating distribution transformer loss. And the distribution transformer replaceable point set was obtained, realizing preliminary judgment of replacing conventional distribution transformers with on-load capacity regulating distribution transformers. Then, based on cost-benefit analysis, the planning model of on-load capacity regulating distribution transformers in urban distribution network after electric energy substitution was established. The model was solved by branch and bound method within distribution transformer replaceable point set, so as to obtain optimal distribution transformer planning scheme. Finally, the distribution transformer planning of substitution points in an urban distribution network was carried out to verify the feasibility of this method. © 2019, Electrical Technology Press Co. Ltd. All right reserved.","20","Electric load distribution","Branch and bound method - Cost benefit analysis - Electric losses - Electric network parameters - Electric transformer loads - Electric transformers - Geographical distribution - Geometry","Distribution transformer - Electric energies - Load capacity - Optimal distributions - Planning method - Planning models - Planning scheme - Urban distribution networks","405.3 Surveying - 703.1 Electric Networks - 706.1.2 Electric Power Distribution - 911 Cost and Value Engineering; Industrial Economics - 921 Mathematics - 921.5 Optimization Techniques",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Strain engineered linear dichroism and Faraday rotation in few-layer phosphorene","20192507080665","","Li, L.L. (1); Peeters, F.M. (1, 2) ","(1) Department of Physics, University of Antwerp, Groenenborgerlaan 171, Antwerpen; 2020, Belgium (2) School of Physics and Astronomy, Yunnan Key Laboratory for Quantum Information, Yunnan University, Kunming; 650091, China ","Peeters, F.M.(francois.peeters@uantwerpen.be) ","Applied Physics Letters","Appl Phys Lett","","American Institute of Physics Inc.","114","24","","June 17, 2019","","","2019","English","00036951","","","10.1063/1.5103172","243102","","","","","APPLAB","Journal article (JA)","We investigate theoretically the linear dichroism and the Faraday rotation of strained few-layer phosphorene, where strain is applied uniaxially along the armchair or zigzag direction of the phosphorene lattice. We calculate the optical conductivity tensor of uniaxially strained few-layer phosphorene by means of the Kubo formula within the tight-binding approach. We show that the linear dichroism and the Faraday rotation of few-layer phosphorene can be significantly modulated by the applied strain. The modulation depends strongly on both the magnitude and direction of strain and becomes more pronounced with increasing number of phosphorene layers. Our results are relevant for mechano-optoelectronic applications based on optical absorption and Hall effects in strained few-layer phosphorene. © 2019 Author(s).","18","Dichroism","Light absorption - Optical conductivity","Applied strain - Kubo formula - Linear dichroism - Optoelectronic applications - Tight-binding approaches","741.1 Light/Optics - 931.2 Physical Properties of Gases, Liquids and Solids","","This work was financially supported by the Flemish Science Foundation (FWO-Vl) and by the FLAG-ERA Project TRANS-2D-TMD.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Selective high capacity adsorption of Au(III) from aqueous solution by poly(glycidyl methacrylate) functionalized with 2,6-diaminopyridine","20184506041367","","Zhang, Bing (1, 2, 3); Wang, Shixing (1, 2, 3); Fu, Likang (1, 2, 3); Zhang, Libo (1, 2, 3); Zhao, Jiling (1, 2, 3); Wang, Chen (1, 2, 3) ","(1) State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China (2) Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China (3) Key Laboratory of Unconventional Metallurgy, Ministry of Education, Kunming; Yunnan; 650093, China ","Wang, Shixing(wsxkm@126.com) ","Polymer Bulletin","Polym. Bull.","","Springer Verlag","76","8","4017-4033","August 1, 2019","","","2019","English","01700839","","","10.1007/s00289-018-2594-5","","","","","","POBUDR","Journal article (JA)","A new adsorbent was synthesized by functionalizing poly(glycidyl methacrylate) with 2,6-diaminopyridine for the selective adsorption of Au(III) from aqueous solution. The fourier transform infrared spectrometer, X-ray photoelectron spectroscopy and scanning electron microscope demonstrated that 2,6-diaminopyridine was successfully grafted onto poly(glycidyl methacrylate). The batch adsorption experiments were conducted to evaluate the adsorption abilities of the adsorbent. The results show that the adsorbent exhibits high adsorption capacity (459.29 mg/g) for Au(III) at pH 4. The adsorption process of Au(III) are well described by pseudo-second-order kinetic model. The adsorption isotherm is well-obeyed Langmuir and D–R models. The calculated thermodynamic parameters of the adsorption process are: ΔG0 = − 24.2 kJ/mol; ΔH0 = 37.0 kJ/mol; ΔS0 = 205.4 J/mol K. The adsorbent is interacted with Au(III) through chelation and ion exchange between the amines groups and Au(III). Moreover, the adsorbent shows good selectivity from the interfering ions and can be reused at least five times. © 2018, Springer-Verlag GmbH Germany, part of Springer Nature.","49","Gold compounds","Acrylic monomers - Adsorption - Amines - Dyes - Fourier transform infrared spectroscopy - Heavy metals - Ion exchange - Removal - Scanning electron microscopy - Solutions - Spectrometers - X ray photoelectron spectroscopy","Batch adsorption experiments - Environment - Fourier transform infrared spectrometer - High adsorption capacity - Poly(glycidyl methacrylate) - Pseudo-second-order kinetic models - Selective adsorption - Thermodynamic parameter",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Group-consensus with Reference States for Heterogeneous Multiagent Systems via Pinning Control","20191206654176","","Huang, Jun (1); Wen, Guoguang (1); Peng, Zhaoxia (2); Chu, Xing (3); Dong, Youwei (4) ","(1) Department of Mathematics, Beijing Jiaotong University, Beijing; 100044, China (2) School of Transportation Science and Engineering, Beihang University, Beijing; 100191, China (3) National Pilot School of Software, Yunnan University, Kunming, China (4) Beijing C&W electronics (Group) Co., Ltd, Beijing; 100015, China ","Wen, Guoguang(guoguang.wen@bjtu.edu.cn) ","International Journal of Control, Automation and Systems","Int. J. Control Autom. Syst.","","Institute of Control, Robotics and Systems","","","","2019","","","2019","English","15986446","20054092","","10.1007/s12555-017-0706-x","","","","","","","Article in Press","This paper considers group-consensus with reference states for heterogeneous multiagent systems, which is composed of first-order agents and second-order agents. The pinning scheme is induced for solving group-consensus under fixed and switching topologies, respectively. Firstly, a group-consensus control protocol via pining scheme under fixed topology is proposed. Then the corresponding sufficient conditions to guarantee groupconsensus are deduced by employing graph theory and Lyapunov stability approach. What’s more, based on pinning scheme, the agents in every group can reach their own group’s reference states. Secondly, the group-consensus for heterogeneous multiagent systems with switching topologies is studied, where an equivalent system of the original multiagent system is obtained by model transformation. Then, the corresponding sufficient conditions to guarantee group-consensus are obtained based on the corresponding graph theory and Lyapunov stability approach. The same as the case of fixed topology, the agents in every group can also reach their own group’s reference states by employing pinning control. Finally, some simulation examples are presented to illustrate the capabilities of the established theories. © 2019, ICROS, KIEE and Springer.","51","Group theory","Graph theory - Multi agent systems","Group consensus - Heterogeneous multi-agent systems - Lyapunov stability - Model transformation - Pinning control - Second-order agents - Simulation example - Switching topology","921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Effects of NiO content on the microstructure and mechanical properties of AgSnO2NiO composites","20192206979709","","Zhou, Xiaolong (1); Chen, Li (1); Liu, Manmen (2); Yu, Jie (1); Xiong, Damin (1); Zheng, Zhong (1); Wang, Lihui (1) ","(1) College of Materials Science and Engineering, Kunming University of Science and Technology, Key Laboratory of Advanced Materials of Yunnan Province, Key Laboratory of Advanced Materials in Rare and Precious and Nonferrous Metals, Ministry of Education, Kunming, Yunnan; 650093, China (2) Kunming Institute of Precious Metals, Kunming, Yunnan; 650106, China ","Zhou, Xiaolong(clzxlong@163.com) ","IEEE Journal of Selected Topics in Quantum Electronics","IEEE J Sel Top Quantum Electron","","Institute of Electrical and Electronics Engineers Inc.","26","1","221-229","2019","","","2019","English","07921233","21910359","","10.1515/secm-2019-0005","","","","","","IJSQEN","Journal article (JA)","The AgSnO2NiO composites were prepared by internal oxidation method. The effects of different NiO content on the microstructure and mechanical properties of AgSnO2NiO composites were studied. The phase structure and surface morphology of the prepared AgSnO2NiO materials were characterized by X-ray Diffraction (XRD), Scanning Electron Microscopy (SEM) and Metallographic Microscopy (MM). The results showed that the AgSnO2NiO composites with different NiO content can be obtained by the process of preoxidation of AgSn alloy powder and internal oxidation of ingot containing Ni. The agglomeration phenomenon of Ni in the silver matrix was serious, which led to the agglomeration of in-situ generated NiO particles after internal oxidation. After the multi-pass drawing, the SnO2 particles dispersedly distributed in the AgSnO2NiO composites and the NiO particles gradually dispersed from the agglomerated state of the sintered ingot billet. The hardness of the prepared AgSnO2NiO composites increased slightly with the increase of NiO content. The mechanical properties test showed that the introduction of NiO particles signifcantly improved the tensile strength and elongation of AgSnO2 materials to a certain degree. Adding proper amount of NiO is benefcial to improve the overall performance of AgSnO2 materials. © 2019 X. Zhou et al.","24","Internal oxidation","Agglomeration - Binary alloys - Ingots - Mechanical properties - Morphology - Nickel oxide - Phase structure - Scanning electron microscopy - Surface morphology - Tensile strength","Alloy powder - Mechanical properties test - Metallographic microscopy - Microstructure and mechanical properties - Multi-pass drawing - Pre-oxidation - Strength and elongations","534.2 Foundry Practice - 802.2 Chemical Reactions - 802.3 Chemical Operations - 804.2 Inorganic Compounds - 933 Solid State Physics - 951 Materials Science",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Nutrient, metal contents and microbiological properties of litter and soil along a tree age gradient in Mediterranean forest ecosystems","20183705808425","","Lucas-Borja, M.E. (1); Hedo de Santiago, J. (1); Yang, Y. (2); Shen, Y. (3, 4); Candel-Pérez, D. (5) ","(1) Department of Agricultural Technology and Science and Genetics. ETSIA, University of Castilla-La Mancha, Campus Universitario s/n, Albacete; E-02071, Spain (2) Department of Sediment Research, China Institute of Water Resources and Hydropower Research, Research Center of Soil and Water Conservation of the Ministry of Water Resources, Beijing; 100048, China (3) Key Laboratory of Tropical Forest Ecology, Xishuangbanna Tropical Botanical Garden, Chinese Academy of Science, China Institute of Water Resources and Hydropower Research, Menglun; Yunnan; 666303, China (4) Restoration Ecology Group, Xishuangbanna Tropical Botanical Garden, Chinese Academy of Sciences, Kunming; 650223, China (5) Department of Ciencias del Medio Natural, Universidad Pública de Navarra, Pamplona; 31006, Spain ","Lucas-Borja, M.E.(manuelesteban.lucas@uclm.es) ","Science of the Total Environment","Sci. Total Environ.","","Elsevier B.V.","650","","749-758","10 February 2019","","","2019","English","00489697","18791026","","10.1016/j.scitotenv.2018.09.079","","","","","","STEVA8","Journal article (JA)","The link among the age of aboveground tree species, litter, soil quality and status in Mediterranean forests is not entirely comprehended (especially in Mediterranean forest sites). This study evaluates whether and by what extent tree stand composition and forest structure modify nutrient depository or alter physical, chemical and microbiological properties of soil and litter in a 120 years old pine forest chronosequence. In general, the enzymatic activity related to the phosphorous, carbon and nitrogen cycles were more developed in litter than in soil surface, while the sulphur enzymatic activity was not significantly different between the two analyzed systems. The higher dehydrogenase content measured in the litter may be an index of a higher extracellular microbial activity, compared to soil. A noticeable effect of forest age and structure on the majority of analyzed elements was detected, with nutrients and metals tending to accumulate in soil rather in the litter. Moreover, the contents of P and some metals and sulphur enzymatic activity in the litter are influenced by forest age and associated forest structure. Finally, since nutrient, metals and enzyme contents in the litter increase with forest age, forest management strategies targeted to increase the stand structure may be advisable in order to achieve higher soil functionality. © 2018 Elsevier B.V.","63","Forestry","Ecosystems - Enzyme activity - Metals - Nutrients - Soils - Sulfur","Enzymatic activities - Forest structure - Litter quality - Soil property - Tree age","454.3 Ecology and Ecosystems - 461.9 Biology - 483.1 Soils and Soil Mechanics - 804 Chemical Products Generally","Number: -, Acronym: UCLM, Sponsor: Universidad de Castilla-La Mancha; Number: 2017, Acronym: CAST, Sponsor: China Association for Science and Technology; Number: 2019, Acronym: CAST, Sponsor: China Association for Science and Technology; ","The authors thanks Prof. Demetrio Zema for his help and support, and the Castilla La Mancha Government and the University of Castilla La Mancha for the field assistance and research funding. We also thank Prof. Benjamin Viñegla for the soil properties analyses. Yang Yu received the young elite scientist sponsorship program by China Association for Science and Technology (2017 to 2019).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Insights into anti-thermal quenching of photoluminescence from SrCaGa4O8 based on defect state and application in temperature sensing","20190206350082","","Zhu, Congcong (1); Long, Zhangwen (1); Wang, Qi (1, 2); Qiu, Jianbei (1, 3); Zhou, Junhe (1); Zhou, Dacheng (1, 3); Wu, Hao (1); Zhu, Rui (1) ","(1) College of Materials Science and Engineering, Kunming University of Science and Technology, Kunming; 650093, China (2) Research Center for Analysis and Measurement, Kunming University of Science and Technology, Kunming; 650093, China (3) Key Lab. of Advanced Materials of Yunnan Province, Kunming; 650093, China ","Qiu, Jianbei(qiu@kmust.edu.cn) ","Journal of Luminescence","J Lumin","","Elsevier B.V.","208","","284-289","April 2019","","","2019","English","00222313","","","10.1016/j.jlumin.2018.12.063","","","","","","JLUMA8","Journal article (JA)","Herein, a self-activated phosphor SrCaGa4O8 with excellent thermal stability was synthesized by high temperature solid state reaction method. It exhibited the broad emission range from 300 to 600 nm under 220 nm excitation, which may be caused by the intrinsic defects of host. Specifically, with the temperature increasing, the photoluminescence (PL) color changed from bluish to yellow-green and the maximum of PL intensity at 550 nm was obtained when reaching 493 K. From thermoluminescence curves and high temperature spectra, it was found that the anti-thermal quenching phenomenon could be dependent on the self-compensation of the carriers. Accordingly, the results of temperature-dependent intensity ratio and sensitivity show that SrCaGa4O8 may have potential in the optical temperature sensing. © 2018 Elsevier B.V.","51","Gallium compounds","Calcium compounds - Defects - Energy transfer - High temperature applications - Optical properties - Phosphors - Photoluminescence - Quenching - Sensors - Solid state reactions - Strontium compounds - Temperature sensors","High temperature solid-state reaction - Intrinsic defects - Optical temperature sensing - Self compensation - Temperature dependent intensity - Temperature sensing - Thermal quenching - Thermoluminescence curves","537.1 Heat Treatment Processes - 741.1 Light/Optics - 802.2 Chemical Reactions - 944.5 Temperature Measuring Instruments - 951 Materials Science","Number: 2016FB081, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2016FA021, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: KKSY201632046, Acronym: KUST, Sponsor: Kunming University of Science and Technology; Number: 11774138, Acronym: -, Sponsor: National Natural Science Foundation of China; Number: 11664022, Acronym: -, Sponsor: National Natural Science Foundation of China; Number: 51862020, Acronym: -, Sponsor: National Natural Science Foundation of China; ","This work was supported by National Natural Science Foundation of China (Grant numbers 11774138 , 11664022 , 51862020 ), Foundation of Yunnan Province (Grant numbers 2016FA021 and 2016FB081 ), Kunming University of Science and Technology (Grant number KKSY201632046 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Ephemeris refinement of 21 hot Jupiter exoplanets with high timing uncertainties ?","20190606472046","","Mallonn, M. (1); Von Essen, C. (2); Herrero, E. (3, 4); Alexoudi, X. (1); Granzer, T. (1); Sosa, M. (5, 6); Strassmeier, K.G. (1); Bakos, G. (7); Bayliss, D. (8); Brahm, R. (9, 10, 11); Bretton, M. (12); Campos, F. (13); Carone, L. (14); Colón, K.D. (15); Dale, H.A. (16); Dragomir, D. (17); Espinoza, N. (14); Evans, P. (18); Garcia, F. (19); Gu, S.-H. (20, 21, 22); Guerra, P. (23); Jongen, Y. (24); Jordán, A. (9, 11, 14); Kang, W. (25); Keles, E. (1); Kim, T. (25); Lendl, M. (14, 26); Molina, D. (27); Salisbury, M. (28); Scaggiante, F. (29); Shporer, A. (17); Siverd, R. (30); Sokov, E. (31, 32); Sokova, I. (32); Wünsche, A. (12) ","(1) Leibniz-Institut für Astrophysik Potsdam, An der Sternwarte 16, Potsdam; 14482, Germany (2) Stellar Astrophysics Centre, Department of Physics and Astronomy, Aarhus University, Ny Munkegade 120, Aarhus C; 8000, Denmark (3) Institut de Ciéncies de l'Espai (ICE CSIC), Campus UAB, Carrer de Can Magrans s/n, Cerdanyola del Vallès; 08193, Spain (4) Institut d'Estudis Espacials de Catalunya (IEEC), C/Gran Capitá 2-4, Edif. Nexus, Barcelona; 08034, Spain (5) Facultad de Ciencias Astronómicas y Geofísicas, Universidad Nacional de La Plata, Paseo del Bosque, La Plata; B1900FWA, Argentina (6) Instituto de Astrofísica de La Plata (CCT-La Plata CONICET-UNLP), Paseo del Bosque, La Plata; B1900FWA, Argentina (7) Department of Astrophysical Sciences, Princeton University, 4 Ivy Lane, Princeton; NJ; 08544, United States (8) Dept. of Physics, University of Warwick, Gibbet Hill Road, Coventry; CV4 7AL, United Kingdom (9) Center of Astro-Engineering UC, Pontificia Universidad Católica de Chile, Av. Vicuña Mackenna 4860, Macul, Santiago; 7820436, Chile (10) Instituto de Astrofísica, Facultad de Física, Pontificia Universidad Católica de Chile, Av. Vicuña Mackenna 4860, Macul, Santiago; 7820436, Chile (11) Millennium Institute of Astrophysics, Av. Vicuña Mackenna 4860, Macul, Santiago; 782-0436, Chile (12) Observatoire des Baronnies provencales, Observatoire Astronomique, Moydans; 05150, France (13) Observatory Puig d'Agulles, Carrer Riera 1, Vallirana; 08759, Spain (14) Max-Planck-Institut für Astronomie, Königstuhl 17, Heidelberg; 69117, Germany (15) NASA Goddard Space Flight Center, Exoplanets and Stellar Astrophysics Laboratory, Greenbelt; MD; 20771, United States (16) Emory University Department of Physics, 400 Dowman Drive, Suite N218, Atlanta; GA; 30322, United States (17) Kavli Institute for Astrophysics and Space Research, Massachusetts Institute of Technology, Cambridge; MA; 02139, United States (18) Rarotonga Observatory, PO Box 876, Rarotonga, Cook Islands (19) La Vara Valdes Observatory, 33784 Muñas de Arriba, Valdés, Asturias, Spain (20) Yunnan Observatories, Chinese Academy of Sciences, Kunming; 650011, China (21) Key Laboratory for the Structure and Evolution of Celestial Objects, Chinese Academy of Sciences, Kunming; 650216, China (22) University of Chinese Academy of Sciences, Beijing; 100049, China (23) Observatori Astronòmic Albanyà, Camí de Bassegoda s/n, Albanyà; 17733, Spain (24) Observatoire Astronomique de Vaison, Vaison la Romaine; 84110, France (25) National Youth Space Center, Goheung, Jeollanam-do; 59567, Korea, Republic of (26) Space Research Institute, Austrian Academy of Sciences, Schmiedlstr. 6, Graz; 8042, Austria (27) Anunaki Observatory, Calle de los Llanos, Manzanares el Real; 28410, Spain (28) School of Physical Sciences, Open University, Milton Keynes; MK7 6AA, United Kingdom (29) Gruppo Astrofili Salese Galileo Galilei, Via G. Ferraris 1, Santa Maria di Sala (VE); 30036, Italy (30) Las Cumbres Observatory, 6740 Cortona Dr., Suite 102, Santa Barbara; CA; 93117, United States (31) Special Astrophysical Observatory, Russian Academy of Sciences, Nizhnij Arkhyz; 369167, Russia (32) Central Astronomical Observatory at Pulkovo of Russian Academy of Sciences, Pulkovskoje shosse d. 65, St., Petersburg; 196140, Russia ","","Astronomy and Astrophysics","Astron. Astrophys.","","EDP Sciences","622","","","February 1, 2019","","","2019","English","00046361","14320746","","10.1051/0004-6361/201834194","A81","","","","","AAEJAF","Journal article (JA)","Transit events of extrasolar planets offer a wealth of information for planetary characterization. However, for many known targets, the uncertainty of their predicted transit windows prohibits an accurate scheduling of follow-up observations. In this work, we refine the ephemerides of 21 hot Jupiter exoplanets with the largest timing uncertainties. We collected 120 professional and amateur transit light curves of the targets of interest, observed with a range of telescopes of 0.3 m-2.2 m, and analyzed them along with the timing information of the planets discovery papers. In the case of WASP-117b, we measured a timing deviation compared to the known ephemeris of about 3.5 h, and for HAT-P-29b and HAT-P-31b the deviation amounted to about 2 h and more. For all targets, the new ephemeris predicts transit timings with uncertainties of less than 6 min in the year 2018 and less than 13 min until 2025. Thus, our results allow for an accurate scheduling of follow-up observations in the next decade. © ESO 2019.","69","Extrasolar planets","Satellites - Scheduling - Timing circuits","Light curves - Methods:observational - Planets and satellites: fundamental parameters - Targets of interest - Techniques: photometric - Timing information - Transit timing - Wealth of information","655.2 Satellites - 657.2 Extraterrestrial Physics and Stellar Phenomena - 713.4 Pulse Circuits - 912.2 Management","Number: 14-50-00043, Acronym: RSF, Sponsor: Russian Science Foundation; Number: U1531121, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","E.H. acknowledges support by the Spanish Ministry of Economy and Competitiveness (MINECO) and the Fondo Europeo de Desarrollo Regional (FEDER) through grant ESP2016-80435-C2-1-R, as well as the support of the Generalitat de Catalunya/CERCA program. D. D. acknowledges support provided by NASA through Hubble Fellowship grant HST-HF2-51372.001- A awarded by the Space Telescope Science Institute, which is operated by the Association of Universities for Research in Astronomy, Inc., for NASA, under contract NAS5-26555. E.S. acknowledges support by the Russian Science Foundation grant No. 14-50-00043 for conducting international photometric observing campaign. I.S. acknowledges support by the Russian Foundation for Basic Research (project No. 17-02-00542). R.B. acknowledges support from FONDECYT Post-doctoral Fellowship Project No. 3180246. M.L. acknowledges support from the Austrian Research Promotion Agency (FFG) under project 859724 "GRAPPA". S.-H.G. acknowledges the financial support from the National Natural Science Foundation of China (No.U1531121). L.C. recognizes funding from DLR - 50OR1804. Funding for the Stellar Astrophysics Centre is provided by The Danish National Research Foundation (Grant agreement no.: DNRF106).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
