Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Effect of EM microbial agent on aerobic composting for dairy cattle manure","20190506449436","","Qu, G. (1); Cai, Y. (1); Lv, P. (1); Ma, X. (1); Xie, R. (1); Xu, Y. (1); Ning, P. (1) ","(1) Faculty of Environmental Science and Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650500, China ","Ning, P.(ningpinglab@163.com) ","International Journal of Environmental Science and Technology","Int. J. Environ. Sci. Technol.","","Center for Environmental and Energy Research and Studies","16","11","6945-6958","November 1, 2019","","","2019","English","17351472","17352630","","10.1007/s13762-018-2146-4","","","","","","","Journal article (JA)","Abstract: Basing to the controversy on the function of the effective microorganisms (EM) microbial agent in manure aerobic composting, the differences of physical and biomass indexes of the experimental group (EP) (manure with EM inoculant) and the control group (CK) (manure without the EM inoculant) were studied and compared during composting. The results showed that the differences of physical indexes variation between the EP and the CK were similar during the process of composting. The number of operational taxonomic units (OTU) in the EP was lower than that in the CK at the beginning, while it was on the contrary in the end. The current study suggested that the presence of the EM microbial agent did not improve the number of OTU at the initial stage and early warming stage of aerobic composting. And, it intensified the competition with indigenous microorganisms in the piles. Furthermore, no obvious difference effects were observed between the EP and the CK. Considering the composting cost, the addition of the EM bacteria was unnecessary. Graphical abstract: [Figure not available: see fulltext.]. © 2019, Islamic Azad University (IAU).","33","Manures","Fertilizers - Microorganisms","Aerobic composting - Control groups - Dairy cattle manure - Dairy manures - Diversity analysis - Effective microorganisms - Experimental groups - Operational taxonomic units","461.9 Biology - 804 Chemical Products Generally - 821.5 Agricultural Wastes","Number: 2014ZX07105-001, Acronym: -, Sponsor: National Major Science and Technology Projects of China; Number: 21377048, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The work was financially supported by the National Major Science and Technology projects (Grant No. 2014ZX07105-001); the National Natural Science Foundation of China (No. 21377048).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The correlation structure in the international stock markets during global financial crisis","20193107259448","","Gao, Hai-Ling (1); Mei, Dong-Cheng (1) ","(1) Department of Physics, Yunnan University, Kunming; 650091, China ","Mei, Dong-Cheng(meidch@ynu.edu.cn) ","Physica A: Statistical Mechanics and its Applications","Phys A Stat Mech Appl","","Elsevier B.V.","534","","","15 November 2019","","","2019","English","03784371","","","10.1016/j.physa.2019.122056","122056","","","","","PHYADX","Journal article (JA)","In this paper we analyze the correlation structure between U.S. markets and Asian markets. Our motivation being analysis of the effect of the 2008 financial crisis on Asian markets. For this purpose, we apply the linear correlations coefficient, the mutual information and the transfer entropy between U.S. stock market indices and eleven major Asia stock market indices. Then, with the overlapping windows for whole sample, and non-overlapping windows for three sub-samples, we quantify the dynamically evolving results of correlation structure between U.S. markets and Asian markets, and study the effect of the 2008 financial crisis on Asian markets by measuring the adherence between post and pre-crisis. Subsequently, for each blue-chip, we propose to study the 2008 financial crisis by measuring the adherence between post and pre-crisis. From this analysis, we can get a dependent structure map of Asian markets and U.S. markets, as well as may better forecasting of risk. © 2019 Elsevier B.V.","42","Commerce","Entropy - Financial markets - Risk assessment","Correlation structure - Global financial crisis - International stock markets - Linear correlation - Mutual informations - Non-linear correlations - Stock market index - Transfer entropy","641.1 Thermodynamics - 914.1 Accidents and Accident Prevention",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Glutaraldehyde-wheat gluten protein adhesives for wood bonding","20192607093502","","Xi, Xuedong (1, 2); Pizzi, Antonio (1); Gerardin, Christine (1); Liao, Jingjing (1, 2); Amirou, Siham (1); Abdalla, Soliman (1) ","(1) LERMAB, University of Lorraine, Epinal, France (2) Yunnan key laboratory of wood adhesives and glue products, Southwest Forestry University, Kunming, China ","Pizzi, Antonio(antonio.pizzi@univ-lorraine.fr) ","Journal of Adhesion","J Adhes.","","Taylor and Francis Inc., 325 Chestnut St, Suite 800, Philadelphia, PA 19106, United States","","","","2019","","","2019","English","00218464","15455823","","10.1080/00218464.2019.1630821","","","","","","JADNAJ","Article in Press","Wheat gluten protein hydrolysate was used as a biomass feedstock to prepare environmentally friendly protein-based adhesives, with hydrolyzed wheat protein as control. Glutaraldehyde was used to modify it to obtain a glutaraldehyde-wheat protein (GP) adhesive. Polyethylenimine (PEI) was also used as a crosslinking agent. Plywood has been prepared and tested, and its performance was used to measure the wheat gluten protein hydrolysate adhesive bonding performance. Differential scanning calorimetry (DSC) and thermomechanical analysis (TMA) were used to analyze the adhesive thermal properties and the microstructures of the cured adhesives by scanning electron microscopy (SEM). The results show that modification by glutaraldehyde can effectively improve the bonding performance of wheat protein adhesives, the plywood bonded strength having been improved by its addition. The effect of PEI as a crosslinking agent became evident. It can greatly improve the bonding properties of glutaraldehyde-modified wheat protein adhesives. TMA analysis indicates that the glutaraldehyde-modified GP adhesive has a higher storage modulus than the unmodified one. The modulus of the adhesive increased after adding the PEI cross-linking agent. © 2019, © 2019 Taylor & Francis Group, LLC.","34","Adhesives","Crosslinking - Differential scanning calorimetry - Hydrolysis - Plywood - Proteins - Scanning electron microscopy - Wood products","Biomass feedstock - Bonding performance - Bonding property - Cross linking agents - Polyethylenimines - Thermal Performance - Thermomechanical analysis - Wheat proteins","802.2 Chemical Reactions - 804.1 Organic Compounds - 811.2 Wood and Wood Products - 944.6 Temperature Measurements",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Waveform detection and location of deep earthquakes in the subduction zone beneath Northeast China","20193807451448","","Jiang, Jinzhong (1, 2); Chen, Qifu (1, 3, 4); Li, Jiao (2) ","(1) Key Laboratory of Earth and Planetary Physics, Institute of Geology and Geophysics, Chinese Academy of Sciences, Beijing; 100029, China (2) Yunnan Earthquake Agency, Kunming; 650224, China (3) Institutions of Earth Science, Chinese Academy of Sciences, Beijing; 100029, China (4) College of Earth and Planetary Sciences, University of Chinese Academy of Sciences, Beijing; 100049, China ","Chen, Qifu(chenqf@mail.iggcas.ac.cn) ","Acta Geophysica Sinica","Acta Geophys. Sin.","","Science Press","62","8","2930-2945","August 1, 2019","","","2019","Chinese","00015733","","","10.6038/cjg2019M0210","","","","","","","Journal article (JA)","Along the Japan trench, the West Pacific plate is subducting beneath the Eurasian plate, reaching about 600 km depth below near the Hunchun area, Northeast China, as evidenced by deep earthquakes (with focal depth more than 300 km) observed. These quakes are notable for producing very few aftershocks in comparison with shallow earthquakes. There are 27 earthquakes deeper than 300 km in Northeast China reported by the International Seismological Centre (ISC) from August 2010 to December 2014. However, few foreshocks or aftershocks before and after these earthquakes are documented in the ISC catalog, which is unclear that whether this is due to detection threshold by limited station distribution or different mechanisms between the deep and shallow earthquakes. In this study, we employ continuous waveform data from August 2010 to December 2014 recorded by the dense NECsaids Array (Northeast China Seismic Array to Investigate Deep Subduction) and Jilin and Heilongjiang Seismic Networks to detect the aftershock productivity of deep earthquakes by using Match & Locate (M&L) and Matched Filter methods. The well recorded waveforms for the 27 deep earthquakes in the ISC catalogue are chosen as template waveforms, meanwhile the continuous waveforms recorded by the same seismic stations are used to detect their foreshocks or aftershocks. The 27 ISC-listed deep earthquakes are self-detected successfully with maximum CC (Cross-Correlation)≈1.0. However, we don't detect any more foreshocks or aftershocks before and after the deep template earthquakes. We also relocate the deep earthquakes in Northeast China from 1966 to 2017 based on the ISC bulletin data and our phase picking data, and almost all the double-difference relocated deep earthquakes occurred within the Metastable Olivine Wedge (MOW). The about 5 km depth difference within nearby hypocenters and about 0.5 b-value for the deep earthquakes in Northeast China may indicate that these deep events are directly related to the subducting Pacific slab. © 2019, Science Press. All right reserved.","68","Earthquakes","Matched filters - Silicate minerals","Continuous waveforms - Deep earthquakes - Detection threshold - Different mechanisms - Double differences - Northeast China - Shallow earthquakes - Wave-form detection","482.2 Minerals - 484 Seismology - 703.2 Electric Filters",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Immobilization potential and immobilization mechanism of arsenic in cemented paste backfill","20191906903909","","Li, Yuancheng (1, 3); Min, Xiaobo (1, 2); Ke, Yong (1, 2); Fei, Jiangchi (1); Liu, Degang (1); Tang, Chongjian (1, 2) ","(1) School of Metallurgy and Environment, Central South University, Changsha; Hunan; 410083, China (2) Chinese National Engineering Research Center for Control & Treatment of Heavy Metal Pollution, Changsha; Hunan; 410083, China (3) College of Agriculture and Biological Sciences, Dali University, Dali; Yunnan; 671003, China ","Min, Xiaobo(mxbcsu@163.com) ","Minerals Engineering","Minerals Eng","","Elsevier Ltd","138","","101-107","July 2019","","","2019","English","08926875","","","10.1016/j.mineng.2019.04.041","","","","","","MENGEB","Journal article (JA)","Although cemented paste backfill (CPB)method has been proposed as a resource disposal technology for arsenic waste, the immobilization potential and immobilization mechanism of arsenic in CPB remain unclear. In this study, lead-zinc slag, gypsum, and sodium arsenate were used to simulate the disposal of arsenic waste in CPB. Toxicity characteristic leaching procedure (TCLP)and compressive strength tests were used to determine the immobilization potential of arsenic in CPB. The immobilization mechanisms of arsenic in CPB were studied by X-ray diffraction (XRD), scanning electronic microscopy-energy dispersive spectrometry (SEM-EDS), and Fourier transform infrared spectroscopy (FTIR). The high compressive strength and low leaching toxicity showed that CPB had better immobilization potential of arsenic. SEM and XRD analyses showed that the formation of As-ettringite is an important immobilization mechanism of arsenic in CPB. FTIR analysis showed that AsO43- substituted SeO42- inside the ettringite in the form of HAsO42-. In the hydration process from 0 to 3 days, physical encapsulation and Ca-As precipitates were the main immobilization mechanism of arsenic. In the hydration process from 3 to 28 days, the immobilization efficiency of As-ettringite on arsenic was significantly higher than that of physical encapsulation and Ca-As precipitation. This study demonstrated that CPB is suitable for the immobilization of arsenic waste. © 2019 Elsevier Ltd","41","Arsenic","Calcium compounds - Compressive strength - Fourier transform infrared spectroscopy - Hydration - Leaching - Slags - Toxicity - Waste disposal - X ray diffraction","Cemented paste backfill - Disposal technologies - Energy dispersive spectrometry - Ettringites - Immobilization efficiency - Immobilization mechanisms - Scanning electronic microscopy - Toxicity characteristic leaching procedures","452.4 Industrial Wastes Treatment and Disposal - 461.7 Health Care - 801 Chemistry - 802.3 Chemical Operations - 804 Chemical Products Generally","Number: 51634010, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The authors gratefully acknowledge National Key R & D Program of China (2018YFC1900301), National Science Fund for Distinguished Yong Scholars (51825403), the Key Project of National Natural Science Foundation of China (51634010), and Science and Technology Project of Hunan, China (2017RS3010).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Characterization of Spatial Non-uniformity of Physical Properties for Concrete Materials","20192907197372","","Dang, Yudong (1, 2); Ma, Xiaojie (2, 3); Dong, Chenhui (1, 2); Xu, Shilang (4); Li, Xincheng (1, 2) ","(1) Yunnan Key Laboratory of Building Structure and New Materials, Yunnan Institute of Building Research, Kunming; 650223, China (2) Yunnan Quality Testing Station of Civil Engineering Co., Ltd., Kunming; 650223, China (3) Kunming Key Laboratory of Structure Safety and New Technologies, Kunming; 650223, China (4) College of Civil Engineering and Architecture, Zhejiang University, Hangzhou; 310058, China ","Li, Xincheng(xinchengli@aliyun.com) ","Jianzhu Cailiao Xuebao/Journal of Building Materials","Jianzhu Cailiao Xuebao","","Tongji University","22","2","260-265","April 2019","","","2019","Chinese","10079629","","","10.3969/j.issn.1007-9629.2019.02.015","","","","","","","Journal article (JA)","Rebound hardness, gas permeability coefficient and water absorption rate of cut slides of concrete under different wet curing history at different depths on its surface were tested. The results show that the time of early wet curing is closely related to the spatial uniformity of the physical properties of concrete materials. The shorter the time of early wet curing, the lower the hardness (strength) of the surface layer concrete, and the worse the resistance to water and gas permeability, and the more significant the gradient of difference at different depths along the vertical concrete surface. © 2019, Editorial Department of Journal of Building Materials. All right reserved.","21","Concretes","Curing - Durability - Gas permeability - Hardness - Materials properties - Mechanical permeability - Physical properties - Water absorption","Concrete materials - Concrete surface - Curing condition - Non-uniformities - Properties of concretes - Spatial uniformity - Surface layers - Water absorption rates","412 Concrete - 802.2 Chemical Reactions - 802.3 Chemical Operations - 931.2 Physical Properties of Gases, Liquids and Solids - 951 Materials Science",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"In situ fabrication of Co(OH)2 by hydrothermal treating Co foil in MOH (M=H, Li, Na, K) for non-enzymatic glucose detection","20185106259883","","Tao, You (1); Liu, Quanhui (1); Chang, Qing (1); Duan, Jixiang (1); Tao, Zemin (1); Guan, Hongtao (1); Chen, Gang (1); Mao, Yong (1); Xie, Jianbin (2); Dong, Chengjun (1) ","(1) School of Materials Science and Engineering, Yunnan University, Kunming; 650091, China (2) School of Architecture and Urban Planning, Yunnan University, Kunming; 650091, China ","Dong, Chengjun(dongchjun@hotmail.com) ","Journal of Alloys and Compounds","J Alloys Compd","","Elsevier Ltd","781","","1033-1039","15 April 2019","","","2019","English","09258388","","","10.1016/j.jallcom.2018.12.148","","","","","","JALCEU","Journal article (JA)","Cobalt hydroxides, Co(OH)2, was in situ fabricated taking metal-cobalt as both conductive substrate and cobalt source by a facile hydrothermal method. It is found that the Co(OH)2 morphologies is highly depended on the solution including H2O, LiOH, NaOH and KOH. All the Co(OH)2 shows potential application for non-enzymatic glucose detection. Especially, nanosheets after hydrothermal treating Co foil in KOH shows linearly amperometric signals to glucose concentration up to 3 mM with a detection limit of 0.5 μM, fast response time (6.5 s–100 μM), and an excellent sensitivity of 1646 μA mM−1cm−2 (R2 = 0.9904). These findings provide a new opportunity to directly fabricate Co(OH)2 on Co foil for glucose detection, which does not only simplify the electrode fabrication procedure to enhance the electron transport, but also favor the full utilization of active nanocatalysts to improve the electrochemical performance. © 2018 Elsevier B.V.","38","Cobalt compounds","Cobalt deposits - Electron transport properties - Error detection - Fabrication - Glucose - Lithium compounds - Nanocatalysts - Potassium hydroxide - Sodium hydroxide","Conductive substrates - Electrochemical performance - Electrode fabrication - Fast response time - Glucose concentration - Hydrothermal methods - In-situ fabrication - Non-enzymatic","504.3 Heavy Metal Mines - 804.1 Organic Compounds - 804.2 Inorganic Compounds","Number: 2018FB091, Acronym: -, Sponsor: Yunnan Provincial Science and Technology Department; Number: 2018ZE023, Acronym: -, Sponsor: -; Number: 1502272, Acronym: -, Sponsor: National Natural Science Foundation of China-Yunnan Joint Fund; Number: 11564042, Acronym: -, Sponsor: National Natural Science Foundation of China; ","This work is financially supported by the Natural Science Foundation of China (Grant No. 11564042 and 11862024 ), the Natural Science Foundation of China-Yunnan Joint Found (Grant No. 1502272 ), the Major Science and Technology Special Fund of Yunnan Province (Grant No. 2018ZE023 , 2018ZE006 ) and the project of the Department of Science and Technology of Yunnan Province (Grant No. 2018FB091 ). Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Cyclodextrin-based delivery systems for cancer treatment","20184806160905","","Zhang, Dongjing (1); Lv, Pin (2); Zhou, Cheng (1); Zhao, Yulin (3); Liao, Xiali (1); Yang, Bo (1) ","(1) Faculty of Life Science and Technology, Kunming University of Science and Technology, Kunming; 650500, China (2) Industrial Crop Research Institute, Yunnan Academy of Agricultural Sciences, Kunming; 650205, China (3) Faculty of Chemical Engineering, Kunming University of Science and Technology, Kunming; 650500, China ","Yang, Bo(yangbo6910@sina.com) ","Materials Science and Engineering C","Mater. Sci. Eng. C","","Elsevier Ltd","96","","872-886","March 2019","","","2019","English","09284931","18730191","","10.1016/j.msec.2018.11.031","","","","","","","Journal article (JA)","Cyclodextrins, one of safe excipients, are able to form host-guest complexes with fitted molecules given the unique nature imparted by their structure in result of a number of pharmaceutical applications. On the other hand, targeted or responsive materials are appealing therapeutic platforms for the development of next-generation precision medications. Meanwhile, cyclodextrin-based polymers or assemblies can condense DNA and RNA in result to be used as genetic therapeutic agents. Armed with a better understanding of various pharmaceutical mechanisms, especially for cancer treatment, researchers have made lots of works about cyclodextrin-based drug delivery systems in materials chemistry and pharmaceutical science. This Review highlights recent advances in cyclodextrin-based delivery systems for cancer treatment capable of targeting or responding to the physiological environment. Key design principles, challenges and future directions, including clinical translation, of cyclodextrin-based delivery systems are also discussed. © 2018 Elsevier B.V.","133","Targeted drug delivery","Chemotherapy - Controlled drug delivery - Cyclodextrins - Diseases - Functional polymers - Nucleic acids - Oncology","Delivery systems - Intelligent - Precise release - Targeting - Therapeutic agents",,"Number: 21362016, Acronym: -, Sponsor: National Natural Science Foundation of China; ","We thank the National Natural Science Foundation of China (No. 21362016 and 21642001 ) for financial support.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Precise structures and anti-intrinsic tenase complex activity of three fucosylated glycosaminoglycans and their fragments","20193207293924","","Cai, Ying (1, 2, 3); Yang, Wenjiao (2, 3); Li, Xiaomei (4); Zhou, L. (2, 3); Wang, Zhongjuan (5); Lin, L. (2, 3); Chen, Dingyuan (2, 3); Zhao, Longyan (6); Li, Zhongkun (5); Liu, Shubai (2); Yin, Ronghua (2); Zuo, Z. (2); Gao, Na (6); Zhao, Jinhua (2, 6) ","(1) School of Life Science, Yunnan University, Kunming; 650500, China (2) State Key Laboratory of Phytochemistry and Plant Resources in West China, Kunming Institute of Botany, Chinese Academy of Sciences, Kunming; 650201, China (3) University of Chinese Academy of Sciences, Beijing; 100049, China (4) Chuxiong Medical College, Chuxiong; 675005, China (5) Department of Pharmacy, Yan'an Hospital Affiliated to Kunming Medical University, Kunming; 650051, China (6) School of Pharmaceutical Sciences, South-Central University for Nationalities, Wuhan; 430074, China ","Yin, Ronghua(yinronghua@mail.kib.ac.cn) ","Carbohydrate Polymers","Carbohydr Polym","","Elsevier Ltd","224","","","15 November 2019","","","2019","English","01448617","","","10.1016/j.carbpol.2019.115146","115146","","","","","CAPOD8","Journal article (JA)","Fucosylated glycosaminoglycan (FG), a glycosaminoglycan derivative containing distinct sulfated fucose (FucS) branches, displays potent anticoagulant activity by inhibiting the intrinsic tenase complex (iXase). Herein, AmFG, SvFG and HaFG from three species of sea cucumbers were isolated and depolymerized by β-eliminative cleavage. Three series of fragments, A1-A4, S1-S4 and H1-H4, were purified from the depolymerized FGs. Based on structural analysis of these fragments, three FGs were deduced as -{→4)-[L-FucS-α(1→3)]-D-GlcA-β(1→3)-D-GalNAc4S6S-β(1}n-. The structures differed in sulfation types of FucS, namely, most of FucS in AmFG was Fuc3S4S, but the FucS in SvFG was Fuc2S4S, while the FucS in HaFG was Fuc3S4S, Fuc2S4S and Fuc4S. However, all FucS branches attached to C-3 of GlcA as monosaccharides. Anticoagulant and anti-iXase assays showed the octasaccharide is the minimum fragment for potent anticoagulant activity via anti-iXase irrespective of FucS types. Among FG fragments with same degree of polymerization, oligosaccharides containing Fuc2S4S had more potent anti-iXase activity. © 2019 Elsevier Ltd","52","Oligosaccharides","Structure (composition)","Anticoagulant activities - Complex activity - Degree of polymerization - Eliminative cleavage - Glycosaminoglycans - iXase - Octasaccharide - Sea cucumber","804.1 Organic Compounds - 951 Materials Science","Number: 2016FA050, Acronym: -, Sponsor: Yunnan Provincial Science and Technology Department; Number: 2018HC012, Acronym: -, Sponsor: -; Number: 81872774, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was funded in part by the National Natural Science Foundation of China ( 81773737 , 81703374 and 81872774 ), Yunnan Provincial Science and Technology Department in China ( 2016FA050 ) and the Yunnan Innovative Research Team ( 2018HC012 ). Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Some new theorems of -admissible mappings on c-distance in cone metric spaces over Banach algebras","20193707413836","","Yan, Han (1); Yi-Duo, Bian (2); Chang-Ji, Shan (1, 3) ","(1) School of Mathematics and Statistics, Zhaotong University, Zhaotong,Yunnan; 657000, China (2) School of Foreign Languages, Zhaotong University, Zhaotong,Yunnan; 657000, China (3) Institute of Physics and Information Engineering, Zhaotong University, Zhaotong, Yunnan; 657000, China ","Yan, Han(553752771@126.com) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","563","5","","August 9, 2019","2019 International Conference on Advanced Electronic Materials, Computers and Materials Engineering, AEMCME 2019 - Software Engineering and Algorithm","5 of 5","2019","English","17578981","1757899X","","10.1088/1757-899X/563/5/052021","052021","2019 2nd International Conference on Advanced Electronic Materials, Computers and Materials Engineering, AEMCME 2019","April 19, 2019 - April 21, 2019","Changsha, China","151050","","Conference article (CA)","In this work, we introduce some new fixed point results of -admissible mappings on c-distance in cone metric spaces over Banach algebras, which are significant extensions and generalizations of many important known results. Furthermore, we give an example to illustrate our main results. © Published under licence by IOP Publishing Ltd.","18","Software engineering","Banach spaces - Mapping - Set theory - Topology","Banach algebra - Cone metric spaces - Fixed points","405.3 Surveying - 723.1 Computer Programming - 921.1 Algebra - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory","Number: 2016FD082, Acronym: -, Sponsor: Applied Basic Research Foundation of Yunnan Province; ","Our theorems in this paper are new, which are genuin improvements and generalizations of many resent known results in the literature. In addition, the research was partially supported by Yunnan Applied Basic Research Projects, Yunnan Province, China (No. 2016FD082).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
