Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Characteristic Analysis of Building Surface Material Combination","20181004884536","","Wang, Yao (1) ","(1) School of Fine Arts, Yunnan Normal University, Yunnan, China ","Wang, Yao(772967536@qq.com) ","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","","Institute of Physics Publishing","108","2","","January 30, 2018","2017 3rd International Conference on Environmental Science and Material Application, ESMA 2017 - 1. Material Application and Chemical Engineering","2 of 5","2018","English","17551307","17551315","","10.1088/1755-1315/108/2/022009","022009","2017 3rd International Conference on Environmental Science and Material Application, ESMA 2017","November 25, 2017 - November 26, 2017","Chongqing, China","134810","","Conference article (CA)","To study the composition of building materials, the composition and characteristics of building surface materials are analyzed. Based on the MPIRAN algorithm, 157 sets of samples are selected, of which 130 are used for study and the 27 is used for verification. Before modeling, all the sample inputs are normalized to the [0,1] range, and the mean error function is used to test the output error of the network. The commonly used RAN learning algorithm is compared with MPIRAN to verify its superiority. The simulation results show that MPIRAN learning algorithm is suitable for the classification of building materials. Compared with the other learning methods, it can also significantly reduce the number of hidden nodes in the network. Based on the above findings, it is concluded that the MPIRAN algorithm can reduce the network structure and improve the learning ability and calibration ability of the network, so that the correct classification of samples can be realized. © Published under licence by IOP Publishing Ltd.","10","Learning algorithms","Building materials - Environmental engineering","Building surface - Characteristic analysis - Hidden nodes - Learning abilities - Learning methods - Mean errors - Network structures - Output errors",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Inverse sum indeg index of the line graphs of subdivision graphs of some chemical structures","20183305681567","","Gao, Wei (1); Jamil, Muhammad K. (2); Javed, Aisha (2); Farahani, Mohammad R. (3); Imran, Muhammad (4) ","(1) School of Information Science and Technology, Yunnan Normal University, Kunming, China (2) Department of Mathematics, Riphah Institute of Computing and Applied Sciences (RICAS), Riphah International University, Lahore, Pakistan (3) Department of Applied Mathematics, Iran University of Science and Technology, Narmak, Tehran, Iran (4) Department of Mathematical Sciences, United Arab Emirates University, Al Ain, United Arab Emirates ","","UPB Scientific Bulletin, Series B: Chemistry and Materials Science","UPB Sci Bull Ser B","","Politechnica University of Bucharest, Splaiul Independentei 313 - Sector 6, Bucharest, 77206, Romania","80","3","97-104","2018","","","2018","English","14542331","","","","","","","","","SBPSFZ","Journal article (JA)","The degree-based topological indices correlate physico-chemical properties such as stability, strain energy, boiling point etc. of certain chemical compounds. Among the degree based topological indices inverse sum indeg index is a significant predictor of total surface area of some chemical compounds. In this paper, we compute the inverse sum indeg index of some chemical structure by using the line graphs of subdivision of these chemical graphs. © 2018 UPB Scientific Bulletin, Series B: Chemistry and Materials Science. All rights reserved.","11","Chemical stability","Graph theory - Graphic methods - Strain energy - Structure (composition)","Chemical graphs - Inverse Sum Indeg Index - Line graph - Molecular graphs - Physicochemical property - Subdivision graphs - Topological index - Total surface area","801 Chemistry - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory - 931.1 Mechanics - 951 Materials Science",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Facile Synthesis of Al@Al2O3 Microcapsule for High-Temperature Thermal Energy Storage","20183905857638","","Li, Kongzhai (1, 2, 3); Gu, Zhenhua (2); Zhu, Xing (1, 4); Wei, Yonggang (1); Wang, Hua (1, 2) ","(1) State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization, Kunming University of Science and Technology, 68 Wenchang Road, 121 Street, Kunming, Yunnan; 650093, China (2) Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, 68 Wenchang Road, 121 Street, Kunming, Yunnan; 650093, China (3) Department of Earth and Environmental Engineering, Columbia University, 500 West 120th Street, New York; NY; 10027, United States (4) Department of Chemical and Biomolecular Engineering, North Carolina State University, 911 Partners Way, Raleigh; NC; 27695, United States ","Li, Kongzhai(kongzhai.li@foxmai.com) ","ACS Sustainable Chemistry and Engineering","ACS Sustainable Chem. Eng.","","American Chemical Society","6","10","13226-13236","October 1, 2018","","","2018","English","","21680485","","10.1021/acssuschemeng.8b02840","","","","","","","Journal article (JA)","Preparation of high-temperature encapsulated phase change materials (PCMs) is very challengeable due to the high chemical corrosion of liquid metal and the high thermal stress caused by volume expansion. We herein report a novel strategy for preparing high-temperature Al@Al2O3 PCM. In this method, nano Ni species are loaded on the surface of Al spheres, which could accelerate the oxidation of the surface Al layer during calcination in air. By monitoring the oxygen consumption and the exothermic changes during the oxidation process, it is found that the oxidation of Al follows a stepwise process which results in the formation of a layered Al2O3 shell. The high oxygen consumption and relatively low activation energy (149-156 kJ/mol) suggests that the surface nickel species significantly accelerate the low-temperature (2O3 composites show a well-formed core-shell structure with 60-68 wt % of core fraction, high latent heat (289-312 J/g), and mitigated supercooling performance. The layered structure of the shell and the presence of voids in the core together strongly improve the elasticity of the core-shell structure by tuning the thermal stress resulting from the volumetric expansion of the Al core during melting, obtaining a very high stability in long-term melting-freezing cycles. © Copyright 2018 American Chemical Society.","53","Phase change materials","Activation energy - Alumina - Aluminum - Aluminum oxide - Encapsulation - Heat storage - High temperature corrosion - Latent heat - Melting - Oxidation - Oxygen - Shells (structures) - Temperature - Thermal expansion - Thermal stress","Core shell structure - Encapsulated phase change materials - High temperature thermal energy storages - Layered Structures - Low-activation energy - Oxygen consumption - Surface nickel species - Volumetric expansion",,"Number: 2014HB006, Acronym: -, Sponsor: Candidate Talents Training Fund of Yunnan Province; Number: 51774159, Acronym: -, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China (51774159 and 51604137), the Candidate Talents Training Fund of Yunnan Province (2014HB006), the Qinglan Project of Kunming University of Science and Technology, and China Scholarship Council (the International Clean Energy Talent Program, 2017).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The Study of Near-surface wind and pollution characteristics in Yuxi Center District","20183505753618","","Li, Jia (1); Zhang, Chaoneng (1); Ning, Ping (1); Hu, Zhendan (1); Liu, Hui (1); Qiu, Fei (2) ","(1) Kunming University of Science and Technology, Kunming; 650000, China (2) Yunnan Environmental Monitoring Center, Kunming; 650032, China ","Zhang, Chaoneng(514501316@qq.com) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","5","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 4. Environmental Materials","5 of 5","2018","English","17578981","1757899X","","10.1088/1757-899X/394/5/052045","052045","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","The pilot balloon observation system with dual theodolite was used to investigate the effect of near-surface wind characteristics on pollutant diffusion in Yuxi NO.1 middle school, and by using the meteorological observation data analysis of the different weather characteristic and the impact on the pollutant concentration distribution. The experimental results showed that the predominant wind direction was not so apparent due to the affection of channels to the wind and the valley of the wind. During the observation, the regional atmospheric stability is more unstable and neutral stability, and longer duration of neutral stability would not be good at contamination diffusion. Winds profile observed four types of irregular, reverse, extreme value, normal. Under neutral stability conditions, the degree of fitting of wind profile exponent P in normal-type wind velocity is good, and its value is 0.608. The mountain-valley wind relates to daily range of temperature and the greater this difference in temperature is, the more frequency of mountain-valley wind blowing. In the morning and evening is the transition of mountain-valley wind, the period of time due to wind direction changes, causing the circulate accumulation of the pollutants in the air over the city. © 2018 Published under licence by IOP Publishing Ltd.","21","Landforms","Bridge decks - Composite materials - Manufacture - Pollution - Stability","Atmospheric stability - Degree of fitting - Meteorological observation - Near-surface winds - Neutral stability - Pilot balloon observations - Pollutant concentration - Pollutant diffusion","401.1 Bridges - 481.1 Geology - 537.1 Heat Treatment Processes - 951 Materials Science","Number: 20140118, Acronym: -, Sponsor: -; Number: 2012CA016, Acronym: -, Sponsor: Yunnan Provincial Science and Technology Department; ","This work was financially supported by Major scientific research project of Yunnan provincial science and Technology Department (2012CA016) and Bidding Project of Yuxi Municipal Government (20140118)","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on the Reliability of the Supporting Structure of A Station Slope Using Numerical Simulation","20183505756593","","Guo, Yanhui (1, 2, 3); Gao, Caikun (2); Wang, Jianguo (1); He, Jin (1); Ma, Mengxiang (1) ","(1) College of Civil and Architectural Engineering, Yunnan Agricultural University, Kunming, Yunnan; 650201, China (2) Powerchina Kunming Engineering Corporation Limited, Kunming, Yunnan; 650051, China (3) College of Water Conservancy and Hydropower Engineering, Hohai University, Nanjing, Jiangsu; 210098, China ","Guo, Yanhui(418483499@qq.com) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","3","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 2. Engineering Materials and Manufacturing Engineering","3 of 5","2018","English","17578981","1757899X","","10.1088/1757-899X/394/3/032091","032091","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","The safety and reliability of the support structure is very important to the stability of slope. This paper takes a station slope project as the engineering background. On the basis of geological survey results and indoor geotechnical mechanics experiment, the 3D geological model was established by FLAC3D. According to the field excavation support design, the stability and reliability of the supporting structure was studied after the excavation and backfilling of the slope platforms formed. Which shows that the existing slope support structure and parameters can control slope stability well. The research results provides a reference for optimization support design. © Published under licence by IOP Publishing Ltd.","7","Slope stability","Bridge decks - Composite materials - Excavation - Geology - Ground supports - Manufacture - Reliability - Structural design","3-d geological models - Geotechnical mechanics - Research results - Stability and reliabilities - Stability of slopes - Support design - Support structures - Supporting structure","401.1 Bridges - 406.2 Roads and Streets - 408.1 Structural Design, General - 481.1 Geology - 537.1 Heat Treatment Processes - 951 Materials Science","Number: 2017M620433, Acronym: -, Sponsor: China Postdoctoral Science Foundation; Number: 2015RA069, Acronym: -, Sponsor: Bairen Program of Yunnan Province; ","This work was financially supported by the Postdoctoral Science Foundation of China, The project number is 2017M620433. Also this work was financially supported by the Yunnan province science and technology plan project (science and technology benefit people plan 2015RA069)","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Scheduling Analysis of Imprecise Mixed-Criticality Real-Time Tasks","20180304657575","","Liu, Di (1, 2); Guan, Nan (1); Spasic, Jelena (3); Chen, Gang (4); Liu, Songran (4); Stefanov, Todor (3); Yi, Wang (4) ","(1) Department of Computing, Hong Kong Polytechnic University, Hong Kong, Hong Kong (2) National Pilot School of Software, Yunnan University, Kunming, Yunnan; 650221, China (3) Leiden Institute of Advanced Computer Science, Leiden University, Leiden, EZ, Netherlands (4) School of Computer Science and Engineering, Northeastern University, Shenyang; 110004, China ","Guan, Nan(nan.guan@polyu.edu.hk) ","IEEE Transactions on Computers","IEEE Trans Comput","","IEEE Computer Society","67","7","975-991","July 1, 2018","","","2018","English","00189340","15579956","","10.1109/TC.2018.2789879","8247214","","","","","ITCOB4","Journal article (JA)","In this paper, we study the scheduling problem of the imprecise mixed-criticality model (IMC) under earliest deadline first with virtual deadline (EDF-VD) scheduling upon uniprocessor systems. Two schedulability tests are presented. The first test is a concise utilization-based test which can be applied to the implicit deadline IMC task set. The suboptimality of the proposed utilization-based test is evaluated via a widely-used scheduling metric, speedup factors. The second test is a more effective test but with higher complexity which is based on the concept of demand bound function (DBF). The proposed DBF-based test is more generic and can apply to constrained deadline IMC task set. Moreover, in order to address the high time cost of the existing deadline tuning algorithm, we propose a novel algorithm which significantly improve the efficiency of the deadline tuning procedure. Experimental results show the effectiveness of our proposed schedulability tests, confirm the theoretical suboptimality results with respect to speedup factor, and demonstrate the efficiency of our proposed algorithm over the existing deadline tunning algorithm. In addition, issues related to the implementation of the IMC model under EDF-VD are discussed. © 1968-2012 IEEE.","32","Real time systems","Accident prevention - Analytical models - Criticality (nuclear fission) - Efficiency - Interactive computer systems - Response time (computer systems) - Scheduling - Scheduling algorithms - Testing","Computational model - Earliest deadline first - Mixed criticalities - Schedulability test - Scheduling analysis - Scheduling problem - Uniprocessor systems - Utilization based tests",,"Number: ECS 25204216, Acronym: HKADC, Sponsor: Hong Kong Arts Development Council; Number: GRF 15204917, Acronym: HKADC, Sponsor: Hong Kong Arts Development Council; Number: 61702085, Acronym: -, Sponsor: National Aerospace Science Foundation of China; Number: 61532007, Acronym: -, Sponsor: National Aerospace Science Foundation of China; Number: 61672140, Acronym: -, Sponsor: National Aerospace Science Foundation of China; Number: -, Acronym: PolyU, Sponsor: Hong Kong Polytechnic University; Number: -, Acronym: URC, HKU, Sponsor: University Research Committee, University of Hong Kong; ","This work is supported by the Research Grants Council of Hong Kong (ECS 25204216, GRF 15204917) and University Grants Committee of Hong Kong under Project 1-ZVJ2 through The Hong Kong Polytechnic University, the National Nature Science Foundation of China (Grant No. 61672140, 61702085, and 61532007).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research and Implementation of Special Agricultural Products Promotion System Based on Android","20183805838802","","Wang, Jie (1, 2); Yuan, Lei (1, 2) ","(1) School of Information Science and Technology, Yunnan Normal University, Kunming, China (2) Engineering Research Centre, Ministry of Education on Geography Information Technology of Western Resource Environment, Kunming, China ","Yuan, Lei(v_ict@163.com) ","Journal of Physics: Conference Series","J. Phys. Conf. Ser.","","Institute of Physics Publishing","1069","1","","August 30, 2018","3rd Annual International Conference on Information System and Artificial Intelligence, ISAI 2018","1 of 1","2018","English","17426588","17426596","","10.1088/1742-6596/1069/1/012052","012052","3rd Annual International Conference on Information System and Artificial Intelligence, ISAI 2018","June 22, 2018 - June 24, 2018","Suzhou, Jiangsu, China","139531","","Conference article (CA)","In order to break the difficult realistic predicament of the promoting special agricultural product, so that, the agricultural product resources can be effectively promoted, the survey based on the mobile GIS technology architecture, integrated application of mobile Internet technology and JavaScript dynamic, interactive technology, having the aid of Android Studio development tools to design and implement a set of special agricultural products promotion system based on Android. The system adopts the four-tier architecture model of the database layer, platform layer, business logic layer and application layer to achieve high cohesion and low coupling characteristics of the system. Based on the comprehensive application of technology architecture of mobile GIS and various technologies, solving the deficiency of two-dimensional presentation of agricultural product promotion information for the traditional mobile terminal system. The practical application in Fumin county shows that the system has the advantages of strong real-time dynamic interaction and vivid visualization of information, it has effectively built a visual, interactive platform of mobile communication between supply and demand sides for local agricultural product promotion to increase the application level of rural information technology, helping rural agricultural development and raising farmers' income have important application value and practical significance. © 2018 Institute of Physics Publishing. All rights reserved.","16","Mobile telecommunication systems","Agricultural products - Android (operating system) - Architecture - Artificial intelligence - Economics - Information systems - Information use - Memory architecture - Product design","Agricultural development - Design and implements - Four-tier architectures - Integrated applications - Interactive technology - Mobile Internet technology - Technology architectures - Visualization of information","402 Buildings and Towers - 722 Computer Systems and Equipment - 723 Computer Software, Data Handling and Applications - 723.4 Artificial Intelligence - 821.4 Agricultural Products - 903.3 Information Retrieval and Use - 913.1 Production Engineering - 971 Social Sciences",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Improvement of TF-IDF Algorithm Based on Knowledge Graph","20184406029376","","Wang, Yanpeng (1); Zhang, Dehai (1); Yuan, Ye (1); Liu, Qing (1); Yang, Yun (1) ","(1) Yunnan University, Software College, Kunming, China ","","Proceedings - 2018 IEEE/ACIS 16th International Conference on Software Engineering Research, Management and Application, SERA 2018","Proc. - IEEE/ACIS Int. Conf. Softw. Eng. Res., Manag. Appl., SERA","IEEE Computer Society; International Association for Computer and Information Sciences (ACIS)","Institute of Electrical and Electronics Engineers Inc.","","","19-24","September 28, 2018","Proceedings - 2018 IEEE/ACIS 16th International Conference on Software Engineering Research, Management and Application, SERA 2018","1 of 1","2018","English","","","9781538658864","10.1109/SERA.2018.8477196","8477196","16th IEEE/ACIS International Conference on Software Engineering Research, Management and Application, SERA 2018","June 13, 2018 - June 15, 2018","Kunming, China","140242","","Conference article (CA)","The TF-IDF algorithm is commonly used for text information retrieval and data mining. The traditional TF-IDF algorithm does not consider the domain characteristics of the article, and does not consider the distribution ratio. Currently, the solution proposed by many scholars only solves the problems of distribution ratio and the like, and does not solve the problem that the domain keywords have unreasonable weights. The problem has led to the use of domain-specific applications where relevant keywords in some areas have not been given appropriate weights. This paper proposes an improved method based on domain knowledge graph. This method will mainly consider the application of the legal field, and use the legal knowledge graph to make improvements to the TF-IDF algorithm, so as to achieve the reasonable weight assigned to the domain-related keywords in text feature extraction. Experiments show that this method can effectively improving the accuracy of the extraction. © 2018 IEEE.","23","Data mining","Application programs - Engineering research - Extraction - Problem solving","Distribution ratio - Domain knowledge - Domain-specific application - Knowledge graphs - Legal field - Text information retrievals - TF-IDF - TF-IDF algorithms","723 Computer Software, Data Handling and Applications - 723.2 Data Processing and Image Processing - 802.3 Chemical Operations - 901.3 Engineering Research","","This work is supported by: (i) Natural Science Foundation China (NSFC) under the Grant No. 61402397, 61263043 and 61663046; (ii) Yunnan Applied Fundamental Research Project under the Grant No. 2016FB104; (iii) Yunnan Provincial Young academic and technical leaders reserve talents under the Grant No. 2017HB005; (iv) Yunnan Provincial Innovation Team under the Grant No. 2017HC012; (v) The National Nature Science Fund Project (61562093), Key Project of Applied Basic Research Program of Yunnan Province (2016FA024); (vi) MOE Key Laboratory of Educational Informatization for Nationalities (YNNU) Open Funding Project (EIN2017001).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Continual learning based on evolution strategy","20185006224469","","Min, Liang (1); Wang, Meng (1) ","(1) School of Information Engineering and Automation, Kunming University of Science and Technology, Kunming, Yunnan; 650500, China ","Wang, Meng(vicong68@qq.com) ","ISCIIA and ITCA 2018 - 8th International Symposium on Computational Intelligence and Industrial Applications and 12th China-Japan International Workshop on Information Technology and Control Applications","ISCIIA ITCA - Int. Symp. Comput. Intell. Ind. Appl. China-Japan Int. Workshop Inf. Technol. Control Appl.","Fuji Technology Press Ltd.","Fuji Technology Press Ltd","","","","2018","ISCIIA and ITCA 2018 - 8th International Symposium on Computational Intelligence and Industrial Applications and 12th China-Japan International Workshop on Information Technology and Control Applications","1 of 1","2018","English","","","","","","8th International Symposium on Computational Intelligence and Industrial Applications and 12th China-Japan International Workshop on Information Technology and Control Applications, ISCIIA and ITCA 2018","November 2, 2018 - November 6, 2018","Tengzhou, Shandong, China","141967","","Conference article (CA)","Continual Learning is a particularly challenge for artificial neural networks. Problems in continual learning with neural networks commonly manifest as the phenomenon of catastrophic forgetting. In this paper, we propose an approach that based on evolution strategy to solve this problem. Through evolution strategy, we can avoid the local optimum when the parameters are optimized. Moreover, we prevent allocating additional neural resources for new knowledge. We show that the proposed mechanism is effective for reducing catastrophic forgetting. Experiment results of our method to datasets CIFAR10 and CIFAR100, MNIST, Fashion-MNIST, SVHN show its higher accuracy to the state-of-art methods. © ISCIIA and ITCA 2018 - 8th International Symposium on Computational Intelligence and Industrial Applications and 12th China-Japan International Workshop on Information Technology and Control Application.","14","Optimization","Neural networks","Catastrophic forgetting - Continual learning - Evolution strategies - Local optima - State-of-art methods","921.5 Optimization Techniques",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Ammonia Leaching of Zinc from Low-grade Oxide Zinc Ores Using the Enhancement of the Microwave Irradiation","20175104547538","","Li, Shiwei (1, 2, 3, 4); Li, Haoyu (1, 2, 3, 4); Chen, Weiheng (1, 2, 3, 4); Peng, Jinhui (1, 2, 3, 4); Ma, Aiyuan (1, 2, 3, 4); Yin, Shaohua (1, 2, 3, 4); Zhang, Libo (1, 2, 3, 4); Yang, Kun (1, 2, 3, 4) ","(1) State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization, Kunming University of Science and Technology, Kunming, Yunnan; 650093, China (2) Yunnan Provincial Key Laboratory of Intensification Metallurgy, Kunming, Yunnan; 650093, China (3) Natl. Local Joint Laboratory of Engineering Application of Microwave Energy and Equipment Technology, Kunming, Yunnan; 650093, China (4) Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming, Yunnan; 650093, China ","Peng, Jinhui(jhpeng@kmust.edu.cn) ","International Journal of Chemical Reactor Engineering","Int. J. Chem. Reactor Eng.","","Walter de Gruyter GmbH","16","3","","March 26, 2018","","","2018","English","","15426580","","10.1515/ijcre-2017-0055","20170055","","","","","","Journal article (JA)","Irradiated roast treatment and the ammonia leaching processing were conducted to deal with the low-grade oxide zinc ores. The ZnCO3phase was hard to be attended, which was the reason for the low leaching rate of the complicated zinc ores. The mineral phase transformation of the ZnCO3phase was generated after the ores irradiated in the microwave at the temperature of 673 K. The irradiated ores generated more small particles, it was the reason that the leaching rate of the complicated zinc ores was increased. When the leaching processing of the irradiated roasted ores was conducted under the conditions of the total ammonia concentration of 6 mol/L, the liquid to solid phase ratio of 11:1, the leaching temperature of 298 K, the leaching time of 150 min and the stirring speed of 400 rpm, 88.3 % of zinc could be achieved, which was the maximum leaching rate of the irradiated ores. © 2018 Walter de Gruyter GmbH, Berlin/Boston 2018.","23","Ores","Ammonia - Calcination - Irradiation - Leaching - Microwave irradiation - Phase transitions - Zinc ore treatment","Ammonia concentrations - Ammonia leaching - Leaching rates - Leaching time - Small particles - Solid phase ratio - Stirring speed - Zinc ores","533.1 Ore Treatment - 711 Electromagnetic Waves - 801.4 Physical Chemistry - 802.3 Chemical Operations - 804.2 Inorganic Compounds","Number: 51604135, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by National Natural Science Foundation of China (51604135).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
