Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Multi-source information fusion strategies of aerial parts in FTIR-ATR spectroscopic characterization and classification of Paris polyphylla var. yunnanensis","20192707146236","","Pei, Yi-fei (1, 2); Zuo, Zhi-tian (1); Zhang, Qing-zhi (2); Wang, Yuan-zhong (1) ","(1) Institute of Medicinal Plants, Yunnan Academy of Agricultural Sciences, Kunming; 650200, China (2) College of Traditional Chinese Medicine, Yunnan University of Chinese Medicine, Kunming; 650500, China ","Wang, Yuan-zhong(boletus@126.com) ","Journal of Molecular Structure","J. Mol. Struct.","","Elsevier B.V.","1196","","478-490","15 November 2019","","","2019","English","00222860","","","10.1016/j.molstruc.2019.06.099","","","","","","JMOSB4","Journal article (JA)","The rational utilization of aerial parts (stem and leaf) of Paris polyphylla var. yunnanensis (P. yunnanensis) is increasingly being studied, due to the growing scarcity of resources. In our study, the geographical origin and cultivation year classification of 662 cultivated P. yunnanensis rhizome, stem and leaf samples from Yuxi, Lijiang and Honghe cities were analyzed by Fourier transform infrared-attenuated total reflectance (FTIR-ATR) spectra using principal component analysis (PCA), partial least squares-discriminant analysis (PLS-DA), random forest (RF) methods combined with multi-source information fusion strategies. Firstly, samples collected from Honghe procedure among all geographical origins were showed higher consistency by biomass analysis. Besides, the PLS-DA model of leaves part was obtained the better geographical origin classification ability than that of underground part (rhizomes), which demonstrate that leaves can be applied to identify geographical origins of P. yunnanensis effectively. And the geographical origins have a greater influence on the P. yunnanensis samples than the cultivation years. Thirdly, the PLS-DA model based on aerial parts combined with high-level multi-source information fusion strategy and important variables selection method can reach the best classification effect (100%) as same as the models of individual dataset of rhizomes. Our study provides a reference for the rational utilization of aerial parts (stems and leaves) for P. yunnanensis such as in the field of fast and effectively classification researches. © 2019 Elsevier B.V.","40","Principal component analysis","Antennas - Cultivation - Decision trees - Discriminant analysis - Fourier transform infrared spectroscopy - Information fusion - Least squares approximations - Value engineering","Aerial parts - Fourier transform infrared attenuated total reflectances - FT-IR-ATR - Multi-source information fusion - Origin traceability - Paris polyphylla var. yunnanensis - Partial least squares discriminant analyses (PLSDA) - Spectroscopic characterization","801 Chemistry - 821.3 Agricultural Methods - 903.1 Information Sources and Analysis - 911.5 Value Engineering - 921.6 Numerical Methods - 922.2 Mathematical Statistics - 961 Systems Science","Number: 2017FA049, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; ","This work was sponsored by Yunnan Provincial Natural Science Foundation (2017FA049).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Augmented-reality-driven medical simulation platform for percutaneous nephrolithotomy with cybersecurity awareness","20191506763857","","Tai, Yonghang (1, 2); Wei, Lei (2); Zhou, Hailing (2); Peng, Jun (3); Li, Qiong (1); Li, Feiyan (1); Zhang, Jun (1); Shi, Junsheng (1) ","(1) Yunnan Key Laboratory of Opto-electronic Information Technology, Yunnan Normal University, Kunming, China (2) Institute for Intelligent Systems Research and Innovation, Deakin University, Geelong; VIC, Australia (3) Department of Urology Surgery, Yunnan First People’s Hospital, Kunming, China ","Zhang, Jun(junzhang@ynnu.edu.cn) ","International Journal of Distributed Sensor Networks","Int. J. Distrib. Sens. Netw.","","SAGE Publications Ltd","15","4","","April 1, 2019","","","2019","English","15501329","15501477","","10.1177/1550147719840173","","","","","","","Journal article (JA)","With cybersecurity guaranteed, a novel augmented-reality-driven medical simulation platform was designed for percutaneous renal access, which can overcome the limitations of conventional bench simulators and existing augmented reality models. This article presents a new framework design and establishes validations for the simulator for percutaneous nephrolithotomy (SimPCNL) assessment with the consideration of cybersecurity in the implementation. In particular, the new cybersecurity awareness design includes code security and hardware security. SimPCNL is mainly composed of a personal computer and two PHANTOM Omni (three-dimensional haptic device) with one stylus that mimics the percutaneous needle. A database storing clinical fluoroscopic images of percutaneous nephrolithotomy and a reproduced visual–haptic environment mimicking actual surgical performance consist of the training interface. In total, 54 professors comprising 36 medical students and 18 urologists were employed to evaluate the simulator we designed, which performed in the surgical department of Yunnan First People’s Hospital. Objective metrics and Global Rating Scale questionnaire are used to record the face and content validities, skills improvement validity, construct validity, and criterion validity. The median appraisal value of the face and content was 4 (1–5) by 18 urologists. Professors’ results demonstrated extremely better than medical students’ in total evaluation results. After a training group of medical students, SimPCNL showed a better result than the commercial training framework, especially for the quantitative feedbacks group. SimPCNL Global Rating Scale scores and objective assessment demonstrated a better result than PERC Mentor in percutaneous renal access surgical training. Training percutaneous renal access on SimPCNL is reliable and versatile through the face, content, improvement construct, and criterion validations. Furthermore, we also consider cybersecurity when implementing our novel platform. © The Author(s) 2019.","43","Simulation platform","Augmented reality - Haptic interfaces - Personal computers - Simulators - Students - Surgery","Cyber security - Fluoroscopic images - Objective assessment - percutaneous renal access - Quantitative feedbacks - Security awareness - Surgical training - Training framework","461.6 Medicine and Pharmacology - 722.2 Computer Peripheral Equipment - 722.4 Digital Computers and Systems - 723 Computer Software, Data Handling and Applications","Number: 61650401, Acronym: -, Sponsor: National Natural Science Foundation of China; ","The authors thank Professor Minghui Xiao, Dr Min Zou, Dr Jie Shen, and Mr Ran Cao of Yunnan First People’s Hospital for the helpful surgical suggestions. The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: This research was funded by the National Natural Science Foundation of China (61650401) and the National Science Foundation of Yunnan Province, China (ZD2014004) of Yunnan Key Laboratory of Opto-electronic Information Technology, Kunming, China.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Characterization of Biochar Properties Before and After NaClO Oxidation by Molecular Markers of Benzene Polycarboxylic Acids","20193407357374","NaClO","Chang, Zhaofeng (1); Tian, Luping (2); Liang, Ni (1); Zhang, Pengchao (1); Zhou, Dandan (1); Zhang, Jun (1); Wu, Min (1) ","(1) Faculty of Environmental Science & Engineering, Kunming University of Science & Technology, Kunming; 650500, China (2) Yunnan Institute of Environmental Science, Kunming; 650500, China ","Wu, Min(minwup@hotmail.com) ","Cailiao Daobao/Materials Reports","Cailiao Daobao/Mater. Rep.","","Cailiao Daobaoshe/ Materials Review","33","6","2089-2094","June 25, 2019","","","2019","Chinese","","","","10.11896/cldb.18040085","","","","","","","Journal article (JA)","Exemplified by nine polycyclic aromatic hydrocarbons (PAHs) and four pure compounds, the process of HNO3 oxidation of biochar to produce benzene polycarboxylic acids (BPCAs) molecular markers was investigated. It had been proved that BPCAs could be adopted to describe the carbon black or condensed organic matter in the environment quantitatively and qualitatively. Then, biochar was prepared from cellulose (CE) and lignin (LG) at different temperatures (0-500). The variations of BPCAs information before and after NaClO oxidation were analyzed and compared by conventional physicochemical characterization. The results indicated that the total content of BPCAs and the relative content of benzene hexacarboxylic acid (B6CA) increased with the increasing preparation temperature of biochars, which meant that the condensation degree of biochar increased with the increasing temperature and the condensation degree of lignin biochar was higher than that of cellulose biochar at the same temperature. NaClO oxidation resulted in a BPCAs mass loss of 1.8%-79.3% in biochar, while there was no obvious change of BPCA proportion in each individual monomer, indicting that NaClO oxidation would not alter the distribution pattern of BPCAs in biochar. Both the ratios of benzene pentacarboxylic acid/benzene hexacarboxylic acid (B5CA/B6CA) and benzene hexacarboxylic acid/benzene tetracarboxylic acid (B6CA/B4CAs) were employed to discriminate the source of environmental carbon black, and the denoted same biochars sources before and after NaClO oxidation confirmed that BPCAs method is highly reliable in identifying biochar sources in the environment. © 2019, Materials Review Magazine. All right reserved.","32","Sodium compounds","Benzene - Carbon black - Cellulose - Chlorine compounds - Condensation - Lignin - Mineral oils - Oxidation - Polycyclic aromatic hydrocarbons - Stoichiometry","Benzene polycarboxylic acids - Bio chars - Condensed organic matters - Increasing temperatures - Physico-chemical characterization - Polycyclic aromatic hydrocarbons (PAHS) - Preparation temperatures - Sodium hypochlorites","513.3 Petroleum Products - 801.4 Physical Chemistry - 802.2 Chemical Reactions - 802.3 Chemical Operations - 803 Chemical Agents and Basic Industrial Chemicals - 804.1 Organic Compounds - 811.3 Cellulose, Lignin and Derivatives","Number: 41473116, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 41663013, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was financially supported by the National Natural Science Foundation of China (41663013, 41473116).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Authorization of Searchable CP-ABE scheme with attribute revocation in cloud computing","20193507360366","","Wang, Fucai (1); Shi, Ting (1); Li, Shijin (2) ","(1) Yunnan School of Business, Information and Engineering, China (2) Yunnan University of Finance and Economics, China ","Li, Shijin(sothink1984@126.com) ","Proceedings of 2019 IEEE 8th Joint International Information Technology and Artificial Intelligence Conference, ITAIC 2019","Proc. IEEE Jt. Int. Inf. Technol. Artif. Intell. Conf., ITAIC","Chengdu Global Union Academy of Science and Technology; Chongqing Geeks Education Technology Co., Ltd; Chongqing Global Union Academy of Science and Technology; Chongqing University of Technology; IEEE Beijing Section","Institute of Electrical and Electronics Engineers Inc.","","","204-208","May 2019","Proceedings of 2019 IEEE 8th Joint International Information Technology and Artificial Intelligence Conference, ITAIC 2019","1 of 1","2019","English","","","9781538681787","10.1109/ITAIC.2019.8785559","8785559","8th IEEE Joint International Information Technology and Artificial Intelligence Conference, ITAIC 2019","May 24, 2019 - May 26, 2019","Chongqing, China","150447","","Conference article (CA)","Most searchable attribute-based encryption schemes only support the search for single-keyword without attribute revocation, the data user cannot quickly detect the validity of the ciphertext returned by the cloud service provider. Therefore, this paper proposes an authorization of searchable CP-ABE scheme with attribute revocation and applies the scheme to the cloud computing environment. The data user to send the authorization information to the authorization server for authorization, assists the data user to effectively detect the ciphertext information returned by the cloud service provider while supporting the revocation of the user attribute in a fine-grained access control structure without updating the key during revocation stage. In the random oracle model based on the calculation of Diffie-Hellman problem, it is proved that the scheme can satisfy the indistinguishability of ciphertext and search trapdoor. Finally, the performance analysis shows that the scheme has higher computational efficiency. © 2019 IEEE.","19","Cryptography","Access control - Artificial intelligence - Cloud computing - Computational efficiency - Distributed database systems - Search engines","Attribute Revocation - Attribute-based encryption schemes - Authorization Servers - Cloud computing environments - Cloud service providers - Diffie-Hellman problem - Multi keywords - Provable security","722.4 Digital Computers and Systems - 723 Computer Software, Data Handling and Applications","Number: 61263022, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61303234, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61763048, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China under Grant No.61763048, No.61263022, No.61303234, Yunnan Provincial Applied Basic Research Program under Grant No.2017FB095, the 18th batch of Yunnan Young and Middle-aged Academic and Technical Leaders Reserve Talent Development Program under Grant No.2015HB038 and the information construction of higher education management under Internet plus model under Grant No.41611217214",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Process regulation of microwave intensified synthesis of Y-type zeolite","20192006923758","","Le, Thiquynhxuan (1, 2, 3); Wang, Qi (2, 3, 4); Pan, Bo (1); Ravindra, A.V. (2, 3, 4); Ju, Shaohua (2, 3, 4); Peng, Jinhui (3) ","(1) Faculty of Environmental Science and Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650500, China (2) State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China (3) Key Laboratory of Unconventional Metallurgy, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China (4) Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China ","Ju, Shaohua(shj_200801@126.com) ","Microporous and Mesoporous Materials","Microporous Mesoporous Mater.","","Elsevier B.V.","284","","476-485","August 2019","","","2019","English","13871811","","","10.1016/j.micromeso.2019.04.029","","","","","","MIMMFJ","Journal article (JA)","A rapid microwave heating method is proposed for the liquid phase synthesis of Y-type zeolite under high-temperature conditions. The effect of microwave heating temperatures, crystallization time and silica to alumina ratio on the synthesis of Y-type zeolite is systematically investigated. The synthesized samples are characterized by XRD, SEM, FT-IR, N2 sorption and particle size analysis. Microwave treatment was found to promote the high-temperature synthesis of Y-type zeolite with the advantages of shorter crystallization time and product properties of the produced Y-type zeolite. Specifically, under the optimized conditions, such as input ratio of Si/Al of 4, microwave heating temperature of 150 °C, crystallization time of 0.5 h, pure Y-type zeolite is synthesized with BET specific surface area of 645 m2/g and the total pore volume is 0.322 cm3/g. The evolution order of zeolites with crystallization temperature is as follows: amorphous phase, Y-type zeolite, and P2 zeolite. An extended crystallization time or increased ratio of Si/Al facilitated the formation of P2 zeolite and analcime-C. The synthesis process promoted by microwave is explained by the high-speed rotation of polar water molecules, the formation of isolated water molecules and the dispersion of initial aluminosilicate gel in the microwave field. © 2019","34","Zeolites","Alumina - Aluminum oxide - Microwave heating - Microwaves - Molecules - Particle size - Particle size analysis - Silica - Synthesis (chemical)","BET specific surface area - Crystallization temperature - High temperature - High temperature condition - High-temperature synthesis - Liquid-phase synthesis - Microwave synthesis - Y-type zeolites","711 Electromagnetic Waves - 711.1 Electromagnetic Waves in Different Media - 802.2 Chemical Reactions - 804.2 Inorganic Compounds - 931.3 Atomic and Molecular Physics - 951 Materials Science","Number: -, Acronym: -, Sponsor: Candidate Talents Training Fund of Yunnan Province; Number: 2018M633424, Acronym: -, Sponsor: China Postdoctoral Science Foundation; ","The authors acknowledge the financial support provided by China Postdoctoral Science Foundation, China ( 2018M633424 ); the first batch of Yunnan Provincial Postdoctoral Research Fund Project , China; Yunnan Province Post-Doctoral Training Fund, China in 2018; Applied Basic Research Program of Yunnan Province, China in 2019 and Kunming University of Science and Technology, China for Post-Doctoral Fellowship.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Regional controls on daily to interannual variations of precipitation isotope ratios in Southeast China: Implications for paleomonsoon reconstruction","20193707416623","","Ruan, Jiaoyang (1); Zhang, Hongyu (1); Cai, Zhongyin (2); Yang, Xiaoqiang (1); Yin, Jian (1) ","(1) Guangdong Provincial Key Laboratory of Geodynamics and Geohazards, Southern Marine Science and Engineering Guangdong Laboratory (Zhuhai), School of Earth Sciences and Engineering, Sun Yat-sen University, Guangzhou; 510275, China (2) Institute of International Rivers and Eco-security, Yunnan University, Kunming; 650091, China ","Cai, Zhongyin(zyc@ynu.edu.cn) ","Earth and Planetary Science Letters","Earth Plan. Sci. Lett.","","Elsevier B.V.","527","","","1 December 2019","","","2019","English","0012821X","","","10.1016/j.epsl.2019.115794","115794","","","","","","Journal article (JA)","Many key paleomonsoon records in East Asia rely on past precipitation isotope ratios (δ18Op) as proxies for hydroclimate, however, the relationship between climate variability and δ18Op remains an ongoing debate. Here we investigate dominant climatic drivers and test actively-discussed hypotheses of Southeast China δ18Op variability over multiple timescales, using an 8-yr-long daily δ18Op record from Guangzhou and updated GNIP dataset from Hong Kong. Our moisture source diagnostic analyses suggest that the primary moisture of Guangzhou precipitation essentially comes from the proximal northern South China Sea (SCS). Convective activities over the primary moisture source regions, measured by cumulative precipitation along back-trajectory, regional precipitation and outgoing longwave radiation, play a key role in regulating δ18Op variability across different timescales. These effects can be related to the direct changes of convection intensity over the SCS or the indirect changes associated with the shift of moisture source. In consequence, δ18Op records seasonal monsoon dynamics associated with the intertropical convergence zone migration and the El Niño-Southern Oscillation (ENSO). Further tests of different hypotheses and their links to the ENSO via the 2015 strong El Niño event support the above conclusions. Taken together, these results demonstrate that Southeast China δ18Op represents a spatial-temporally integrated measure of precipitation and convection tracing from the measured site to moisture sources, shedding light on the interpretation of paleo-isotope data in the monsoon domain. © 2019 Elsevier B.V.","48","Moisture","Atmospheric pressure - Atmospheric thermodynamics - Climatology - Heat convection - Isotopes - Statistical tests","Cumulative precipitation - ENSO - Intertropical convergence zone - Moisture sources - monsoon - Northern South China Sea - Outgoing longwave radiation - Oxygen isotopes","443 Meteorology - 443.1 Atmospheric Properties - 641.2 Heat Transfer - 922.2 Mathematical Statistics","Number: 2019M653505, Acronym: -, Sponsor: China Postdoctoral Science Foundation; Number: 32110-31610332, Acronym: -, Sponsor: Fundamental Research Funds for the Central Universities; Number: 41672162, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 41807415, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 41872217, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","We thank X. Yang and T. Yao at Institute of Tibetan Plateau Research, CAS who made their Guangzhou daily &delta;O data publicly available. The IAEA (GNIP database) provided the long-term precipitation isotope dataset from Hong Kong. The NOAA Air Resources Laboratory (ARL) provided the HYSPLIT transport and dispersion model. The NASA Goddard Space Flight Centre provided GPCP data. The NOAA/OAR/ESRL PSD provided OLR data. The NOAA CPC provided the Ni&ntilde;o 3.4 SST index. Daily meteorological data was provided by Guangzhou meteorological office. We thank X.-S. Wang at McGill University for his valuable comments on this manuscript. This research was supported by the National Natural Science Foundation of China (Grant No. 41807415), the Fundamental Research Funds for the Central Universities (Grant No. 32110-31610332), and the China Postdoctoral Science Foundation (Grant No. 2019M653505). X.Q.Y. acknowledges support from the NSFC grants 41672162 and 41872217 and Guangdong Province Introduced Innovative R&D Team of Geological Processes and Natural Disasters around the South China Sea 2106ZT06N331.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Genetic monkeys reveal a new role for a longevity protein in embryonic development","20192807170189","","Niu, Yuyu (1) ","(1) Yunnan Key Laboratory of Primate Biomedicine Research, Institute of Primate Translational Medicine, Kunming University of Science and Technology, China ","Niu, Yuyu(niuyy@lpbr.cn) ","National Science Review","Natl. Sci. Rev.","","Oxford University Press","6","3","392","May 1, 2019","","","2019","English","20955138","2053714X","","10.1093/nsr/nwz051","","","","","","","Journal article (JA)","","5",,,,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Phosphorus (P) release risk in lake sediment evaluated by DIFS model and sediment properties: A new sediment P release risk index (SPRRI)","20193907476634","","Wu, Zhihao (1, 2, 3); Wang, Shengrui (1, 2, 3); Ji, Ningning (1, 2) ","(1) National Engineering Laboratory for Lake Pollution Control and Ecological Restoration, Institute of Lake Environmental, Chinese Research Academy of Environmental Sciences (CRAES), Beijing; 100012, China (2) College of Water Sciences, Beijing Normal University, Beijing; 100875, China (3) Yunnan Key Laboratory of Pollution Process and Management of Plateau Lake-Watershed, Kunming; Yunnan Province; 650034, China ","Wang, Shengrui(wangsr@bnu.edu.cn) ","Environmental Pollution","Environ. Pollut.","","Elsevier Ltd","255","","","December 2019","","","2019","English","02697491","18736424","","10.1016/j.envpol.2019.113279","113279","","","","","ENPOEK","Journal article (JA)","A new sediment P release risk index (SPRRI) for 'in-situ' phosphorus (P) release risk in lake sediment, is developed based on diffusive gradients in thin films (DGT) technique, DGT induced flux in sediments (DIFS) model and sediment properties. SPRRI includes three sub-indexes, which contain (1) the labile P pool size, (2) resupply constant (r) and desorption rate (Dspt rate) for P transfer and (3) the molar ratio between iron (Fe) in sequential extraction for sediment P by bicarbonate-dithionite (BD) and aluminum (Al) by NaOH (at 25 °C), i.e. BD(Fe)/Al[NaOH25] in sediment solid. The first sub-index considers P release from (i) sediment with NH4Cl-P+BD-P pool, i.e. the loosely sorbed P (NH4Cl-P) plus iron associated P (BD-P), or (ii) sediment with NH4Cl-P pool, respectively. The second and third sub-indexes reflect kinetic P desorption and resupply ability of solid phase, and the effect of P sequestration by Al hydroxide on P release, in turn. The inner relationship between SPRRI and sub-indexes, and their effects on P release risk are elucidated. SPRRI can be used to evaluate sediment P reactivity by five release risk ranks. For Lake Dianchi (China), P transfer dynamics, labile P pool, resupply ability and Al-P in sediment, and 'external P-loading' control and affect P release risk in different regions, which is reflected by the spatial distribution map for SPRRI. The present SPRRI can be applied for lakes with (1) pH range varying from moderate acidity to weak alkalinity in waterbody and (2) NH4Cl-P or NH4Cl-P+BD-P pool in sediment solid. © 2019 Elsevier Ltd","61","Sediments","Alkalinity - Aluminum compounds - Chlorine compounds - Desorption - Iron - Lakes - Molar ratio - pH - Phosphorus - Risk assessment - Sodium hydroxide","Desorption rate - Diffusive gradients - Diffusive gradients in thin films - Lake sediments - Risk indices - Sediment properties - Sequential extraction - Spatial distribution map","483 Soil Mechanics and Foundations - 545.1 Iron - 801.1 Chemistry, General - 802.3 Chemical Operations - 804 Chemical Products Generally - 914.1 Accidents and Accident Prevention","Number: 2012ZX07102-004, Acronym: -, Sponsor: Major Science and Technology Program for Water Pollution Control and Treatment; Number: 230200069, Acronym: -, Sponsor: -; Number: 312232102, Acronym: BNU, Sponsor: Beijing Normal University; ","This research was supported by National Major Science and Technology Program for Water Pollution Control and Treatment, China ( 2012ZX07102-004 ); Open fund project of Yunnan Key Laboratory of Pollution Process and Management of Plateau Lake-Watershed, China (No. 230200069 ) and the talent project of Beijing Normal University, China (No. 312232102 ). Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on the automatic classification algorithm of dongba hieroglyphs","20190606484472","","Yang, Yuting (1); Kang, Houliang (2) ","(1) Culture and Tourism College, Yunnan Open University, Kunming; 650000, China (2) College of Humanities and Art, Yunnan College of Business Management, Kunming; 650000, China ","Yang, Yuting(tudou-yeah@163.com) ","Advances in Intelligent Systems and Computing","Adv. Intell. Sys. Comput.","","Springer Verlag","885","","328-333","2019","Advances in Intelligent, Interactive Systems and Applications - Proceedings of the 3rd International Conference on Intelligent, Interactive Systems and Applications IISA2018","1 of 1","2019","English","21945357","","9783030028039","10.1007/978-3-030-02804-6_44","","3rd International Conference on Intelligent, Interactive Systems and Applications, IISA2018","June 29, 2018 - June 30, 2018","HongKong, China","223119","","Conference article (CA)","By analyzing the structural features of characters, Dongba hieroglyphs can be divided into two types: single graphemes and compound graphemes. The single graphemes can be further divided into contour type and structure type. Using the classification algorithm to automatically separate different types of Dongba hieroglyphs is helpful to the independent study of single and compound graphemes, and extracting the commonalities between the same type and the differences between the different. Therefore, by studying the structure features of Dongba hieroglyphs, we give a preprocessing and classification algorithm. The algorithm can achieve complete separation of single graphemes and compound graphemes, and even includes the separation of contour type and structure type in single graphemes. Finally, we verified the accuracy of the algorithm through experiments. © Springer Nature Switzerland AG 2019.","9","Data mining","Separation","Automatic classification - Classification algorithm - Dongba hieroglyphs - Structural feature - Structure features - Structure type","723.2 Data Processing and Image Processing - 802.3 Chemical Operations","","This research was partially supported by the Scientific Research Fund of Yunnan Education Department (2018JS748).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Phenolic profiles, antioxidant activities and cytoprotective effects of different phenolic fractions from oil palm (Elaeis guineensis Jacq.) fruits treated by ultra-high pressure","20191006600413","","Zhou, Jiexin (1); Ma, Yanli (2); Jia, Yijia (1); Pang, Mingjie (3); Cheng, Guiguang (1); Cai, Shengbao (1) ","(1) Yunnan Institute of Food Safety, Kunming University of Science and Technology, Kunming; Yunnan Province; 650500, China (2) College of Food Science and Technology, Hebei Agricultural University, Baoding; Hebei Province; 071001, China (3) The First People's Hospital of Yunnan Province and the Affiliated Kunhua Hospital of Kunming University of Science and Technology, Kunming; Yunnan Province; 650032, China ","Cai, Shengbao(caikmust2013@163.com) ","Food Chemistry","Food Chem.","","Elsevier Ltd","288","","68-77","1 August 2019","","","2019","English","03088146","18737072","","10.1016/j.foodchem.2019.03.002","","","","","","FOCHDJ","Journal article (JA)","The present work investigated the phenolic profiles, antioxidant activities, and cytoprotective effects of the free, esterified, and insoluble-bound phenolic fractions from oil palm fruits treated under ultra-high pressure (UHP). Results showed that UHP treatment significantly increased the total phenolic and flavonoid contents of all three phenolic fractions (p © 2019 Elsevier Ltd","43","High pressure effects","Antioxidants - Bioactivity - Flavonoids - Fruits - Palm oil - Phenols - Plants (botany)","Anti-oxidant activities - Cytoprotection - Oil palm fruits - Phenolics - Pubchem - UHPLC-ESI-HRMS/MS - Ultra-high pressure treatment","461.6 Medicine and Pharmacology - 804.1 Organic Compounds - 821.4 Agricultural Products","Number: -, Acronym: -, Sponsor: State Oceanic Administration; Number: 31660461, Acronym: -, Sponsor: National Natural Science Foundation of China; ","The present work was financially supported by the National Natural Science Foundation of China (Grant No. 31660461 ) and key lab of marine bioactive substance and modern analytical technique, SOA (Grant No. MBSMAT-2016-06 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
