Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"The Development and Theoretical Research Analysis of Extradosed Bridge","20191306696570","","Shi, Jingxian (1); Duan, Jiahong (2); Liu, Xun (1) ","(1) Oxbridge College, Kunming University of Science and Technology, Kunming, Yunnan; 650106, China (2) School of Architecture and Planning, Yunnan University, Kunming, Yunnan; 650500, China ","Shi, Jingxian(sara_shivip@163.com) ","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","","Institute of Physics Publishing","218","1","","February 25, 2019","2018 International Conference on Civil, Architecture and Disaster Prevention","1 of 1","2019","English","17551307","17551315","","10.1088/1755-1315/218/1/012053","012053","2018 International Conference on Civil, Architecture and Disaster Prevention, ICCADP 2018","October 19, 2018 - October 21, 2018","Hefei, China","146107","","Conference article (CA)","The extradosed bridge, which began in Japan in the early 1990s, started relatively late in China. The extradosed bridges have the characteristics of rigidity and flexibility, and it accords with the mechanics law of the structure. It has attached more attention and has widely application prospects. This paper first introduces some extradosed bridge built at home and abroad. And then by reviewing current researches about the extradosed bridge, it is found that the theoretical research on this bridge type is constantly emerging. The research results and engineering practice applications mainly focus on the line of main beam, construction control technology and mechanical behaviour research. Finally, it is concluded that the research on the bridge type can further explore and research in the preparation of special design codes, construction technical regulations, calculation theory of concrete shrinkage and creep effects and prestress loss. © Published under licence by IOP Publishing Ltd.","7","Bridges","Behavioral research - Disaster prevention - Disasters - Laws and legislation - Rigid structures","Application prospect - Calculation theories - Concrete shrinkage and creeps - Construction control - Engineering practices - Mechanical behaviour - Technical regulation - Theoretical research","401.1 Bridges - 408 Structural Design - 914.1 Accidents and Accident Prevention - 971 Social Sciences",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An adaptive VMD method based on improved Goa to extract early fault feature of rolling bearings","20192807167301","","Zhou, Chengjiang (1, 2); Ma, Jun (1, 2); Wu, Jiande (1, 2); Yuan, Xuyi (1, 2) ","(1) Faulty of Information Engineering and Automation, Kunming University of Siene and Tehnology, China (2) Engineering Researh Center for Mineral Pipeline Transportation of Yunnan Provine No. 727, South Jingming Road, Chenggong Distrit, Kunming; 650500, China ","Ma, Jun(mjun@kmust.edu.n) ","International Journal of Innovative Computing, Information and Control","Int. J. Innov. Comput. Inf. Control","","ICIC International","15","4","1485-1505","August 2019","","","2019","English","13494198","","","10.24507/ijicic.15.04.1485","","","","","","","Journal article (JA)","In order to identify the early fault of bearing, an early feature extraction method based on adaptive variational mode decomposition (VMD) is proposed. The method not only improves the local optimal problem of grasshopper optimization algorithm (GOA) but also can adaptively determine the mode number and penalty parameter of VMD. Firstly, the convex-concave decreasing strategy is introduced to adjust the decreasing coefficient of GOA. Then, energy entropy mutual information (EEMI) index is introduced to consider the energy distribution of modes and the dependence between modes and the original signal. Secondly, the optimal parameters of VMD matching with the input signal are obtained by taking the maximum EEMI as the objective function. Finally, the bearing signal is decomposed by the optimized VMD and the sensitive mode with maximum kurtosis is determined, and the fault feature contained in the sensitive mode can be extracted by envelope demodulation. The optimization experiments of 23 sets of benchmark functions show that the convex-concave strategy enhances the balance between exploration and exploitation, and the global and local search ability and stability of the GOA are improved. The experiments on simulation signal and bearing signal show that IGOA-VMD has better decomposition performance than VMD with fixed parameters and GOA-VMD. Therefore, this method provides a new idea and solution for fault feature extraction of bearing and other key components. © 2019, ICIC International. All rights reserved.","31","Signal processing","Bearings (structural) - Entropy - Extraction - Feature extraction - Optimization - Roller bearings","Decomposition performance - Exploration and exploitation - Fault feature extractions - Feature extraction methods - Local optimal problems - Mutual informations - Optimization algorithms - Variational mode deomposition (VMD)","401.1 Bridges - 601.2 Machine Components - 641.1 Thermodynamics - 716.1 Information Theory and Signal Processing - 802.3 Chemical Operations - 921.5 Optimization Techniques","Number: 51765022, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61663017, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: -, Acronym: UC, Sponsor: University of Cincinnati; ","This work is supported by the National Natural Science Foundation of China (nos. 61663017 and 51765022). The authors sincerely thank the team for their guidance, and thank the University of Cincinnati for their bearing datasets. The authors sincerely express thanks to the reviewers for taking the time to review the paper in a busy schedule.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Novel Multi-Keyword Search on Encrypted Data in the Cloud","20191906907391","","Wu, Yunyun (1); Hou, Jingyu (2); Liu, Jing (3); Zhou, Wanlei (4); Yao, Shaowen (3) ","(1) School of Information Science and Engineering, Yunnan University, Kunming; 650091, China (2) School of Information Technology, Deakin University, Burwood; VIC; 3125, Australia (3) School of Software, Yunnan University, Kunming; 650091, China (4) School of Software, University of Technology Sydney, Ultimo; NSW; 2007, Australia ","Hou, Jingyu(jingyu.hou@deakin.edu.au) ","IEEE Access","IEEE Access","","Institute of Electrical and Electronics Engineers Inc.","7","","31984-31996","2019","","","2019","English","","21693536","","10.1109/ACCESS.2019.2898751","8642385","","","","","","Journal article (JA)","Searching on encrypted data has become a very important technique in cloud computing. Such searches enable the data owner to search on the encrypted data stored on the cloud without leaking any information. To obtain a better search experience, researchers have proposed many schemes which mainly focus on conjunctive and disjunctive keyword searches. However, conjunction of all the keywords may result in very few results, whereas a disjunction will return too many results. With the current schemes, customizing the relevancy of the keywords to obtain the desired results is difficult. To solve these problems, we propose a novel scheme that supports the search with the user-specified number of keywords contained in the search result. This number n can be used to customize the keyword relevancy. As a result, the data owner could obtain the desired search results containing any n keywords of a keyword set. The proposed scheme also supports the traditional disjunctive and conjunctive keyword searches when n equals 1 or the size of the keyword set, respectively. The keyword could be positive or negative. We first formally define its security and then prove that the proposed scheme is secure against the adaptively chosen keyword attack in the standard model and can defend against the offline keyword guessing attack to some extent. Furthermore, we present a theoretical performance comparison with other schemes as well as the experimental performance evaluations on our implemented scheme. © 2013 IEEE.","40","Cryptography","Search engines","Cloud securities - Experimental performance evaluations - Multi keywords - Off-line keyword guessing attack - Privacy protection - Searchable encryptions - Searching on encrypted data - Theoretical performance","723 Computer Software, Data Handling and Applications","Number: 61863036, Acronym: CSC, Sponsor: China Scholarship Council; ","This work was supported in part by the Natural Science Foundation of China under Grant 61363084 and Grant 61863036, and in part by the China Scholarship Council Program.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Pd(ii)/Zn co-catalyzed chemo-selective hydrogenation of α-methylene-γ-keto carboxylic acids","20190906551323","","Zhang, Xuexin (1); Gao, Yang (1); Laishram, Ronibala Devi (1); Li, Kangkui (1); Yang, Yong (2); Zhan, Yong (2); Luo, Yang (2); Fan, Baomin (1) ","(1) YMU-HKBU Joint Laboratory of Traditional Natural Medicine, Key Laboratory of Chemistry in Ethnic Medicinal Resources, Yunnan Minzu University, Kunming; 650500, China (2) Chongqing Academy of Chinese Materia Medica, Chongqing; 400065, China ","Yang, Yong(neimen@163.com) ","Organic and Biomolecular Chemistry","Org. Biomol. Chem.","","Royal Society of Chemistry","17","8","2174-2181","2019","","","2019","English","14770520","","","10.1039/c9ob00005d","","","","","","OBCRAK","Journal article (JA)","An efficient Pd/Zn co-catalyzed chemo-selective hydrogenation of α-methylene-γ-keto carboxylic acids is described. This methodology offers a divergent synthesis of α-methyl-γ-keto carboxylic acids, α-methylcarboxylic acids, and lactones starting from α-methylene-γ-keto carboxylic acids via selective hydrogenation by varying the catalytic conditions avoiding the use of high pressure of hydrogen. The reaction also showed broad substrate tolerance to give the desired products in good to excellent yields. © The Royal Society of Chemistry.","46","Palladium compounds","Carboxylic acids - Catalysis - Hydrogenation","Catalytic conditions - Chemoselective - Divergent synthesis - High pressure - Selective hydrogenation","802.2 Chemical Reactions - 804.1 Organic Compounds","Number: 2017ZDX046, Acronym: -, Sponsor: Yunnan Provincial Department of Education; Number: 2017FA004, Acronym: -, Sponsor: Applied Basic Research Foundation of Yunnan Province; Number: 21572198, Acronym: -, Sponsor: National Natural Science Foundation of China; ","We gratefully thank the National Natural Science Foundation of China (21572198), the Applied Basic Research Project of Yunnan Province (2018FB021, 2017FA004), the Department of Education of Yunnan Province (2017ZDX046) and the Yunnan Provincial Key Laboratory Construction Plan Funding of Universities for their financial support.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Rainfall reconstruction for the Karakoram region in Pakistan since 1540 CE reveals out-of-phase relationship in rainfall between the southern and northern slopes of the Hindukush-Karakorum-Western Himalaya region","20192807159178","","Khan, Adam (1, 2); Chen, Feng (1, 3); Ahmed, Moinuddin (4); Zafar, Muhammad (5) ","(1) Yunnan Key Laboratory of International Rivers and Transboundary Eco-Security, Institute of International Rivers and Eco-Security, Yunnan University, Kunming, China (2) Department of Botanical and environmental Science, Kohat University of Science and Technology, Kohat KP, Pakistan (3) Key Laboratory of Tree-Ring Physical and Chemical Research of China Meteorological Administration, Institute of Desert Meteorology, China Meteorological Administration, Urumqi, China (4) Dr. Moinuddin Ahmed Research Laboratory of Dendrochronology and Plant Ecology, Department of Botany, Federal Urdu University of Arts, Science and Technology, Karachi, Pakistan (5) Department of Environmental Science, Federal Urdu University of Arts, Science and Technology, Karachi, Pakistan ","Chen, Feng(feng653@163.com) ","International Journal of Climatology","Int. J. Climatol.","","John Wiley and Sons Ltd, Southern Gate, Chichester, West Sussex, PO19 8SQ, United Kingdom","","","","2019","","","2019","English","08998418","10970088","","10.1002/joc.6193","","","","","","IJCLEU","Article in Press","Climate change has influenced the glaciers and water resources in the Hindukush-Karakorum-Himalaya region. The relatively short instrumental record of northern Pakistan makes long-term climate change assessments difficult. In this paper, tree-ring width chronologies were developed from two stands of spruce species (Picea smithiana) in the Karakoram region of northern Pakistan. The results of the correlation analysis revealed that tree-ring growth of spruce was limited by annual (June–May) precipitation. Based on the regional chronology, we developed an annual precipitation reconstruction for the period 1540–2016 CE. The precipitation reconstruction equation accounts for 40% of the regional precipitation variance during the instrumental period 1946–2016. Dry episodes with rainfall below the 477-year average occurred from 1569 to 1577, 1598 to 1612, 1621 to 1621, 1638 to 1654, 1673 to 1680, 1697 to 1720, 1728 to 1739, 1753 to 1761, 1777 to 1793, 1801 to 1840, 1860 to 1874, 1914 to 1932, 1960 to 1985, 1998 to 2011. Wet episodes occurred from 1540 to 1568, 1578 to 1597, 1613 to 1620, 1632 to 1637, 1655 to 1672, 1681 to 1696, 1721 to 1727, 1740 to 1752, 1762 to 1776, 1794 to 1800, 1841 to 1859, 1875 to 1913, 1933 to 1959, 1986 to 1997. Furthermore, the results of spatial correlation analyses show that the reconstructed precipitation represents the regional precipitation variations for northern Pakistan and nearby high-altitude mountains. The out-of-phase relationship in tree-ring records of the Karakoram region and surrounding areas suggests that the Karakoram was under the control of large-scale ocean–atmosphere–land circulations on a decadal timescale in the past centuries. In addition, by the comparison between the precipitation reconstruction and the instrumental data, we found that the drought risk of Karakoram has increased in the past 70 years and that extreme events are likely to become more severe and more frequent under the backdrop of climatic warming. © 2019 Royal Meteorological Society","42","Climate change","Correlation methods - Drought - Forestry - Metamorphic rocks - Rain - Water resources","Karakoram - Pakistan - Picea smithiana - Precipitation reconstruction - Tree rings","443.1 Atmospheric Properties - 443.3 Precipitation - 444 Water Resources - 922.2 Mathematical Statistics",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Phenolic constituents, antioxidant and cytoprotective activities of crude extract and fractions from cultivated artichoke inflorescence","20192407023430","","Yang, Meilian (1); Ma, Yanli (2); Wang, Zengyuan (1); Khan, Afsar (3); Zhou, Wenbing (4); Zhao, Tianrui (1); Cao, Jianxin (1); Cheng, Guiguang (1); Cai, Shengbao (1) ","(1) Yunnan Institute of Food Safety, Kunming University of Science and Technology, Kunming; 650500, China (2) College of Food Science and Technology, Hebei Agricultural University, Baoding; Hebei Province; 071001, China (3) Department of Chemistry, COMSATS University Islamabad, Abbottabad Campus, Abbottabad; 22060, Pakistan (4) Yunnan Tobacco Company, Yuxi Branch, Yuxi; 653100, China ","Cheng, Guiguang(ggcheng@kmust.edu.cn) ","Industrial Crops and Products","Ind. Crops Prod.","","Elsevier B.V.","","","","2019","","","2019","English","09266690","","","10.1016/j.indcrop.2019.05.082","","","","","","ICRDEW","Article in Press","The aim of this study was to investigate the chemical constituents of five phenolic-enriched fractions from artichoke (Cynara scolymus L.) inflorescence, and their antioxidant and cytoprotective effects. A total of 27 phenolic compounds have been tentatively identified and quantified. In addition, the antioxidant capacity (ABTS, DPPH, and FRAP assays) and inhibitory effect on intracellular reactive oxygen species (ROS) production in H2O2-induced HepG2 cells were evaluated. Compared to crude extract, purified extract, n-butanol (n-Bu) and water (H2O) fractions, the ethyl acetate fraction revealed the highest total phenolic and total flavonoid contents, and also showed the strongest antioxidant activity. The crude extract, purified extract, and fractions, in a concentration dependent manner, reduced oxidative stress levels in H2O2-induced HepG-2 cells, especially the ethyl acetate fraction. The inhibitory effects on cell apoptosis might be due to an up-regulation of superoxide dismutase (SOD), catalase (CAT), and glutathione peroxidase (GSH-Px) activity. © 2019 Elsevier B.V.","59","Biological water treatment","Antioxidants - Cell death - Enzymes - Purification - Thermodynamic properties - Vegetation","Anti-oxidant activities - Artichoke - Concentration-dependent manners - Cytoprotective - Cytoprotective activities - Reactive oxygen species - Total flavonoid contents - U-HPLC-MS","445.1 Water Treatment Techniques - 461.9 Biology - 641.1 Thermodynamics - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally","Number: 31600274, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 31660461, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research was financially supported by the National Natural Science Foundation of China (Grant Nos. 31600274 and 31660461), the Applied Basic Research Project of Yunnan Province (Grant No. 2018FB036), Key science and technology plan projects of Yunnan Province (2018530000241012).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Meta-path Based MiRNA-Disease Association Prediction","20192006911908","","Lv, Hao (1); Li, Jin (1); Zhang, Sai (1); Yue, Kun (2); Wei, Shaoyu (1) ","(1) School of Software, Yunnan University, Kunming, China (2) School of Information, Yunnan University, Kunming, China ","Li, Jin(lijin@ynu.edu.cn) ","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","Lect. Notes Comput. Sci.","","Springer Verlag","11448 LNCS","","34-48","2019","Database Systems for Advanced Applications - DASFAA 2019 International Workshops: BDMS, BDQM, and GDMA, Proceedings","3 of 3","2019","English","03029743","16113349","9783030185893","10.1007/978-3-030-18590-9_3","","24th International Conference on Database Systems for Advanced Applications, DASFAA 2019","April 22, 2019 - April 25, 2019","Chiang Mai, Thailand","225579","","Conference article (CA)","Predicting the association of miRNA with disease is an important research topic of bioinformatics. In this paper, a novel meta-path based approach MPSMDA is proposed to predict the association of miRNA-disease. MPSMDA uses experimentally validated data to build a miRNA-disease heterogeneous information network (MDHIN). Thus, miRNA-disease association prediction is transformed into a link prediction problem on a MDHIN. Meta-path based similarity is used to measure the miRNA-disease associations. Since different meta-paths between a miRNA and a disease express different latent semantic association, MPSMDA make full use of all possible meta-paths to predict the associations of miRNAs with diseases. Extensive experiments are conducted on real datasets for performance comparison with existing approaches. Two case studies on lung neoplasms and breast neoplasms are also provided to demonstrate the effectiveness of MPSMDA. © 2019, Springer Nature Switzerland AG.","27","RNA","Database systems - Diseases - Forecasting - Information services - Semantics - Tumors","Breast neoplasm - Disease associations - Heterogeneous information - Latent semantics - Link prediction - Meta-paths - MiRNA - Performance comparison","461.2 Biological Materials and Tissue Engineering - 723.3 Database Systems - 903.4 Information Services","Number: 2016FB110, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2017YDJQ06, Acronym: -, Sponsor: Yunnan University; Number: 61562091, Acronym: -, Sponsor: National Natural Science Foundation of China; Number: U1802271, Acronym: -, Sponsor: National Natural Science Foundation of China; ","The authors acknowledge the financial support from the following foundations: National Natural Science Foundation of China (U1802271, 61562091), Natural Science Foundation of Yunnan Province (2016FB110), Program for Excellent Young Talents of Yunnan University (WX173602), and Natural Science Foundation of Yunnan University (2017YDJQ06).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Highly tunable doping in Ge quantum dots/graphene composite with distinct quantum dot growth evolution","20191506772086","","Tong, Ling (1, 2, 3); Qiu, Feng (1, 2, 3, 4); Wang, Pan (1, 2, 3); Huang, Tao (1, 2); Chen, Anran (2, 3, 5); Zhou, Xiaohao (4); Long, Jia (1, 2, 3); Wang, Rongfei (1, 2, 3); Yang, Jie (1, 2, 3); Wang, Chong (1, 2, 3); Yang, Yu (2, 3, 5) ","(1) School of Materials Science and Engineering, Yunnan University, Kunming; 650091, China (2) Yunnan Key Laboratory for Micro/Nano Materials and Technology, Yunnan University, Kunming; 650091, China (3) International Joint Research Center for Optoelectronic and Energy Materials, Yunnan University, Kunming; 650091, China (4) National Laboratory for Infrared Physics, Shanghai Institute of Technical Physics, Chinese Academy of Sciences, Shanghai; 200083, China (5) School of Energy, Yunnan University, Kunming; 650091, China ","Yang, Yu(yuyang@ynu.edu.cn) ","Nanotechnology","Nanotechnology","","Institute of Physics Publishing","30","19","","February 25, 2019","","","2019","English","09574484","13616528","","10.1088/1361-6528/ab029e","195601","","","","","NNOTER","Journal article (JA)","Quantum dots/graphene (QDs/Gr) composites have become the research hotspot recently due to their unique synergistic effect as optical absorption material for next-generation electronic and optoelectronic devices. In this work, Ge QDs/Gr composite is prepared by a simple and effective ion-beam sputtering deposition technique. The intact growth evolution process is detailly investigated by means of the effect of Ge deposition amount, which will induce the enhanced crystallinity in QDs and the reduced defects in graphene. Moreover, a feasible and inspiring strategy to effectively tune doping in graphene by artificial control through changing the deposition amount of Ge atoms on graphene is demonstrated. In addition, charge transfer and interaction strength at the interface of Ge QD and graphene is influenced via the oxygen defect in the QD surface, which is consistent with field-effect transistor test and first-principle calculations. The p-doping characteristics of graphene decorated by Ge QDs may have significant application prospects in energy band engineering of graphene-based building blocks for graphene-based composite development and near-infrared detector applications. © 2019 IOP Publishing Ltd.","62","Semiconductor quantum dots","Charge transfer - Crystallinity - Doping (additives) - Field effect transistors - Graphene - Graphene transistors - Infrared devices - Ion beams - Light absorption - Nanocrystals - Optoelectronic devices - Sputtering","Absorption material - Application prospect - Energy band engineering - First principle calculations - Graphene-based composites - Interaction strength - Ion beam sputtering deposition - Near infrared detector","714.2 Semiconductor Devices and Integrated Circuits - 741.1 Light/Optics - 741.3 Optical Devices and Systems - 761 Nanotechnology - 802.2 Chemical Reactions - 804 Chemical Products Generally - 932.1 High Energy Physics","Number: 11504322, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 11564043, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 11704330, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 11864044, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China (Nos. 11704330, 11864044, 11564043 and 11504322), the Applied Basic Research Program of Yunnan Province (No. 2016FB006), the Yunnan University Action Plan Project of Serve the Yunnan Province (No. 2016MS15), the Construction Fund of International Joint Research Center for Optoelectronic and Energy Materials by Yunnan Provincial Department of Finance (No. 2017IB033).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Benzothiadiazole-based bolaamphiphiles: Synthesis, self-assembly and white-light emissive properties","20190606471568","","Xiao, Yulong (1); Zhang, Ruilin (1, 2); Gao, Hongfei (1); Zhao, Hongmei (1); Cheng, Xiaohong (1) ","(1) Key Laboratory of Medicinal Chemistry for Natural Resources, Chemistry Department, Yunnan University, Kunming Yunnan; 650091, China (2) Forensic Medicine of Kunming Medical University, Kunming Yunnan; 650500, China ","Cheng, Xiaohong(xhcheng@ynu.edu.cn) ","Journal of Materials Chemistry C","J. Mater. Chem. C","","Royal Society of Chemistry","7","5","1237-1245","2019","","","2019","English","20507534","20507526","","10.1039/c8tc04890h","","","","","","JMCCCX","Journal article (JA)","Novel benzothiadiazole-based bolaamphiphiles comprising a donor-acceptor-donor (thiophene-benzothiadiazole-thiophene) π-conjugated rod, two diol groups at the terminals and two alkyl chains at the lateral positions can self-assemble into square honeycomb LC phases and helical gel structures in organic solvents. The square columnar phases should have 4 molecules in each unit cell and 2 molecules in each cell wall with the c-parameter (intermolecular distance) varying from compound to compound. The UV-vis spectra of these red emissive BTD-based bolaamphiphiles covered almost the whole visible range with a relatively low band gap. Most interestingly, white light with CIE coordinates (0.30, 0.33) was obtained by doping this BTD-based bolaamphiphile with a blue emissive dithiophene bolaamphiphile and yellow-green emissive tetrathiophene bolaamphiphile. © 2019 The Royal Society of Chemistry.","122","Self assembly","Energy gap - Molecules - Organic polymers - Thiophene","Benzothiadiazoles - Bolaamphiphiles - CIE coordinates - Columnar phasis - Donor acceptor donors - Intermolecular distance - Lateral positions - Square honeycombs","804.1 Organic Compounds - 815.1.1 Organic Polymers - 931.3 Atomic and Molecular Physics - 951 Materials Science","Number: 2018FY001, Acronym: -, Sponsor: -; Number: 21865038, Acronym: -, Sponsor: National Natural Science Foundation of China; Number: -, Acronym: -, Sponsor: Guangdong Innovative and Entrepreneurial Research Team Program; ","This work was supported by the National Natural Science Foundation of China (No. 21664015, 21865038 and 21602195) and the Program for Innovative Research Team (in Science and Technology) in University of Yunnan Province (2018FY001(-012)). We thank beamline 1W2A at Beijing Accelerator Laboratory and beamline BL16B1 at Shanghai Synchrotron Radiation Facility (SSRF), China.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Tree-ring reconstruction of Lhasa River streamflow reveals 472 years of hydrologic change on southern Tibetan Plateau","20191006600077","","Chen, Feng (1, 2); Shang, Huaming (2); Panyushkina, Irina P. (3); Meko, David M. (3); Yu, Shulong (2); Yuan, Yujiang (2); Chen, Fahu (4) ","(1) Yunnan Key Laboratory of International Rivers and Transboundary Eco-Security, Institute of International Rivers and Eco-Security, Yunnan University, Kunming, China (2) Key Laboratory of Tree-ring Physical and Chemical Research of China Meteorological Administration/ Xinjiang Laboratory of Tree-ring Ecology, Institute of Desert Meteorology, China Meteorological Administration, Urumqi, China (3) Laboratory of Tree-Ring Research, University of Arizona, Tucson; AZ, United States (4) Institute of Tibetan Plateau Research, Chinese Academy of Sciences (CAS), Beijing, China ","Chen, Feng(feng653@163.com) ","Journal of Hydrology","J. Hydrol.","","Elsevier B.V.","572","","169-178","May 2019","","","2019","English","00221694","","","10.1016/j.jhydrol.2019.02.054","","","","","","JHYDA7","Journal article (JA)","The Lhasa River is the largest tributary of the Yarlung Zangbo River, provides up to 85% of the water supply for the city of Lhasa, and has a high ecologic and economic importance. Annual streamflow of the Lhasa River is reconstructed from Juniperus tibetica tree rings. The streamflow reconstruction developed for the southern Tibetan Plateau goes back to 1546 CE and has a R2 of 0.485. Spectral and wavelet analysis indicates the existence of decadal (34 and 16 years) and interannual (8.1, 5.7, 4.8, 3.8, 3.5, 3.2, 2.7, 2.3 and 2.1 years) cycles that may reflect climate forcings. Lhasa River streamflow is significantly correlated with precipitation over a vast part of the Yarlung Zangbo River basin, and represents streamflow of the upper Yarlung Zangbo River to a certain extent. Lhasa River variation is linked with large-scale climate circulation features, such as the El Niño-Southern Oscillation (ENSO) and Asian summer monsoon. Some years of abnormally high and low streamflow are related to ENSO events. Based on the reconstruction, the probability that annual streamflow does not exceed a target defined as the instrumental-period mean was lower (48% non-exceedance probability) than during the instrumental period. This study indicates that the instrumental record does not contain the full range of streamflow, especially the lowest streamflow events, and the reconstruction makes up for this shortcoming. Future water resource supply planning based on the instrumental record and streamflow reconstructions will be able to effectively reduce the risks posed by climate change. © 2019","80","Stream flow","Atmospheric pressure - Climate change - Forestry - O rings - Rivers - Water supply","Asian summer monsoons - Exceedance probability - Lhasa rivers - Southern oscillation - Tibetan Plateau - Tree rings - Tree-ring reconstruction - Yarlung zangbo river basins","407.2 Waterways - 443.1 Atmospheric Properties - 446.1 Water Supply Systems - 619.1.1 Pipe Accessories","Number: 91547115, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: U1803341, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the NSFC (91547115 and U1803341) and National Youth Talent Support Program. We thank the reviewers very much whose comments greatly benefited this manuscript.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
