Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Characterization of Biochars Properties in Soil System by BPCA Molecular Biomarkers","20192206986557","BPCA","Wu, Min (1); Wu, Danping (1); Chang, Zhaofeng (1); Xu, Yan (2); Pan, Bo (1) ","(1) Faculty of Environmental Science & Engineering, Kunming University of Science & Technology, Kunming; 650500, China (2) Yunnan Center for Disease Prevention and Control, Kunming; 650022, China ","Xu, Yan(286392468@qq.com) ","Cailiao Daobao/Materials Review","Cailiao Daobao/Mater. Rev.","","Cailiao Daobaoshe/ Materials Review","33","2","536-540","February 10, 2019","","","2019","Chinese","1005023X","","","10.11896/cldb.201903021","","","","","","","Journal article (JA)","Biochar has become a global hot spot because of its special physicochemical properties and promising application potentials in carbon sequestration, soil remediation and pollution control. However, the physicochemical properties of biochar vary greatly due to its diverse feedstocks and temperatures. In addition, after being applied in soil, the quantities and characteristics of biochar change continuously under the biological and abiotic action, which will affect the migration, transformation and biogeochemical cycle of biochars in environmental systems. Obviously, predicting its long-term environmental effects through the initial state of biochar is not feasible, while most of the researches treated biochar as static component, which is not conducive to the objective evaluation of the safety and environmental effects of biochar. In order to systematically understand the environmental effects of biochar application, it is necessary to dynamically describe and monitor changes in its properties. Unfortunately, there is no approved method available to separate biochar from the soil for determining its content and properties currently. How to describe the properties of biochar in a complex hybrid system has become a major technical obstacle for dynamic understanding the affect of biochar environment. The benzene polycarboxylic acid (BPCA) molecular biomarker method is generally used to describe the content of carbon black or high condensed organic matter in soil and deduce its combustion history. Since biochar has similar highly aromatic structural units with carbon black, the method is suitable for describing the properties of biochar in soil systems as well. It was demonstrated that the BPCA method can be used to quantitatively or qualitatively analyze the relative content of biochar in complex systems. The monomer ratios (such as B5CA/B6CA and B6CA/B4CA) can not only describe the properties of biochar, its before/post-aging (especially the degree of aromatic condensation) and deduce its sources, but also indicate the adsorption properties of biochar (before/after aging) to organic pollutants. Moreover, the BPCA molecular marker method can promote the understanding of the interaction mechanisms between biochar and inorganic minerals in soil. In addition, isotope techniques can also be a vital complement to BPCA molecular marker technology, where stable isotope techniques for BPCA monomers (i.e.13C) can more accurately describe the migration and transformation of biochar. This review summarizes the research progress of BPCA molecular marker method in biochar field, and describes the quantitative and qualitative properties of biochar in complex soil systems. The merits and dismerits of BPCA method are analyzed and its prospects are forecasted. BPCA molecular marker method is expected to be a crucial technical means for biochar environmental behavior and function assessment, and the development and maturity of this technology will greatly promote the progress of biochar research. © 2019, Materials Review Magazine. All right reserved.","56","Physicochemical properties","Aging of materials - Aromatic compounds - Biogeochemistry - Biological materials - Biomarkers - Carbon black - Environmental technology - Hybrid systems - Isotopes - Monomers - Organic pollutants - Remediation - Soil conservation - Soil pollution - Soil pollution control - Soils","Benzene polycarboxylic acids - Black carbon - BPCA biomarker method - Condensed organic matters - Environmental behavior - Interaction mechanisms - Qualitative properties - Stable isotopes","454 Environmental Engineering - 454.2 Environmental Impact and Protection - 461.2 Biological Materials and Tissue Engineering - 481.2 Geochemistry - 483.1 Soils and Soil Mechanics - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally - 804.1 Organic Compounds - 921 Mathematics - 951 Materials Science","Number: 41663013, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: U1602231, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was financially supported by the National Natural Science Foundation of China (41663013,U1602231).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Highly efficient top-emission organic light-emitting diode on an oxidized aluminum anode","20191606795167","","Lee, Jae-Jin (1); Li, Peicheng (1); Kung, Hao-Ting (1); Lu, Zheng-Hong (1, 2, 3) ","(1) Department of Materials Science and Engineering, University of Toronto, Toronto; ON; M5G 3E4, Canada (2) Department of Physics, Center for Optoelectronics Engineering Research, Yunnan University, Kunming; 650091, China (3) School of Microelectronics, Southern University of Science and Technology, Shenzhen; 518055, China ","Lu, Zheng-Hong(zhenghong.lu@utoronto.ca) ","Journal of Applied Physics","J Appl Phys","","American Institute of Physics Inc.","125","14","","April 14, 2019","","","2019","English","00218979","10897550","","10.1063/1.5092979","145501","","","","","JAPIAU","Journal article (JA)","In today's manufacturing of organic light-emitting diode on silicon for microdisplay technologies, a top-emitting OLED (TEOLED) is required to be fabricated on top of an active-matrix circuitry located on the silicon backplane. This requires a highly reflective anode to enhance the luminance output. However, during the production process of a TEOLED, the hole injection efficiency and electrical conductivity may be suppressed by environmental exposure, in particular, moisture and oxygen. Given this, aluminum is an unfavorable reflective anode due to the primary concern of its native insulating oxide layer. The native oxide tends to grow during the patterning of the metal anode. In this paper, we have discovered that, by utilizing an Al2O3/MoO3 heterojunction anode structure, a highly efficient device can be made to achieve a current efficiency of 94 cd/A at a luminance of 1000 cd/m2. X-ray/ultraviolet photoelectron spectroscopy measurements show the formation of molybdenum gap states and favorable energy level alignment for hole injection. © 2019 Author(s).","31","Organic light emitting diodes (OLED)","Alumina - Aluminum - Aluminum oxide - Anodes - Electron injection - Heterojunctions - Luminance - Photoelectron spectroscopy","Active matrix circuitry - Current efficiency - Electrical conductivity - Energy level alignment - Environmental exposure - Microdisplay technologies - Production process - Top-emission organic light emitting diodes","541.1 Aluminum - 714.1 Electron Tubes - 714.2 Semiconductor Devices and Integrated Circuits - 804.2 Inorganic Compounds","Number: 11774304, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The funding support for the work reported in this paper is provided by Professor Zheng-Hong Lu (Tier 1 Canada Research Chair in Organic Optoelectronics), the Natural Science and Engineering Research Council of Canada, and the National Natural Science Foundation of China (NNSFC) (Grant No. 11774304).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Adaptive pushing of learning resources in fragmented English reading","20191206652235","","Zhang, Jianmin (1, 2); Xie, Min (1, 2); Wen, Bin (1, 2) ","(1) School of Information, Yunnan Normal University, Kunming; 650500, China (2) Key Laboratory of Educational Information for Nationalities, Ministry of Education, Kunming; 650500, China ","Xie, Min(294611018@qq.com) ","International Journal of Performability Engineering","Int. J. Perform. Eng.","","Totem Publishers Ltd","15","3","884-894","March 2019","","","2019","English","09731318","","","10.23940/ijpe.19.03.p17.884894","","","","","","","Journal article (JA)","With the development of social economy, science and technology, and the popularity of mobile Internet, human society has gradually entered the information age. The rapid growth and disorderly distribution of information have posed challenges to English learners who conduct independent and individualized learning anytime and anywhere. Reading plays an important role in language learning. Traditionally, it is difficult for the English reading method based on chapters to meet the fragmented learning needs of learners who are often in a mobile environment. Through the literature research, this paper designed the five-dimensional feature model of learners and the three-dimensional feature model of English reading resources in the fragmented learning environment. Combined with the machine learning algorithm ID3, the decision tree classification model of English fragmented reading was constructed to push resources, adapt to the individual needs of the learners, and then specifically enhance the different aspects of the learner's reading ability, thereby improving the pass rate of the College English Test-Band Four. © 2019 Totem Publisher, Inc. All rights reserved.","22","Learning algorithms","Computer aided instruction - Data mining - Decision trees - Economic and social effects - Machine learning - Trees (mathematics)","Adaptive push - English reading - Fragmented learning - ID3 algorithm - Learner model","723.2 Data Processing and Image Processing - 723.5 Computer Applications - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory - 971 Social Sciences","","The research is supported by the National Nature Science Fund Project (No. 61562093, 61661051), Key Project of Applied Basic Research Program of Yunnan Province (No. 2016FA024), Program for Innovative Research Team (in Science and Technology) in University of Yunnan Province, and Starting Foundation for Doctoral Research of Yunnan Normal University (No. 2017ZB013).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A noise reduction method based on CEEMD-Robust ICA and its application in pipeline blockage signal","20191906907914","","Yang, Jingzong (1); Wang, Xiaodong (2, 3); Wu, Jiande (2, 3); Feng, Zao (2, 3) ","(1) School of Information, Baoshan University, Baoshan, Yunnan; 678000, China (2) Faculty of Information Engineering and Automation, Kunming University of Science and Technology, Kunming; 650500, China (3) Engineering Research Center for Mineral Pipeline Transportation of Yunnan Province, Kunming; 650500, China ","Yang, Jingzong(yjingzong@foxmail.com) ","Journal of Applied Science and Engineering","J. Appl. Sci. Eng.","","Journal of Applied Science and Engineering","22","1","1-10","2019","","","2019","English","15606686","","","10.6180/jase.201903_22(1).0001","","","","","","","Journal article (JA)","In order to separate the noise sources of pipeline blockage signals from complex single channel signals effectively, a noise reduction method based on complete ensemble empirical mode decomposition (CEEMD) and robust independent component analysis (RobustICA) is proposed. First, the intrinsic mode function (IMF) obtained by CEEMD is analyzed, and then the related IMF components are reorganized and a virtual channel is constructed. Finally, the virtual channel and the original signal are input as the blind source separation signal, and RobustICA is used to separate the signal source and noise, so as to achieve the purpose of reducing the noise. Through the analysis of the noise reduction effect of simulation signal and pipeline acoustic blockage detection signal, the results show that proposed method is superior to FastICA and EEMD based denoising method in denoising effect and performance index. © 2019 Journal of Applied Science and Engineering. All rights reserved.","21","Signal denoising","Blind source separation - Independent component analysis - Noise abatement - Pipelines - Signal detection","CEEMD - Ensemble empirical mode decomposition - Intrinsic Mode functions - Noise reduction effect - Noise reduction methods - Performance indices - RobustICA - Single-channel signals","619.1 Pipe, Piping and Pipelines - 716.1 Information Theory and Signal Processing - 751.4 Acoustic Noise",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Genome mining for fungal polyketide-diterpenoid hybrids: Discovery of key terpene cyclases and multifunctional P450s for structural diversification","20191006586286","","Wang, Wei-Guang (1); Du, Lian-Qiong (1); Sheng, Shan-Ling (1); Li, Ao (2); Li, Yan-Ping (3); Cheng, Gui-Guang (4); Li, Gan-Peng (1); Sun, Guiling (5); Hu, Qiu-Fen (1); Matsuda, Yudai (6) ","(1) Key Laboratory of Chemistry in Ethnic Medicinal Resources, State Ethnic Affairs Commission and Ministry of Education, Yunnan Minzu University, Kunming 650031, China (2) College of Pharmacy and Bioengineering, Chongqing University of Technology, Chongqing 400054, China (3) School of Chinese Pharmacy, Yunnan University of Traditional Chinese Medicine, Kunming; 650500, China (4) Yunnan Institute of Food Safety, Kunming University of Science and Technology, Kunming; 650500, China (5) Key Laboratory of Plant Stress Biology, State Key Laboratory of Cotton Biology, Henan University, Kaifeng; 475004, China (6) Department of Chemistry, City University of Hong Kong, 83 Tat Chee Avenue, Kowloon, Hong Kong ","","Organic Chemistry Frontiers","Org. Chem. Front.","","Royal Society of Chemistry","6","5","571-578","March 7, 2019","","","2019","English","20524110","20524129","","10.1039/c8qo01124a","","","","","","","Journal article (JA)","A biosynthetic gene cluster for chevalone E (1) and its oxidized derivatives have been identified within the genome of the endophytic fungus Aspergillus versicolor 0312, by a mining strategy targeting a polyketide-diterpenoid hybrid molecule. The biosynthetic pathway has been successfully reconstituted in the heterologous fungus Aspergillus oryzae. Interestingly, two P450 monooxygenases, Cle2 and Cle4, were found to transform 1 into seven new analogues including 7 and 8 that possess a unique five-membered lactone ring. Furthermore, the replacement of the terpene cyclase gene with that from another fungus led to the production of sartorypyrone D (11), which has a monocyclic terpenoid moiety. Finally, some of the compounds obtained in this study synergistically enhanced the cytotoxicity of doxorubicin (DOX) in breast cancer cells. © 2019 the Partner Organisations.","39","Genes","Aspergillus - Biosynthesis - Ketones - Lipids - Terpenes","Aspergillus Oryzae - Aspergillus versicolor - Biosynthetic gene cluster - Biosynthetic pathway - Breast cancer cells - Endophytic fungi - Hybrid molecules - Monooxygenases","461 Bioengineering and Biology - 804.1 Organic Compounds","","National Natural Science Foundation of Yunnan provinces (No. 2017FB133)",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The Development of Mode for Solubility of Oxygen in High Pressure Condition","20192607097812","","Guo, Yaqin (1, 2); Liang, Duoqiang (3); Deng, Yong (4) ","(1) School of Mining and Environmental Engineering, Chongqing Vocational Institute of Engineering, Chongqing; 402260, China (2) College of Materials Science and Engineering, Chongqing University, Chongqing; 400044, China (3) Innovation Center for Metal Resources Utilization and Environment Protection, School of Resources, Environment and Materials, Guangxi Key Laboratory of Processing for Non-ferrous Metal and Featured Materials, Guangxi University, Nanning; 530004, China (4) State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization, National Engineering Laboratory for Vacuum Metallurgy, Faculty of Metallurgical and Energy Engineering, Key Laboratory of Vacuum Metallurgy for Nonferrous Metal of Yunnan Province, Kunming University of Science and Technology, Kunming; 650093, China ","Guo, Yaqin(yaqin.guo@cqu.edu.cn) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","538","1","","2019","ICMMME 2019 - 4th International Conference on Manufacturing, Material and Metallurgical Engineering","1 of 1","2019","English","17578981","1757899X","","10.1088/1757-899X/538/1/012029","012029","4th International Conference on Manufacturing, Material and Metallurgical Engineering, ICMMME 2019","March 22, 2019 - March 25, 2019","Chengdu, China","148797","","Conference article (CA)","Previous investigation of solubility of oxygen in high pressure is summarized in the paper. Summing-up shows that compared with various methods for such measurement, solubility theory is developed slowly. Models for prediction of oxygen solubility in aqueous acid and/or salt solution have been developed. However, no model can reproduce the existing experimental data, and extrapolate beyond the data range from simple aqueous salt system to complicated brine systems including seawater, simultaneously. A model to cover much wider temperature and pressure space in variable composition brine systems needs much more efforts. At last, the main consensuses and differences as well as the further work is reviewed. © Published under licence by IOP Publishing Ltd.","10","Solubility","Manufacture - Metallurgy - Oxygen","Aqueous acids - Aqueous salts - Further works - High pressure - High-pressure condition - Oxygen solubility - Salt solution - Temperature and pressures","531.1 Metallurgy - 537.1 Heat Treatment Processes - 801.4 Physical Chemistry - 804 Chemical Products Generally","","This work was supported by the Scientific and Technological Research Program of Chongqing Education Commission (KJ1503305), State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization/Kunming University of Science and Technology (CNMRCUKF1603), Chongqing Vocational Institute of Engineering (JG182022).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Total and active soil fungal community profiles were significantly altered by six years of warming but not by grazing","20193907480147","","Che, Rongxiao (1, 2, 3, 4); Wang, Shiping (5, 6); Wang, Yanfen (2); Xu, Zhihong (3); Wang, Weijin (3); Rui, Yichao (7); Wang, Fang (2, 3); Hu, Jinming (1, 4); Tao, Juan (1, 4); Cui, Xiaoyong (2, 6, 8) ","(1) Institute of International Rivers and Eco-security, Yunnan University, Kunming; 650091, China (2) College of Life Sciences, University of Chinese Academy of Sciences, Beijing; 100049, China (3) Environmental Futures Research Institute, Griffith University, Brisbane; 4111, Australia (4) Yunnan Key Laboratory of International Rivers and Transboundary Eco-Security, Yunnan University, Kunming; 650091, China (5) Key Laboratory of Alpine Ecology, Institute of Tibetan Plateau Research, Chinese Academy of Sciences, Beijing; 100101, China (6) CAS Center for Excellence in Tibetan Plateau Earth Science of the Chinese Academy of Sciences, Beijing; 100101, China (7) Department of Soil Science, University of Wisconsin-Madison, Madison; WI; 53706, United States (8) Huairou Eco-Environmental Observatory, Chinese Academy of Sciences, Beijing; 101408, China ","Wang, Yanfen(yfwang@ucas.ac.cn) ","Soil Biology and Biochemistry","Soil Biol. Biochem.","","Elsevier Ltd","139","","","December 2019","","","2019","English","00380717","","","10.1016/j.soilbio.2019.107611","107611","","","","","SBIOAH","Journal article (JA)","We examined the responses of total and active soil fungal communities to experimental warming, moderate grazing, and their combination. The six years of field experiments were established in a Tibetan alpine meadow. An infrared heating system was used to simulate warming, and the grazing was conducted by a combination of sheep grazing and clipping. Total and active soil fungal community profiles were determined using MiSeq sequencing of internal transcribed spacer (ITS) DNA and RNA, respectively. Fungal abundance and rDNA transcriptional activity were analyzed through real-time PCR. The results showed that the warming significantly changed the community structure of soil fungi, particularly the active populations. Specific changes in fungal community profiles under the warming scenario included an increase in the proportion of Dothideomycetes (a potential oligotrophic class) and a decrease in the proportion of active plant-symbiotic lineages (e.g., Glomerales). FUNGuild-based functional predictions suggested that warming significantly reduced the proportions of arbuscular mycorrhizal and active saprotrophic fungi. We compared our results to those of another investigation performed at the same location, and found that the ITS-FUNGuild approach was even more sensitive than the 18S rDNA-based method with respect to identifying arbuscular mycorrhizal fungal taxa. Additionally, the warming attenuated the interactions among fungal species, reduced the Chao 1 index of active fungal communities, increased the active fungal community dispersion, and tended to suppress the transcription of fungal rDNA. In contrast, no significant effects of grazing and warming-grazing interactions on soil fungal communities were observed. These findings indicate that global warming may weaken the capacity of soil fungi to decompose organic matter and to facilitate plant nutrient absorption, whereas fungi in Tibetan alpine meadow soils are insensitive to moderate grazing. © 2019 Elsevier Ltd","98","Fungi","Agriculture - Climate change - Gene encoding - Global warming - Polymerase chain reaction - Soil surveys - Soils","Arbuscular mycorrhizal - Fungal community - Internal transcribed spacers - Livestock grazing - Soil fungal communities - Soil microbes - Tibetan Plateau - Transcriptional activity","443.1 Atmospheric Properties - 461.9 Biology - 483.1 Soils and Soil Mechanics - 801.2 Biochemistry - 821 Agricultural Equipment and Methods; Vegetation and Pest Control","Number: 2016YFC0501800, Acronym: -, Sponsor: National Basic Research Program of China (973 Program); Number: XDA20050103, Acronym: CAS, Sponsor: Chinese Academy of Sciences; Number: -, Acronym: -, Sponsor: Griffith University; Number: C176220100024, Acronym: YNU, Sponsor: Yunnan University; Number: 31570518, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Key Research and Development Program of China ( 2016YFC0501800 ), the Strategic Priority Research Program (A) of the Chinese Academy of Sciences ( XDA20050103 ), the start-up funding from Yunnan University ( C176220100024 ), and the National Natural Science Foundation of China ( 31570518 ). Rongxiao Che was also supported by the Griffith University Postgraduate Research Scholarships. We sincerely appreciate the sampling and experimental assistance of Prof. Yanbin Hao, Jing Zhang, Li Tang, Shuang Ma, and staff at Haibei Research Station. We thank LetPub ( www.letpub.com ) for its linguistic assistance during the preparation of this manuscript. Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Oscillatory dynamics mechanism induced by protein synthesis time delay in quorum-sensing system","20192507068825","","Chen, Menghan (1); Liu, Haihong (1); Yan, Fang (1) ","(1) Department of Mathematics, Yunnan Normal University, Kunming; 650500, China ","","Physical Review E","Phys. Rev. E","","American Physical Society","99","6","","June 10, 2019","","","2019","English","24700045","24700053","","10.1103/PhysRevE.99.062405","062405","","","","","","Journal article (JA)","Recent experimental evidence reports that the oscillatory behavior of quorum sensing plays an extremely important role in the process of bacterial synthesis and release drug to fight cancer. As we know, the six substances AiiA, LuxI, internal AHL, external AHL, AHL substrate, and H2O2 are the core parts of the quorum-sensing system. Here, the effects of several important factors, including time delay, variable H2O2, AHL synthesis rate induced by LuxI, and AHL degradation rate induced by AiiA on the oscillatory behavior of the quorum-sensing system are studied theoretically based on a part of mathematical model describing the interaction of the above six substances proposed by Prindle et al. [Nature 508, 387 (2014)10.1038/nature13238]. The results show that the time delay is a prerequisite for inducing oscillation of the quorum-sensing system. Furthermore, the length of time delay can determine the amplitude and period of oscillation. As a further matter, the change of H2O2 concentration can induce the oscillatory behavior of the quorum-sensing system. In addition, under the regulation of H2O2, the period robustness of the quorum-sensing system is increased. Similarly, the quorum-sensing system exhibits periodic oscillation when AHL synthesis rate induced by LuxI less than a certain critical value, unless it displays a steady state. Additionally, a too-high or too-low level of AHL degradation rate induced by AiiA will fail to generate oscillation of the quorum-sensing system, only the intermediate level will cause oscillation. Finally, the two and three parameter regions in which the quorum-sensing system exhibits oscillation behavior are generated. © 2019 American Physical Society.","50","Biosynthesis","Degradation - Lutetium compounds - Time delay - Timing circuits","Bacterial synthesis - Experimental evidence - Oscillation behavior - Oscillatory behaviors - Oscillatory dynamics - Period of oscillation - Periodic oscillation - Quorum-sensing systems","713 Electronic Circuits - 713.4 Pulse Circuits - 802.2 Chemical Reactions","Number: 11572278, Acronym: -, Sponsor: National Natural Science Foundation of China; ","The authors express gratitude to the anonymous referee for his/her helpful suggestions and the partial supports of the National Natural Science Foundations of China (Grants No. 11762022, No. 11562021, and No. 11572278). APPENDIX A:",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis of III crack in a finite plate of functionally graded piezoelectric/piezomagnetic materials using boundary collocation method","20183805846298","","Cheng, Jiaxing (1); Sun, Bin (1); Wang, Mengyun (2); Li, Zhaoxia (1) ","(1) Department of Engineering Mechanics, Jiangsu Key Laboratory of Engineering Mechanics, Southeast University, Nanjing; 210096, China (2) Civil Engineering, Southwest Forestry University, Kunming; Yunnan; 650224, China ","Li, Zhaoxia(zhxli@seu.edu.cn) ","Archive of Applied Mechanics","Arch Appl Mech","","Springer Verlag","89","2","231-243","February 15, 2019","","","2019","English","09391533","14320681","","10.1007/s00419-018-1462-y","","","","","","AAMEEA","Journal article (JA)","In this paper, a fracture problem in a rectangular plate of functionally graded piezoelectric/piezomagnetic material is investigated. The physical parameters of FGM are assumed to continuously vary along the axis-x. Two magneto-electric types of crack surface are considered, permeable type and impermeable type. A semi-inverse method is used to reduce the problem to power-series equations with the boundary collocation method employed, as numerical method, to calculate these equations in the finite region. The effects on fracture behavior of the gradient parameter, combing magneto-electric loads and two types of crack surface, are investigated. An increase in the gradient parameter is accompanied by a decrease in the ability of FGM to fracture. Increasing the magnetic load, as opposed to the electric load, promotes crack initiation and growth. Under the magneto-electrically permeable assumption, the electric and magnetic loads have no impact on the potentials field in terms of the crack singularity. On the other hand, when impermeable type is involved, the electric and magnetic loads make a critical contribution to the crack tip singularity. © 2018, Springer-Verlag GmbH Germany, part of Springer Nature.","28","Crack tips","Crack propagation - Functionally graded materials - Inverse problems - Magnetism - Numerical methods - Piezoelectric devices - Piezoelectricity","Boundary collocation method - Fracture behavior - Functionally graded piezoelectric/piezomagnetic materials - Gradient parameter - Physical parameters - Piezoelectric/piezomagnetic - Rectangular plates - Semi inverse methods",,"","This work presented in this paper was supported by the Graduate Innovation Project of Jiangsu Province [KYCX18_0060].",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Quantification of the Quaternary Geological Structure Using Geological Cross-Sections in a Selected Part of the Moravian-Silesian Region for Geotechnical Purposes","20191006600622","","Kubac, Jan (1); Marschalko, Marian (1); Niemiec, Dominik (1); Yilmaz, Isik (2); Cheng, Xianfeng (3); Duraj, Milos (1) ","(1) VŠB-Technical University of Ostrava, Faculty of Mining and Geology, Institute of Geological Engineering, 17 listopadu 15, Ostrava; 708 33, Czech Republic (2) Cumhuriyet University, Faculty of Engineering, Department of Geological Engineering, Sivas; 58140, Turkey (3) Yunnan Land and Resources Vocational College, Kunming, Yunnan; 652501, China ","","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","471","4","","February 24, 2019","3rd World Multidisciplinary Civil Engineering, Architecture, Urban Planning Symposium, WMCAUS 2018 - Session 3","4 of 11","2019","English","17578981","1757899X","","10.1088/1757-899X/471/4/042005","042005","3rd World Multidisciplinary Civil Engineering, Architecture, Urban Planning Symposium, WMCAUS 2018","June 18, 2018 - June 22, 2018","Prague, Czech republic","145505","","Conference article (CA)","The article deals with the quantification of the Quaternary geological structure of a selected part of the Moravian-Silesian region for geotechnical purposes (Ostrava glacigenous basin). The geological structure was quantified using the existing Quaternary cross-sections from various sources. The Quaternary cross-sections were vectorised and quantified in terms of the surface of section, horizontal length and using average thickness (average vertical length). All the data were processed for the first Quaternary layer from the ground surface. Next, data were processed for the whole Quaternary geological structure. Both the types of data are important for engineering geology, particularly for civil engineering purposes. In total, 60 cross-sections of 444 599 km in length were processed. The disadvantage of quantification is the fact that the real spatial structure is not reflected. On the contrary, the advantage is the reference quantified information on the basic types of geological environment for engineering-geological purposes for designers, engineering geologists and geotechnicians. At the same time, this resulted in the review of the existing Quaternary cross-sections. It is important to have reference quantified data on the basic geological environments in selected regions, in this case a selected part of the Moravian-Silesian Region and its Ostrava glacigenous basin. © 2019 Published under licence by IOP Publishing Ltd.","12","Engineering geology","Urban planning","Engineering geologists - Geological environment - Geological structures - Geotechnical - Ground surfaces - Ostrava - Spatial structure - Surface of sections","403.1 Urban Planning and Development",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
