Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Signal acquisition and processing system based on zynq dual core","20185206316283","","Tan, Jingjia (1); He, Lesheng (1); Wang, Jun (1) ","(1) School of Information, Yunnan University, Kunming; 650500, China ","Tan, Jingjia(1131841611@qq.com) ","MATEC Web of Conferences","MATEC Web Conf.","","EDP Sciences","246","","","December 7, 2018","2018 International Symposium on Water System Operations, ISWSO 2018","1 of 1","2018","English","","2261236X","","10.1051/matecconf/201824603001","03001","1st International Symposium on Water System Operations, ISWSO 2018","October 16, 2018 - October 20, 2018","Beijing, China","143365","","Conference article (CA)","In order to speed up the acquisition and processing of signal, this paper has developed a signal acquisition and processing system based on zynq platform. Based on the ARM Cortex-A9 dual-core and editable logic unit architecture of Zynq AP SoC platform, this paper implements a fully functional signal acquisition and processing system by software and hardware collaborative design. ARM0 is the main processor that controls system and shared resources. ARM1 is the slave processor. ARM1 is responsible for receiving the data converted by the AD7606 analog-to-digital chip. The data is sent to the Hamming window function IP core created under vivado HLS through the AXI bus. After the data is processed by Hamming window function, it is sent to ARM1 again through AXI bus. OCM acts as the shared memory for ARM0 and ARM1 communication. The Linux system runs on ARM0. The processed data is sent to the upper computer through ethernet through UDP protocol. Utilizing the architecture of the Zynq platform, the system efficiency is improved, and the stability of the system is ensured, so that the FPGA can enter the field of embedded systems. © The Authors, published by EDP Sciences, 2018.","8","Signal processing","Analog to digital conversion - ARM processors - Computer operating systems - Embedded systems - Memory architecture - Programmable logic controllers - System stability - System-on-chip - Waterworks","Analog-to-digital - Collaborative design - Functional signals - Processing systems - Signal acquisitions - Slave processors - Software and hardwares - System efficiency","446 Waterworks - 716.1 Information Theory and Signal Processing - 721 Computer Circuits and Logic Elements - 721.3 Computer Circuits - 722 Computer Systems and Equipment - 732.1 Control Equipment - 961 Systems Science","Number: U1631121, Acronym: -, Sponsor: National Natural Science Foundation of China; ","The financial support of this research by the National Natural Science Foundation of China, under Grant No. U1631121 is greatly appreciated.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Adaptive exponential cluster synchronization in colored community networks via aperiodically intermittent pinning control","20181605015080","","Zhou, Peipei (1); Cai, Shuiming (1); Shen, Jianwei (2); Liu, Zengrong (3) ","(1) Faculty of Science, Jiangsu University, Zhenjiang; Jiangsu; 212013, China (2) Department of Mathematics, Xuchang University, Xuchang; 461000, China (3) Department of Mathematics, Yunnan Normal University, Kunming; 650092, China ","Cai, Shuiming(caishuiming2008@126.com) ","Nonlinear Dynamics","Nonlinear Dyn","","Springer Netherlands","92","3","905-921","May 1, 2018","","","2018","English","0924090X","1573269X","","10.1007/s11071-018-4099-z","","","","","","NODYES","Journal article (JA)","This paper investigates the problem of pinning cluster synchronization for colored community networks via adaptive aperiodically intermittent control. Firstly, a general colored community network model is proposed, where the isolated nodes can interact through different kinds of connections in different communities and the interactions between different pair of communities can also be different, and moreover, the nodes in different communities can have different state dimensions. Then, an adaptive aperiodically intermittent control strategy combined with pinning scheme is developed to realize cluster synchronization of such colored community network. By introducing a novel piecewise continuous auxiliary function, some globally exponential cluster synchronization criteria are rigorously derived according to Lyapunov stability theory and piecewise analysis approach. Based on the derived criteria, a guideline to illustrate which nodes in each community should be preferentially pinned is given. It is noted that the adaptive intermittent pinning control is aperiodic, in which both control width and control period are allowed to be variable. Finally, a numerical example is provided to show the effectiveness of the theoretical results obtained. © 2018, Springer Science+Business Media B.V., part of Springer Nature.","58","Adaptive control systems","Stability criteria - Synchronization","Cluster synchronization - Community networks - Intermittent controls - Nodes of different state dimensions - Pinning scheme","731.1 Control Systems - 961 Systems Science","Number: -, Acronym: -, Sponsor: Core; Number: -, Acronym: JSU, Sponsor: Jiangsu University; Number: 11402100, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 11572278, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Science Foundation of China (Grant Nos. 11402100 and 11572278) and Young Core Teachers Training Project of Jiangsu University.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An efficient and conservative compact finite difference scheme for the coupled Gross–Pitaevskii equations describing spin-1 Bose–Einstein condensate","20175104550805","","Wang, Tingchun (1); Jiang, Jiaping (1); Wang, Hanquan (2); Xu, Weiwei (1) ","(1) School of Mathematics and Statistics, Nanjing University of Information Science and Technology, Nanjing; 210044, China (2) School of Statistics and Mathematics, Yunnan University of Finance and Economics, Kunming; 650221, China ","Wang, Tingchun(wangtingchun2010@gmail.com) ","Applied Mathematics and Computation","Appl. Math. Comput.","","Elsevier Inc.","323","","164-181","April 15, 2018","","","2018","English","00963003","","","10.1016/j.amc.2017.11.018","","","","","","AMHCBQ","Journal article (JA)","The coupled Gross–Pitaevskii system studied in this paper is an important mathematical model describing spin-1 Bose-Einstein condensate. We propose a linearized and decoupled compact finite difference scheme for the coupled Gross–Pitaevskii system, which means that only three tri-diagonal systems of linear algebraic equations at each time step need to be solved by using Thomas algorithm. New types of mass functional, magnetization functional and energy functional are defined by using a recursive relation to prove that the new scheme preserves the total mass, energy and magnetization in the discrete sense. Besides the standard energy method, we introduce an induction argument as well as a lifting technique to establish the optimal error estimate of the numerical solution without imposing any constraints on the grid ratios. The convergence order of the new scheme is of O(h4+τ2) in the L2norm and H1norm, respectively, with time step τ and mesh size h. Our analysis method can be used to high dimensional cases and other linearized finite difference schemes for the two- or three-dimensional nonlinear Schrödinger/Gross–Pitaevskii equations. Finally, numerical results are reported to test the theoretical results. © 2017 Elsevier Inc.","34","Finite difference method","Bose-Einstein condensation - Estimation - Linear algebra - Linear equations - Linearization - Magnetization - Nonlinear equations - Numerical methods - Statistical mechanics","Compact finite differences - Conservation law - Lifting techniques - Linearized and decoupled scheme - Optimal error estimate","701.2 Magnetism: Basic Concepts and Phenomena - 921 Mathematics - 922.2 Mathematical Statistics - 931.2 Physical Properties of Gases, Liquids and Solids","Number: BK20171454, Acronym: -, Sponsor: Natural Science Foundation of Jiangsu Province; Number: NCET-13-0995, Acronym: NCET, Sponsor: Program for New Century Excellent Talents in University; Number: 91430103, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 11571181, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 11501300, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work is supported by the National Natural Science Foundation (Grant Nos. 11571181 , 11501300 and 91430103 ), Ministry of Education Program for New Century Excellent Talents in Chinese Universities (Grant No. NCET-13-0995), the Natural Science Foundation of Jiangsu Province (Grant No. BK20171454 ) and Oing Lan Project. This work was partially done while the first author was visiting Beijing Computational Science Research Center. We also thank the reviewers and editors for their valuable comments and useful suggestions on how to improve this manuscript.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A Case Study of Service-Centric IoT Model for Rural Sewage Disposal","20190706511743","","Liu, Zheng (1); Yu, Beibei (1); Chen, Zhibo (1); Peng, Jiqin (2); Feng, Qiang (2); Liu, Qing (1); Xie, Cheng (1) ","(1) School of Software, Yunnan University, China (2) Zhongmao Environment Energy Technology Investment Limited by Share Ltd., China ","Chen, Zhibo ","Proceedings - 2018 IEEE 15th International Conference on e-Business Engineering, ICEBE 2018","Proc. - IEEE Int. Conf. e-Business Eng., ICEBE","","Institute of Electrical and Electronics Engineers Inc.","","","133-138","December 27, 2018","Proceedings - 2018 IEEE 15th International Conference on e-Business Engineering, ICEBE 2018","1 of 1","2018","English","","","9781538679920","10.1109/ICEBE.2018.00029","8592640","15th International Conference on e-Business Engineering, ICEBE 2018","October 12, 2018 - October 14, 2018","Xi'an, China","144172","","Conference article (CA)","The Internet of Things (IoT) refers to an emerging paradigm, to seamlessly and ubiquitously integrate a large number of smart things with intra/inter links to the physical and cyber worlds. The sensor enabled communication technologies are connecting billions of things, by efficiently utilizing their locations in the real world. However, how to use a reasonable architecture to build IoT services via heterogeneous and distributed smart things and sensors is an important and challenging issue, especially in rural areas where power and network resources are relatively scarce. In this work, to catch the challenge, we propose an Integrated IoT service model for distributed sensors. By modeling sensors into information resources, a RESTful service model is applied to each sensor. By using IoT based service adapter, information resources are integrated into service center which is feasible be accessed by electrical power and wireless network. A case study of rural sewage disposal is conducted based on the proposed service model. Also, a developed prototype system of rural sewage disposal shows the feasibility and effectiveness of the proposed model. © 2018 IEEE.","22","Internet of things","Electronic commerce - Information systems - Rural areas - Sewage - Sewage treatment","Communication technologies - Data Oriented - Distributed sensor - Electrical power - Information resource - Internet of thing (IOT) - RESTful Services - Service Model","452.1 Sewage - 452.2 Sewage Treatment - 723 Computer Software, Data Handling and Applications - 723.5 Computer Applications - 903.2 Information Dissemination",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A business site selection system using co-locations and ontologies","20191506744796","","Bao, Xuguang (1); Wang, Lizhen (1) ","(1) Department of Computer Science and Engineering, School of Information Science and Engineering, Yunnan University, Kunming; 650091, China ","Wang, Lizhen(lzhwang@ynu.edu.cn) ","Proceedings - 16th IEEE International Symposium on Parallel and Distributed Processing with Applications, 17th IEEE International Conference on Ubiquitous Computing and Communications, 8th IEEE International Conference on Big Data and Cloud Computing, 11th IEEE International Conference on Social Computing and Networking and 8th IEEE International Conference on Sustainable Computing and Communications, ISPA/IUCC/BDCloud/SocialCom/SustainCom 2018","Proc. - IEEE Int. Symp. Parallel Distrib. Process. Appl., IEEE Int. Conf. Ubiquitous Comput. Commun., IEEE Int. Conf. Big Data Cloud Comput., IEEE Int. Conf. Soc. Comput. Netw. IEEE Int. Conf. Sustain. Comput. Commun., ISPA/IUCC/BDCloud/SocialCom/SustainCom","","Institute of Electrical and Electronics Engineers Inc.","","","1034-1035","July 2, 2018","Proceedings - 16th IEEE International Symposium on Parallel and Distributed Processing with Applications, 17th IEEE International Conference on Ubiquitous Computing and Communications, 8th IEEE International Conference on Big Data and Cloud Computing, 11th IEEE International Conference on Social Computing and Networking and 8th IEEE International Conference on Sustainable Computing and Communications, ISPA/IUCC/BDCloud/SocialCom/SustainCom 2018","1 of 1","2018","English","","","9781728111414","10.1109/BDCloud.2018.00150","8672267","16th IEEE International Symposium on Parallel and Distributed Processing with Applications, 17th IEEE International Conference on Ubiquitous Computing and Communications, 8th IEEE International Conference on Big Data and Cloud Computing, 11th IEEE International Conference on Social Computing and Networking and 8th IEEE International Conference on Sustainable Computing and Communications, ISPA/IUCC/BDCloud/SocialCom/SustainCom 2018","December 11, 2018 - December 13, 2018","Melbourne, VIC, Australia","146380","","Conference article (CA)","This demonstration presents a data-driven situation-specific site selection system (called D4S for short) for users who are eager to create a business (hotel, hot-pot restaurant, etc.). Given a business and some related parameters, it selects sites that may gain profits for this business. Unlike existing works, D4S uses the meaning of prevalent co-location patterns discovered from spatial data sets to learn the 'symbiotic' relationships in business, which can help to select reliable sites. Furthermore, ontologies are used in order to classify the whole spatial data according to the semantic of businesses, which makes the results more accurate. The demonstration shows the high reliability of the result sites selected by D4S. © 2018 IEEE.","7","Site selection","Big data - Cloud computing - Data mining - Location - Ontology - Semantics - Ubiquitous computing","Co-location patterns - Colocations - High reliability - POI data - Selection systems - Spatial data - Spatial datasets - Specific sites","722.4 Digital Computers and Systems - 723.2 Data Processing and Image Processing - 723.5 Computer Applications","Number: -, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2015FB114, Acronym: -, Sponsor: National Natural Science Foundation of China; ","* Corresponding author. This work was supported in part by grants (No. 61472346, No.61262069) from the National Natural Science Foundation of China and in part by a grant (No. 2015FB149, No.2015FB114) from the Science Foundation of Yunnan Province.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Construction simulation analysis of 120m continuous rigid frame bridge based on Midas Civil","20181705041286","","Shi, Jing-Xian (1); Ran, Zhi-Hong (2) ","(1) Oxbridge College, Kunming University of Science and Technology, KunMing; 650106, China (2) Yunnan University, KunMing, Yunnan; 650106, China ","","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","","Institute of Physics Publishing","128","1","","March 26, 2018","3rd International Conference on Energy Equipment Science and Engineering, ICEESE 2017","1 of 1","2018","English","17551307","17551315","","10.1088/1755-1315/128/1/012030","012030","2017 3rd International Conference on Energy Equipment Science and Engineering, ICEESE 2017","December 28, 2017 - December 31, 2017","Beijing, China","135642","","Conference article (CA)","In this paper, a three-dimensional finite element model of a continuous rigid frame bridge with a main span of 120m is established by the simulation and analysis of Midas Civil software. The deflection and stress of the main beam in each construction stage of continuous beam bridge are simulated and analyzed, which provides a reliable technical guarantee for the safe construction of the bridge. © Published under licence by IOP Publishing Ltd.","9","Finite element method","Bridges - Computer software - Rigidity","Construction simulation - Construction stages - Continuous beam bridges - Continuous rigid frame bridges - Deflection and stress - Main beams - Simulation and analysis - Three dimensional finite element model","401.1 Bridges - 723 Computer Software, Data Handling and Applications - 921.6 Numerical Methods - 951 Materials Science",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Synthesis of Chitosan-based Captopril Derivatives and Its in vitro Release","20183705799445","","Li, Heping (1); Xiao, Qing (2); Qin, Long (1) ","(1) School of Chemistry and Biological Engineering, Changsha University of Science and Technology, Changsha; 410114, China (2) Department of Basic Education, Yunnan Water Resources and Hydropower Vocational College, Kunming; 650499, China ","Li, Heping(lihp@csust.edu.cn) ","Hunan Daxue Xuebao/Journal of Hunan University Natural Sciences","Hunan Daxue Xuebao","","Hunan University","45","6","145-149","June 25, 2018","","","2018","Chinese","16742974","","","10.16339/j.cnki.hdxbzkb.2018.06.022","","","","","","HDAXE3","Journal article (JA)","In order to overcome the burst release of water-soluble drugs, reduce dosing frequency and improve curative effect,two new bond-linking type drug-loaded control-releasing systems: Chitosan-Captopril and Chitosan-Lysyl-Captopril were synthesized from captopril as a model drug and chitosan as carriers. The products were characterized by IR, 1H NMR and MS. The accumulation of drug release rates of Chitosan-Captopril are 59.2% in PBS buffer (pH=7.4) and 78.4% in HCl-KCl buffer (pH=1.2). The accumulation of drug release rates of Chitosan-Lysyl-Captopril are 55.2% in PBS buffer (pH=7.4) and 76.4% in HCl-KCl buffer (pH=1.2). The results show that the two kinds of drug-loaded systems eliminate the phenomenon of burst releasing and have excellent sustained release properties, which are expected to become the ideal control-releasing system of water-soluble drugs. © 2018, Editorial Department of Journal of Hunan University. All right reserved.","10","Controlled drug delivery","Chitosan - Drug products - Potassium compounds - Synthesis (chemical) - Targeted drug delivery","Burst release - Captopril - Curative effects - Dosing frequency - Drug-release rate - Slow-releasing - Sustained release - Water soluble drugs","802.2 Chemical Reactions - 804.1 Organic Compounds","Number: 21275022, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work is supported by Key Project of Hunan Provincial Education Department of China (17 A002); National Natural Science Foundation of China (21275022)",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Measurement of Liquid Diffusion Coefficient Based on Double Liquid-Core Cylindrical Lens: Equivalent Observation Altitude Measurement Method","20181705054805","","Xia, Yan (1); Meng, Weidong (1); Chen, Yan (1); Song, Fangxi (1); Pu, Xiaoyun (1, 2) ","(1) School of Physics and Astronomy, Yunnan University, Kunming; Yunnan; 650091, China (2) International Research Center for Optoelectronic Energy Materials, Yunnan University, Kunming; Yunnan; 650091, China ","Pu, Xiaoyun(xypu@163.com) ","Guangxue Xuebao/Acta Optica Sinica","Guangxue Xuebao","","Chinese Optical Society","38","1","","January 10, 2018","","","2018","Chinese","02532239","","","10.3788/AOS201838.0112002","0112002","","","","","GUXUDC","Journal article (JA)","A method to measure liquid diffusion coefficients based on double liquid-core cylindrical lens (DLCL): equivalent observation altitude measurement method is introduced. The front liquid core of DLCL is used as both diffusive pool and main imaging element, and the rear liquid core is used as aplanatic auxiliary element. A fixed altitude of DLCL is selected as observation position. Based on the Fick's second law, the liquid diffusion coefficient is calculated according to the relationship between the diffusion image width and time. The diffusion coefficient of 0.33 mol/L KCl aqueous solution is D=1.8530×10-5cm2/s, which is measured at the room temperature (25) and by equivalent observation altitude measurement method. The relative error between the measured results and the literature values is 0.65%. The proposed method makes use of the advantage of DLCL that can reduce the spherical aberration in certain range of refractive index, which makes the liquid diffusion coefficients have the characteristics of high accuracy (relative error is less than 1%), high speed (measurement time is about 60 min), and the visualization of diffusion process. © 2018, Chinese Lasers Press. All right reserved.","20","Least squares approximations","Aberrations - Chlorine compounds - Diffusion - Diffusion in liquids - Measurement - Potassium compounds - Refractive index - Solutions","Cylindrical lens - Equivalent observation altitude - Fick's second law - KCl aqueous solution - Least square methods - Liquid diffusion coefficient - Measurement methods - Spherical aberrations","741.1 Light/Optics - 921.6 Numerical Methods",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Effect of YSZ-dopant on microstructure and hardness property of the Al2O3-40%TiO2 plasma sprayed coating","20191306682396","","Chen, Kunlun (1); Song, Peng (1); Hua, Chen (1); Zhou, Ying (2); Huang, Taihong (1); Li, Chao (1); Lu, Jiansheng (1) ","(1) Faculty of Materials Science and Engineering, Kunming University of Science and Technology, Kunming; 650093, China (2) Yunnan Academy of Science and Technology, Kunming; 650051, China ","","Materials Research Express","Mater. Res. Express","","Institute of Physics Publishing","5","8","","August 2018","","","2018","English","","20531591","","10.1088/2053-1591/aad1d5","086504","","","","","","Journal article (JA)","The Al2O3-40%TiO2 (AT40) coating doped with the different contents of Yttria-stabilized zirconia (YSZ) on mild steel prepared by plasma spraying was studied. The different compositions of the YSZ powders are varied by 8 wt% and 20 wt%. The coating with 20 wt% YSZ exhibits a smaller wear rate and better hardness property than that with 8 wt% YSZ, which could be found through the wear resistance and Vickers hardness tests. The YSZ addition promotes the formation of Al0.1Zr0.9O1.95 and then increases the wear and hardness properties of the composite ceramic coating. © 2018 IOP Publishing Ltd.","22","Plasma spraying","Alumina - Aluminum oxide - Ceramic coatings - Ceramic materials - Hardness - Plasma jets - Titanium dioxide - Vickers hardness - Vickers hardness testing - Wear of materials - Wear resistance - Yttria stabilized zirconia - Yttrium oxide - Zirconia","Al0.1Zr0.9O1.95 - Composite ceramic coating - Plasma-sprayed coatings - Wear rates - Yttria-stabilized zirconias (YSZ)","804.2 Inorganic Compounds - 812.1 Ceramics - 931.2 Physical Properties of Gases, Liquids and Solids - 932.3 Plasma Physics - 951 Materials Science","Number: 2018BA067, Acronym: -, Sponsor: Yunnan Key Research and Development Program; Number: 2018ZE009, Acronym: -, Sponsor: Major Science and Technology Project of Hainan Province; Number: 51401097, Acronym: -, Sponsor: National Natural Science Foundation of China; ","The authors acknowledge funding from Yunnan Province Key Research and Development Program (Grant No. 2018BA067), Yunnan Province Science and Technology Major Project (Grant No. 2018ZE009) and the National Natural Science Foundation of China (Grant No. 51401097).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Benchmark Connection Charge of Power Plants Based on Shallow Recovery Mode","20183005589272","","Cong, Ye (1); Zhang, Lizi (1); Gao, Lei (2); Che, Wenyan (2); Lu, Jidong (2); Tang, Hu (2) ","(1) School of Electrical & Electronic Engineering, North China Electric Power University, Beijing; 102206, China (2) Yunnan Power Grid Corporation, Kunming; 650011, China ","Cong, Ye(yecong0315@vip.sina.com) ","Dianli Xitong Zidonghua/Automation of Electric Power Systems","Dianli Xitong Zidonghue","","Automation of Electric Power Systems Press","42","11","163-168","June 10, 2018","","","2018","Chinese","10001026","","","10.7500/AEPS20170508005","","","","","","DXZIE9","Journal article (JA)","The recovery mode and pricing method about connection charge for power plants are systematically studied. It is proposed that the coordination between recovery mode and the pricing mechanism of shared network should be taken into account when the connection recovery mode is chosen. A design proposal of connection charge based on shallow recovery mode is put forward, which mainly focuses on the choosing of pricing benchmark, optimal pricing in each price band and the recovery periods of the investment and cost of connection project of different power plants. As for the choosing of pricing benchmark, 'per kilometer investment unit' and 'per MW-km investment unit' are taken into consideration. In the part of the research of optimal pricing in each price band, a two-step optimization model based on the exhaust algorithm is proposed. And the regression analysis is used to study the optimal quantity of price bands. Combined with the case study with the actual data, it is concluded that 'per kilometer investment unit' is more reasonable than 'per MW-km investment unit' as pricing benchmarks for connection charge of power plants. It is also suggested that the adequacy of cost recovery, the fairness of cost allocation and the efficiency of administration of electricity price should be taken into consideration together when the quantity of price bands of connection charge are made. © 2018 Automation of Electric Power Systems Press.","10","Costs","Depreciation - Economics - Investments - Recovery - Regression analysis","Connection charges - Cost allocation - Electricity prices - Optimal quantity - Pricing mechanism - Recovery periods - Transmission and distribution - Two-step optimizations","911 Cost and Value Engineering; Industrial Economics - 922.2 Mathematical Statistics - 971 Social Sciences",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
