Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Efficient removal mechanism of catechol by Fe2O3 modified montmorillonite","20192507084094","Fe2O3","Wang, Peng (1); Chang, Yazhou (1); Shi, Lin (1); Lang, Di (1); Zhang, Di (1) ","(1) Faculty of Environmental Science and Engineering, Kunming University of Science & Technology, Kunming; Yunnan; 650500, China ","Zhang, Di(zhangdi2002113@sina.com) ","Huagong Jinzhan/Chemical Industry and Engineering Progress","Huagong Jinzhan/Chem. Ind. Eng. Prog.","","Chemical Industry Press","38","2","1122-1128","February 5, 2019","","","2019","Chinese","10006613","","","10.16085/j.issn.1000-6613.2018-0779","","","","","","","Journal article (JA)","Montmorillonite and its derivatives are widely used adsorbent in environmental field. In this study, montmorillonite (MT-Na) and Fe2O3 modified montmorillonite (MT-Fe2O3) were used to remove catechol at various pH. Higher efficacy and faster removal of catechol was detected for MT-Fe2O3 than MT-Na. Catechol removal from solution was higher with MT-Na with increasing pH, while MT-Fe2O3 showed a reverse trend. Removal kinetics results showed fast and slow compartment of catechol removal involving adsorption and subsequent degradation of the latter. For MT-Fe2O3, fast compartment was attributed to adsorption and initial degradation. The retardation of catechol degradation rate manifested in the slow compartment was attributed to the hindrance of the active reaction sites by intermediate degradation products, Fe2O3 mediated generation of •OH is central regarding removal of catechol using MT-Fe2O3. Efficient degradation of organic contaminants by montmorillonite underscores the importance of clay particles as capable adsorbent. This study will provide more precise assessment of the distinct contribution of clay particles in adsorption and degradation of catechol in environmental media. © 2019, Chemical Industry Press. All right reserved.","26","Hematite","Adsorption - Clay minerals - Degradation - Phenols - Reaction intermediates - Sodium compounds","Catechol - Degradation of organic contaminants - Environmental fields - Environmental media - Intermediate degradation products - Modified montmorillonite - Removal kinetics - Removal mechanism","482.2 Minerals - 802.2 Chemical Reactions - 802.3 Chemical Operations - 804 Chemical Products Generally - 804.1 Organic Compounds",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research progress of the release, distribution and transformation of phosphine in environment","20192507084090",", ","Liu, Shugen (1); Li, Ting (1); Ning, Ping (1); Wu, Meng (1); Yu, Shuo (1) ","(1) Faculty of Environmental Science and Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650500, China ","Ning, Ping(ningping58@sina.com) ","Huagong Jinzhan/Chemical Industry and Engineering Progress","Huagong Jinzhan/Chem. Ind. Eng. Prog.","","Chemical Industry Press","38","2","1085-1096","February 5, 2019","","","2019","Chinese","10006613","","","10.16085/j.issn.1000-6613.2018-2042","","","","","","","Journal article (JA)","Phosphine is widely produced from paddy cultivation, refuse landfill, wastewater treatment, industrial production or other sources. However the formation mechanism and transformation pathway of phosphine in the environment are still unclear. Based on the environmental benefits of phosphine, this review investigated the release and spatiotemporal distribution of two kinds of phosphine, free gaseous PH3 and matrix-bound PH3, and analyzed the transformation pathways including catalytic conversion, photochemical oxidation, microbial degradation and so on, then explored the mechanism for PH3 conversion and analyzed some significant problems related to the biogeochemical cycling of phosphine. According to the obtained research on source and sink analysis as well as phosphine's transport and transformation in environment, follow-up research can focus on the following three aspects: the formation mechanism and process intensification of gaseous phosphine in the anaerobic wastewater treatment system; the response relationship between water eutrophication and phosphine and its oxidation products; the mechanism and specific pathway of phosphine bio-oxidation system. © 2019, Chemical Industry Press. All right reserved.","89","Phosphorus compounds","Biodegradation - Catalytic oxidation - Environmental impact - Eutrophication - Industrial water treatment - Linear transformations - Oxidation - Wastewater treatment","Anaerobic waste water treatment - Distribution features - Phosphine - Photochemical oxidation - Spatiotemporal distributions - The source of PH3 release - Transformation pathways - Transport and transformation","445.1.2 Water Treatment Techniques for Industrial Use - 452.4 Industrial Wastes Treatment and Disposal - 454.2 Environmental Impact and Protection - 461.8 Biotechnology - 802.2 Chemical Reactions - 803 Chemical Agents and Basic Industrial Chemicals - 921.3 Mathematical Transformations",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The progenitors of type-Ia supernovae in semidetached binaries with red giant donors","20190606460775","","Liu, D. (1, 2, 3, 4); Wang, B. (1, 2, 3, 4); Ge, H. (1, 2, 3, 4); Chen, X. (1, 2, 3, 4); Han, Z. (1, 2, 3, 4) ","(1) Yunnan Observatories, Chinese Academy of Sciences, Kunming; 650216, China (2) Key Laboratory for the Structure and Evolution of Celestial Objects, Chinese Academy of Sciences, Kunming; 650216, China (3) University of Chinese Academy of Sciences, Beijing; 100049, China (4) Center for Astronomical Mega-Science, Chinese Academy of Sciences, Beijing; 100012, China ","","Astronomy and Astrophysics","Astron. Astrophys.","","EDP Sciences","622","","","February 1, 2019","","","2019","English","00046361","14320746","","10.1051/0004-6361/201833010","A35","","","","","AAEJAF","Journal article (JA)","Context. The companions of the exploding carbon-oxygen white dwarfs (CO WDs) that produce type-Ia supernovae (SNe Ia) have still not been conclusively identified. A red-giant (RG) star can fill this role as the mass donor of the exploding WD - this channel for producing SNe Ia has been named the symbiotic channel. However, previous studies on this channel have given a relatively low rate of SNe Ia. Aims. We aim to systematically investigate the parameter space, Galactic rates, and delay time distributions of SNe Ia arising from the symbiotic channel under a revised mass-transfer prescription. Methods. We adopted an integrated mass-transfer prescription to calculate the mass-transfer process from a RG star onto the WD. In this prescription, the mass-transfer rate varies with the local material states. First, we obtain the parameter space that leads to SNe Ia by evolving a large number of semidetached WD+RG systems with the Eggleton stellar-evolution code. Second, we investigate the Galactic rates and delay-time distributions of SNe Ia using a binary population synthesis method. Results. The parameter space of WD+RG systems that can produce SNe Ia is enlarged significantly judging by our calculations. This channel could produce SNe Ia with intermediate and old ages, contributing up to 5% of all SNe Ia in the Galaxy. Our model increases the SN Ia rate from this channel by a factor of five. We suggest that the symbiotic systems RS Oph and T CrB are strong candidates for the progenitors of SNe Ia. © ESO 2019.","101","Supernovae","Chromium compounds - Giant stars - Mass transfer - White dwarfs","Binaries: close - Delay time distributions - Mass transfer process - Mass transfer rate - Population synthesis - Stars: evolution - Stellar evolutions - Supernovae: general","641.3 Mass Transfer - 657.2 Extraterrestrial Physics and Stellar Phenomena","Number: -, Acronym: -, Sponsor: Chinese Academy of Sciences; Number: 11673058, Acronym: -, Sponsor: National Natural Science Foundation of China; ","Acknowledgements. We acknowledge useful comments and suggestions from the anonymous referee. We thank Philipp Podsiadlowski, Xiangcun Meng and Hailiang Chen for their helpful discussions. We also thank Yan Gao for his kind help in improving the language of this paper. This work is partly supported by the NSFC (Nos. 11673059, 11873085, 11390374, 11521303, 11673058, 11573016, 11733008 and 11322324), CAS (Nos. QYZDB-SSW-SYS001 and KJZD-EW-M06-01), and Yunnan Province (Nos. 2014FB189, 2017HC018 and 2018FB005).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Application of gesture recognition interaction to digital virtual reconstruction of Yunnan bronze drum","20184305977062","","Wu, Xu (1); Wei, Guo (1); Chunjie, Jin (1); Ping, Wu (1); Xinye, Shao (2) ","(1) School of Electrical and Information Engineering, Yunnan Minzu University, Kunming, China (2) Faculty of Information Engineering and Automation, Kunming University of Science and Technology, Kunming, China ","Wei, Guo(18487089465@163.com) ","Advances in Intelligent Systems and Computing","Adv. Intell. Sys. Comput.","","Springer Verlag","856","","1003-1012","2019","Recent Developments in Mechatronics and Intelligent Robotics - Proceedings of International Conference on Mechatronics and Intelligent Robotics ICMIR2018","1 of 1","2019","English","21945357","","9783030002138","10.1007/978-3-030-00214-5_123","","International Conference on Mechatronics and Intelligent Robotics, ICMIR 2018","May 19, 2018 - May 20, 2018","Kunming, China","219499","","Conference article (CA)","At present, our country attaches great importance to the protection and development of intangible culture. However, it would be destroyed and difficult to reserve in traditional way. This paper, starting with the analysis of the above problems, makes use of the virtual reality technology and the somatosensory interactive equipment to analyze the specific object of Yunnan bronze drum, so as to achieve the purpose of giving full play to its humanistic value and economic value. First, the bronze drum pictures and audio data are collected, and the three-dimensional model of the bronze drum is made with 3dsMax. Second, the gesture recognition of the bronze drum knocking is completed by Kinect, and the virtual bronze drum is performed. Finally, the classification recognition method based on the convolution neural network is used to identify the finger tip, to control the rotation of bronze drum. The better protection and inheritance can be achieved with the digital virtual reconstruction of Yunnan bronze drum. © Springer Nature Switzerland AG 2019.","10","Gesture recognition","Bronze - Convolution - Intelligent mechatronics - Robotics - Virtual reality","Audio acquisition - Convolution neural network - Economic values - Recognition methods - Somatosensory - Three-dimensional model - Virtual reality technology - Virtual reconstruction","544.2 Copper Alloys - 716.1 Information Theory and Signal Processing - 723 Computer Software, Data Handling and Applications - 731.5 Robotics - 731.7 Mechatronix","Number: 61741206, Acronym: -, Sponsor: Interface; Number: -, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Acknowledgments. This research is supported by National Natural Science Foundation of China ("contact + non-contact" hybrid interface design strategy and its key human factors research. Grant: 61741206), and also supported by "The Key Laboratory of Ethnic Culture Resources Informatization".",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Performance evaluation of asphalt mixture exposed to dynamic water and chlorine salt erosion","20190106333352","","Xiong, Rui (1, 2); Chu, Ci (1); Qiao, Ning (1); Wang, Lu (3); Yang, Fa (4); Sheng, Yanping (1, 2); Guan, Bowen (1, 2); Niu, Dongyu (1, 2); Geng, Jiuguang (1, 2); Chen, Huaxin (1, 2) ","(1) School of Materials Science and Engineering, Chang'an University, Xi'an; 710061, China (2) Engineering Research Center of Transportation Materials of Ministry of Education, Chang'an University, Xi'an; 710061, China (3) School of Economics and Management, Shaanxi College of Communication Technology, Xi'an; 710018, China (4) Yunnan Communications Investment & Construction Group Co., Ltd, Kunming; 650228, China ","Xiong, Rui(xiongrui@chd.edu.cn) ","Construction and Building Materials","Constr Build Mater","","Elsevier Ltd","201","","121-126","20 March 2019","","","2019","English","09500618","","","10.1016/j.conbuildmat.2018.12.190","","","","","","CBUMEZ","Journal article (JA)","The salt corrosion environment has direct degradation to durability of asphalt mixture and dynamic water also has an important influence on asphalt pavement performance. In order to evaluate the performance of asphalt mixture exposed to dynamic water and chlorine salt erosion, the asphalt mixture dynamic water-salt erosion apparatus was self-designed and the test parameters were reasonably set for the accelerated simulation of chlorine salt-water-temperature-load coupling action to asphalt mixture under real working conditions. Splitting test (25 °C and −10 °C) was adopted for assessing the performance of asphalt mixture suffered from chlorine salt-water-temperature-load coupling action. Then the grey entropy method was applied to analyze the significance of influencing factors on the performance of asphalt mixture such as dynamic water scouring times, temperature, salt solution concentration. Then the mechanism of performance deterioration of asphalt mixture was explored to some extent. The results show that the process of chlorine salt erosion and deterioration to asphalt mixture is accelerated by dynamic water and is closely related to the concentration and temperature of salt solution. Scouring times is the most significant factor influencing the performance of asphalt mixture exposed to dynamic water and chlorine salt erosion. The crystallization erosion caused by salt solution infiltrating into the voids and cracks of asphalt mixture is an important inducement for the performance deterioration. © 2018 Elsevier Ltd","19","Asphalt mixtures","Chlorine - Corrosion - Deterioration - Dynamics - Erosion - Mixtures - Temperature","Deterioration mechanism - Dynamic waters - Entropy methods - Road engineering - Splitting strength","411.1 Asphalt - 641.1 Thermodynamics - 804 Chemical Products Generally - 951 Materials Science","Number: 2014M550476, Acronym: -, Sponsor: China Postdoctoral Science Foundation; Number: 310831163501, Acronym: -, Sponsor: -; Number: 51608046, Acronym: -, Sponsor: National Natural Science Foundation of China; Number: 310831173701, Acronym: -, Sponsor: Support Program for Longyuan Youth and Fundamental Research Funds for the Universities of Gansu Province; ","The authors wish to thank the financial support from the National Natural Science Foundation of China (No. 51608046 , No. 51608045 ), the China Postdoctoral Science Foundation (No. 2014M550476 ) the Preeminent Youth Fund of Chang’an University (No. 310831163501 ) and the Fundamental Research Funds for the Central Universities, Chang’an University (Nos. 310831171001 , 310831173701 and No. 310821161016 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on the effect of piston skirt profile on the vibration behavior of non-road high pressure common rail diesel engine","20190406406539","","Wu, Limin (1); Bi, Yuhua (1); Shen, Lizhong (1); Lei, Jilin (1); Zhang, Lei (1); Zhou, Feng (1) ","(1) Kunming University of Science and Technology, Yunnan Key Laboratory of Internal Combustion Engine, Kunming; 650500, China ","Wu, Limin(m18213991590@163.com) ","Applied Acoustics","Appl Acoust","","Elsevier Ltd","148","","457-466","May 2019","","","2019","English","0003682X","1872910X","","10.1016/j.apacoust.2019.01.007","","","","","","AACOBL","Journal article (JA)","The piston secondary motion is the most predominant excitation source for the mechanical vibration of diesel engine, which is directly affected by the piston profile. The effects of piston skirt profile on the dynamic behavior of piston and the vibration characteristics of engine block is studied synthetically by the method of a combination of experimental test and numerical simulation. The temperature distribution of the piston top surface under rated working condition is tested by a hardness plug, which is used as the boundary condition to carry out the thermodynamic simulation of diesel engine working process, to obtain the hot profile of the piston. Then, the dynamics model of piston assemblies are formally established, and the skirt profiles of different bump positions of the piston skirt are optimally designed. Based on the above analysis, a comprehensive study on the influence of bump position on the piston dynamic behavior is carried out. Then, applying the modal testing method for the engine block and crankshaft to establish the elastic multi-body dynamics model of diesel engine and load the piston slapping force at different bump positions, the vibration response of the surface structure under the action of different piston slapping forces is also studied. The results show that the mechanical vibration of engine block will become more severe with the hiking up of bump position at the piston skirt. Also, the vibration behavior of the engine block in the middle and high frequency section is very sensitive to the bump position of the piston skirt, especially in the frequency range of 1600 Hz–3150 Hz. In addition, vibration noise performance can be significantly improved by adjusting the bump position of piston skirt downwards. Particularly, the vibration noise performance can be best achieved when the bump position of piston skirt is 5 mm. © 2019 Elsevier Ltd","24","Engine pistons","Crankshafts - Diesel engines - High pressure effects - Hot working - Modal analysis - Numerical methods - Pistons - Roads and streets - Surface testing - Vibrations (mechanical)","High pressure common rail diesel engine - Multibody dynamics model - Non-road - Piston secondary motion - Piston skirt profile - Thermodynamic simulations - Vibration behavior - Vibration characteristics","406.2 Roads and Streets - 535.2 Metal Forming - 601.2 Machine Components - 612.1.1 Internal Combustion Engine Components - 612.2 Diesel Engines - 921 Mathematics - 921.6 Numerical Methods - 931.1 Mechanics","Number: 51366006, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51765025, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The project is supported by the National Natural Science Foundation of China (No. 51765025 and No. 51366006). We would like to thank the sponsors.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Aspiration driven coevolution resolves social dilemmas in networks","20184105917766","","Liu, Chen (1); Shi, Juan (2, 3); Li, Tong (2, 3); Liu, Jinzhuo (2, 3) ","(1) Center for Ecology and Environmental Sciences, Northwestern Polytechnical University, Xi'an; 710072, China (2) School of Software, Yunnan University, Kunming; 650020, China (3) Key Laboratory in Software Engineering of Yunnan Province, Kunming; 650091, China ","Liu, Jinzhuo(jinzhuo.liu@hotmail.com) ","Applied Mathematics and Computation","Appl. Math. Comput.","","Elsevier Inc.","342","","247-254","1 February 2019","","","2019","English","00963003","","","10.1016/j.amc.2018.09.034","","","","","","AMHCBQ","Journal article (JA)","In realistic world, the role or influence of each individual is heterogeneous and usually varies according to surroundings. Inspired by this fact, here we study the emergence of cooperative behavior in weighted networks under the coevolution of game strategy and node weight, where the node weight is used to mimic the role or influence of subjects. In the prisoner's dilemma, if an individual's fitness exceeds the aspiration level, its weight becomes larger; otherwise weight decreases. While such an adjustment of weight is defined by the intensity parameter δ it is interesting that there is an optimal range for δ guaranteeing the best evolution of cooperation. The facilitation of cooperative behavior mainly depends on the weight distribution of players, which is based on the formation of a cooperative cluster controlled by high-weight cooperators. These cooperators are able to prevail against defectors even when there is a large temptation to defect. Our research provides a viable route to resolve social dilemma and will inspire further applications. © 2018","58","Behavioral research","Defects","Aspiration - Co-evolution - Cooperation - Heterogeneity - Node weight","951 Materials Science - 971 Social Sciences","Number: 2017ZZX08, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2016FB111, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2015FA014, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2017HC012, Acronym: -, Sponsor: -; Number: 61462091, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61462092, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61662085, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","We appreciate the support from (I) National Natural Science Foundation of China (grants no. 61462092, 61662085, 61462091 ), (II) Key Project of Natural Science Foundation of Yunnan Province (grants no. 2016FB111, 2015FA014 ); (III) Science Foundation of Yunnan Province Education Department (grants no. 2017ZZX08 ); (IV) Science and technology innovative research team of Yunnan Province (grants no. 2017HC012 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"One-pot synthesis of Pd-promoted Ce-Ni mixed oxides as efficient catalysts for imine production from the direct: N -alkylation of amine with alcohol","20190406427850","","Zhang, Mengyuan (1); Wu, Shipeng (1); Bian, Longchun (1); Cao, Qiue (1, 2); Fang, Wenhao (1, 2) ","(1) School of Chemical Science and Technology, Key Laboratory of Medicinal Chemistry for Natural Resource, Ministry of Education, Funct. Molecules Analysis and Biotransformation Key Laboratory of Universities in Yunnan Province, Advanced Analysis and Measurement Center, Yunnan University, 2 North Cuihu Road, Kunming; 650091, China (2) National Demonstration Center for Experimental Chemistry and Chemical Engineering Education, Yunnan University, China ","Fang, Wenhao(wenhao.fang@ynu.edu.cn) ","Catalysis Science and Technology","Catal. Sci. Technolog.","","Royal Society of Chemistry","9","2","286-301","2019","","","2019","English","20444753","20444761","","10.1039/c8cy01857j","","","","","","CSTAGD","Journal article (JA)","Ce-Ni mixed oxides with different Ni/Ce molar ratios, promoted by a rather low amount of Pd (0.2 wt%), were prepared by a simple one-pot precipitation method. The thus-synthesized CeNiXOY and Pd-CeNiXOY catalysts were applied respectively to the direct N-alkylation of amine and alcohol via oxidative coupling, under O2 in the absence of basic additives. The CeNiXOY catalyst could provide a >99% yield of imine in the model alkylation reaction of aniline with benzyl alcohol at 100 °C. The Pd-promoted Pd-CeNiXOY catalyst surprisingly showed an enhanced imine yield (>99%) at a mild temperature of 60 °C. This catalyst exhibited good reusability, and moreover, demonstrated high performance towards imine synthesis from various amines with alcohols. The presence of Pd species and the Ni/Ce molar ratio showed a synergistic impact on the conversion of aniline, as well as on the product selectivity, which was believed to be related to the improvement on the intrinsic activity of the oxidation of benzyl alcohol to benzaldehyde. Various physicochemical techniques, including ICP-MS, XRD, N2 adsorption-desorption, UV-Raman, H2-TPR, TEM, EPMA and XPS, were employed to study mainly the composition, structure and redox properties of the catalysts. The proportion of Ce3+ species and oxygen vacancies, which can be manipulated by the Ce-Ni redox system and the interaction between Ce and Ni, was crucial to the selective activation of alcohols in the presence of reactive amines. The activation of alcohol on the highly reactive Pd0 species was the other crucial factor. © 2019 The Royal Society of Chemistry.","55","Palladium alloys","Additives - Alkylation - Amines - Aniline - Binary alloys - Catalysts - Cerium oxide - Chemical activation - Nickel oxide - Precipitation (chemical) - Redox reactions - Reusability","Alkylation reactions - Efficient catalysts - Intrinsic activities - Oxidative couplings - Physicochemical techniques - Precipitation methods - Product selectivities - Selective activation","547.1 Precious Metals - 802.2 Chemical Reactions - 802.3 Chemical Operations - 803 Chemical Agents and Basic Industrial Chemicals - 804.1 Organic Compounds - 804.2 Inorganic Compounds","","This work was supported by the Natural Science Foundation of China (Nos. 21603187, 21763031), the National Special Funds of China (No. C6176102) and the Program for Innovative Research Team (in Science and Technology) in the University of Yunnan Province. The authors sincerely thank Mr. G.-H. Zhu from the Advanced Analysis and Measurement Center (YNU) for the ICP-MS analysis.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Half-metallicity and spin transport studies on quaternary CoCuMnSb Heusler alloy","20193207283937","","Huang, Yinsheng (1, 2); Jing, Chao (1); Wu, Yanning (2); Zhang, Yuanlei (1, 3); Li, Zhe (3); Sun, Xiaodong (1); Ye, Miaofu (1) ","(1) Department of Physics, Shanghai University, Shanghai; 200444, China (2) Key Laboratory of Functional Materials and Devices for Informatics of Anhui Educational Institutions, Department of Physics, Fuyang Normal University, Fuyang; 236037, China (3) Magnetic Materials and Devices & Key Laboratory for Advanced Functional and Low Dimensional Materials of Yunnan Higher Education Institute, Qujing Normal University, Qujing; 655011, China ","Jing, Chao(cjing@staff.shu.edu.cn) ","Current Applied Physics","Curr. Appl. Phys.","","Elsevier B.V.","19","11","1211-1216","November 2019","","","2019","English","15671739","","","10.1016/j.cap.2019.08.005","","","","","","","Journal article (JA)","Herein, the crystalline structure and spin transport properties of CoCuMnSb (CCMS) half-metallic Heusler alloy have been investigated with ab-initio calculations and nonequilibrium Green's function. Experimental and theoretical results reveal that CCMS alloy stabilizes in a highly ordered LiMgPdSn-type structure with lattice parameters of a = 6.113 Å and α = 90°, which match well with the reported lattice parameters of GaSb. Furthermore, the theoretical calculations indicate that CCMS exhibits perfect polarized spin at the Fermi level. Therefore, we have designed CCMS/GaSb heterostructure and CCMS/GaSb/CCMS magnetic tunnel junction (MTJ). Our architecture exhibits effective spin filtering and the MTJ produces a dramatic magnetoresistance ratio (~445). These outstanding properties marks CCMS as a strong system for applications in spintronics. © 2019 Korean Physical Society","40","Copper alloys","Astrophysics - Calculations - Cobalt alloys - Gallium compounds - Heterojunctions - III-V semiconductors - Lattice constants - Magnetic devices - Manganese alloys - Tunnel junctions","Ab initio calculations - Crystalline structure - Half-metallicity - Heusler alloys - Magnetic tunnel junction - Magnetoresistance ratio - Non-equilibrium Green's function - Theoretical calculations","543.2 Manganese and Alloys - 544.2 Copper Alloys - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 657.2 Extraterrestrial Physics and Stellar Phenomena - 714.2 Semiconductor Devices and Integrated Circuits - 921 Mathematics - 933.1.1 Crystal Lattice","Number: 11604052, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51371111, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51661029, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: -, Acronym: TMR, Sponsor: Department of Transport and Main Roads, Queensland Government; ","This comprehensive study investigates the crystalline and electronic properties for CCMS. In particular, the lattice parameters of the half-metallic alloy-CCMS match well with the reported lattice parameters of GaSb [31]. Hence, by using the design scheme proposed by Chadov et al. [14], we designed and theoretically investigated the heterostructure and magnetic tunnel junction (MTJ) of CCMS/GaSb and CCMS/GaSb/CCMS, respectively. The results reveal that CCMS/GaSb heterostructure exhibits exceptional filtering and a pronounced diode effect. CCMS/GaSb/CCMS also demonstrates remarkable tunnel magnetoresistance (TMR) ratio, supporting CCMS alloy as an interesting architecture for exploration.This work was supported by the National Natural Science Foundation of China, China (Nos. 51371111, 51661029, 11604052).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Preparation and Application of Metal Organic Frameworks Derivatives in Electro-Catalysis","20192307004935","(MOFs)","Zhu, Jingyi (1); Liang, Feng (1, 2); Yao, Yaochun (1); Ma, Wenhui (1); Yang, Bin (1); Dai, Yongnian (1) ","(1) Yunnan Key Laboratory of Nonferrous Metals Vacuum Metallurgy, Vacuum Metallurgical National Engineering Laboratory, Kunming University of Science and Technology, Kunming; 650093, China (2) State Key Laboratory of Complex Nonferrous Metal Resources Clear Utilization in Yunnan Province, Kunming University of Science and Technology, Kunming; 650093, China ","Liang, Feng(liangfeng@kmust.edu.cn) ","Xiyou Jinshu/Chinese Journal of Rare Metals","Xiyou Jinshu","","Editorial Office of Chinese Journal of Rare Metals","43","2","186-200","February 1, 2019","","","2019","Chinese","02587076","","","10.13373/j.cnki.cjrm.XY18070012","","","","","","XIJID9","Journal article (JA)","Metal-organic frameworks (MOFs) consisting of metal ions or clusters connected by a medium-strength coordination bond with organic ligands are a new class of organic-inorganic hybrids. Large surface area, high adsorption affinity, diverse structures and pore topologies, accessible functionalization of tunnels make them attract tremendous attention in catalysis. In recent years, quantities of carbon nanomaterials and metal nanoparticles/carbon composites derived from MOFs used in electrochemical catalysis showed superior catalytic properties in the electrochemical catalysis. For the preparation of the MOFs derivatives with different catalytic functions and high efficiency, it was necessary to focus on the influence of the properties of MOFs materials (structure, doped heteroatoms, etc.) and heat treatment conditions (activation atmosphere, temperature, time, and heating gradient, etc.) on the performance of catalysts.Hence, the preparation of MOFs derivatives and their application in ORR, HER were introduced according to different metal dopants for better design of efficient electrochemical catalysts. At last, an outlook for future research in the field of catalysis with MOFs derivatives was given. © Editorial Office of Chinese Journal of Rare Metals. All right reserved.","53","Metals","Catalysis - Catalysts - Crystalline materials - Electrolytic reduction - Metal ions - Metal nanoparticles - Organic polymers - organic-inorganic materials - Organometallics","Electrochemical catalysis - Electrochemical catalyst - Heat treatment conditions - Hydrogen evolution reactions - Metal organic framework - Metalorganic frameworks (MOFs) - Organic-inorganic hybrid - Oxygen reduction reaction","531.1 Metallurgy - 761 Nanotechnology - 802.2 Chemical Reactions - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally - 804.1 Organic Compounds - 815.1.1 Organic Polymers - 933.1 Crystalline Solids",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
