Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"The effect of temperature on the microbial communities of peak biogas production in batch biogas reactors","20180804820982","","Tian, Guangliang (1, 2, 3); Yang, Bin (1, 2, 3); Dong, Minghua (4); Zhu, Rui (1, 2, 3); Yin, Fang (1, 2, 3); Zhao, Xingling (1, 2, 3); Wang, Yongxia (4); Xiao, Wei (4); Wang, Qiang (5); Zhang, Wudi (1, 2, 3); Cui, Xiaolong (4) ","(1) Yunnan Research Center of Biogas Technology and Engineering, Yunnan Normal University, Kunming; 650500, China (2) Engineering and Research Center of Sustainable Development and Utilization of Bioenergy, Ministry of Education, Yunnan Normal University, Kunming; 650500, China (3) Yunnan Key Laboratory of Rural Energy Engineering, Yunnan Normal University, Kunming; 650500, China (4) Yunnan Institute of Microbiology, State Key Laboratory for Conservation and Utilization of Bio-Resources in Yunnan, Yunnan University, Kunming; 650091, China (5) School of Energy and Environment Science, Yunnan Normal University, Kunming; 650500, China ","Zhang, Wudi(wootichang@163.com) ","Renewable Energy","Renew. Energy","","Elsevier Ltd","123","","15-25","August 2018","","","2018","English","09601481","18790682","","10.1016/j.renene.2018.01.119","","","","","","","Journal article (JA)","In this study, changes in the microbial communities and the metabolic pathway involved in anaerobic digestion were examined as the temperature was changed from 9 to 55 °C. The results from six batch biogas reactors, which were designed to ferment at 9, 15, 21, 35, 45 and 55 °C, showed that: 1) The components of the microbial communities and metabolic pathways were found to be very similar but the metabolic activities increased significantly when the temperature grew from 15 to 35 °C. 2) Hydrogenotrophic metabolism was almost exclusively observed when the temperature was lowered to 9 °C, whereas greater bacterial diversity involving hydrolisis, acidogenesis, and acetogenesis was observed when the temperature was raised to 45 °C. Finally, these dominant bacteria involved in hydrolisis, acidogenesis, and acetogenesis decreased in number when the temperature was raised to 55 °C and acetotrophic-type metabolism became the major metabolic pathway. That means the turning point for microbial community composition and metabolic pathway from mesophilic to thermophilic was at 45 °C and the metabolic pathway at 9 °C was somewhat different to those observed at 15–35 °C. © 2018","61","Anaerobic digestion","Batch reactors - Biogas - Metabolism - Microorganisms - Physiology","Abiotic factors - High-throughput sequencing - Metabolic pathways - Psychrophilic - Thermophilic","461.9 Biology - 522 Gas Fuels - 802.1 Chemical Plants and Equipment","Number: 20135303110001, Acronym: -, Sponsor: -; Number: 51366015, Acronym: -, Sponsor: Shandong Provincial Key Laboratory of Software Engineering; Number: 2015KF07, Acronym: -, Sponsor: Shandong Provincial Key Laboratory of Software Engineering; Number: 2013DH041, Acronym: -, Sponsor: -; Number: 31160123 / C0309, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: -, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 2014FA030, Acronym: -, Sponsor: Applied Basic Research Foundation of Yunnan Province; ","The authors would like to thank the following funding providers for their generous grant funding: the National Natural Science Foundation of China (NSFC, 31160123 / C0309 ); the Yunnan Provincial Sciences and Technology Platform Promotion Plan ( 2013DH041 ); the Specialized Research Fund for Doctoral Program of Universities ( 20135303110001 ); the Yunnan Province Key Fund of Applied Basic Research ( 2014FA030 ); and the Open Fund from Yunnan Provincial Renewable Energy Engineering Key Laboratory ( 2015KF07 ); National Natural Science Foundation of China ( NSFC, 51366015 ). The authors are also grateful to the staff of the Forestry Bureaus of Jianshui County. Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The optimal pan for baking brownie","20174604400003","","Li, Haiyan (1); Wang, Tangyu (1); Zhou, Xiaoyi (2); Lei, Guo (1); Yu, Pengfei (1); Huang, Yaqun (1); Wu, Jun (1) ","(1) School of Information Science and Engineering, Yunnan University, Kunming, China (2) School of Business, Renmin University, Beijing, China ","Lei, Guo(guolei@ynu.edu.cn) ","Advances in Intelligent Systems and Computing","Adv. Intell. Sys. Comput.","","Springer Verlag","686","","20-26","2018","Advances in Intelligent Systems and Interactive Applications - Proceedings of the 2nd International Conference on Intelligent and Interactive Systems and Applications, IISA 2017","1 of 1","2018","English","21945357","","9783319690957","10.1007/978-3-319-69096-4_3","","2nd International Conference on Intelligent and Interactive Systems and Applications, IISA 2017","June 17, 2017 - June 18, 2017","Beijing, China","203389","","Conference article (CA)","In order to maximize the pan number placed in the oven and the even distribution of heat in a pan when baking brownie, we propose two mathematical models, named as “edge cutting model” and “weight evaluation model”, to get the solutions. The “edge cutting model” mathematically proves how the heat diffusion distributes over the outer edge of the pans with various geometric shapes by cutting the edge into small components and then deducing the functional relation between the heat distribution respect to the ratio of the surface area to the mass of each component. And we prove why the heat concentrates in the four corners of the rectangular pan and why the heat evenly distributes on the outer edge of the round pan. Further, we simulate the heat distribution results of different shapes of the pan when it is placed in the oven by using the software of the ANSYS. And the results are consistent with the theory analysis, which demonstrate the feasibility of the proposed model. © 2018, Springer International Publishing AG.","7","Ovens","Intelligent systems","Different shapes - Edge cuttings - Evaluation modeling - Functional relation - Geometric shape - Heat diffusions - Heat distribution - Small components","723.4 Artificial Intelligence","Number: -, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Acknowledgements This work was supported by the Grant (61561050), (61462094), (61661050) from the Natural Science Foundation of China.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Anisotropically mechanical characteristics of Maoxian group phyllite in northwest of Sichuan province","20181905174261","","Wu, Yong-Sheng (1); Tan, Zhong-Sheng (1); Yu, Yu (2); Jiang, Bo (2); Yu, Xian-Bin (3) ","(1) School of Civil Engineering, Beijing Jiaotong University, Beijing; 100044, China (2) China Railway Eryuan Engineering Group Co., Ltd., Chengdu; Sichuan; 610031, China (3) Faculty of Land Resource Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China ","","Yantu Lixue/Rock and Soil Mechanics","Rock Soil Mech","","Academia Sinica","39","1","207-215","January 10, 2018","","","2018","Chinese","10007598","","","10.16285/j.rsm.2016.0418","","","","","","","Journal article (JA)","This study aims to investigate the anisotropic characteristics of phyllite in Maoxian group from the northwest of Sichuan province in China. A series of uniaxial and triaxial compressive tests is conducted on phyllite samples by using the MTS815Teststar rock mechanics testing system. Experimental results show that the large deformation and partial failure generally appear before samples reach half of their peak strengths. However, the occurrences of large deformation or initial dilatancy do not indicate that rock completely loses its bearing capacity. If the targeted support or protection can be applied on surrounding rock in time, rock strength is still strong. Damage dilation is regarded as a typical deformation and failure characteristic of phyllite. Furthermore, it affects lateral deformation more easily than axial deformation. Thus, lateral deformation can reflect rock yield or weakening more sensitively. Results show that the anisotropy of rock strength decreases with increasing water content and confining pressure. Moreover, Young's modulus and Poisson's ratio vary with the loading direction and translated-confining pressure. From the obtained results of phyllite at different water contents, the strength of phyllite under dry condition presents the most obvious anisotropic characteristics in uniaxial compressive tests. It is found that the anisotropic ratios of compressive strength are mainly below 0.8. Especially, sericite phyllite exhibits the strongest anisotropy with a ratio of 0.48, and the following anisotropic orders from strong to weak are sericite phyllite, chlorite phyllite, quartz phyllite, and carbonaceous phyllite. Moreover, there are different failure modes of phyllite, which also change with the increase of confining pressure and water content. Shear failure occurred uniformly along the weak planes, which indicates that the anisotropic mechanical characteristics of phyllite are controlled by shear mechanism independently. © 2018, Science Press. All right reserved.","17","Failure (mechanical)","Anisotropy - Compressive strength - Deformation - Elastic moduli - Failure modes - Mechanical properties - Rock mechanics - Rock pressure - Rocks - Water content","Deformation and failures - Different water contents - Dilation - Lateral deformation - Mechanical characteristics - Phyllite - Triaxial compressive tests - Uniaxial compressive tests","483.1 Soils and Soil Mechanics - 502.1 Mine and Quarry Operations - 931.2 Physical Properties of Gases, Liquids and Solids - 951 Materials Science","","收稿日期：2016-03-05 基金项目：铁道部自然科学基金项目资助(No. 2010G018-G-1)。 This work was supported by the National Science of the Ministry of China Railway (2010G018-G-1). 第一作者简介：吴永胜，1974 年生，博士，高级工程师，主要从事岩石力学与物性等方面的研究工作。E-mail: wyskmust@126.com",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The Research Based on SWAT Model of Rainfall-Runoff Process Simulation in Zimu River in Nanxi River Basin","20190306386033","","Zhenling (1, 2); Shi, Zhengtao (1); Xi, Wenfei (1); Li, Jie (1); Su, Bin (1) ","(1) College of Tourism and Geographic Sciences, Yunnan Normal University, Kunming, Yunnan; 650050, China (2) College of Urban and Rural Construction and Engineering Management, Kunming University, Kunming, Yunnan; 650214, China ","Shi, Zhengtao(Shi_zhengtao@163.com) ","International Conference on Geoinformatics","Int. Conf. Geoinformatics","","IEEE Computer Society","2018-June","","","December 3, 2018","Proceedings - 2018 26th International Conference on Geoinformatics, Geoinformatics 2018","1 of 1","2018","English","2161024X","21610258","9781538676196","10.1109/GEOINFORMATICS.2018.8557170","8557170","26th International Conference on Geoinformatics, Geoinformatics 2018","June 28, 2018 - June 30, 2018","Kunming, China","143470","","Conference article (CA)","This study, based on the experimental observation of small watershed, uses the GIS platform and the remote sensing data as the distributed hydrological model SWAT. It uses the measured data to simulate the rainfall runoff process in the small watershed of Zi Mu river. The results show that the runoff is more consistent and the model efficiency coefficient is 0.59 after the parameters are determined. The model can better simulate the rainfall runoff process in the study area. Through the determined sensitivity parameters, the sensitivity parameters of the rain season runoff in the study area were identified which will provide reference for the hydrological modeling of the N anxi river state. © 2018 IEEE.","14","Runoff","Rain - Remote sensing - Rivers - Watersheds","Distributed hydrological model - Hydrological modeling - Model efficiency - Rainfall-runoff process - Remote sensing data - River basins - Sensitivity parameters - SWAT model","443.3 Precipitation - 444.1 Surface Water","","ACKNOWLEDGMENT We thanks to our tutors Professor Shi zhengtao in Yunnan Normal University.He gives our guidance from paper topics, structural design, materials collect and write.We appreciate the assistance from the Ministry of Forests,Yunnan Provincial Government and Hydrological Bureau of Honghe, YunnanProvince.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Matching pursuit for inter-scatterer spacing estimation from ultrasound RF echo signals","20191706811476","","Zeng, Xiuhua (1, 2); Zhang, Yufeng (1) ","(1) Department of Electronic Engineering, Information School, Yunnan University, Kunming, Yunnan, China (2) College of Physics and Electronic Engineering, Qujing Normal University, Qujing, Yunnan, China ","","ACM International Conference Proceeding Series","ACM Int. Conf. Proc. Ser.","","Association for Computing Machinery","","","47-51","November 12, 2018","ICBBE 2018 - 2018 5th International Conference on Biomedical and Bioinformatics Engineering","1 of 1","2018","English","","","9781450365611","10.1145/3301879.3301895","","5th International Conference on Biomedical and Bioinformatics Engineering, ICBBE 2018","November 12, 2018 - November 14, 2018","Okinawa, Japan","147084","","Conference article (CA)","The pathological changes in the diseased tissues could alter the spatial organization of the microstructures of their normal tissues. Ultrasound RF echo signals carry the microstructure information of the tissues whose regular scatterer spacing (SS) can be analyzed and applied as a signature for the quantitative diagnosis of diseases. In this paper, we propose a novel approach based on the matching pursuit (MP) algorithm to improve the ISS estimation from the ultrasound RF echo signals. The signals are decomposed into a linear combination of the Gabor atoms, and then the atoms highly matched the regular component are selected based on the critical point in the curve of the first order difference (FOD) of the reconstructed signal to residue ratio (RSRR). Accordingly, the ISSs can be estimated with the adjacent location indexes of the selected Gabor atoms. Results of simulation experiments with the MP-based and WT-based methods are presented. The results demonstrate that the MP-based method can improve the ISS estimation, especially for those simulated signals with low regular components, and potentially provide more accurate information for the disease diagnosis. © 2018 Association for Computing Machinery.","13","Signal processing","Atoms - Bioinformatics - Diagnosis - Histology - Microstructure - Tissue - Tissue engineering - Ultrasonics","Echo signals - First order differences - Inter-scatterer spacing - Matching pursuit - Matching pursuit algorithms - Pathological changes - Quantitative diagnosis - Spatial organization","461 Bioengineering and Biology - 716.1 Information Theory and Signal Processing - 753.1 Ultrasonic Waves - 931.3 Atomic and Molecular Physics - 951 Materials Science","","This work was supported by the Grants (81771928 and 61561049) from the National Natural Science Foundation of China.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Evaluation of ecosystem service based on scenario simulation of land use in Yunnan Province","20180904846397","","Zhang, Hong (1); Liao, Xiaoli (2); Zhai, Tianlin (2) ","(1) School of Urban and Environment, Yunnan University of Finances and Economics, Kunming; Yunnan; 650221, China (2) Faculty of Resources and Environmental Science, Hubei University, Wuhan; Hubei; 430062, China ","Zhang, Hong(zhanghong0957@sina.com) ","Physics and Chemistry of the Earth","Phys. Chem. Earth","","Elsevier Ltd","104","","58-65","April 2018","","","2018","English","14747065","","","10.1016/j.pce.2017.12.001","","","","","","PCEHAI","Journal article (JA)","Climate change and rapid urbanization are important factors restricting future land use. Situational analysis, as an important foundation for the optimization of land use, needs to focus on the impact of climate factors and socio-economic factors. In this paper, the Markov model and the DLS (Simulation of Land System Dynamics) model are combined for the first time, and the land use pattern in 2020 is simulated based on the data of land use in 2000 and 2010 as well as the climate, soil, topography and socio-economic factors of Yunnan Province. In his paper, we took Yunnan Province as the case study area, and selected 12 driving factors by logistic regression method, then the land use demands and layout of Yunnan Province in 2020 has been forecasted and simulated under business as usual (BAU) scenario and farmland protection (FP) scenario and the changes in ecosystem service value has been calculated. The result shows that: (1) after the regression analysis and ROC (Relative Operating Characteristics) test, the 12 factors selected in this paper have a strong ability to explain the land use change in Yunnan Province. (2) Under the two scenarios, the significant reduction of arable land area is a common feature of land use change in Yunnan Province in the future, and its main land use type will be construction land. However, under FP scenario, the current situation where construction land encroach on arable land will be improved. Compared with the change from 2000 to 2010, the trend of arable land, forest land, water area, construction land and unused land will be the same under the two scenarios, whereas the change trend of grassland was opposite. (3) From 2000 to 2020, the value of ecosystem services in Yunnan Province is on the rise, but the ecosystem service value under FP scenario is higher than that of the ecosystem services under BAU scenario. In general, land use in 2020 in Yunnan Province continues the pattern of 2010, but there are also significant spatial differences. Under the BAU scenario, the construction land is mainly in the south of Lijiang City and the northeastern part of Kunming. Under the FP scenario, the new construction land is concentrated near the Lashi dam in northern Yunnan Province, and the high-quality arable land in the valley will be better protected. The research results can provide reference for the optimization of land use pattern in Yunnan Province, and provide scientific basis for land use management and planning. Based on the value of ecosystem services, we should implement the policy of strict protection of arable land, both to ensure food supply and promote the healthy development of ecological environment. © 2017 Elsevier Ltd","45","Land use","Climate change - Climate models - Dynamic light scattering - Economics - Ecosystems - Factor analysis - Food supply - Forestry - Markov processes - Regression analysis","Ecosystem service values - Ecosystem services - Logistic regression method - Markov model - Relative operating characteristics - Spatial patterns - Value of ecosystem services - Yunnan province","403 Urban and Regional Planning and Development - 443 Meteorology - 443.1 Atmospheric Properties - 454.3 Ecology and Ecosystems - 741.1 Light/Optics - 822.3 Food Products - 921 Mathematics - 922.1 Probability Theory - 922.2 Mathematical Statistics - 971 Social Sciences","Number: 71363061, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research was financially supported by the National Natural Science Foundation of China (Grant no. 71363061 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Dynamic response of the slope by the site of Jinsha River Bridge under the action of reservoir water and seismic force","20182505342039","","Chen, Zhu (1); Che, Ailan (1); Yan, Fei (2); Wen, Hai (2); Ge, Xiurun (1) ","(1) School of Naval Architecture, Ocean and Civil Engineering, Shanghai Jiaotong University, Shanghai; 200240, China (2) Broadvision Engineering Consultants, Kunming; Yunnan; 650041, China ","Che, Ailan(alche@sjtu.edu.cn) ","Yanshilixue Yu Gongcheng Xuebao/Chinese Journal of Rock Mechanics and Engineering","Yanshilixue Yu Gongcheng Xuebao","","Academia Sinica","37","1","148-155","January 1, 2018","","","2018","Chinese","10006915","","","10.13722/j.cnki.jrme.2017.0354","","","","","","YLGXF5","Journal article (JA)","A large-scale model of shaking table test on the rocky slope with discontinuous rock joints is carried out to investigate the stability of rocky slope with complex geological structures. The dynamic response and failure mechanism of the rocky slope with discontinuous joints under the combined effects of reservoir water and seismic force were studied. The experiment simulates the rise and fall of the reservoir water by injecting water into and pumping water out the model box. The wave reflection created by the box wall is reduced by the wave absorbing device. The result shows that with the input of seismic wave, the cracks in slope under the reservoir water level expenses quickly. Under the same seismic wave input, the acceleration amplification effect of the slope for the high water level case is less obvious compared to the low water level case due to the presence of the water pressure. The infiltration of reservoir water aggravates the development of the slope cracks. The sudden drop of reservoir water level brings a greater amplification effect to the acceleration of slope surface, which is not positive to the stability of slope. The earthquake induces the cracks along the joints on the upper layer of the slope. The increase of the seismic force and the infiltration of reservoir water aggravate the development of the cracks and finally result in the appearance of the penetrating cracks. The interaction of the seismic force, infiltration of reservoir water and its sudden drop together lead to the overturn and sliding failure of the slope along its upper discontinuity. © 2018, Science Press. All right reserved.","14","Reservoirs (water)","Drops - Dynamic response - Failure (mechanical) - Infiltration - Seismic waves - Seismology - Slope stability - Water levels","Combined effect - Reservoir water - Seismic forces - Shaking table tests - Slope engineering","406.2 Roads and Streets - 441.2 Reservoirs - 484 Seismology - 484.1 Earthquake Measurements and Analysis","Number: 2014, Acronym: -, Sponsor: -; Number: -, Acronym: DOI, Sponsor: U.S. Department of the Interior; Number: 01402231, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: -, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","收稿日期：2017–04–05；修回日期：2017–08–31 基金项目：国家自然科学基金资助项目(11372180)；云南省交通科技项目(云交科 2014(A)01)；NSFC–云南联合基金重点支持项目(01402231) Supported by the National Natural Science Foundation of China(Grant Nos. 11372180 and 01402231) and Yunnan Tranffic Science and Technology Project(Grant No. 2014(A)01) 作者简介：陈 铸(1993–)，男，2015 年毕业于南通大学土木工程专业，现为硕士研究生，主要从事岩质边坡动力稳定性方面的研究工作。E-mail： 1114012025@sjtu.edu.cn。通讯作者：车爱兰(1969–)，女，现任教授。E-mail：alche@sjtu.edu.cn DOI：10.13722/j.cnki.jrme.2017.0354",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Novel HVDC spacers by adaptively controlling surface charges - Part i: Charge transport and control strategy","20183405716865","","Li, Chuanyang (1); Lin, Chuanjie (1); Hu, Jun (1); Liu, Weidong (1); Li, Qi (1); Zhang, Bo (1); He, Shun (2); Yang, Yong (3); Liu, Fang (3); He, Jinliang (1) ","(1) State Key Laboratory of Power Systems, Department of Electrical Engineering, Tsinghua University, Beijing; 100084, China (2) Electric Power Research Institute, Yunnan Electric Power Grid Co., Ltd., Kunming, Yunnan; 650217, China (3) Shandong Taikai Electrical Insulation Co., Ltd., Tai'an, Shandong; 271000, China ","He, Jinliang ","IEEE Transactions on Dielectrics and Electrical Insulation","IEEE Trans Dielectr Electr Insul","","Institute of Electrical and Electronics Engineers Inc.","25","4","1238-1247","August 2018","","","2018","English","10709878","","","10.1109/TDEI.2018.007054","8424357","","","","","ITDIES","Journal article (JA)","A spacer is a challenging part of high voltage direct current (HVDC) gas-insulated substations and gas-insulated transmission lines. This paper proposes a novel design of HVDC spacers by self-adaptively controlling the surface charge. The paper briefly reviews dielectric modification methods that aim to limit surface charge accumulation. A novel design of HVDC spacer is introduced that is based on the concept of adaptively controlling surface charges using nonlinear materials, and its surface charge control and regulation abilities are investigated. The surface charge accumulation and decay properties of the novel spacer are compared to a downsized spacer. The results show that the proposed model spacer can restrict surface charge accumulation in the charge adaptive control region of the spacer. Doping the nonlinear material can facilitate surface charge decay in the charge adaptive control region when the electric field exceeds a threshold. These positive results represent a new idea of designing a suitable spacer to avoid surface flashover in HVDC SF6 apparatus. © 1994-2012 IEEE.","41","HVDC power transmission","Adaptive control systems - Electric insulators - Epoxy resins - Flashover - Surface charge","Dielectric modification - Gas insulated substations - Gas insulated transmission lines - High voltage direct current - HVDC GIL - Nonlinear materials - Surface charge accumulations - Surface flashover","701.1 Electricity: Basic Concepts and Phenomena - 706.1.1 Electric Power Transmission - 731.1 Control Systems - 815.1.1 Organic Polymers","Number: 2014CB239502, Acronym: -, Sponsor: -; Number: YNKJXM20160146, Acronym: CSPG, Sponsor: China Southern Power Grid; Number: 51677102, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported in part by the National Basic Research Program of China (973 Project) under grant 2014CB239502, the National Natural Science Foundation of China (No. 51677102) and the China Southern Power Grid Co. Ltd. under grant YNKJXM20160146. In addition, we want to express our deepest thanks to the reviewers for their patience and very constructive comments.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A New Urban Functional Regions Minig Method with MPETM","20191106635162","","Mou, Fan (1, 2, 3); He, Yong (4); Peng, Jing (5); Ma, Yi (5); Zheng, Ze-Zhong (1, 2, 3); Wang, Sheng-Li (2); Li, Jiang (6) ","(1) Ministry of Land and Resources, Key Laboratory of Urban Land Resources Monitoring and Simulation, Shenzhen; 518040, China (2) School of Resources and Environment, University of Electronic Science and Technology of China, Chengdu; 611731, China (3) State Key Laboratory of Remote Sensing Science, Beijing; 100101, China (4) Sichuan Institute of Geo-Environment Monitoring, Chengdu, Sichuan; 610081, China (5) Yunnan Electric Power Research Institute, Yunnan Power Grid Co., Ltd., Kunming; 650217, China (6) Department of Electrical and Computer Engineering, Old Dominion University, Norfolk; 23529, United States ","Zheng, Ze-Zhong(zezhongzheng@uestc.edu.cn) ","2018 15th International Computer Conference on Wavelet Active Media Technology and Information Processing, ICCWAMTIP 2018","Int. Comput. Conf. Wavelet Act. Media Technol. Inf. Process., ICCWAMTIP","China International Talent Exchange Foundation; National High Technology Research and Development Program of China; The National Natural Science Foundation of China (NSFC)","Institute of Electrical and Electronics Engineers Inc.","","","73-76","July 2, 2018","2018 15th International Computer Conference on Wavelet Active Media Technology and Information Processing, ICCWAMTIP 2018","1 of 1","2018","English","","","9781728115351","10.1109/ICCWAMTIP.2018.8632580","8632580","15th International Computer Conference on Wavelet Active Media Technology and Information Processing, ICCWAMTIP 2018","December 14, 2018 - December 16, 2018","Sichuan Province, China","144765","","Conference article (CA)","Urban functional regions mining plays an important role in Smart Cities. At present, the main approaches to deal with this problem are probabilistic topic models. Some researchers also use deep learning methods to solve this problem. In this paper, we present a new method for urban functional regions mining called MPETM which combines deep learning and probabilistic topic models. Experiment results show that the MPETM framework has superior accuracy than other current popular methods. © 2018 IEEE.","14","Data mining","Deep learning - Statistics","Learning methods - Probabilistic topic models - Topic Modeling - Trajectory data minings - Urban functional region - Word embedding","723.2 Data Processing and Image Processing - 922.2 Mathematical Statistics","Number: KF-2018-03-063, Acronym: -, Sponsor: Key Laboratory of Coal Resources Exploration and Comprehensive Utilization, Ministry of Land and Resources; Number: No.YNKJXM20170195, Acronym: -, Sponsor: -; Number: No.OFSLRSS201819, Acronym: -, Sponsor: State Key Laboratory of Remote Sensing Science; Number: No.17-259-16-14, Acronym: -, Sponsor: -; ","The research was supported in part by the Open Fund of Key Laboratory of Urban Land Resources Monitoring and Simulation，Ministry of Land and Resources (Grant No. KF-2018-03-063); State Key Laboratory of Remote Sensing Science (Grant No.OFSLRSS201819); Yunnan Electric Power Research Institute, Yunnan Power Grid Co., Ltd (Grant No.YNKJXM20170195); and Opening Foundation of Guangxi Key Laboratory for Spatial Information and Geomatics, Guangxi, China (Grant No.17-259-16-14).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Discrimination of Acori Tatarinowii Rhizoma from two habitats based on GC-MS fingerprinting and LASSO-PLS-DA","20182105233927","","Ma, Sha-sha (1); Zhang, Bing-yang (2); Chen, Lian (3, 4); Zhang, Xiao-juan (5); Ren, Da-bing (1); Yi, Lun-zhao (1) ","(1) Yunnan Food Safety Research Institute, Kunming University of Science and Technology, Kunming; 650500, China (2) School of Science, Kunming University of Science and Technology, Kunming; 650500, China (3) Key Laboratory of Cultivation and Protection for Non-wood Forest Trees, Central South University of Forestry and Technology, Changsha; 410004, China (4) Hunan Entry-Exit Inspection and Quarantine Bureau, Changsha; 410004, China (5) School of Chemistry and Chemical Engineering, Central South University, Changsha; 410083, China ","Yi, Lun-zhao(yilunzhao@kmust.edu.cn) ","Journal of Central South University","J. Cent. South Univ.","","Central South University of Technology","25","5","1063-1075","May 1, 2018","","","2018","English","20952899","22275223","","10.1007/s11771-018-3806-8","","","","","","","Journal article (JA)","This study is intended to explore the chemical differences of Acori Tatarinowii Rhizoma (ATR) samples collected from two habitats, Sichuan and Anhui provinces, China. Gas chromatography-mass spectrometry (GC-MS) was applied to establishing the quantitative chemical fingerprints of ATRs. A total of 104 volatile compounds were identified and quantified with the information of mass spectra and retention index (RI). Furthermore, least absolute shrinkage and selection operator (LASSO), a sparse regularization method, combined with subsampling was employed to improve the classification ability of partial least squares-discriminant analysis (PLS-DA). After variable selection by LASSO, three chemical markers, β-elemene, α-selinene and α-asarone, were identified for the discrimination of ATRs from two habitats, and the total classification correct rate was increased from 82.76% to 96.55%. The proposed LASSO-PLS-DA method can serve as an efficient strategy for screening marked chemical components and geo-herbalism research of traditional Chinese medicines. © 2018, Central South University Press and Springer-Verlag GmbH Germany, part of Springer Nature.","50","Gas chromatography","Discriminant analysis - Ecosystems - Essential oils - Least squares approximations - Mass spectrometry - Medicine - Regression analysis - Shrinkage - Volatile organic compounds","Acori Tatarinowii Rhizoma - Gas chromatography-mass spectrometries (GC-MS) - Gas chromatography-mass spectrometry - Least absolute shrinkage and selection operators - Partial least squares - discriminant analysis - Partial least squares discriminant analyses (PLSDA) - Sparse regularizations - Traditional Chinese Medicine","454.3 Ecology and Ecosystems - 461.6 Medicine and Pharmacology - 801 Chemistry - 802.3 Chemical Operations - 804.1 Organic Compounds - 921.6 Numerical Methods - 922 Statistical Methods - 922.2 Mathematical Statistics - 951 Materials Science","Number: -, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Foundation item: Project(21465016) supported by the National Natural Foundation of China Received date: 2016−12−14; Accepted date: 2017−02−15 Corresponding author: YI Lun-zhao, PhD, Professor; Tel: +86–871–65920302; E-mail: yilunzhao@kmust.edu.cn; ORCID: 0000-0002-1111-1510",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
