Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Interactions between β-cyclodextrin and tea catechins, and potential anti-osteoclastogenesis activity of the (-)-epigallocatechin-3-gallate-β-cyclodextrin complex","20193807457225","","Xu, Huanhuan (1, 2); Liu, Titi (1, 3); Xu, Jing (1, 3); Li, Jin (1, 3); Chen, Fei (1, 3); Xiang, Zemin (1, 3); Huang, Yewei (1, 2); Zhang, Dongying (1, 2); Hu, Lihong (1, 3); Zhang, Banglei (1, 3); Zi, Chengting (1, 2); Wang, Xuanjun (1, 2, 4); Sheng, Jun (1, 4) ","(1) Key Laboratory of Pu-er Tea Science, Ministry of Education, Yunnan Agricultural University, Kunming; 650201, China (2) College of Science, Yunnan Agricultural University, Kunming; 650201, China (3) College of Food Science and Technology, Yunnan Agricultural University, Kunming; 650201, China (4) State Key Laboratory for Conservation and Utilization of Bio-Resources in Yunnan, Kunming; 650201, China ","","RSC Advances","RSC Adv.","","Royal Society of Chemistry","9","48","28006-28018","2019","","","2019","English","","20462069","","10.1039/c9ra05889c","","","","","","RSCACL","Journal article (JA)","Galloylated catechins, the most important secondary metabolites in green tea including (-)-epigallocatechin-3-gallate (EGCG) and (-)-epicatechin-3-gallate, constitute nearly 75% of all tea catechins and have stronger health effects than non-galloylated catechins such as (-)-epigallocatechin and (-)-epicatechin. EGCG is the most abundant, active, and thoroughly investigated compound in green tea, and its bioactivity might be improved by complexing with β-cyclodextrin (β-CD). We investigated interactions between four catechins and β-CD in a PBS buffer solution of pH 6.5 at 25 °C using biolayer interferometry and isothermal titration calorimetry, and to determine whether β-CD could enhance the anti-osteoclastogenesis effect of EGCG. β-CD could directly bind galloylated catechins at a stoichiometric ratio close to 1 : 1, with high specificities and affinities, and these inclusion interactions were primarily enthalpy-driven processes. We synthesized the EGCG-β-CD complex and identified it using infrared radiation and nuclear magnetic resonance spectra. Interestingly, we revealed that the EGCG-β-CD complex could inhibit osteoclastogenesis significantly more than EGCG. © 2019 The Royal Society of Chemistry.","64","Flavonoids","Cyclodextrins - Infrared radiation - Magnetic resonance spectroscopy - Metabolites - Phenols","Beta-cyclodextrin - Epigallocatechin-3-gallate - Inclusion interaction - Isothermal titration calorimetry - Osteoclastogenesis - PBS buffer solutions - Secondary metabolites - Stoichiometric ratio","741.1 Light/Optics - 804.1 Organic Compounds",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Cross-ridge tillage decreases nitrogen and phosphorus losses from sloping farmlands in southern hilly regions of China","20191406722431","","Guo, Shufang (1); Zhai, Limei (1); Liu, Jian (2); Liu, Hongbin (1); Chen, Anqing (3); Wang, Hongyuan (1); Wu, Shuxia (1); Lei, Qiuliang (1) ","(1) Key Laboratory of Nonpoint Source Pollution Control, Ministry of Agriculture/Institute of Agricultural Resources and Regional Planning, Chinese Academy of Agricultural Sciences, Beijing; 100081, China (2) School of Environment and Sustainability, Global Institute for Water Security, University of Saskatchewan, Saskatoon; Saskatchewan; S7N 0X4, Canada (3) Agricultural Resources and Environment Institute, Yunnan Academy of Agricultural Sciences, Kunming; Yunnan; 650205, China ","Zhai, Limei(Zhailimei@caas.cn) ","Soil and Tillage Research","Soil Tillage Res.","","Elsevier B.V.","191","","48-56","August 2019","","","2019","English","01671987","","","10.1016/j.still.2019.03.015","","","","","","SOTRD5","Journal article (JA)","Losses of nutrients, water and soil from sloping farmlands have a large potential to contribute to water eutrophication and land degradation. However, few long-term and multi-site measurements are available to assess the magnitude of effects of cross-ridge tillage on surface runoff and nitrogen (N) and phosphorus (P) losses from sloping farmlands. Field experiments were conducted under natural rainfall conditions for six to seven years across four experimental sites in southern China. Each site-year experiment consisted of three management practices: downslope ridge without fertilizer as control (CK), downslope tillage with fertilizer (DF), and cross-ridge with fertilizer (CF). Results indicated that compared to the downslope tillage practice, cross-ridge tillage reduced the average annual runoff by 6.11% to 64.2%. Compared with DF, CF significantly decreased total N (TN) and total P (TP) losses by 11.3% to 69.7% and 15.9%- to 63.5%, respectively (P © 2019 Elsevier B.V.","68","Farms","Eutrophication - Fertilizers - Nitrogen - Nutrients - Phosphorus - Runoff - Soil conservation - Soils","Conservation measures - Downslope - Management practices - Nitrogen and phosphorus loss - Non-point source pollution - Ridge tillage - Sloping farmlands - Water eutrophication","442.1 Flood Control - 483.1 Soils and Soil Mechanics - 804 Chemical Products Generally - 821 Agricultural Equipment and Methods; Vegetation and Pest Control","Number: BB/N013484/1, Acronym: -, Sponsor: Newton Fund; ","This work was supported by the Special Fund for Agro-scientific Research in the Public Interest from the Ministry of Agriculture, China [grant number 201003014]; Newton Fund [grant ref: BB/N013484/1].",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"New nanoporous graphyne monolayer as nodal line semimetal: Double Dirac points with an ultrahigh Fermi velocity","20184506043744","","Li, Linyang (1); Kong, Xiangru (2); Peeters, François M. (1, 3) ","(1) Department of Physics, University of Antwerp, Groenenborgerlaan 171, Antwerp; B-2020, Belgium (2) International Center for Quantum Materials, Peking University, Beijing; 100871, China (3) Department of Physics and Astronomy, Key Laboratory of Quantum Information of Yunnan Province, Yunnan University, Kunming; 650091, China ","Kong, Xiangru(kongxru@pku.edu.cn) ","Carbon","Carbon","","Elsevier Ltd","141","","712-718","January 2019","","","2019","English","00086223","","","10.1016/j.carbon.2018.09.078","","","","","","CRBNAH","Journal article (JA)","Two-dimensional (2D) carbon materials play an important role in nanomaterials. We propose a new carbon monolayer, named hexagonal-4,4,4-graphyne (H4,4,4-graphyne), which is a nanoporous structure composed of rectangular carbon rings and triple bonds of carbon. Using first-principles calculations, we systematically studied the structure, stability, and band structure of this new material. We found that its total energy is lower than that of experimentally synthesized β-graphdiyne and it is stable at least up to 1500 K. In contrast to the single Dirac point band structure of other 2D carbon monolayers, the band structure of H4,4,4-graphyne exhibits double Dirac points along the high-symmetry points and the corresponding Fermi velocities (1.04–1.27 × 106 m/s) are asymmetric and higher than that of graphene. The origin of these double Dirac points is traced back to the nodal line states, which can be well explained by a tight-binding model. The H4,4,4-graphyne forms a moiré superstructure when placed on top of a hexagonal boron nitride substrate. These properties make H4,4,4-graphyne a promising semimetal material for applications in high-speed electronic devices. © 2018 Elsevier Ltd","81","Photonic band gap","Band structure - Calculations - Carbon - III-V semiconductors - Monolayers","Dirac point - Fermi velocities - H4,4,4-graphyne - Nanoporous structures - Nodal line","804 Chemical Products Generally - 921 Mathematics - 933 Solid State Physics","Number: -, Acronym: -, Sponsor: Vlaamse regering; Number: TRANS2DTMD, Acronym: FWO, Sponsor: Fonds Wetenschappelijk Onderzoek; Number: FWO, Acronym: FWO, Sponsor: Fonds Wetenschappelijk Onderzoek; ","This work was supported by the Fonds voor Wetenschappelijk Onderzoek (FWO-Vl) , and the FLAG-ERA project TRANS2DTMD . The computational resources and services used in this work were provided by the VSC (Flemish Supercomputer Center), funded by the Research Foundation - Flanders (FWO) and the Flemish Government – department EWI . Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Practical Method for Short-term Operations of Large-scale Hydropower Plants in Power Grids With Rich Hydropower","20192607122229"," ","Shen, Jianjian (1); Zhang, Xiufei (1); Cao, Rui (1); Cheng, Chuntian (1); Li, Xiufeng (2); Wu, Yang (2); Zhou, Binbin (2) ","(1) Institute of Hydropower & Hydroinformatics, Dalian University of Technology, Dalian; Liaoning Province; 116024, China (2) aYunnan Electric Power Dispatching and Control Center, Kunming; Yunnan Province; 650000, China ","","Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering","Zhongguo Dianji Gongcheng Xuebao","","Chinese Society for Electrical Engineering","39","10","2816-2827","May 20, 2019","","","2019","Chinese","02588013","","","10.13334/j.0258-8013.pcsee.180344","","","","","","ZDGXER","Journal article (JA)","The optimal operations of very large scale hydropower plants are facing the 'dimension disaster' and practical problem, which pose great challenge of theory and practice to the hydropower system and power grid. Taking the hydropower-rich power grid with hundreds of plants in China southwest as engineering background, this paper developed a new practical method for short-term hydropower scheduling based on dimension reduction of operation characteristics. In this method, all plants were divided into several types using system level, spatial properties, operation requirements, special scheduling needs, etc. A correction strategy of spill water based on peaking operation, and a load balanced reduction strategy during off-peak periods, were proposed to analyze the given generation schedules and adjust them suitably. An optimization model with the objective of minimum total water consumption and the fixed total generation profile was formulated to optimize the load distribution among cascaded hydropower plants. An optimization model for peak-shaving of large and major cascaded hydropower plants was given to meet the peak loads. Besides, a method with equal load rate for the automatic generation control (AGC) hydropower plants was designed to balance the load demands at all periods. The proposed method was verified by making day-ahead schedules of 162 hydropower plants in Yunnan power grid. The results show that the method can quickly give reasonable operation results, satisfying the requirements of timeliness and practicability of real-world operations. © 2019 Chin. Soc. for Elec. Eng.","33","Hydroelectric power plants","Electric power transmission networks - Hydroelectric power - Optimization - Scheduling","Dimensionality reduction - Hydropower plants - Operation characteristic - Power grids - Short term","611.1 Hydroelectric Power Plants - 706.1.1 Electric Power Transmission - 912.2 Management - 921.5 Optimization Techniques","Number: 51579029, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 91547201, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Project Supported by National Natural Science Foundation of China (51579029, 91547201); Fundamental Research Funds for the Central Universities (DUT19JC43); Postgraduate Teaching Reform and Research Fund of Dalian University of Technology (Jg2017013).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Measurement System and Error Analysis of Mid-Infrared Atmospheric Background Radiation","20192006931134","","Chen, Shuangyuan (1, 2); Xu, Fangyu (1); Wang, Feixiang (3); Yuan, Xiaowei (1, 2); Luo, Zhiyuan (1, 2); Chen, Ji (4); Luo, Yongfang (4) ","(1) Astronomical Opto-Electronic Laboratory, Yunnan Observatories, Chinese Academy of Sciences, Kunming; Yunnan; 650216, China (2) University of Chinese Academy of Sciences, Beijing; 100049, China (3) College of Physics and Electronic Information, Yunnan Normal University, Kunming; Yunnan; 650504, China (4) Yunnan KIRO-CH Photonics Co., Ltd., Kunming; Yunnan; 650217, China ","Xu, Fangyu(xu_fangyu@ynao.ac.cn) ","Guangxue Xuebao/Acta Optica Sinica","Guangxue Xuebao","","Chinese Optical Society","39","3","","March 10, 2019","","","2019","Chinese","02532239","","","10.3788/AOS201939.0301001","0301001","","","","","GUXUDC","Journal article (JA)","To investigate the laws of atmospheric background radiation and instrument radiation as well as control the instrument thermal radiation and instrument accuracy, a measurement system of atmospheric background radiation is designed. The effects of various error sources, such as each component of this measurement system and radiation calibration, on the total measurement error are analyzed. Meanwhile, the factors influencing the accuracy of calibration are also analyzed. Finally, the direction of improving the measurement work is determined. These results show that the measurement error of this system in the calibration region is mainly composed of the radiometric calibration error and random error, whose values are 2.4719% and 0.0790%, respectively. In addition, the composite error is 2.4732%. For most of excellent astronomy sites, the atmospheric radiation intensity is far lower than the calibration value, and thus the extrapolation measurement is unavoidable. The estimation results of the extrapolation measurement errors indicate that the extrapolation measurement can lead to relatively high measurement errors. Therefore, in order to improve the precision of atmospheric background radiation measurement, the standard radiation sources with low radiation intensity are indispensable. The development of the atmospheric background radiation measurement system and the measurement work in the field are helpful to experience accumulation for the further development of large aperture infrared astronomical telescope systems and their practical applications to infrared astronomical observations. © 2019, Chinese Lasers Press. All right reserved.","23","Radiation effects","Atmospheric optics - Atmospheric radiation - Calibration - Error analysis - Extrapolation - Measurement errors","Astronomical observation - Astronomical telescopes - Atmospheric radiance - Background radiation - Measurement system - Radiation calibration - Radiation measurements - Radiometric calibrations","443.1 Atmospheric Properties - 921.6 Numerical Methods",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Developing an innovative soft computing scheme for prediction of air overpressure resulting from mine blasting using GMDH optimized by GA","20190706513651","","Gao, Wei (1); Alqahtani, Abdulrahman Saad (2); Mubarakali, Azath (3); Mavaluru, Dinesh (4); khalafi, Seyedamirhesam (5) ","(1) School of Information Science and Technology, Yunnan Normal University, Kunming; 650500, China (2) Head of Computer Science and Vice Dean, College of Computer Science and Information System, Najran University, Najran, Saudi Arabia (3) College of Computer Science, Department of CNE, King Khalid University, Abha, Saudi Arabia (4) Department of Information Technology, College of Computing and Informatics, Saudi Electronic University, Riyadh, Saudi Arabia (5) Department of Construction Management, University of Houston, Houston, United States ","Gao, Wei(gaowei@ynnu.edu.cn) ","Engineering with Computers","Eng Comput","","Springer London","","","","2019","","","2019","English","01770667","14355663","","10.1007/s00366-019-00720-5","","","","","","ENGCE7","Article in Press","Air overpressure (AOp) is one of the most important undesirable effects induced by blasting operations in the mining or tunneling projects. Hence, the present precise model for the prediction of AOp would be much beneficial to control the AOp. To this end, the present study proposes a new hybrid of group method of data handling (GMDH) and genetic algorithm (GA). In the other words, the GA is used to optimize the GMDH. The proposed GMDH–GA model was constructed, trained, and tested based on a collection of 84 actual datasets collected from the Shur river dam region. In the modeling, four input parameters were considered: maximum charge per delay, distance between the blasting point and monitoring station, powder factor and rock mass rating. The coefficient of determination (R2), root mean square error (RMSE) and variance account for (VAF), as the statistical performance indices, were used to evaluate the accuracy of the proposed GMDH–GA model. Consequently, the results indicate that the predicted values using the GMDH–GA model are in excellent agreement with the actual data (with the R2 of 0.988), which demonstrate the reliability of the GMDH–GA model. © 2019, Springer-Verlag London Ltd., part of Springer Nature.","71","Coefficient of performance","Blasting - Data handling - Experimental reactors - Genetic algorithms - Mean square error - Soft computing","Air overpressure - Blasting operations - Coefficient of determination - Group method of data handling - Monitoring stations - Root mean square errors - Statistical performance - Undesirable effects","621 Nuclear Reactors - 723 Computer Software, Data Handling and Applications - 723.2 Data Processing and Image Processing - 922.2 Mathematical Statistics",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Arsenic removal and biomass reduction of As-hyperaccumulator Pteris vittata: Coupling ethanol extraction with anaerobic digestion","20190806525600","","da Silva, Evandro B. (1); Mussoline, Wendy A. (1); Wilkie, Ann C. (1); Ma, Lena Q. (1, 2) ","(1) Soil and Water Sciences Department, University of Florida-IFAS, Gainesville; FL; 32611, United States (2) Research Center for Soil Contamination and Environment Remediation, Southwest Forestry University, Yunnan; 650224, China ","Wilkie, Ann C.(acwilkie@ufl.edu) ","Science of the Total Environment","Sci. Total Environ.","","Elsevier B.V.","666","","205-211","20 May 2019","","","2019","English","00489697","18791026","","10.1016/j.scitotenv.2019.02.161","","","","","","STEVA8","Journal article (JA)","Improper disposal of arsenic-rich biomass and the lack of efficient methods to treat it may cause contamination in the environment. We developed an efficient method for arsenic (As) removal and biomass reduction of As-rich biomass of the As-hyperaccumulator Pteris vittata by coupling ethanol extraction with anaerobic digestion. This study assessed As partitioning among the three phases (gas, liquid and solid) after anaerobic digestion of P. vittata biomass. Biomass with and without As was first extracted with ethanol. Ethanol extraction removed ~93% As, with remaining As concentration at 197 mg kg−1. The extracted biomass was then digested at 35 °C under anaerobic conditions for 35 d. Arsenic in the digested biomass was reduced by 89%, with remaining As concentration at 60 mg kg−1. In addition, anaerobic digestion reduced the biomass by 64–71% and decreased the volatile solids content from 94 to 15–18%. Methane production was 145 and 160 LNCH4/kgVS after 35 d for As-rich and control biomass, respectively. As a final step, As concentration in anaerobic digestate supernatant was reduced to 0.26 mg L−1 by As-Mg precipitation. Overall, coupling ethanol extraction with anaerobic digestion decreased As concentration in P. vittata biomass from 2665 to 60 mg kg−1, or by 98%. At this level (−1), P. vittata biomass can be considered a safe material based on USEPA regulations. Effective As removal from P. vittata biomass prior to disposal improves the phytoremediation process and lowers biomass transport and landfill disposal costs. © 2019 Elsevier B.V.","55","Anaerobic digestion","Arsenic - Biomass - Bioremediation - Ethanol - Extraction - Magnesium compounds - Methane - Precipitation (chemical)","Anaerobic conditions - Arsenic removal - Biomass transports - Ethanol extraction - Hyperaccumulator - Landfill disposal - Methane production - Phytoremediation","454.2 Environmental Impact and Protection - 802.3 Chemical Operations - 804 Chemical Products Generally - 804.1 Organic Compounds","Number: 246758/2012-0, Acronym: CNPq, Sponsor: Conselho Nacional de Desenvolvimento Cient&iacute;fico e Tecnol&oacute;gico; Number: -, Acronym: UF, Sponsor: University of Florida; ","This research was supported in part by the University of Florida and the Hinkley Center for Solid and Hazardous Waste Management, Gainesville, Florida, USA. The senior author was supported by the Brazilian National Council for Scientific and Technological Development ( CNPq project 246758/2012-0 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Dynamics and bifurcation analysis of a filippov predator-prey ecosystem in a seasonally fluctuating environment","20191106619407","","Qin, Wenjie (1); Tan, Xuewen (2); Shi, Xiaotao (3); Chen, Junhua (4); Liu, Xinzhi (5) ","(1) Three Gorges Mathematical Research Center, China Three Gorges University, Yichang; 443002, China (2) School of Mathematics and Computer Science, Yunnan Minzu University, Kunming; 650500, China (3) Engineering Research Center of Eco-Environment, Three Gorges Reservoir Region, Ministry of Education, China Three Gorges University, Yichang; 443002, China (4) Key Laboratory of IOT Application Technology of Universities in Yunnan Province, Yunnan Minzu University, Kunming; 650500, China (5) Department of Applied Mathematics, University of Waterloo, Waterloo; ON, Canada ","Tan, Xuewen(tanxw520@163.com) ","International Journal of Bifurcation and Chaos","Int. J. Bifurcation Chaos","","World Scientific Publishing Co. Pte Ltd","29","2","","February 1, 2019","","","2019","English","02181274","","","10.1142/S0218127419500202","1950020","","","","","","Journal article (JA)","Mathematical models can assist to design and understand control strategies for limited resources in Integrated Pest Management (IPM). This paper studies the dynamical behavior of a Filippov predator-prey model with periodic forcing. Firstly, bifurcation analyses are carried out to show that the Filippov predator-prey ecosystem may have very complex dynamics, i.e. the system may have periodic, quasi-periodic, chaotic solutions, as well as period doubling bifurcations. Meanwhile, the model is analyzed theoretically and numerically to understand how resource limitation and periodic forcing affect pest population outbreaks, the intersection between the initial densities (pest and natural enemy populations) and pest control has been discussed. Furthermore, the sliding surface, sliding mode dynamics, the existence and stability of sliding periodic solution of the proposed model and its application in IPM strategy are investigated. Our results show that several hidden factors can adversely affect our control strategy in limited resource and fluctuating environment. Thus, choosing a proper threshold value ET may play a decisive role in pest control, which confirms that IPM is the optimal control strategy. © 2019 World Scientific Publishing Company.","45","Predator prey systems","Bifurcation (mathematics) - Dynamics - Ecosystems - Optimal control systems - Pest control","Filippov systems - Limited resources - Periodic forcing - Periodic solution - Switching transient","454.3 Ecology and Ecosystems - 731.1 Control Systems - 961 Systems Science","Number: -, Acronym: -, Sponsor: China Scholarship Council; Number: -, Acronym: -, Sponsor: Hubei Provincial Department of Education; Number: 201808420192, Acronym: -, Sponsor: New York University Shanghai; Number: 11601268, Acronym: -, Sponsor: National Natural Science Foundation of China; ","We would like to thank the anonymous referees for their helpful comments and the editor for his constructive suggestions, which greatly improved the presentation of this paper. This work was partially supported by National Natural Science Foundation of China (No. 11601268, W. Qin), China Scholarship Council to visit York University as Visiting Scholar (No. 201808420192, W. Qin), Educational Commission of Hubei Province (No. Q20161212, W. Qin), and Engineering Research Center of Eco-environment in Three Gorges Reservoir Region of Ministry of Education (No. KF2017-05, W. Qin), and NSERC Canada (No. 888-4567, X. Liu).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on the Grey Verhulst Model Based on Particle Swarm Optimization and Markov Chain to Predict the Settlement of High Fill Subgrade in Xiangli Expressway","20191906898300","","Liu, Haiming (1); Guo, Wei (1); Zhang, Chao (2); Yang, Huaihao (1) ","(1) Yunnan Key Laboratory of Disaster Reduction in Civil Engineering, Faculty of Civil Engineering and Mechanics, Kunming University of Science and Technology, Kunming; 650500, China (2) State Key Laboratory of Geomechanics and Geotechnical Engineering, Institute of Rock and Soil Mechanics, Chinese Academy of Sciences, Wuhan; 430071, China ","Liu, Haiming(haiming0871@163.com) ","Mathematical Problems in Engineering","Math. Probl. Eng.","","Hindawi Limited, 410 Park Avenue, 15th Floor, 287 pmb, New York, NY 10022, United States","2019","","","2019","","","2019","English","1024123X","15635147","","10.1155/2019/1878296","1878296","","","","","","Journal article (JA)","It is of vital significance to accurately forecast the settlement of high fill subgrade, which is the foundation for disaster prevention and treatment of subgrade. According to the monitoring data of high fill subgrade, a novel model, called PSOMGVM model, based on particle swarm optimization (PSO) and Markov chain is proposed. Firstly, the typical characteristics of settlement curve are analyzed from the aspect of geomechanics theory and based on the grey theory, the grey Verhulst model (GVM) with unequal time-interval is proposed. Then, according to the theory of Markov chain, the grey Verhulst model is built to revise the relative residuals of the GVM, in which the effects of volatility characteristics can be considered. Finally, the PSOMGVM model based on PSO algorithm and Markov chain is set up, which whitens the parameters of the grey interval. In order to demonstrate the fitness and the ability of the proposed model, five competing models are introduced to predict the settlement of the high fill subgrade of Xiangli Expressway in Yunnan Province. Through the analysis of APE, MAPE, and RMSE, it states that the accuracy and performance of the PSOMGVM model outperform the other five competing models for simulative and predictive periods. © 2019 Haiming Liu et al.","33","Particle swarm optimization (PSO)","Disaster prevention - Forecasting - Markov processes","Competing models - Grey theory - Grey Verhulst model - Model-based OPC - PSO algorithms - Settlement curve - Time interval - Yunnan province","723 Computer Software, Data Handling and Applications - 914.1 Accidents and Accident Prevention - 922.1 Probability Theory",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The spatial distribution and its significance of three-dimensional fluorescence characteristics of CDOM in sediments from Lake Erhai","20191606803297","(CDOM)","Zhao, Haichao (1, 3); Li, Yanping (2); Wang, Shengrui (3, 4); Jiao, Lixin (2) ","(1) College of Agricultural Science, Hebei North University, Zhangjiakou; 075000, China (2) Chinese Research Academy of Environmental Sciences, Beijing; 100012, China (3) College of Water Sciences, Beijing Normal University, Beijing; 100875, China (4) Yunnan Key Laboratory of Pollution Process and Management of Plateau Lake-Watershed, Kunming; 650034, China ","Wang, Shengrui(wangsr@bnu.edu.cn) ","Hupo Kexue/Journal of Lake Sciences","Hupo Kexue/J. Lake Sc.","","Science Press","31","2","507-516","January 6, 2019","","","2019","Chinese","10035427","","","10.18307/2019.0219","","","","","","","Journal article (JA)","The Chromophoric Dissolved Organic Matter(CDOM) was analyzed quantitatively using fluorescence spectroscopy regional volume integral method. The spatial distribution characteristics of CDOM were studied by three-dimensional fluorescence spectroscopy in Lake Erhai sediments. The results showed that the highest proportion was the humic acid (ranging from 44.5% to 74.2% in sediments), followed by soluble microbial metabolites and fulvic acid with their content 10.7%-20.4% and 8.19%-19.7%, respectively. The lowest was the class protein components. The proportion of humic acid was negatively correlated with H/C and N/C. The concentration of fulvic acid and the class protein components accounted for a relatively high proportion in the southern lake core platform, and CDOM had strongly self-origin. The dissolved microbial metabolites accounted for a relatively high proportion in the northern aquatic plant distribution area, and CDOM showed strongly terrestrial origin. The humic acids accounted for a relatively high proportion in the central deep water area and the north and south lake bays, with the increase of water depth, the self-origin characteristics of CDOM was increased in sediments. With the increase of sediment depth, the humic acid and soluble microbial metabolites was decreased, the fulvic acid was increased. The self-generated source characteristics and the degree of fatification of CDOM were increased. As the lake eutrophication increased, the influence of microbial metabolites on the CDOM of sediments was increased, and its terrestrial sources was increased will its self-generated source was reduced. The CDOM of lake sediments had the indicating significance to eutrophication. © 2019 by Journal of Lake Sciences.","26","Spatial distribution","Biogeochemistry - Biomolecules - Dissolution - Eutrophication - Fluorescence - Fluorescence spectroscopy - Lakes - Metabolites - Organic acids - Proteins - Sediments","Chromophoric dissolved organic matter - Distribution characteristics - Lake eutrophications - Microbial metabolites - Source characteristics - Three-dimensional fluorescence spectroscopies - Three-dimensional fluorescences - Volume integral method","461.9 Biology - 481.2 Geochemistry - 483 Soil Mechanics and Foundations - 741.1 Light/Optics - 741.3 Optical Devices and Systems - 802.3 Chemical Operations - 804.1 Organic Compounds - 921 Mathematics",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
