Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"A study on information throughput of inter-vehicle communications in a unidirectional traffic stream","20091712050341","","Zhe, Wang (1); Wei, Lu (1); Wenlong, Jin (2) ","(1) Department of Automation, University of Science and Technology of China, Hefei 230027, China (2) Department of Civil and Environmental Engineering, University of California, Irvine, CA 92697, United States ","Wenlong, J.(wjin@uci.edu) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","2","","396-401","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","9780769535012","10.1109/CMC.2009.226","4797155","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75845","","Conference article (CA)","Inter-vehicle communications (IVC) based on mobile ad hoc networks have drawn increasing research interests in recent years. In this paper, we study throughput in an IVC system along a unidirectional traffic for different traffic conditions and transmission ranges of wireless units. Here, whether a vehicle is equipped or not is random, and the probability is assumed to be the market penetration rate. We first briefly introduce the communication performance measures and our simulation platform based on network simulator 2 and traffic flow theories. We then present Monte Carlo simulation results of communication performance measures for traffic flows of two congestion levels, information source and destination at different distances, and three transmission ranges. We compare our results with those obtained through simple connectivity analysis and find that the results are consistent for low connectivity, but the throughputs by ns-2 simulations are significantly lower than the theoretical results, due to packet losses caused by signal interferences. Together with further investigations, the study could be helpful for determining and designing appropriate communication hardware and software and intelligent transportation applications. © 2009 IEEE.","30","Traffic congestion","Application programs - Computation theory - Intelligent systems - Intelligent vehicle highway systems - Mobile computing - Monte Carlo methods - Motor transportation - Simulation platform - Vehicles - Vehicular ad hoc networks","Communication hardware - Communication performance - Connectivity analysis - Intelligent transportation - Inter vehicle communications - Network simulator 2 - Traffic flow theory - Transmission ranges","721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 723 Computer Software, Data Handling and Applications - 922.2 Mathematical Statistics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"TinyTPM: A novel lightweight key agreement scheme for sensor networks","20091712050477","","Tieming, Chen (1, 2); Dujuan, Yan (1); Sugang, Bai (1) ","(1) College of Software Engineering, Zhejiang University of Technology, Hangzhou 310023, China (2) State Key Laboratory of Software Development Environment, Beihang University, Beijing,100083, China ","Tieming, C.(tmchen@zjut.edu.cn) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","3","","518-522","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","9780769535012","10.1109/CMC.2009.104","4797307","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75846","","Conference article (CA)","The security of Wireless Sensor Networks (WSN) has been widely concerned due to its special properties.This paper introduces a novel mutual learning neural network model, named Tree Parity Machine, for weight synchronization. Then a lightweight Tree Parity Machine-based key agreement scheme for sensor networks, named TinyTPM, is proposed. Using NesC programming language in TinyOS-based development environment, the design and implementation of a TinyTPM-based key agreement protocol are presented. At final, the run of such TinyTPM-based protocol is simulated with correct results. © 2009 IEEE.","10","Wireless sensor networks","Forestry - Mobile computing","Design and implementations - Development environment - Key agreement protocol - Key agreement scheme - Mutual learning - Security of wireless sensor networks - Tree parity machine","716.3 Radio Systems and Equipment",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Further analysis and improvement of Yoon et al.'s hash-based user authentication scheme","20091712050470","","Wang, Bang-Ju (1, 2); Li, Shu-Hua (1); Zhang, Huan-Guo (2) ","(1) School of Science, Huazhong Agricultural University, Wuhan 430070, ubei, China (2) The Key Laboratory of Aerospace Information Security and Trust Computing, Ministry of Education, Wuhan University, Wuhan 430072, Hubei, China ","Li, S. -H.(olishuhua@mail.hzau.edu.cn) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","3","","480-484","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","9780769535012","10.1109/CMC.2009.271","4797300","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75846","","Conference article (CA)","In 2002, Lee et al. proposed a scheme improving on Peyravian and Zunic scheme. However, Yoon et al. found that the scheme is vulnerable to a denial of service (DoS) attack and proposed a enhanced scheme on Lee et al.'s scheme. Unfortunately, Ku et al. pointed out that Yoon et al.'s scheme can not achieve backward secrecy and is vulnerable to off-line password guessing and stolen-verifier attacks. In this paper, the other security flaws of the scheme that new insider attack and replay attack are stated, and an improved hash based scheme on Yoon et al.'s scheme is proposed. The improved scheme in this paper can fix all the known security flaws of Yoon et al.'s scheme except for backward secrecy and is more secure and efficient for practical application in source constraint wireless networks. © 2009 IEEE.","11","Authentication","Denial-of-service attack - Hash functions - Mobile computing","Attack - Backward secrecy - Denial of Service - Password - Password authentication - Password guessing - Stolen verifier attack - User authentication scheme","723 Computer Software, Data Handling and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A model for assured software download on mobile terminals","20091712050348","","Sabetghadam, Serwah (1); Niamanesh, Mahdi (2); Esmaeili, Javad (1) ","(1) Computer Engineering Department, University of Shahid Beheshti, Iran (2) Computer Engineering Department, Sharif University of Technology, Tehran, Iran ","Sabetghadam, S. ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","2","","432-436","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","9780769535012","10.1109/CMC.2009.332","4797162","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75845","","Conference article (CA)","Over-the-air (OTA) software download is a key enabling technology for terminal reconfigurations. With increasing the number of network protocols, variety of software products with different software providers and new software threats, it becomes important to download and install assured software on the mobile terminals. Most of the related research works on downloading assured software, focus on software validation after download, and mainly on the terminal. In this paper, a model is proposed in which an Assurance Agency is exploited. This agency is responsible for performing software examination and validations. Unlike related work, examination and validation operations are centrally performed in the network before downloading the software. Based on a cost analysis, it is shown that the overhead of using the assurance agency in downloading scenario is acceptable. © 2009 IEEE.","16","Computer terminals","Mobile computing - Network protocols","Cost analysis - Enabling technologies - Mobile terminal - Over the airs - Software downloads - Software products - Software threats - Software validation","722.2 Computer Peripheral Equipment",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A slotted dielectric substrate loaded broadband Vivaldi antenna fed by SIW","20170903399343","","Ma, Chaojun (1); Shen, Dongya (1); Dong, Ming (1); Su, Jun (1) ","(1) Yunnan Eng. Lab. of CWA and Heteroge Net., Yunnan University, Kunming; 650091, China ","","ISAPE 2016 - Proceedings of the 11th International Symposium on Antennas, Propagation and EM Theory","ISAPE - Proc. Int. Symp. Antennas, Propag. EM Theory","Chinese Institute of Electronics (CIE); Chinese Institute of Electronics (CIE) Antennas Society; Chinese Institute of Electronics (CIE) Radio Propagation Society","Institute of Electrical and Electronics Engineers Inc.","","","28-30","January 25, 2017","ISAPE 2016 - Proceedings of the 11th International Symposium on Antennas, Propagation and EM Theory","","1 of 1","2016","English","","","9781509047420","10.1109/ISAPE.2016.7833916","7833916","11th International Symposium on Antennas, Propagation and EM Theory, ISAPE 2016","October 18, 2016 - October 21, 2016","Guilin, China","125945","","Conference article (CA)","A novel compact slotted dielectric substrate loaded broadband Vivaldi antenna is proposed. This antenna consists of a typical antipodal SIW Vivaldi antenna and two pieces of FR4 substrate with uneven thickness and periodic slots, two pieces of FR4 substrate is symmetrically loaded on Vivaldi antenna above and under respectively. The effects of different thickness distribution and slots on substrate were simulated. Simulated results exhibit that the antenna achieves a gain of 10.1 ± 0.7 dBi over the frequency of 27-45GHz with reflection coefficient less than -14dB. © 2016 IEEE.","7","Substrate integrated waveguides","Antenna feeders - Dielectric materials - Slot antennas","broadband - Dielectric substrates - Different thickness - FR4 substrates - Simulated results - Vivaldi antennas","708.1 Dielectric Materials - 714.3 Waveguides",,"Number: 2013FA027, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 61501398, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 2012HA005, Acronym: -, Sponsor: -; ","The paper is supported by the National Natural Science Foundation of China(61561052,61561051, 61501398) Yunnan Natural Science Key Foundation of China(2013FA027), and Yunnan High-Tech Top-Talents Recruitment Project (2012HA005).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Visual block link analysis for image re-ranking","20101812902952","","Zhou, Wengang (1); Tian, Qi (2); Li, Houqiang (1) ","(1) University of Science and Technology of China, Hefei City, Anhui Province, China (2) University of Texas at San Antonio, One UTSA Circle, San Antonio, TX 78249, United States ","Zhou, W.(zhwg@mail.ustc.edu.cn) ","1st International Conference on Internet Multimedia Computing and Service, ICIMCS 2009","Int. Conf. Internet Multimedia Comput. Serv., ICIMCS","ACM SIGMM Beijing Chapter; National Science Foundation of China","Association for Computing Machinery (ACM)","","","10-16","2009","1st International Conference on Internet Multimedia Computing and Service, ICIMCS 2009","","","2009","English","","","9781605588407","10.1145/1734605.1734612","","1st International Conference on Internet Multimedia Computing and Service, ICIMCS 2009","November 23, 2009 - November 25, 2009","Kunming, Yunnan, China","80025","","Conference article (CA)","Currently, image retrieval is becoming a popular feature in many search engines, most of which return images solely based on the metadata of pages in which the image appears. Since the page text may be inconsistent with the image content, image re-ranking is of great necessity. In this paper, we propose a Visual Block Rank approach for image re-ranking. We consider images as visual block sets and analyze the authority of images by exploring the underlying visual block link structure via LSA (Latent Semantic Analysis). The idea of Page-Rank is leveraged to our scheme for Visual Block Ranking and then the re-ranking order of images is deduced. We validate our approach with search results returned by Google Image. Experimental results show improvement of the accuracy and efficiency of our method over the state-of-the-art VisualRank algorithm. Copyright 2009 ACM.","20","Search engines","Image analysis - Image retrieval - Semantics","Image content - Image re rankings - Latent Semantic Analysis - Link analysis - Link structure - State of the art - Visual block - VisualRank","723 Computer Software, Data Handling and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A triple-band substrate integrated waveguide antenna based on metamaterials","20170903399362","","Zhang, Yingpeng (1); Shen, Dongya (1); Li, Xingxing (1); Su, Jun (1); Dong, Ming (1) ","(1) Yunnan Eng. Lab. of CWA and Heteroge Net., Yunnan university, Kunming; 650000, China ","","ISAPE 2016 - Proceedings of the 11th International Symposium on Antennas, Propagation and EM Theory","ISAPE - Proc. Int. Symp. Antennas, Propag. EM Theory","Chinese Institute of Electronics (CIE); Chinese Institute of Electronics (CIE) Antennas Society; Chinese Institute of Electronics (CIE) Radio Propagation Society","Institute of Electrical and Electronics Engineers Inc.","","","85-87","January 25, 2017","ISAPE 2016 - Proceedings of the 11th International Symposium on Antennas, Propagation and EM Theory","","1 of 1","2016","English","","","9781509047420","10.1109/ISAPE.2016.7833884","7833884","11th International Symposium on Antennas, Propagation and EM Theory, ISAPE 2016","October 18, 2016 - October 21, 2016","Guilin, China","125945","","Conference article (CA)","In this paper, a triple-band substrate integrated waveguide(SIW) antenna is presented. The proposed antenna consists of a T-shaped radiator, where it is etched on the top side of the common dielectric substrate and fed by a substrate integrated waveguide(SIW) feed-line. Embedded in the E-plane of the antenna are two arrays of zero-index matamaterials (ZIM) unit-cells whose purpose is to effectively confine the electromagnetic waves in the end-fire direction to achieve triple-band characteristics. By properly optimizing the antenna dimensions, the impedance bandwidth(S11 © 2016 IEEE.","11","Substrate integrated waveguides","Antenna arrays - Antenna feeders - Dielectric materials - Directional patterns (antenna) - Electric impedance - Electromagnetic waves - Metamaterial antennas - Metamaterials - Microwave antennas","Antenna dimensions - Dielectric substrates - Feed line - Impedance bandwidths - T-shaped - Triple band - Two arrays - Unit cells","701.1 Electricity: Basic Concepts and Phenomena - 708.1 Dielectric Materials - 711 Electromagnetic Waves - 714.3 Waveguides - 716 Telecommunication; Radar, Radio and Television - 951 Materials Science",,"Number: 2012HA005, Acronym: -, Sponsor: -; Number: 2013FA027, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 61561052,61561051, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The paper is supported by the National Natural Science Foundation of China(61561052,61561051), Yunnan Natural Science Key Foundation of China(2013FA027), and Yunnarj High-Tech Top-Talents Recruitment Project (2012HA005).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Distributed neural network routing algorithm based on global information of wireless sensor network","20091712046828","","Zhao, Wenhui (1, 2); Liu, Daxin (2); Jiang, Yu (1) ","(1) College of Science, Harbin Engineering University, Harbin 150001, Heilongjiang, China (2) College of Computer, Harbin Engineering University, Harbin 150001, Heilongjiang, China ","Zhao, W. ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","World Research Institutes","IEEE Computer Society","1","","552-555","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","9780769535012","10.1109/CMC.2009.103","4797058","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75844","","Conference article (CA)","A new energy-efficient wireless sensor network routing algorithm is proposed. The algorithm obtains optimization routing paths using global information of wireless sensor network. And the optimizing process can be reproduced in distribution by constructing a neural network for each node. Simulation results show the algorithm can accomplish routing process correctly and rapidly, and increase network lifetime evidently. © 2009 IEEE.","5","Wireless sensor networks","Energy efficiency - Mobile computing - Routing algorithms","Global informations - Network lifetime - New energies - Routing path - Routing process","525.2 Energy Conservation - 716.3 Radio Systems and Equipment - 723 Computer Software, Data Handling and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A small UWB antenna with triple band-notched characteristics","20170403267926","","Su, Jun (1); Shen, Dongya (1); Ren, Wenpin (1); Lin, Fanjie (1); Zhang, Xiupu (1) ","(1) Yunnan Eng. Lab. of CWA and Heteroge Net., Yunnan University, Kunming; 650000, China ","","9th International Conference on Microwave and Millimeter Wave Technology, ICMMT 2016 - Proceedings","Int. Conf. Microw. Millim. Wave Technol., ICMMT - Proc.","Beijing Institute of Technology; Chinese Institute of Electronics (CIE); IEEE Beijing Chapter; Microwave Society of CIE; Science and Technology on Electronic Test and Measurement Laboratory; Xi'an HengDa Microwave Technology Development Company","Institute of Electrical and Electronics Engineers Inc.","1","","280-282","November 28, 2016","9th International Conference on Microwave and Millimeter Wave Technology, ICMMT 2016 - Proceedings","","1of2","2016","English","","","9781467389815","10.1109/ICMMT.2016.7761748","7761748","9th International Conference on Microwave and Millimeter Wave Technology, ICMMT 2016","June 5, 2016 - June 8, 2016","Beijing, China","125121","","Conference article (CA)","A small CPW fed triple band-notched (Ultra Wide Band) UWB antenna is presented. The proposed antenna consists of a shovel-shaped radiating patch with three C-shaped slots, a feed line and a modified ground plane. By etching three C-shaped slots with variable dimensions on the radiating patch, frequency band-stop performance is generated and we can control its band-notched frequency and bandwidth through modifying the dimensions of C-shaped slot. The proposed antenna has a very compact size of 14×22×1.6mm3. Simulated VSWR shows that the proposed antenna could operate from 2.88 to 10.67 GHz with VSWR less than 2, except 3.20 to 3.97GHz, 5.26 to 5.75GHz and 7.57 to 8.37 GHz. © 2016 IEEE.","10","Ultra-wideband (UWB)","Antenna feeders - Antenna grounds - Microwave antennas - Millimeter waves - Slot antennas","C-shaped slot - Compact size - Modified ground plane - Radiating patches - Triple band - Ultra wideband antennas (UWB) - Variable-dimension - VSWR","711 Electromagnetic Waves - 716.3 Radio Systems and Equipment",,"Number: 2013FA027, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 61561052, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61561051, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 2012HA005, Acronym: -, Sponsor: -; ","The paper is supported by the National Natural Science Foundation of China (61561052 , 61561051), Yunnan Natural Science Key Foundation of China ( 2013FA027) and Yunnan High-Tech Top-Talents Recruitment Project (2012HA005).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A wideband and high-gain magneto-electric dipole antenna","20170903399361","","Li, Xingxing (1); Shen, Dongya (1); Zhang, Taoyan (1); Su, Jun (1); Zhang, Yingpeng (1); Dong, Ming (1) ","(1) Yunnan Eng. Lab. of CWA and Heteroge Net., Yunnan University, Kunming; 650000, China ","","ISAPE 2016 - Proceedings of the 11th International Symposium on Antennas, Propagation and EM Theory","ISAPE - Proc. Int. Symp. Antennas, Propag. EM Theory","Chinese Institute of Electronics (CIE); Chinese Institute of Electronics (CIE) Antennas Society; Chinese Institute of Electronics (CIE) Radio Propagation Society","Institute of Electrical and Electronics Engineers Inc.","","","81-84","January 25, 2017","ISAPE 2016 - Proceedings of the 11th International Symposium on Antennas, Propagation and EM Theory","","1 of 1","2016","English","","","9781509047420","10.1109/ISAPE.2016.7833883","7833883","11th International Symposium on Antennas, Propagation and EM Theory, ISAPE 2016","October 18, 2016 - October 21, 2016","Guilin, China","125945","","Conference article (CA)","A novel wideband high-gain Magneto-Electric dipole antenna is presented. The proposed Magneto-Electric antenna is composed of a fishtail-shaped electric dipole, a half-circular loop antenna that works as a magnetic dipole, a microstrip-to-coplanar stripline transition balun, a box-shaped reflector and the loading of T-shaped array of metamaterial elements on the dielectric substrate. A high gain can be realized by loading of T-shaped array of metamaterial elements and using a rectangular box-shaped reflector. Simulated results show that this antenna has a wide impedance bandwidth of 58.5%, ranging from 2.32 GHz to 4.24 GHz and a high gain about 8 dB. Moreover, radiation patterns with low back radiation, fixing broadside direction mainbeam, symmetrical E- and H-plane patterns and large front-to-back ratio are obtained over the whole operating band by using a rectangular box-shaped reflector. The good performances make the antenna suitable for the wireless communication systems. © 2016 IEEE.","16","Dipole antennas","Antenna arrays - Antenna reflectors - Dielectric materials - Directional patterns (antenna) - Electric impedance - Loop antennas - Metamaterial antennas - Metamaterials - Microwave antennas - Reflection - Wireless telecommunication systems","Circular loop antennas - Coplanar striplines - Dielectric substrates - Front to back ratio - Magneto-electric dipole antennas - Shaped reflector - Wide impedance bandwidths - Wireless communication system","701.1 Electricity: Basic Concepts and Phenomena - 708.1 Dielectric Materials - 716 Telecommunication; Radar, Radio and Television - 951 Materials Science",,"Number: 2013FA027, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 61561052,61561051, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 2012HA005, Acronym: -, Sponsor: -; ","The paper is supported by the National Natural Science Foundation of China(61561052,61561051), Yunnan Natural Science Key Foundation of China(2013FA027), and Yunnan High-Tech Top-Talents Recruitment Project (2012HA005).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Channel assignment in multi-radio multi-channel wireless mesh network by topology approach","20091712050335","","Li, Zhang (1); Xinheng, Wang (1); Caixing, Liu (2) ","(1) Institute of Advanced Telecommunication, Swansea University, Swansea, United Kingdom (2) College of Informatics, South China Agricultural University, China ","Li, Z. ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","2","","358-362","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","9780769535012","10.1109/CMC.2009.245","4797148","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75845","","Conference article (CA)","Wireless mesh nodes equipping multi-radio interfaces on each node and using multi-channel for transmission can greatly enhance the network performance. In this paper, a genetic algorithm, genetic tabu search, was presented to solve the channel assignment problem. The algorithm was evaluated by simulation on NS2 and compared with greedy and multi-radio unification protocol algorithms. Simulation results showed that the performance of developed tabu search algorithm greatly increased the throughput of the wireless mesh network and outperformed than the other two algorithms. © 2009 IEEE.","12","Radio transmission","Combinatorial optimization - Genetic algorithms - Mesh generation - Mobile computing - Tabu search - Wireless mesh networks (WMN)","Channel Assignment - Channel assignment problem - Multi channel - Multi radio multi channels - Multi-radio - Multi-radio unification protocol - Tabu search algorithms - Wireless mesh","716.3 Radio Systems and Equipment - 722.3 Data Communication, Equipment and Techniques - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory - 921.5 Optimization Techniques",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Numerical simulation of a new self-adapted deflection tomography","20091712050371","","Yizhong, Song (1, 2); Zhimin, Zhao (1) ","(1) College of automation engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, 210016, China (2) Department of Physics, Dezhou University, Dezhou, 253000, China ","Yizhong, S.(yizhongsong@126.com) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","2","","560-563","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","9780769535012","10.1109/CMC.2009.23","4797186","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75845","","Conference article (CA)","A new deflection tomography algorithm was suggested and verified with a simulated flow field. The programs calculating deflection projection and inverse projection were worked out based on optical refraction principle and mathematical, physical significance of tomography. With our home-made Simple Self-correlative Algebraic Reconstruction Technique(SSART), a new deflection tomography algorithm was programmed and named selfadapted deflection tomography. To test its performance, A section of a complex flow field was simulated. The deflection projections were figured out according to the tomography algorithm. The section was reconstructed with the projections by SSART. The reconstructed result was compared with the model in order to test the performace of the system. The reconstructive effect was scaled with Mean-square error(MSE) and Peak error(PE). As the result, the system could reconstruct the simulated field accurately. MSE of reconstruction was about from 0.00009 to 0.001 at the end of 300 cycle iterations, and PE was about from 0.001 to 0.02. So, the self-adapted deflection tomography system can accurately reconstruct complex flow fields. © 2009 IEEE.","9","Image reconstruction","Computer simulation - Deflection (structures) - Errors - Flow fields - Mean square error - Mobile computing - Numerical models - Tomography","Algebraic reconstruction techniques - Complex flow field - Inverse projections - Iterating algorithm - Optical refraction - Physical significance - Tomography algorithm - Tomography system","408.2 Structural Members and Shapes - 631.1 Fluid Flow, General - 723.5 Computer Applications - 746 Imaging Techniques - 921 Mathematics - 922.2 Mathematical Statistics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Comparative analysis on transform and reconstruction of Compressed sensing in sensor networks","20091712046806","","Guo, Di (1); Qu, Xiaobo (1); Xiao, Mingbo (1); Yao, Yan (1, 2) ","(1) Department of Communication Engineering, Xiamen University, Xiamen 361005, China (2) Department of Electronic Engineering, Tsinghua University, Beijing 100084, China ","Guo, D.(guodi@xmu.edu.cn) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","World Research Institutes","IEEE Computer Society","1","","441-445","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","9780769535012","10.1109/CMC.2009.19","4797036","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75844","","Conference article (CA)","Compressed sensing (CS) is an emerging field based on the revelation that a small collection of linear projections of a sparse signal contains enough information for reconstruction. It holds valuable implications for wireless sensor networks because power and bandwidth are limited resources. In this paper, applying the theory of compressed sensing to the practical sensor network data recovery problem, we compare the performance of different CS reconstruction algorithms combined with wavelet and discrete cosine transform (DCT) basis. We demonstrate empirically that DCT is good for sinusoid oscillatory data while wavelet is good for data with point-like singularities. Furthermore, comparison on reconstruction algorithms shows basis pursuit (BP) is best in term of PSNR performance and computing time. In addition, benefit of CS for noisy channel of sensor network is tested and how to achieve good performance in noisy channel is discussed. © 2009 IEEE.","12","Wireless sensor networks","Compressed sensing - Computation theory - Discrete cosine transforms - Mobile computing","Comparative analysis - Compressive sensing - Computing time - Discrete Cosine Transform(DCT) - Linear projections - PSNR performance - Reconstruction algorithms - Sparse signals","716.1 Information Theory and Signal Processing - 716.3 Radio Systems and Equipment - 721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 921.3 Mathematical Transformations",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Multiscale BIM Modeling and Adaptive Splicing Method of Mountain Tunnel Structure for Engineering Application","20192307005012","BIM","Li, Xiao-Jun (1); Tian, Yin-Xue (1); Tang, Li (1); Chen, Shu-Wang (2); Wang, An-Min (2) ","(1) School of Civil Engineering, Tongji University, Shanghai; 200092, China (2) Yunnan Institute of Transportation Planning and Design, Kunming; Yunnan; 650041, China ","","Zhongguo Gonglu Xuebao/China Journal of Highway and Transport","Zongguo Gonglu Xuebao","","Xi'an Highway University","32","2","126-134","February 1, 2019","","","","2019","Chinese","10017372","","","","","","","","","ZGXUFN","Journal article (JA)","Building Information Modeling (BIM) is widely utilized in the field of construction engineering. However, because tunnel structure differs from building structure significantly, there are some difficulties in establishing an elaborate three-dimensional model of tunnel structure using BIM software such as Revit, and the model is difficult to be reused. To address this problem, this work first proposes a BIM model decomposition scheme for mountain tunnel structure, which is decomposed into basic components and divided into basic units along the axis. The unit length determination principle was given according to the characteristics of the components, and according to whether this model could be reused, the basic units were divided into standard and special units. Second, the model was divided into three levels of detail (LOD100, LOD200, LOD300) to meet the needs of different design stages. The multiscale parametric modeling method of standard units was proposed to provide a basis for tunnel structure modeling. It laid the foundation for improving the efficiency of BIM model visualization management. Finally, this work proposes an adaptive splicing method for the basic units of the model. According to the mileage of the tunnel axis and its corresponding three-dimensional coordinates and design section type, the models of standard units for different lengths and special units are automatically spliced according to the discretized axis, thus forming a complete tunnel model. Based on the Laoying Tunnel of Baolu Expressway in Yunnan Province, this study uses Revit to establish the parametric models of standard units and the special units of the tunnel structure. Through the Unity3D software and the splicing program, the adaptive splicing and multiscale loading of the model units were realized, and the complete BIM model of Laoying Tunnel was formed. The multiscale parametric modeling and adaptive splicing method improves the reusability and modeling efficiency of the 3D model of the tunnel structure, and provides a reference for the application of BIM technology in mountain tunnel engineering. © 2019, Editorial Department of China Journal of Highway and Transport. All right reserved.","12","Three dimensional computer graphics","3D modeling - Architectural design - Efficiency - Landforms - Railroad tunnels - Reusability - Tunnels","Building Information Model - BIM - Construction engineering - Engineering applications - Mountain tunnels - Multiscale - Three dimensional coordinate - Three-dimensional model - Tunnel engineering","401.2 Tunnels and Tunneling - 402 Buildings and Towers - 481.1 Geology - 723.2 Data Processing and Image Processing - 913.1 Production Engineering",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
