Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Trace elements geochemistry of soil-plant system in Puxiong lead-zinc mining area, Yunnan, China","20134116833608","","Wang, Juan (1, 2); Wang, Zheng Hai (2) ","(1) Department of Earth Sciences, Sun Yat-sen University, Guangzhou, China (2) Guangdong key laboratory of geological processes and mineral resources exploration, China ","","Advanced Materials Research","Adv. Mater. Res.","","Trans Tech Publications Ltd, Kreuzstrasse 10, Zurich-Durnten, CH-8635, Switzerland","726-731","","239-244","2013","Advances in Environmental Technologies","","","2013","English","10226680","","9783037857427","10.4028/www.scientific.net/AMR.726-731.239","","2013 2nd International Conference on Energy and Environmental Protection, ICEEP 2013","April 19, 2013 - April 21, 2013","Guilin, China","99790","","Conference article (CA)","This study aims to obtain an overview of trace elements concentrations in rocks, soils and plants from Puxiong lead-zinc mining area in Yunnan, China, and analyze the connection as well. Concentrations of Ba, Cd, Co, Cu, Mn, Pb, Zn, As, Sb, Hg, Sn, Ni and Sr among soils, rocks and three dominant plants in mining area, transition area and background were measured. Ratio parameter, bioconcentration factors (BF) and Pearson's correlation coefficients were used to analyze the relationship between these elements in different feature. The results indicate that rocks, soils and plants samples are all characterized by high concentrations of Pb, Zn and other associated elements in Puxiong lead-zinc mining area. Geochemistry of trace elements concentrations from rocks to soils, then to plants presents obvious characters of inheritance and variability. What's more, three dominant plants are same in high concentration of Mn and low concentration of Cd, Hg, Co, but are huge different in bio-concentration factors. © (2013) Trans Tech Publications, Switzerland.","14","Pollution","Correlation methods - Geochemistry - Lead - Manganese - Rocks - Soils - Trace elements - Zinc","Bio-concentration factors - Bioconcentration factor - Lead-zinc - Lead-zinc mining - Low concentrations - Pearson's correlation coefficients - Soil plant systems - Trace elements concentration","546.3 Zinc and Alloys - 546.1 Lead and Alloys - 543.2 Manganese and Alloys - 922.2 Mathematical Statistics - 483.1 Soils and Soil Mechanics - 481.1 Geology - 454.2 Environmental Impact and Protection - 481.2 Geochemistry",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Mesozoic tectonic deformation and ore-controlling of tungsten polymetallic deposits in Malipo area, southeastern Yunnan","20153001050357","","Bi, Minfeng (1); Zhang, Da (1); Wu, Ganguo (1); Di, Yongjun (1); Que, Chaoyang (1, 2); Pan, Jinbo (1); Xue, Wei (1) ","(1) School of Earth Sciences and Resources, China University of Geosciences (Beijing), Beijing; 100083, China (2) Northwestern Limited Company of Zijin Mining Group, Ürümqi; 830026, China ","Zhang, Da(zhangda@cugb.edu.cn) ","Earth Science Frontiers","Earth Sci. Front.","","Science Frontiers editorial department","22","4","223-228","July 1, 2015","","","","2015","Chinese","10052321","","","10.13745/j.esf.2015.04.023","","","","","","","Journal article (JA)","Malipo in the southeast part of Yunnan Province, located in the north of the Song Chay dome and in the southwest of the Southern China plate, has undergone periods of intense tectonic activities. There is a thrust nappe structure in the SE-NW direction shown by tectonic deformation analysis from metamorphic rock to sedimentary layers. Inside the Song Chay dome, the extrusion caused the formation of two metamorphic sedimentary strata (Saxipetrofabric and Nanyangtian petrofabric)which presented as fault blocks in between the igneous rocks (Tuantian+Laochengpo gneissic granite and Nanlao tectonic gneiss). In the outer area of Song Chay dome, the allochthonous sequences (Cambrian strata and Devonian strata) were thrusted onto the autochthonous sequences (Permian strata and Triassic strata). The thrust nappe structure deformation is characterized by klippen, fault block, mylonite zone, inclined fold and mineral shear deformation. It has changed the regional tectonic framework. According to both the age of Zircon U-Pb and previous research results, this extrusion began in the Middle-Late Triassic, and ended in 159 Ma. This extrusion was consistent with the large-scale compression of the NW Pacific and South China plates during the Mesozoic period. This Mesozoic tectonic event provided the space for the following tungsten polymetallic mineralization. ©, 2015, Chinese Academy of Forestry. All right reserved.","16","Faulting","Binary alloys - Domes - Extrusion - Geochronology - Igneous rocks - Lead alloys - Metamorphic rocks - Plates (structural components) - Sedimentary rocks - Sedimentology - Silicate minerals - Tungsten deposits - Uranium alloys - Zircon","Malipo - Nappe - Regional tectonics - Sedimentary layers - Sedimentary strata - Tectonic analysis - Tectonic deformations - Zircon U-Pb","408.2 Structural Members and Shapes - 481.1 Geology - 482.2 Minerals - 482.2.1 Gems - 484.1 Earthquake Measurements and Analysis - 504.3 Heavy Metal Mines - 546.1 Lead and Alloys - 547 Minor, Precious and Rare Earth Metals and Alloys",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Estimation of near-surface density based on gravity Bayesian analysis and its application in Yunnan area","20193907468359","","Niu, Yuanyuan (1); Guo, Lianghui (1); Shi, Lei (2); Chen, Shi (2); Zhuang, Jiancang (3) ","(1) School of Geophysics and Information Technology, China University of Geosciences, Beijing; 100083, China (2) Institute of Geophysics, China Earthquake Administration, Beijing; 100081, China (3) The Institute of Statistical Mathematics, Tokyo; 1908562, Japan ","Guo, Lianghui(guo_lianghui@163.com) ","Acta Geophysica Sinica","Acta Geophys. Sin.","","Science Press","62","6","2101-2114","June 1, 2019","","","","2019","Chinese","00015733","","","10.6038/cjg2019M0332","","","","","","","Journal article (JA)","Bouguer gravity anomalies are calculated by terrain correction and Bouguer correction to free-air gravity anomaly data. Near-surface density is an important parameter in these two corrections. Assuming that Bouguer gravity anomalies vary smoothly with surficial topography, we estimate the near-surface density from 1-D free-air gravity anomalies by using the Bayesian method and simultaneously obtain the smooth Bouguer anomalies fitted by the cubic B-spline function. We determine the trade-off parameters between the data misfit and prior constraints automatically by the Akaike's Bayesian Information Criterion (ABIC). Synthetic data tests by using uniform and non-uniform subdivisions verify the effectiveness of the presented method. Relevant parameter evaluations show that more of the spline coefficients are involved in the method, better results will be produced. When the number of spline coefficients are close to the number of observed stations, a more stable estimation can be obtained. More noise in the data, higher weight for smooth constraints will be determined automatically by the ABIC algorithm. The application of this method to two gravity profiles in the Yunnan area shows that near-surface density along the profiles varies significantly (2.45~2.80 g•cm-3). The Proterozoic and Paleozoic strata have relatively high density (mainly 2.53~2.75 g•cm-3), and the Mesozoic strata have relatively low density (2.45~2.73 g•cm-3). The estimated near-surface density in this paper is in a good agreement with regional physical data and surface geological characteristics, and the estimated Bouguer gravity anomalies have good smoothness. The density differences between both sides of the Honghe fault are as large as 0.4 g•cm-3. The near-surface density structure and Bouguer gravity anomalies obtained in this paper provide reliable basic data for the study of deep structure in this area. © 2019, Science Press. All right reserved.","39","Gravitation","Bayesian networks - Economic and social effects - Interpolation - Topography","ABIC - Akaike's bayesian information criterions - Bayesian Analysis - Bouguer gravity anomalies - Geological characteristics - Gravity anomalies - Near-surface density - Non-uniform subdivisions","921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory - 921.6 Numerical Methods - 931.5 Gravitation, Relativity and String Theory - 951 Materials Science - 971 Social Sciences",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Two fluid systems in the Lanping basin, Yunnan, China - Their interaction and implications for mineralization","20070510393113","","Xue, Chunji (1); Chi, Guoxiang (2); Chen, Yuchuan (3); Wang, Denghong (3); Qing, Hairuo (2) ","(1) State Key Lab. of Geological Processes and Mineral Resources, China University of Geosciences, Xueyuan Raod, Beijing 100083, China (2) Department of Geology, University of Regina, 3737 Wascana Parkway, Regina, Sask. S4S 0A2, Canada (3) Institute of Mineral Resources, Chinese Academy of Geological Sciences, Beijing, 100037, China ","Xue, C.(chunjix@chd.edu.cn) ","Journal of Geochemical Exploration","J. Geochem. Explor.","","Elsevier, P.O. Box 211, Amsterdam, 1000 AE, Netherlands","89","1-3 SPEC. ISS.","436-439","April/June 2006","","","","2006","English","03756742","","","10.1016/j.gexplo.2005.11.027","","","","","","","Journal article (JA)","The Lanping basin in SW China is a Late Triassic to Eocene basin filled with terrestrial sediments. The basin is located between the Tibet-Yunnan and Yangtze plates, controlled by deep-seated faults, and contains a number of metallic deposits, including the world-class Jinding Zn-Pb deposit. Based on fluid inclusion and noble gases, Pb, and S isotope data, we proposes that there were two fluid systems operating in the basin: one was derived from the mantle, characterized by high CO2 content and relatively low salinities, and the other was from within the basin, having relatively high salinities and low temperature. The former was probably a major carrier of metals, whereas the latter provided reduced sulfur through reduction of sulfates. The formation of major base metal deposits requires geologic conditions that favor interaction of the two fluid systems, which lead to precipitation of sulfides in a localized volume. © 2006 Elsevier B.V. All rights reserved.","12","Geochemistry","Carbon dioxide - Fluids - Inclusions - Inert gases - Isotopes - Lead - Metals - Mineral resources - Sulfur","Fluid inclusion - Fluid systems - Mantle fluids - Metallic deposits - Mineralization","481.2 Geochemistry - 501.1 Exploration and Prospecting Methods - 531.1 Metallurgy - 546.1 Lead and Alloys - 804 Chemical Products Generally - 804.2 Inorganic Compounds","Theoretical (THR)","Number: -, Acronym: NSERC, Sponsor: Natural Sciences and Engineering Research Council of Canada; Number: 40427054, Acronym: -, Sponsor: -; Number: 40272050, Acronym: -, Sponsor: -; Number: 2002CB4126007, Acronym: -, Sponsor: -; ","This study was supported by NSFC and the State Key Basic Research Development Program (grants to Xue 40272050, 40427054, 2002CB4126007), and NSERC (grants to Chi and Qing).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Hydrochemical characteristics and genesis analysis of the Jifei hot spring in Yunnan, southwestern China","20152300918182","","Liu, Yaping (1, 2); Zhou, Xun (1, 3); Deng, Zijuan (1, 4); Fang, Bin (1, 3); Tsutomu, Yamanaka (5); Zhao, Jingbo (1); Wang, Xiaocui (1) ","(1) School of Water Resources and Environment, China University of Geosciences (Beijing), China (2) Graduate School of Life and Environmental Sciences, University of Tsukuba, Japan (3) Key Laboratory of Groundwater Circulation and Evolution, China University of Geosciences (Beijing), Ministry of Education, China (4) School of the Environment, Flinders University, Australia (5) Terrestrial Environment Research Center, University of Tsukuba, Japan ","Zhou, Xun ","Geothermics","Geothermics","","Elsevier Ltd","53","","38-45","January 01, 2015","","","","2015","English","03756505","","","10.1016/j.geothermics.2014.04.002","","","","","","GTMCAT","Journal article (JA)","The Jifei hot spring is a typical travertine-depositing hot spring with many travertine cones. The spring water is meteoric in origin and is heated when it undergoes deep circulation of 1792 m through the well-developed faults. Based on the hydrochemical and isotopic analysis, the estimated residence time of the deep circulating meteoric water is 35-50 years and the estimated reservoir temperature of the thermal groundwater is approximate 110.9 °C. The mixing ratio of the cold groundwater is around 44% in the Jifei hot spring calculated by mass conservation method of enthalpy and silica dioxide concentration. Finally, a conceptual diagram of the genesis of the Jifei hot spring is given. In addition, it has been inferred that the travertine deposited from the beginning of the Holocene Epoch. © 2014 Elsevier Ltd.","40","Hot springs","Groundwater - Groundwater geochemistry - Hydrochemistry - Isotopes - Limestone - Reservoirs (water) - Silica","Conceptual diagrams - Hydrochemical characteristics - Isotopic analysis - Mass conservation - Reservoir temperatures - Southwestern China - Thermal groundwater - Travertine","441.2 Reservoirs - 444.2 Groundwater - 481.2 Geochemistry - 481.3.1 Geothermal Phenomena",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Hydrochemical characteristics and genesis analysis of the Jifei hot spring in Yunnan, southwestern China","20142117745592","","Liu, Yaping (1, 2); Zhou, Xun (1, 3); Deng, Zijuan (1, 4); Fang, Bin (1, 3); Tsutomu, Yamanaka (5); Zhao, Jingbo (1); Wang, Xiaocui (1) ","(1) School of Water Resources and Environment, China University of Geosciences (Beijing), China (2) Graduate School of Life and Environmental Sciences, University of Tsukuba, Japan (3) Key Laboratory of Groundwater Circulation and Evolution, China University of Geosciences (Beijing), Ministry of Education, China (4) School of the Environment, Flinders University, Australia (5) Terrestrial Environment Research Center, University of Tsukuba, Japan ","Zhou, X.(zhouxun@cugb.edu.cn) ","Geothermics","Geothermics","","Elsevier Ltd","53","","38-45","January 2015","","","","2015","English","03756505","","","10.1016/j.geothermics.2014.04.002","","","","","","GTMCAT","Journal article (JA)","The Jifei hot spring is a typical travertine-depositing hot spring with many travertine cones. The spring water is meteoric in origin and is heated when it undergoes deep circulation of 1792. m through the well-developed faults. Based on the hydrochemical and isotopic analysis, the estimated residence time of the deep circulating meteoric water is 35-50 years and the estimated reservoir temperature of the thermal groundwater is approximate 110.9. °C. The mixing ratio of the cold groundwater is around 44% in the Jifei hot spring calculated by mass conservation method of enthalpy and silica dioxide concentration. Finally, a conceptual diagram of the genesis of the Jifei hot spring is given. In addition, it has been inferred that the travertine deposited from the beginning of the Holocene Epoch. © 2014 Elsevier Ltd.","40","Hot springs","Groundwater - Groundwater geochemistry - Hydrochemistry - Isotopes - Limestone - Reservoirs (water) - Silica","Conceptual diagrams - Hydrochemical characteristics - Isotopic analysis - Mass conservation - Reservoir temperatures - Southwestern China - Thermal groundwater - Travertine","441.2 Reservoirs - 444.2 Groundwater - 481.2 Geochemistry - 481.3.1 Geothermal Phenomena",,"Number: 2652013085, Acronym: -, Sponsor: -; Number: 40972163, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 40572147, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was cooperatively supported by the Fundamental Research Funds for the Central Universities of China ( 2652013085 ) and the National Natural Science Foundation of China ( 40972163 , 40572147 ). The authors would like to thank Dr. Haiyan Zhou, Yongtao Liu, Huishuai Miao and Ying Wang for their help in the field trip. The authors are grateful to the anonymous reviewers and editors for their constructive comments.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Temperature models for quantifying groundwater seepage flux applied in a deep lake of a plateau: Yangzonghai Lake, Yunnan, China","20193607395143","","Yang, Benqin (1); Yang, Shiju (1); Wan, Xing (1); Hu, Hao (1); Hu, Die (1); Hua, Mingda (1); Liu, Yanmei (1); Pan, Xuejun (1) ","(1) Faculty of Environmental Science and Engineering, Kunming University of Science and Technology, Kunming; 650500, China ","Pan, Xuejun(xjpan@kmust.edu.cn) ","Chemosphere","Chemosphere","","Elsevier Ltd","238","","","January 2020","","","","2020","English","00456535","18791298","","10.1016/j.chemosphere.2019.124674","124674","","","","","CMSHAF","Journal article (JA)","Groundwater discharge from a water spring located along the southwest bank of Yangzonghai Lake, the largest deep plateau-lake with arsenic contamination in a typical karst landform, maybe a potential and on-going source of pollution, but seepage flux has not been investigated. This study applied temperature models to locate sites of groundwater discharge and quantify the magnitude and direction of seepage flux. The contaminant levels and spatial distributions, seasonal seepage flux distributions and the conductivity were investigated. The arsenic concentration of the water spring was 1481.9 μg L−1, and as the distance from the water spring increased, the arsenic concentration in the overlying water, pore-water and surface sediments decreased. Herein, the temperature models of McCallum and Bredehoeft were applied to estimate the lakebed vertical seepage flux in groundwater-surface water exchange systems during a period of 30-day in summer and winter. An upward flow of groundwater discharge was observed near the water spring, with the value of some sites over 10 cm day−1, and a downward flow was observed with increasing distance from the water spring in summer. Additionally, a slight upward flow was observed in winter. The arsenic levels, spatial distributions and the conductivity in monitoring sites were closely related to the seepage flux. The application provided a scientific basis for the prediction of groundwater-surface water exchange in deep plateau-lake and was a further development in temperature models. © 2019","42","Groundwater pollution","Arsenic - Discharge (fluid mechanics) - Groundwater - Lakes - River pollution - Seepage - Spatial distribution - Springs (water)","Arsenic concentration - Arsenic contamination - Flux distributions - Ground water discharge - Groundwater seepage - Groundwater-surface-water exchanges - Temperature modeling - Temperature models","444 Water Resources - 444.2 Groundwater - 453 Water Pollution - 804 Chemical Products Generally - 921 Mathematics",,"","This work was supported by the Administration of Yangzonghai Lake. We would like to express our appreciation to Bob Lien of U.S. Environmental Protection Agency for assistance with the data analysis, and for sharing his knowledge about the application of temperature methods.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Geological features and origin of the Huize carbonate-hosted Zn-Pb-(Ag) District, Yunnan, South China","20071110489196","","Han, Run-Sheng (1, 2); Liu, Cong-Qiang (3); Huang, Zhi-Long (1); Chen, Jin (4); Ma, De-Yun (2); Lei, Li (2); Ma, Geng-Sheng (2) ","(1) Open Laboratory of Ore Deposit Geochemistry, Institute of Geochemistry, Chinese Academy of Sciences, Guiyang, 550002, China (2) Kunming University of Science and Technology, Southwest Institute, Geological Survey, Kunming, 650093, China (3) Institute of Geochemistry, Chinese Academy of Sciences, Guiyang, 550002, China (4) Huize Zn-Pb-(Ag) Mine, Yunnan 654211, China ","Han, R.-S.(hrs331@sohu.com) ","Ore Geology Reviews","Ore Geol. Rev.","","Elsevier, P.O. Box 211, Amsterdam, 1000 AE, Netherlands","31","1-4","360-383","April 2007","","","","2007","English","01691368","","","10.1016/j.oregeorev.2006.03.003","","","","","","","Journal article (JA)","The Huize Zn-Pb-(Ag) district, in the Sichuan-Yunnan-Guizhou Zn-Pb-(Ag) metallogenic region, contains significant high-grade, Zn-Pb-(Ag) deposits. The total metal reserve of Zn and Pb exceeds 5 Mt. The district has the following geological characteristics: (1) high ore grade (Zn + Pb ≥ 25 wt.%); (2) enrichment in Ag and a range of other trace elements (Ge, In, Ga, Cd, and Tl), with galena, sphalerite, and pyrite being the major carriers of Ag, Ge, Cd and Tl; (3) ore distribution controlled by both structural and lithological features; (4) simple and limited wall-rock alteration; (5) mineral zonation within the orebodies; and (6) the presence of evaporite layers in the ore-hosting wall rocks of the Early Carboniferous Baizuo Formation and the underlying basement. Fluid-inclusion and isotope geochemical data indicate that the ore fluid has homogenisation temperatures of 165-220 °C, and salinities of 6.6-12 wt.% NaCl equiv., and that the ore-forming fluids and metals were predominantly derived from the Kunyang Group basement rocks and the evaporite-bearing rocks of the cover strata. Ores were deposited along favourable, specific ore-controlling structures. The new laboratory and field studies indicate that the Huize Zn-Pb-(Ag) district is not a carbonate-replacement deposit containing massive sulphides, but rather the deposits can be designated as deformed, carbonate-hosted, MVT-type deposits. Detailed study of the deposits has provided new clues to the localisation of concealed orebodies in the Huize Zn-Pb-(Ag) district and of the potential for similar carbonate-hosted sulphide deposits elsewhere in NE Yunnan Province, as well as the Sichuan-Yunnan-Guizhou Zn-Pb-(Ag) metallogenic region. © 2006 Elsevier B.V. All rights reserved.","48","Ore deposit geology","Carbonate minerals - China - Geochemistry - Inclusions - Lithology - Pyrites - Wall rock","Carbonate-hosted sulphide deposits - Early Carboniferous Baizuo Formation - Metallogenic region - Mineral zonation - Ore-controlling structures","481.1 Geology - 481.2 Geochemistry - 482.2 Minerals - 951 Materials Science","Theoretical (THR)","Number: 2000YK-04, Acronym: -, Sponsor: -; Number: 95-pre-39, Acronym: -, Sponsor: -; Number: 99D0003G, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: -, Acronym: CAS, Sponsor: Chinese Academy of Sciences; Number: NCET-04-917, Acronym: NCET, Sponsor: Program for New Century Excellent Talents in University; Number: -, Acronym: KUST, Sponsor: Kunming University of Science and Technology; Number: 40172038, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The senior author thanks the leaders and technicians of the Huize lead–zinc mine and its mining and exploration staff for their excellent support and coordination. Thanks are due to Prof. Wang Xuekun of the Kunming University of Science and Technology, Senior Engineer Zhang Yifei of the Yunnan Provincial Bureau of Geology and Mineral Resources, and academicians Chen Qingxuan and Zhe Yusheng, Chinese Academy of Sciences, for their cordial instructions and suggestions. Especially, we thank Richard Kyle, Cameron Allen, and Spencer Titley for official reviews of the paper and their valuable suggestions and comments to improve the manuscript. The authors are indebted to Stephen Peters and Khin Zaw who dedicated much effort and time to provide relevant information and detailed comments for the revision of this manuscript but the interpretations made in this paper nevertheless remain the sole responsibility of the authors. This research project was granted jointly by the funds for ‘Fostering Medium-aged and Young Academic and Technical Pioneers’ (the Natural Science Foundation of Yunnan Province, No. 99D0003G), the National Natural Science Foundation of China (No. 40172038), the Nation State Climbing Project (No. 95-pre-39), supported by the Program for New Century Excellent Talents in University (NCET-04-917) and the Collaboration Program sponsored by the colleges and universities of Yunnan Province (No. 2000YK-04).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Drought loss assessment combining remote sensing and a crop growth model for maize in Yunnan Province, China","20184205953824","","Gao, Maofang (1); Li, Zhao-Liang (1); Liu, Sanchao (2); Gao, Ya (3); Leng, Pei (1); Duan, Sibo (1) ","(1) Key Laboratory of Agricultural Remote Sensing, Institute of Agricultural Resources and Regional Planning, Ministry of Agriculture, Chinese Academy of Agricultural Sciences, Beijing, China (2) Transport Planning and Research Institute, Ministry of Transport, Beijing, China (3) School of Electronic Engineering, Heilongjiang University, Harbin, China ","Gao, Maofang(gaomaofang@caas.cn) ","International Journal of Remote Sensing","Int. J. Remote Sens.","","Taylor and Francis Ltd.","40","5-6","2151-2165","March 19, 2019","","","","2019","English","01431161","13665901","","10.1080/01431161.2018.1519291","","","","","","IJSEDK","Journal article (JA)","Severe drought occurs every 2–3 years in Southwest China, especially in Yunnan Province. The sown area of maize in 2010 was 1.35 million ha, representing one of the most important crops with the largest cultivation area among all crops in Yunnan Province. Agricultural drought is a complicated process under the combined impact of many natural and human factors, including precipitation, crop growth, soil properties, and irrigation. In this study, a drought loss assessment (DLA) approach integrating remote sensing and a denitrification-decomposition (DNDC) model were proposed to estimate maize loss in Yunnan Province in 2010. A fishnet with a grid size of 5 km × 5 km was used to divide the entire province into 15,562 units. Basic data for every unit, including the maize area, fertilization, irrigation, precipitation, temperature, soil properties, and background nitrogen content, were collected for the construction of a database. Remote sensing data were used to monitor crop growth in different periods. Daily maize growth and drought stress in all units were simulated based on metrological and management information using the DNDC model. Scenarios involving full irrigation or no irrigation were used for the comparison of maize yields and assessment of drought loss. The results showed that the proposed framework considering both drought development and crop phenology was an effective approach for the analysis of drought impact on crop yield. In 2010, the maize losses caused by drought were 3.2 million tons. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group.","33","Remote sensing","Crops - Cultivation - Drought - Irrigation","Agricultural drought - Crop growth model - Denitrification decompositions (DNDC) - Effective approaches - Full irrigations - Management information - Nitrogen content - Remote sensing data",,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis and integration of geo-information to identify granitic intrusions as exploration targets in southeastern Yunnan District, China","20115014596059","","Wang, Wenlei (1); Zhao, Jie (1); Cheng, Qiuming (1, 2) ","(1) Department of Earth and Space Science and Engineering, Department of Geography, York University, 4700 Keele Street, Toronto, ON, M3J 1P3, Canada (2) State Key Lab of Geological Processes and Mineral Resources, China University of Geosciences, China ","Wang, W.(bznb@yorku.ca) ","Computers and Geosciences","Comput. Geosci.","","Elsevier Ltd","37","12","1946-1957","December 2011","","","","2011","English","00983004","","","10.1016/j.cageo.2011.06.023","","","","","","CGEODT","Journal article (JA)","Identifying granite intrusions in the southeastern mineral district of Yunnan (China) is an essential task in support of mineral exploration for sustaining Sn mineral resources in the area. That is because the Sn and Cu hydrothermal mineralizations in this district are associated with granite intrusions, as sources of both hydrothermal fluid and heat. In this paper, a new high-pass filter technique based on a singularity analysis was applied to gravity and aeromagnetic data to delineate local anomalies characterizing granite intrusions. A PCA was applied to stream sediment geochemical data of 39 trace elements and compounds to derive a new integrated geochemical variable representing an element association, indicating the presence of granite intrusions. This new integrated geochemical variable is positively correlated with K2O, Na2O, Al2O3, Zr, Th, U, and Sr and negatively correlated with MgO and Fe2O3. To further characterize the granite intrusions, PCA was applied to integrate the local gravity and aeromagnetic anomalies obtained through singularity analysis and the new integrated geochemical variable obtained through PCA. The results show that the presence of outcropping and buried granitic intrusions is indicated by the principal component with positive loadings on the integrated geochemical variable and gravity data singularity and negative loadings on aeromagnetic data singularity. The methodology proposed in this paper is useful and effective for geo-information extraction and for integration of multisource geo-information for predictive modeling in mineral exploration. © 2011 Elsevier Ltd.","53","Uranium compounds","Alumina - Aluminum oxide - Economic geology - Financial data processing - Fractals - Geochemistry - Granite - Hematite - High pass filters - Information retrieval - Integration - Magnesia - Mineral exploration - Mineral resources - Principal component analysis - Sodium compounds - Tin - Trace elements","Element associations - Geochemical variables - Hydrothermal mineralization - Information integration - Mineral resource exploration - Principal Components - Singularity - Singularity analysis","481.1 Geology - 481.2 Geochemistry - 482.2 Minerals - 501.1 Exploration and Prospecting Methods - 546.2 Tin and Alloys - 703.2 Electric Filters - 804.2 Inorganic Compounds - 903.3 Information Retrieval and Use - 921 Mathematics - 921.2 Calculus - 922.2 Mathematical Statistics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
